event_utc,cycle_run_id,event_type,supplier_id,f061_run_id,status,rows,notes
2026-05-14T01:09:48Z,f061_child,f061_browser_visibility,,,visible,0,amazon_dashboard_login_required
2026-05-14T01:08:42Z,fpm_live_20260513T124020Z,scanner_chunk,stax,fpm_stax_20260512T195116Z,success,25,pending_after=11899
2026-05-14T01:08:42Z,fpm_live_20260513T124020Z,f061_memory_import,stax,fpm_stax_20260512T195116Z,success,5248,processed_rows=5237;memory_rows=33836
2026-05-14T01:13:07Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:13:18Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:13:29Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:13:41Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:13:52Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:14:03Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:14:14Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:14:25Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:14:36Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:14:47Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:14:58Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:15:09Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:15:20Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:15:31Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:15:42Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:15:53Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
2026-05-14T01:16:04Z,fpm_live_20260513T124020Z,restart_drain_ready,,,ready,0,maintenance_requested_boundary_wait
