event_ts_utc,sku,our_delivery_penalty_gbp,compliance_ceiling_landed_gbp,eligibility_ceiling_landed_gbp,demand_ceiling_landed_gbp,final_ceiling_landed_gbp,binding_ceiling_type,ceiling_reason_codes_json
2026-02-27T07:33:17Z,8U-QPFH-3EKQ,,8.75,8.75,8.75,8.75,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,9X-HL62-83C7,,5.99,5.99,5.99,5.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,A1-KSU1-GZMS,0.00,3.28,3.28,3.28,3.28,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,A2-T2AC-TW3L,0.00,19.04,19.04,19.04,19.04,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,AF-KIHX-ANYY,,2.40,2.40,2.40,2.40,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,AX-NKNU-29C1,,1.38,1.38,1.38,1.38,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_MIN_BBP_CPTX1_2"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,BL-WX51-KQOK,,9.99,9.99,9.99,9.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,CJ-X0SS-QOUW,,19.99,19.99,19.99,19.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,CX-SMCH-4DYA,,8.65,8.65,8.65,8.65,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,D0-C7C0-H6LN,,2.57,2.57,2.57,2.57,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,D8-1A3E-I37F,0.00,36.27,36.27,36.27,36.27,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,DC-K5WH-R7F5,0.00,3.78,3.78,3.78,3.78,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,FB-6FW0-Z82Q,,13.07,13.07,13.07,13.07,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,GY-FO04-RDYL,,6.17,6.17,6.17,6.17,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_MIN_BBP_CPTX1_2"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,H6-E7MP-EBPD,,26.33,26.33,26.33,26.33,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,HL-03ZR-QPHH,,10.31,10.31,10.31,10.31,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,HS-R5IP-7E1C,,4.62,4.62,4.62,4.62,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,IJ-V0PQ-4CZ4,,9.99,9.99,9.99,9.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,JB-RGB6-LZOJ,,7.31,7.31,7.31,7.31,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_MIN_BBP_CPTX1_2"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,LP-QMNJ-J49G,,5.99,5.99,5.99,5.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,LR-7GM6-1RCH,,47.51,47.51,47.51,47.51,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,OV-LVEL-DQL6,,21.60,21.60,21.60,21.60,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,R4-0AXZ-ZZ9D,,16.58,16.58,16.58,16.58,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,RW-AZK6-O4M2,,3.64,3.64,3.64,3.64,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,0G-JB6S-PN34,,2.48,2.48,2.48,2.48,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,0R-GRRH-W0Z9,,9.99,9.99,9.99,9.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,2G-AYBQ-TUQG,,26.39,26.39,26.39,26.39,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,3X-EXDD-TD2K,,77.39,77.39,77.39,77.39,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,4W-VS57-BV6A,,42.00,42.00,42.00,42.00,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_MIN_BBP_CPTX1_2"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,5Z-6Z0P-9TQQ,,4.31,4.31,4.31,4.31,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,6Q-9G2A-IKVV,,13.20,13.20,13.20,13.20,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,6V-EEC1-2S9Z,,10.64,10.64,10.64,10.64,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,714810,,9.99,9.99,9.99,9.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,8M-NHB7-T8TR,0.00,39.59,39.59,39.59,39.59,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,8U-QPFH-3EKQ,,8.75,8.75,8.75,8.75,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,9X-HL62-83C7,,5.99,5.99,5.99,5.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,A1-KSU1-GZMS,0.00,3.28,3.28,3.28,3.28,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,A2-T2AC-TW3L,0.00,19.04,19.04,19.04,19.04,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,AF-KIHX-ANYY,,2.40,2.40,2.40,2.40,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,AX-NKNU-29C1,,1.38,1.38,1.38,1.38,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_MIN_BBP_CPTX1_2"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,BL-WX51-KQOK,,9.99,9.99,9.99,9.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,CJ-X0SS-QOUW,,19.99,19.99,19.99,19.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,CX-SMCH-4DYA,,8.65,8.65,8.65,8.65,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,D0-C7C0-H6LN,,2.57,2.57,2.57,2.57,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,D8-1A3E-I37F,0.00,36.27,36.27,36.27,36.27,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,DC-K5WH-R7F5,0.00,3.78,3.78,3.78,3.78,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,FB-6FW0-Z82Q,,13.07,13.07,13.07,13.07,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,GY-FO04-RDYL,,6.17,6.17,6.17,6.17,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_MIN_BBP_CPTX1_2"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,H6-E7MP-EBPD,,26.33,26.33,26.33,26.33,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,HL-03ZR-QPHH,,10.31,10.31,10.31,10.31,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,HS-R5IP-7E1C,,4.62,4.62,4.62,4.62,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,IJ-V0PQ-4CZ4,,9.99,9.99,9.99,9.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:33:17Z,JB-RGB6-LZOJ,,7.31,7.31,7.31,7.31,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_MIN_BBP_CPTX1_2"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,RW-AZK6-O4M2,,3.64,3.64,3.64,3.64,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,0G-JB6S-PN34,,2.48,2.48,2.48,2.48,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,0R-GRRH-W0Z9,,9.99,9.99,9.99,9.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,2G-AYBQ-TUQG,,26.39,26.39,26.39,26.39,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,3X-EXDD-TD2K,,77.39,77.39,77.39,77.39,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,4W-VS57-BV6A,,42.00,42.00,42.00,42.00,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_MIN_BBP_CPTX1_2"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,5Z-6Z0P-9TQQ,,4.31,4.31,4.31,4.31,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,6Q-9G2A-IKVV,,13.20,13.20,13.20,13.20,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,6V-EEC1-2S9Z,,10.64,10.64,10.64,10.64,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,714810,,9.99,9.99,9.99,9.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,8M-NHB7-T8TR,,39.59,39.59,39.59,39.59,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,8U-QPFH-3EKQ,,8.75,8.75,8.75,8.75,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,9X-HL62-83C7,,5.99,5.99,5.99,5.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,A1-KSU1-GZMS,0.00,3.28,3.28,3.28,3.28,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,A2-T2AC-TW3L,0.00,19.04,19.04,19.04,19.04,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,AF-KIHX-ANYY,,2.40,2.40,2.40,2.40,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,AX-NKNU-29C1,,1.38,1.38,1.38,1.38,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_MIN_BBP_CPTX1_2"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,BL-WX51-KQOK,,9.99,9.99,9.99,9.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,CJ-X0SS-QOUW,,19.99,19.99,19.99,19.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,CX-SMCH-4DYA,,8.65,8.65,8.65,8.65,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,D0-C7C0-H6LN,,2.57,2.57,2.57,2.57,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:43:17Z,D8-1A3E-I37F,0.00,36.27,36.27,36.27,36.27,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,RW-AZK6-O4M2,,3.64,3.64,3.64,3.64,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,0G-JB6S-PN34,,2.48,2.48,2.48,2.48,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,0R-GRRH-W0Z9,,9.99,9.99,9.99,9.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,2G-AYBQ-TUQG,,26.39,26.39,26.39,26.39,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,3X-EXDD-TD2K,,77.39,77.39,77.39,77.39,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,4W-VS57-BV6A,,42.00,42.00,42.00,42.00,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_MIN_BBP_CPTX1_2"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,5Z-6Z0P-9TQQ,,4.31,4.31,4.31,4.31,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,6Q-9G2A-IKVV,,13.20,13.20,13.20,13.20,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,6V-EEC1-2S9Z,,10.64,10.64,10.64,10.64,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,714810,,9.99,9.99,9.99,9.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,8M-NHB7-T8TR,,39.59,39.59,39.59,39.59,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,8U-QPFH-3EKQ,,8.75,8.75,8.75,8.75,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,9X-HL62-83C7,,5.99,5.99,5.99,5.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,A1-KSU1-GZMS,0.00,3.28,3.28,3.28,3.28,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,A2-T2AC-TW3L,0.00,19.04,19.04,19.04,19.04,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,AF-KIHX-ANYY,,2.40,2.40,2.40,2.40,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,AX-NKNU-29C1,,1.38,1.38,1.38,1.38,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_MIN_BBP_CPTX1_2"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,BL-WX51-KQOK,,9.99,9.99,9.99,9.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,CJ-X0SS-QOUW,,19.99,19.99,19.99,19.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,CX-SMCH-4DYA,,8.65,8.65,8.65,8.65,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,D0-C7C0-H6LN,,2.57,2.57,2.57,2.57,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,D8-1A3E-I37F,0.00,36.27,36.27,36.27,36.27,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,DC-K5WH-R7F5,0.00,3.78,3.78,3.78,3.78,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,FB-6FW0-Z82Q,,13.07,13.07,13.07,13.07,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,GY-FO04-RDYL,,6.17,6.17,6.17,6.17,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_MIN_BBP_CPTX1_2"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,H6-E7MP-EBPD,,26.33,26.33,26.33,26.33,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,HL-03ZR-QPHH,,10.31,10.31,10.31,10.31,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,HS-R5IP-7E1C,,4.62,4.62,4.62,4.62,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
2026-02-27T07:46:58Z,IJ-V0PQ-4CZ4,,9.99,9.99,9.99,9.99,COMPLIANCE,"[""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_SOURCE_BBP_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED""]"
