date_utc,sku,foep_price_gbp,foep_status,foep_last_refresh_utc,bbp_max_sold_gbp,cpt_gbp,cpt_ceiling_input_gbp,cpt_x1_2_gbp,cpt_last_refresh_utc,cpt_status,cpt_risk_band,cpt_delta_vs_buy_box_gbp,cpt_delta_vs_buy_box_pct,cpt_call_tier,cpt_call_reason_codes_json,ceiling_rule_value_gbp,ceiling_source_used,ceiling_inputs_missing_flag,parked_flag,park_reason_codes_json,eligibility_ceiling_landed_gbp,eligibility_source,eligibility_confidence,eligibility_reason_codes_json,competitive_price_threshold_gbp,competitive_price_gbp,average_selling_price_gbp,suppression_reactivation_target_landed_gbp,suppression_target_source,suppression_ceiling_landed_temp,suppression_ceiling_source,suppression_ceiling_confidence,suppression_ceiling_expiry_utc,anchor_floor_price_gbp,compliance_ceiling_landed_gbp,compliance_confidence,compliance_status,compliance_reason_code
2026-03-01,L1-54EX-56YC,,MISSING,2026-03-01T23:58:04Z,17.99,,,,2026-03-01T23:58:04Z,MISSING,UNKNOWN,,,PARKED,"[""CPT_SKIP_PARKED"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",17.99,BBP_ONLY,0,1,"[""PARK_NO_LISTING_ROW"",""PARK_OUT_OF_STOCK""]",17.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,17.99,0.7,OK,
2026-03-02,L1-54EX-56YC,,MISSING,2026-03-02T11:02:37Z,17.99,,,,2026-03-02T11:02:37Z,MISSING,UNKNOWN,,,PARKED,"[""CPT_SKIP_PARKED"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",17.99,BBP_ONLY,0,1,"[""PARK_NO_LISTING_ROW"",""PARK_OUT_OF_STOCK""]",17.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,17.99,0.7,OK,
2026-03-05,L1-54EX-56YC,,MISSING,2026-03-05T12:05:58Z,17.99,,,,2026-03-05T12:05:58Z,MISSING,UNKNOWN,,,PARKED,"[""CPT_SKIP_PARKED"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",17.99,BBP_ONLY,0,1,"[""PARK_NO_LISTING_ROW"",""PARK_OUT_OF_STOCK""]",17.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,17.99,0.7,OK,
2026-03-07,5Z-6Z0P-9TQQ,,MISSING,2026-03-07T14:44:21Z,,3.59,3.59,4.31,2026-03-07T14:44:22Z,OK,LOW,-0.18,-5.01,ACTIVE_WRITE,"[""CPT_DUE_STATUS_RECOVERY_NO_LAST_REFRESH"",""CPT_CALL_PERFORMED"",""CPT_CEILING_INPUT_FRESH"",""CPT_RISK_LOW""]",4.31,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",3.59,,,,,,,,2026-03-07T14:44:25Z,,3.41,0.7,OK,
2026-03-07,HS-R5IP-7E1C,,MISSING,2026-03-07T14:44:52Z,,,,,2026-03-07T14:44:54Z,ERROR,UNKNOWN,,,ACTIVE_WRITE,"[""CPT_DUE_STATUS_RECOVERY_NO_LAST_REFRESH"",""CPT_CALL_PERFORMED"",""CPT_CEILING_INPUT_MISSING"",""CPT_ERROR_SUMMARY:http_429"",""CPT_ERROR"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",,MISSING,1,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,2026-03-07T14:44:57Z,,9.99,0.7,OK,
