Timestamp,ASIN,SKU,"ROI, %",Estimated Sales Velocity
10/7/2024 6:40:06,B004ALKMF8,NC-MA70-7OJ9,,0
10/7/2024 6:40:06,B00560RYBC,GQ-JASA-966U,,0
10/7/2024 6:40:06,B005762690,LH-LOUH-H54B,,0
10/7/2024 6:40:06,B005BFZAK4,9D-PMDG-ALP4,,0
10/7/2024 6:40:06,B005PXT1NE,D8-QDS3-LH4T,,0
10/7/2024 6:40:06,B005WH4C2S,TL-AUNR-5YK0,,0
10/7/2024 6:40:06,B0077HAQJE,3Q-JJ0H-Y8K7,,0
10/7/2024 6:40:06,B007C3KBIY,JH-97NP-GJDG,,0
10/7/2024 6:40:06,B007R2ICTK,WX-L5UA-UB1Q,1 138,0
10/7/2024 6:40:06,B00ARABK20,PF-9T40-Q7YW,,0
10/7/2024 6:40:06,B00B2KJ59Y,UR-W905-8D8D,,0
10/7/2024 6:40:06,B00BDTS1SK,KG-GAQU-OLI0,,0
10/7/2024 6:40:06,B00CCTLIQW,50-U3CD-LWFE,,0
10/7/2024 6:40:06,B00CRGM45O,10-JQEP-V8I7,,0
10/7/2024 6:40:06,B00CUB7726,T7-NZWY-R44R,,0
10/7/2024 6:40:06,B00D1V5FPU,8M-LM6B-F2Q5,,0
10/7/2024 6:40:06,B00D1V5NWK,EA-FZ2V-D7II,,0
10/7/2024 6:40:06,B00D2O8936,4V-19KJ-15J4,,0
10/7/2024 6:40:06,B00DLILCPU,2U-EUMC-7E5P,,0
10/7/2024 6:40:06,B00DSYVL7Q,QD-UWUI-6381,,0
10/7/2024 6:40:06,B00EAKEGW4,PQ-SCCQ-7RCR,,0
10/7/2024 6:40:06,B00EAKEGW4,YM-HLZL-A3XS,75,0
10/7/2024 6:40:06,B00FAQCE08,XB-PLFM-VNLX,,0
10/7/2024 6:40:06,B00FBC54VW,8G-7PJ0-25UD,,0
10/7/2024 6:40:06,B00J6SEG7A,I2-OJSR-TKZ6,,0
10/7/2024 6:40:06,B00JLESNIC,8K-FX05-CCPX,,0
10/7/2024 6:40:06,B00O3XUG5E,1D-E3I8-TUK8,,0
10/7/2024 6:40:06,B00OI6HZ0U,T8-R745-DYOV,,0
10/7/2024 6:40:06,B00R1FO6PM,J5-IJ6Y-64VG,,0
10/7/2024 6:40:06,B00TQ5KPNC,9C-ZLCN-WWGK,,0
10/7/2024 6:40:06,B00U84TQ2Q,R8-VELO-CPUA,,0
10/7/2024 6:40:06,B00UP5XTPI,9Q-XGAX-ZGBT,,0
10/7/2024 6:40:06,B00W3RVAG6,F7-3B20-C9TW,,0
10/7/2024 6:40:06,B00WI9YJVW,EH-ZRT0-U4YM,,0
10/7/2024 6:40:06,B00YPA854Y,1C-WYGV-IW8O,,0
10/7/2024 6:40:06,B0114M1ARE,ET-D23X-A5I2,,0
10/7/2024 6:40:06,B011SEA38A,PE-G94Y-4PYO,,0
10/7/2024 6:40:06,B0130O3CWA,2C-S7N4-TU7U,,0
10/7/2024 6:40:06,B01466BHAK,HN-13OB-TAYD,,0
10/7/2024 6:40:06,B015ALFA12,EI-2WXL-O395,,0
10/7/2024 6:40:06,B016WOGIDA,KP-AMHW-L7J3,,0
10/7/2024 6:40:06,B017DL5O7M,YD-0TJL-WINU,,0
10/7/2024 6:40:06,B01BI1IFR4,B0-FSK3-1L88,,0
10/7/2024 6:40:06,B01CKK8CU2,BQ-O3OI-FTJU,,0
10/7/2024 6:40:06,B01H8QP2II,RF-3X39-FYXB,,0
10/7/2024 6:40:06,B01I9I29CG,6L-R2ZY-X2E0,,0
10/7/2024 6:40:06,B01JJ2BNPK,H4-EFUP-2ASL,,0
10/7/2024 6:40:06,B01JM7KWSG,X6-7E52-0VB3,,0
10/7/2024 6:40:06,B01L4P0J64,9G-57PS-EN16,,0
10/7/2024 6:40:06,B01LY5OD9J,WR-IXBZ-8DOL,,0
10/7/2024 6:40:06,B01N31JDVX,02-7AZG-O0CV,,0
10/7/2024 6:40:06,B01N58L3PP,08-3ABG-PL11,,0
10/7/2024 6:40:06,B06WW79DX5,8G-5YVC-GJ6P,,0
10/7/2024 6:40:06,B06WW79DX5,6V-EEC1-2S9Z,,0
10/7/2024 6:40:06,B06X6FDJMF,FN-ZANK-PHQO,,0
10/7/2024 6:40:06,B06XG8519L,6L-LO0H-2WGF,,0
10/7/2024 6:40:06,B06XGTSWXG,LL-NBBZ-I90A,,0
10/7/2024 6:40:06,B06XXLK96G,HJ-6HB4-VVF2,,0
10/7/2024 6:40:06,B072C196NF,BT-7DBY-VHSC,,0
10/7/2024 6:40:06,B073WYCH2G,AB-B7ZS-3CGI,,0
10/7/2024 6:40:06,B074T1RYDC,DK-9CZR-7SUV,,0
10/7/2024 6:40:06,B076V4V2QQ,MU-717K-DELS,,0
10/7/2024 6:40:06,B076X4QLLB,XN-OHVO-FXL6,,0
10/7/2024 6:40:06,B0772XHJN8,JQ-6JZ4-3GJ7,,0
10/7/2024 6:40:06,B07774W5SC,VY-FXRV-DEAT,,0
10/7/2024 6:40:06,B077C3CWM1,FY-HXC0-DSPO,,0
10/7/2024 6:40:06,B0788CGDMC,QB-I6MR-7F61,,0
10/7/2024 6:40:06,B07B35PCF6,R7-RF9Q-9AMN,,0
10/7/2024 6:40:06,B07B8RJDXT,6P-IWYA-X18B,,0
10/7/2024 6:40:06,B07BBZZ8RC,WR-3V7D-BB7Z,,0
10/7/2024 6:40:06,B07BC1CMDK,A1-KSU1-GZMS,,0
10/7/2024 6:40:06,B07BC5J1WW,OI-0483-CBVX,,0
10/7/2024 6:40:06,B07BC6P4DX,7U-508Y-MZAQ,,0
10/7/2024 6:40:06,B07BD35HQ9,CQ-GZA7-CZBW,,0
10/7/2024 6:40:06,B07CJB6QP5,UC-D1G4-MTYN,,0
10/7/2024 6:40:06,B07CJB6QP5,RJ-OVDC-R9JF,,0
10/7/2024 6:40:06,B07D9J1CLZ,VE-1BJX-JY53,,0
10/7/2024 6:40:06,B07DFCXCQF,MF-FBAW-SRXY,,0
10/7/2024 6:40:06,B07DQ6SN49,WN-BBR4-67NP,,0
10/7/2024 6:40:06,B07G5NY5X6,AQ-4A75-UZQ4,,0
10/7/2024 6:40:06,B07GBTZTV5,4A-DZKT-5L3H,,0
10/7/2024 6:40:06,B07HB4VNVV,7C-XI7G-FMUU,,0
10/7/2024 6:40:06,B07JGH6PGK,FW-WGL2-H61I,,0
10/7/2024 6:40:06,B07JXBDGJB,JE-D4LO-O2JD,,0
10/7/2024 6:40:06,B07NSZ2DRS,SA-T4GN-HUNR,,0
10/7/2024 6:40:06,B07PGQMYBY,HO-7XV5-UD4D,,0
10/7/2024 6:40:06,B07QGGFKYK,N9-IOWG-NGD9,,0
10/7/2024 6:40:06,B07QGGFKYK,1P-BRGG-P0N6,,0
10/7/2024 6:40:06,B07QLML4ZG,I5-DDJZ-N4EF,,0
10/7/2024 6:40:06,B07QMMTYFZ,HT-LVU9-4F5R,,0
10/7/2024 6:40:06,B07QNL4BNM,94-7TOA-9ZBH,,0
10/7/2024 6:40:06,B07QNL62Z2,XL-BFPF-CBW4,,0
10/7/2024 6:40:06,B07QQTBK5K,YB-8YQ7-X1X8,,0
10/7/2024 6:40:06,B07RM3ND3R,GB-RXX5-97UW,,0
10/7/2024 6:40:06,B07S6MXTTJ,RX-E62R-OEMW,,0
10/7/2024 6:40:06,B07Z49M8RS,Z4-04O5-E86C,,0
10/7/2024 6:40:06,B081Q9CFGC,7H-7G2P-ONWJ,,0
10/7/2024 6:40:06,B081QV8W38,AI-IG9I-YB5A,,0
10/7/2024 6:40:06,B081SNXGJZ,7I-GPVA-PDJ6,,0
10/7/2024 6:40:06,B081SWNRF9,56-K5VJ-WKGX,,0
10/7/2024 6:40:06,B081SWQHGV,RR-A7OX-MCB4,,0
10/7/2024 6:40:06,B081SWQHGV,E8-4EWH-VI2G,,0
10/7/2024 6:40:06,B081SWVG5H,UE-IIJJ-P6EL,,0
10/7/2024 6:40:06,B082FRV6QN,WT-LPJW-NOXR,,0
10/7/2024 6:40:06,B082JBH999,UG-OV2U-0MBJ,,0
10/7/2024 6:40:06,B084HF25YN,6H-ZZN4-I77B,,0
10/7/2024 6:40:06,B084HZRR8G,12-749B-9EB5,,0
10/7/2024 6:40:06,B084P2JCSG,DW-459L-AFIY,,0
10/7/2024 6:40:06,B08563KQKG,WF-JLK1-5PKN,,0
10/7/2024 6:40:06,B086763VT8,GA-9DTN-9O1E,,0
10/7/2024 6:40:06,B087V742Y5,TH-JWYZ-LM0D,,0
10/7/2024 6:40:06,B088BD4ZRQ,W7-F06R-CW3C,,0
10/7/2024 6:40:06,B08C5LLPF2,D6-Y4EX-C9HL,,0
10/7/2024 6:40:06,B08CVTBP81,UT-WXOQ-6CZL,,0
10/7/2024 6:40:06,B08G4Q5KK8,D3-R4XE-XV0R,,0
10/7/2024 6:40:06,B08H8B19KW,QG-6O1N-7HTR,,0
10/7/2024 6:40:06,B08J1X9VVF,0G-0234-E9NG,,0
10/7/2024 6:40:06,B08J1YMG6V,3X-9BNK-4A9V,,0
10/7/2024 6:40:06,B08M52B4M5,AX-NKNU-29C1,,0
10/7/2024 6:40:06,B08PM2N9H6,E7-LAKI-9FEO,,0
10/7/2024 6:40:06,B08R1S1YK7,N0-JAU8-SI40,,0
10/7/2024 6:40:06,B08RHKZM4N,FY-TQNI-4ZV5,,0
10/7/2024 6:40:06,B08SR72PMM,FQ-DRSZ-XVJI,,0
10/7/2024 6:40:06,B08T7DKMD6,2I-R2RY-BZ85,,0
10/7/2024 6:40:06,B08T7F964H,RR-0TGC-U4IT,,0
10/7/2024 6:40:06,B08T9KT6WR,WY-Z6LP-JOMV,,0
10/7/2024 6:40:06,B08WKT6B6G,IX-E0R5-6P6G,,0
10/7/2024 6:40:06,B08WR9CJKH,MI-J6KS-0097,,0
10/7/2024 6:40:06,B08YJ6VDMK,WI-QO7X-YZOL,,0
10/7/2024 6:40:06,B092RDCGYC,YB-QDA8-VS05,,0
10/7/2024 6:40:06,B092RDCGYC,96-FPCV-82R1,,0
10/7/2024 6:40:06,B0937P8DBF,J7-QL4P-4SOM,,0
10/7/2024 6:40:06,B0937P8DBF,UF-8XYI-JUTX,,0
10/7/2024 6:40:06,B0937P8DBF,LG-AZOP-KOUU,,0
10/7/2024 6:40:06,B093WHTJL7,0K-6BX5-D5AH,,0
10/7/2024 6:40:06,B095KZCB8B,V7-HT4G-K9QH,,0
10/7/2024 6:40:06,B095X23HDH,4V-OE5G-EJKM,,0
10/7/2024 6:40:06,B096BPSDRZ,XH-OMMJ-C7MT,,0
10/7/2024 6:40:06,B0977MGD5X,ML-L9EE-YFAW,,0
10/7/2024 6:40:06,B09DL7M3NJ,Z3-HICR-CPBW,,0
10/7/2024 6:40:06,B09LHXLGKD,OO-KLJU-ZBO9,,0
10/7/2024 6:40:06,B09NCKDG86,UL-6G4Z-72JE,,0
10/7/2024 6:40:06,B09P1WWG17,2K-6X85-CXUL,,0
10/7/2024 6:40:06,B09S12NTWM,MF-MNIN-FGXW,,0
10/7/2024 6:40:06,B09SQH37Y1,FQ-MTRD-YPII,,0
10/7/2024 6:40:06,B09V85SK3J,8N-T5OY-DSW9,,0
10/7/2024 6:40:06,B09YRX2HGZ,JE-NHAA-HEYR,,0
10/7/2024 6:40:06,B0B1P26Q8H,6V-0L0T-OF72,,0
10/7/2024 6:40:06,B0B6GD6QF8,94-X6R7-SCOW,,0
10/7/2024 6:40:06,B0B77CDN6J,IQ-PR7Z-1RKG,,0
10/7/2024 6:40:06,B0BG3LJKT9,9I-QC5D-QDT2,,0
10/7/2024 6:40:06,B0BHCWWGKS,ON-XPCR-TAZW,,0
10/7/2024 6:40:06,B0BLJSH45T,G0-25T9-9YZS,,0
10/7/2024 6:40:06,B0BLRF1Q55,7W-PCZV-CX51,,0
10/7/2024 6:40:06,B0BVL9BZYQ,CC-9HJK-1XR3,,0
10/7/2024 6:40:06,B0BVMYDKYJ,Z7-ZI0R-NWCK,,0
10/7/2024 6:40:06,B0BWFT5RGN,0X-VJWI-4OT8,,0
10/7/2024 6:40:06,B0BXSY46TV,A9-31T9-JF3W,,0
10/7/2024 6:40:06,B0BZ5NYPPD,TT-1DQK-CJFF,,0
10/7/2024 6:40:06,B0BZJ926BP,C1-4N7O-1LWT,,0
10/7/2024 6:40:06,B0C18VY3LL,M1-UFU0-V1X3,,0
10/7/2024 6:40:06,B0C4S2Y186,EO-RQ6J-PAPY,,0
10/7/2024 6:40:06,B0CG4TDDKM,F9-ETRB-6FVQ,,0
10/7/2024 6:40:06,B0CJMMYYCJ,0N-VZG5-JH06,,0
10/7/2024 6:40:06,B0CJMRL1WT,7I-1717-OHRW,,0
10/7/2024 6:40:06,B0CRRPLF9J,E0-9FJI-8AD2,,0
10/7/2024 6:40:06,B0D2Y4NPKZ,GD-B8SW-1PCP,,0
10/7/2024 6:40:06,,,,
10/8/2024 6:40:06,B07C8QSSR2,4U-9ZL6-9G0Y,16,21.08
10/8/2024 6:40:06,B006PFN3BW,A2-T2AC-TW3L,8,19.75
10/8/2024 6:40:06,B08KFFY86W,VF-3T0K-DR5O,15,15.93
10/8/2024 6:40:06,B0B337ZY41,M5-71MK-T0DL,15,6.81
10/8/2024 6:40:06,B00AOES9GE,XH-0LAE-FQO5,20,6.61
10/8/2024 6:40:06,B07CP2QCYL,ZB-SIAQ-2V7L,13,5.1
10/8/2024 6:40:06,B00SYI2OCW,3L-1I88-19GF,37,5
10/8/2024 6:40:06,B07J9JGZZV,Z7-26PV-O9LR,38,3.96
10/8/2024 6:40:06,B07NJCFPKF,NO-N6RP-Y30Q,22,3.43
10/8/2024 6:40:06,B0049A27FS,OZ-3NKR-VLYG,44,3.25
10/8/2024 6:40:06,B005HXLH3O,JY-781R-EYHZ,82,3.25
10/8/2024 6:40:06,B07TRJPM5R,TE-PYY9-E5X8,83,3.04
10/8/2024 6:40:06,B07DNFPY6T,QZ-5ZK7-W02G,60,3
10/8/2024 6:40:06,B08RQBFN5B,YI-3CHP-LJOZ,21,2.81
10/8/2024 6:40:06,B000FGECAI,Z3-ORV9-K8XD,28,2.54
10/8/2024 6:40:06,B0001P0DLU,JB-RGB6-LZOJ,68,2.5
10/8/2024 6:40:06,B07QQDMJ6M,EV-CHU5-XU3G,48,2.5
10/8/2024 6:40:06,B07SLLYRSP,SU-5LQH-2DVN,22,2.23
10/8/2024 6:40:06,B00Q8JQ9NE,ZA-4RO9-GD8M,26,2.11
10/8/2024 6:40:06,B00VAID1UW,BU-H22U-ACK3,35,1.83
10/8/2024 6:40:06,B01G263L1K,1Q-OTO8-JG8E,21,1.75
10/8/2024 6:40:06,B077745NY9,CJ-DLBW-HKFS,-26,1.75
10/8/2024 6:40:06,B0CND68C7W,6E-GK4T-QBFF,71,1.7
10/8/2024 6:40:06,B01H8QOWA2,TK-2H97-E7UH,63,1.64
10/8/2024 6:40:06,B07NGGSR3D,2U-4KLP-68HB,12,1.62
10/8/2024 6:40:06,B08C5L6YMH,BF-KVJ0-RUA9,22,1.61
10/8/2024 6:40:06,B00ARABJZS,PF-7VUQ-LIUC,45,1.54
10/8/2024 6:40:06,B078K3B7R6,93-TB6X-UKTU,33,1.43
10/8/2024 6:40:06,B0BT3W5FJZ,BF-EX14-XMNB,-11,1.38
10/8/2024 6:40:06,B0002TT36Q,W3-H7LU-CTRI,89,1.3
10/8/2024 6:40:06,B0083DPLJQ,8G-JH1T-98X4,11,1.26
10/8/2024 6:40:06,B082L15JYR,V5-VWRV-4S7K,27,1.23
10/8/2024 6:40:06,B07RBWJ6W8,M5-EOFN-2WPJ,56,1.18
10/8/2024 6:40:06,B0175BSI28,KE-WQ91-B6JF,22,1.15
10/8/2024 6:40:06,B00WOFBCHO,BJ-1TEF-1BUZ,,1.09
10/8/2024 6:40:06,B06XGSJS7N,BH-QYC3-K7VG,26,1.06
10/8/2024 6:40:06,B001Q77TI2,D7-MGBX-RX2P,17,1
10/8/2024 6:40:06,B01NBZBC2A,SE-GMXY-FA0M,-59,1
10/8/2024 6:40:06,B07FFHPY7X,DY-51D1-CSIX,33,1
10/8/2024 6:40:06,B0BS27RGPX,HY-VZF3-EFS3,62,0.91
10/8/2024 6:40:06,B0863J9XMR,WB-6YBC-16X8,42,0.88
10/8/2024 6:40:06,B08FSDMVNP,EE-KTDC-KCFY,45,0.87
10/8/2024 6:40:06,B00605WJ9O,6L-SDA9-P13J,123,0.85
10/8/2024 6:40:06,B00CWF4J4E,9R-YGAK-KTA0,4,0.85
10/8/2024 6:40:06,B08BTN21C4,QD-2EAL-Z4J5,29,0.85
10/8/2024 6:40:06,B07QPB3T1J,3Z-45IC-N1H4,17,0.7
10/8/2024 6:40:06,B07W65T6VT,2T-07RT-8IMX,44,0.68
10/8/2024 6:40:06,B01JM7KWTK,YV-2E21-62SB,21,0.66
10/8/2024 6:40:06,B07VBB218V,J2-N9NA-57NA,41,0.62
10/8/2024 6:40:06,B01H8QOUTA,10-PGVO-YV15,39,0.58
10/8/2024 6:40:06,B09Z35W2SZ,26-E5TZ-WU0I,1,0.58
10/8/2024 6:40:06,B08PM3MG36,5B-DQES-2T3E,4,0.56
10/8/2024 6:40:06,B0073TTHBY,MW-9K5M-VKW8,18,0.54
10/8/2024 6:40:06,B07QXSDZJM,SC-LYFM-ORXK,31,0.53
10/8/2024 6:40:06,B08WX4Y25G,H0-BYHY-BTUT,20,0.52
10/8/2024 6:40:06,B003SYNGE2,D1-LSS7-93U8,63,0.5
10/8/2024 6:40:06,B009L12MLO,0N-JV0B-5UNV,-6,0.5
10/8/2024 6:40:06,B087538JGK,JX-Q0XX-QBZ2,133,0.5
10/8/2024 6:40:06,B0BLQRDTLL,1W-8WI9-7AUU,118,0.49
10/8/2024 6:40:06,B0CD8DY9LF,P4-XF7W-GMJA,75,0.46
10/8/2024 6:40:06,B010E25DI2,4F-HT42-FD26,39,0.45
10/8/2024 6:40:06,B09ST7SSLW,SU-JM8R-2U82,31,0.45
10/8/2024 6:40:06,B002QGAF8S,SZ-UL4K-SE7W,137,0.42
10/8/2024 6:40:06,B00GB0I86Q,X4-FG91-H4MR,34,0.42
10/8/2024 6:40:06,B07RX3FCV7,QM-QAGK-D2UQ,19,0.39
10/8/2024 6:40:06,B00LTMM91G,VU-YLRN-9V7D,17,0.35
10/8/2024 6:40:06,B0C9J86XCZ,U1-M5BM-8F5W,39,0.34
10/8/2024 6:40:06,B00N5SLQ7A,GW-1ECO-QZA7,-124,0.33
10/8/2024 6:40:06,B09SBGM9Q8,IO-9ZD2-3HDO,61,0.33
10/8/2024 6:40:06,B08W25WKTN,OV-LVEL-DQL6,19,0.3
10/8/2024 6:40:06,B0D3JCMSF5,PH-M7S4-05R5,43,0.28
10/8/2024 6:40:06,B0D3JD4FFD,DV-USYD-8WR2,55,0.28
10/8/2024 6:40:06,B08F8MQT1G,7R-DKJR-F0UF,12,0.27
10/8/2024 6:40:06,B000SBLNVG,27-VH0D-TKGK,-20,0.25
10/8/2024 6:40:06,B002HY4YSQ,JV-D1TI-6UF6,29,0.25
10/8/2024 6:40:06,B01FJOSX3W,FR-41MF-KWKU,35,0.23
10/8/2024 6:40:06,B004GFPFBO,C0-RG54-30FA,11,0.22
10/8/2024 6:40:06,B00WI8O0RG,49-4UKW-G81R,36,0.2
10/8/2024 6:40:06,B01NBDFDBC,7L-OT45-7LYB,145,0.2
10/8/2024 6:40:06,B07BC5K5W5,BM-1O5E-RW8I,20,0.17
10/8/2024 6:40:06,B07NH5TQSF,NY-AI90-84GR,17,0.17
10/8/2024 6:40:06,B07WGHTLLL,V0-8QPG-0A04,181,0.16
10/8/2024 6:40:06,B08MW8XMNQ,5Z-6Z0P-9TQQ,97,0.16
10/8/2024 6:40:06,B08WYDVF97,66-6EUM-PSH8,51,0.15
10/8/2024 6:40:06,B0054RRCQY,90-0G83-3P0X,76,0.14
10/8/2024 6:40:06,786964502,3Q-JVVB-BIT7,26,0.11
10/8/2024 6:40:06,B01CWYES90,HI-4CXM-9WVU,60,0.11
10/8/2024 6:40:06,B0009JJZ8A,GK-YI4S-C158,58,0.1
10/8/2024 6:40:06,B071ZFGRQB,JC-NYJZ-DIWR,32,0.1
10/8/2024 6:40:06,B014G545T6,9H-K7TV-V6NU,1,0.09
10/8/2024 6:40:06,B000PSB13C,6Q-9G2A-IKVV,21,0.08
10/8/2024 6:40:06,B0044P0MHS,S8-3SXM-Y0JF,-10,0.08
10/8/2024 6:40:06,B078Y34P17,4C-6VFW-JO2C,74,0.08
10/8/2024 6:40:06,B0913SVFD3,MY-KL21-NMV5,17,0.08
10/8/2024 6:40:06,B09BR88BPW,09-CZ59-Q6OR,36,0.08
10/8/2024 6:40:06,B072HKRVGB,4Y-2V2S-KSTO,-71,0.07
10/8/2024 6:40:06,B07BC5H5Q6,YP-C2ZB-ES8H,67,0.07
10/8/2024 6:40:06,B00R6C2JPO,B2-5FFM-153A,5,0.06
10/8/2024 6:40:06,B07RXCFY28,ZJ-9IR6-7M3A,166,0.06
10/8/2024 6:40:06,B08M8CQHHV,ZI-1MA2-8QGC,30,0.06
10/8/2024 6:40:06,B0B6GC25G1,3V-HQSI-8QRU,-11,0.06
10/8/2024 6:40:06,B07978WZ4L,2S-T29M-BDIZ,-6,0.05
10/8/2024 6:40:06,B0864N9WBR,TX-7TYN-NVF4,43,0.05
10/8/2024 6:40:06,B08FMRRD53,NB-UWOU-68PW,42,0.05
10/8/2024 6:40:06,B08FR6S7CD,K2-VE7K-V9TU,75,0.05
10/8/2024 6:40:06,B08MQ1N1CC,OP-0TPO-SB3I,20,0.05
10/8/2024 6:40:06,B002ZTVMDI,1A-S381-J09C,-39,0.03
10/8/2024 6:40:06,B08WYJM23V,T0-4R2M-4BLV,12,0.03
10/8/2024 6:40:06,B07DPPBBZP,PI-JTWZ-8YNT,40,0.02
10/8/2024 6:40:06,B08TLHVHLD,SY-KXX7-PDAL,40,0.02
10/8/2024 6:40:06,B0CKS4H64X,MY-85FY-TSON,53,0.02
10/8/2024 6:40:06,B0D3JC45CK,IB-U5FA-BO2Y,26,0.02
10/8/2024 6:40:06,B000FPU2SK,TK-E7QE-T40G,9,0.01
10/8/2024 6:40:06,B0012B4EXK,R4-IXFX-2AQQ,17,0.01
10/8/2024 6:40:06,B00284EJ3K,B7-9S5E-KOHG,101,0.01
10/8/2024 6:40:06,B003VABZDM,JA-LKQX-7YEN,-177,0.01
10/8/2024 6:40:06,B0074JFW3A,KR-H2ZK-DRS7,12,0.01
10/8/2024 6:40:06,B00DI2B8IU,3Z-S01D-H4GA,30,0.01
10/8/2024 6:40:06,B0198KU5PW,91-PZCP-NNGD,-20,0.01
10/8/2024 6:40:06,B01N273YMX,RY-2DTP-16YZ,17,0.01
10/8/2024 6:40:06,B076RY52XG,R0-ODDX-WROO,15,0.01
10/8/2024 6:40:06,B07772WMSM,8T-HE78-3AQ3,39,0.01
10/8/2024 6:40:06,B07KWX9MLS,XI-DUS3-PXC9,-2,0.01
10/8/2024 6:40:06,B07QRP7V6V,55-5RSU-1KG1,33,0.01
10/8/2024 6:40:06,B08T5WCLF2,SH-RGTH-QQM2,141,0.01
10/8/2024 6:40:06,B0C6YDPSJ7,WO-75W6-980Q,17,0.01
10/8/2024 6:40:06,B0CBNNKLYJ,0T-LQK2-KFCY,24,0.01
10/8/2024 6:40:06,B0CHBQ7M5H,8N-DRTH-Z7K0,32,0.01
10/8/2024 6:40:06,B0D3JBV3MY,ZU-VG38-OF3L,128,0.01
10/8/2024 6:40:06,B0005Z8NCM,FX-3YH6-IF6A,,0
10/8/2024 6:40:06,B000FPYPM4,EQ-EZL7-FAU3,,0
10/8/2024 6:40:06,B000I4OEVO,PZ-X5VL-NVBR,,0
10/8/2024 6:40:06,B000IU3VJ4,U8-RDSV-JZ7U,,0
10/8/2024 6:40:06,B000VXRMBQ,IX-BHAG-7688,,0
10/8/2024 6:40:06,B000WLIOSW,OL-F41R-EZEF,,0
10/8/2024 6:40:06,B0012B80HG,ZA-8FZ5-AKLJ,,0
10/8/2024 6:40:06,B0014RIL1S,7Y-B7S7-O5OZ,,0
10/8/2024 6:40:06,B001A2XG7G,VF-WENE-0QSF,,0
10/8/2024 6:40:06,B001EKUVT0,8Y-8UTW-YHVV,,0
10/8/2024 6:40:06,B0024I0DBW,CN-NR50-TSFE,,0
10/8/2024 6:40:06,B002BWSZS4,IB-PMXX-S0AE,,0
10/8/2024 6:40:06,B002E2SOFA,AY-LA00-LUJD,,0
10/8/2024 6:40:06,B002GZJUQ2,10-KNVB-4BRI,,0
10/8/2024 6:40:06,B002IDVWB8,IS-RZRJ-JMUQ,,0
10/8/2024 6:40:06,B002IDZNTA,4D-KUD8-5IQP,,0
10/8/2024 6:40:06,B002ZM4SVI,3K-PWXF-IHKI,,0
10/8/2024 6:40:06,B0032NGZII,9I-A0BY-EW0X,,0
10/8/2024 6:40:06,B0037B0C66,K5-QUBI-YTWD,,0
10/8/2024 6:40:06,B003BNKNWI,PT-CVT8-NV21,,0
10/8/2024 6:40:06,B003DPNQ6Y,3M-SOO9-5R17,,0
10/8/2024 6:40:06,B003M32C1W,K7-L390-M667,,0
10/8/2024 6:40:06,B003OPE57C,3L-LSBT-PRST,,0
10/8/2024 6:40:06,B003TYWR5K,0C-AOG2-B23Z,,0
10/8/2024 6:40:06,B004ALKMF8,NC-MA70-7OJ9,,0
10/8/2024 6:40:06,B00560RYBC,GQ-JASA-966U,,0
10/8/2024 6:40:06,B005762690,LH-LOUH-H54B,,0
10/8/2024 6:40:06,B005BFZAK4,9D-PMDG-ALP4,,0
10/8/2024 6:40:06,B005PXT1NE,D8-QDS3-LH4T,,0
10/8/2024 6:40:06,B005WH4C2S,TL-AUNR-5YK0,,0
10/8/2024 6:40:06,B0077HAQJE,3Q-JJ0H-Y8K7,,0
10/8/2024 6:40:06,B007C3KBIY,JH-97NP-GJDG,,0
10/8/2024 6:40:06,B007R2ICTK,WX-L5UA-UB1Q,1 138,0
10/8/2024 6:40:06,B00ARABK20,PF-9T40-Q7YW,,0
10/8/2024 6:40:06,B00B2KJ59Y,UR-W905-8D8D,,0
10/8/2024 6:40:06,B00BDTS1SK,KG-GAQU-OLI0,,0
10/8/2024 6:40:06,B00CCTLIQW,50-U3CD-LWFE,,0
10/8/2024 6:40:06,B00CRGM45O,10-JQEP-V8I7,,0
10/8/2024 6:40:06,B00CUB7726,T7-NZWY-R44R,,0
10/8/2024 6:40:06,B00D1V5FPU,8M-LM6B-F2Q5,,0
10/8/2024 6:40:06,B00D1V5NWK,EA-FZ2V-D7II,,0
10/8/2024 6:40:06,B00D2O8936,4V-19KJ-15J4,,0
10/8/2024 6:40:06,B00DLILCPU,2U-EUMC-7E5P,,0
10/8/2024 6:40:06,B00DSYVL7Q,QD-UWUI-6381,,0
10/8/2024 6:40:06,B00EAKEGW4,PQ-SCCQ-7RCR,,0
10/8/2024 6:40:06,B00EAKEGW4,YM-HLZL-A3XS,74,0
10/8/2024 6:40:06,B00FAQCE08,XB-PLFM-VNLX,,0
10/8/2024 6:40:06,B00FBC54VW,8G-7PJ0-25UD,,0
10/8/2024 6:40:06,B00J6SEG7A,I2-OJSR-TKZ6,,0
10/8/2024 6:40:06,B00JLESNIC,8K-FX05-CCPX,,0
10/8/2024 6:40:06,B00O3XUG5E,1D-E3I8-TUK8,,0
10/8/2024 6:40:06,B00OI6HZ0U,T8-R745-DYOV,,0
10/8/2024 6:40:06,B00R1FO6PM,J5-IJ6Y-64VG,,0
10/8/2024 6:40:06,B00TQ5KPNC,9C-ZLCN-WWGK,,0
10/8/2024 6:40:06,B00U84TQ2Q,R8-VELO-CPUA,,0
10/8/2024 6:40:06,B00UP5XTPI,9Q-XGAX-ZGBT,,0
