timestamp_utc,step,status,severity,mode,local_rows,sheet_rows,note
2026-02-18T19:36:26Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T19:39:58Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T19:40:00Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T19:43:09Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T19:43:11Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T19:46:34Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T19:46:36Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T19:49:59Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T19:50:01Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T19:53:29Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T19:53:31Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T19:57:18Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T19:57:20Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:00:28Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:00:30Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:04:01Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:04:03Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:07:11Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:07:13Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:11:29Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:11:31Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:16:57Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:19:51Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:19:53Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:23:03Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:23:05Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:26:29Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:26:31Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:29:55Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:29:57Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:33:20Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:33:22Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:36:45Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:36:47Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:40:38Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:40:40Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:44:08Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:44:10Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:47:18Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:47:20Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:50:39Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:50:41Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:54:04Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:54:06Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T20:57:33Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T20:57:35Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T21:00:50Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T21:00:52Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T21:04:16Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T21:04:19Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T21:08:44Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T21:08:46Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T21:12:53Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
2026-02-18T21:12:55Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T21:18:26Z,B007_allocate_tokens_live,ok,ok,local_fallback,9638,,no_new_allocations
2026-02-18T21:21:13Z,B030_sync_token_allocations_from_sheet,ok,ok,sheet_sync_skipped_local_newer,7779,7480,local_newer_than_sheet
