asof_utc,source_snapshot_utc,source_run_id,latest_terminal_run_id,sku,asin,tracker_status,capability_status,eligible_to_write_flag,decision_to_change_price_flag,write_attempted_flag,write_applied_flag,raw_execution_write_status,write_status_issue,execution_state,current_cycle_decision,current_cycle_decision_reason_code,current_cycle_blocker_code,old_price_gbp,new_price_gbp,hard_floor_gbp,ceiling_gbp,true_binding_ceiling_gbp,buy_box_state,strategy_state,writer_outcome,truth_status,source_path,execution_write_error,model_ceiling_gbp,trace_asof_utc,trace_floor_total_gbp,reason_codes,is_latest_terminal_run,publish_status,last_publish_rows
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,6V-EEC1-2S9Z,,SUPP_GATED_DETAIL,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,6.65,6.65,5.90,,6.6,SUPPRESSED_ASIN,SELLER_DETAIL_HOLD,READ_ONLY_NO_WRITE,SUPP_GATED_DETAIL,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,5.90,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,714776,,SUPP_GATED_DETAIL,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,5.47,5.47,4.24,,5.41,SUPPRESSED_ASIN,SELLER_DETAIL_HOLD,READ_ONLY_NO_WRITE,SUPP_GATED_DETAIL,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,4.24,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,714810,,SUPP_GATED_DETAIL,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,4.66,4.66,4.66,,4.66,SUPPRESSED_ASIN,SELLER_DETAIL_HOLD,READ_ONLY_NO_WRITE,SUPP_GATED_DETAIL,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,4.66,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,7L-OT45-7LYB,,SUPPRESSED,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,4.31,4.31,4.31,,4.34,SUPPRESSED_ASIN,REENTRY_PRICE_DISCOVERY,NO_WRITE_REQUIRED,SUPPRESSED,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,4.31,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,8L-INBX-OUTU,,SUPP_GATED_DETAIL,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,8.96,8.96,8.06,,8.96,SUPPRESSED_ASIN,SELLER_DETAIL_HOLD,READ_ONLY_NO_WRITE,SUPP_GATED_DETAIL,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,8.06,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,8M-LM6B-F2Q5,,SUPP_GATED_DETAIL,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,5.0,5.0,5.00,,5.0,SUPPRESSED_ASIN,SELLER_DETAIL_HOLD,READ_ONLY_NO_WRITE,SUPP_GATED_DETAIL,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,5.00,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,8M-NHB7-T8TR,,READ_ONLY,READ_ONLY_OR_BLOCKED,0,0,0,0,READ_ONLY_NO_WRITE,,,skip_no_market_data,eligible,MARKET_DATA_MISSING_CURRENT_CYCLE,,,,,,LOST_TO_COMPETITOR,,READ_ONLY_NO_WRITE,READ_ONLY,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,,,2026-05-02T11:37:42Z,29.37,,1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,8R-E0Y9-0LAU,,SUPP_GATED_DETAIL,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,67.28,67.28,67.28,,67.28,SUPPRESSED_ASIN,SELLER_DETAIL_HOLD,READ_ONLY_NO_WRITE,SUPP_GATED_DETAIL,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,67.28,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,8U-QPFH-3EKQ,,READ_ONLY,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,6.27,6.27,6.27,,,LOST_TO_COMPETITOR,SELLER_DETAIL_HOLD,READ_ONLY_NO_WRITE,READ_ONLY,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,6.27,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,8W-I703-VOFQ,,READ_ONLY,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,18.76,18.76,18.31,,,LOST_TO_COMPETITOR,SELLER_DETAIL_HOLD,READ_ONLY_NO_WRITE,READ_ONLY,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,18.31,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,9X-HL62-83C7,,READ_ONLY,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,5.77,5.77,5.77,,,LOST_TO_COMPETITOR,SELLER_DETAIL_HOLD,READ_ONLY_NO_WRITE,READ_ONLY,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,5.77,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,A1-KSU1-GZMS,,SUPPRESSED,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,3.7,3.7,3.70,,3.70,SUPPRESSED_ASIN,STATE_SUPPRESSION_REACTIVATION,NO_WRITE_REQUIRED,SUPPRESSED,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,3.70,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,A2-T2AC-TW3L,,READ_ONLY,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,10.88,10.88,10.75,,,LOST_TO_COMPETITOR,SELLER_DETAIL_HOLD,READ_ONLY_NO_WRITE,READ_ONLY,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,10.75,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,AK-OB6V-HIYD,,SUPP_GATED_DETAIL,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,4.93,4.93,4.32,,4.32,SUPPRESSED_ASIN,SELLER_DETAIL_HOLD,READ_ONLY_NO_WRITE,SUPP_GATED_DETAIL,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,4.32,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,BB-ZT14-1QQA,,READ_ONLY,READ_ONLY_OR_BLOCKED,0,0,0,0,READ_ONLY_NO_WRITE,,,skip_no_market_data,eligible,MARKET_DATA_MISSING_CURRENT_CYCLE,,,,,,SUPPRESSED_ASIN,,READ_ONLY_NO_WRITE,READ_ONLY,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,,,2026-05-02T11:37:42Z,7.34,,1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,C6-XGZB-J6QA,,SUPPRESSED,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,6.07,6.07,6.07,,6.07,SUPPRESSED_ASIN,STATE_SUPPRESSION_REACTIVATION,NO_WRITE_REQUIRED,SUPPRESSED,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,6.07,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,R4-0AXZ-ZZ9D,,READ_ONLY,READ_ONLY_OR_BLOCKED,0,0,0,0,READ_ONLY_NO_WRITE,,,skip_no_market_data,eligible,MARKET_DATA_MISSING_CURRENT_CYCLE,,,,,,NORMAL,,READ_ONLY_NO_WRITE,READ_ONLY,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,,,2026-05-02T11:37:42Z,12.10,,1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,R7-98IN-2PW8,,READ_ONLY,WRITE_CAPABLE,1,0,0,0,NO_WRITE_REQUIRED,,REGAIN,execute,eligible,,5.7,5.70,5.70,5.70,5.70,LOST_TO_COMPETITOR,REGAIN,NO_WRITE_REQUIRED,READ_ONLY,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,,5.70,2026-05-02T11:37:42Z,5.70,"[""BUY_BOX_STATE_LOST_TO_COMPETITOR"",""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_MULTI_SELLER_LADDER_CAP"",""TACTIC_MULTI_SELLER_LADDER_CAP"",""LADDER_CAP_SOURCE_SECOND_LOWEST"",""LADDER_DEPTH_THREE_PLUS"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""REGAIN_MULTI_SELLER_NO_DOWNWARD_HEADROOM"",""UNDERCUT_NO_DOWNWARD_HEADROOM"",""BINDING_CEILING_COMPLIANCE"",""CEILING_RAW_BELOW_HARD_FLOOR"",""CEILING_EFFECTIVE_CLAMPED_TO_HARD_FLOOR"",""CEILING_RULE_INPUTS_MISSING"",""SUPPRESSION_NOT_ACTIVE"",""PHASE_BEHAVIOR_APPLIED"",""PHASE_LIVE_WRITE_ALLOWED"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,RB-1O77-8969,,READ_ONLY,WRITE_CAPABLE,1,0,0,0,NO_WRITE_REQUIRED,,HOLD_OBSERVE,execute,eligible,,7.93,7.93,6.60,7.99,7.99,SUPPRESSED_ASIN,HOLD_OBSERVE,NO_WRITE_REQUIRED,READ_ONLY,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,,7.99,2026-05-02T11:37:42Z,6.60,"[""BUY_BOX_STATE_LOST_TO_COMPETITOR"",""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_MULTI_SELLER_RESET_UP"",""STEP_REGAIN_MULTI_SELLER_LADDER_CAP"",""TACTIC_MULTI_SELLER_LADDER_CAP"",""LADDER_CAP_SOURCE_SECOND_LOWEST"",""LADDER_DEPTH_THREE_PLUS"",""CEILING_RULE_INPUTS_MISSING_UPWARD_BLOCK"",""CPT_RISK_UNKNOWN_CONSERVATIVE_HOLD"",""BINDING_CEILING_COMPLIANCE"",""CEILING_RULE_INPUTS_MISSING"",""SUPPRESSION_NOT_ACTIVE"",""PHASE_BEHAVIOR_SKIPPED_NOT_IN_COHORT"",""PHASE_LIVE_WRITE_ALLOWED"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,RB-82FL-T88J,,READ_ONLY,WRITE_CAPABLE,1,0,0,0,NO_WRITE_REQUIRED,,REGAIN,execute,eligible,,28.85,28.85,28.85,28.85,28.85,SUPPRESSED_ASIN,REGAIN,NO_WRITE_REQUIRED,READ_ONLY,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,,28.85,2026-05-02T11:37:42Z,28.85,"[""BUY_BOX_STATE_LOST_TO_COMPETITOR"",""FEATURED_NOT_OURS_REGAIN"",""STEP_REGAIN_MULTI_SELLER_LADDER_CAP"",""TACTIC_MULTI_SELLER_LADDER_CAP"",""LADDER_CAP_SOURCE_SECOND_LOWEST"",""LADDER_DEPTH_THREE_PLUS"",""GUARDRAIL_HARD_FLOOR_CLAMP"",""REGAIN_MULTI_SELLER_NO_DOWNWARD_HEADROOM"",""UNDERCUT_NO_DOWNWARD_HEADROOM"",""BINDING_CEILING_COMPLIANCE"",""CEILING_RAW_BELOW_HARD_FLOOR"",""CEILING_EFFECTIVE_CLAMPED_TO_HARD_FLOOR"",""CEILING_RULE_SOURCE_CPTX1_2_ONLY"",""CEILING_RULE_BBP_CPT_APPLIED"",""SUPPRESSION_NOT_ACTIVE"",""PHASE_BEHAVIOR_SKIPPED_NOT_IN_COHORT"",""PHASE_LIVE_WRITE_ALLOWED"",""DVE_DISABLED_FEATURED_WINNER_DELIVERY_UNKNOWN""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,RI-VSUS-0YTD,,READ_ONLY,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,6.94,6.94,6.15,,,LOST_TO_COMPETITOR,SELLER_DETAIL_HOLD,READ_ONLY_NO_WRITE,READ_ONLY,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,6.15,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,RZ-6ZL9-CZ7J,,READ_ONLY,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,6.83,6.83,6.83,,,LOST_TO_COMPETITOR,SELLER_DETAIL_HOLD,READ_ONLY_NO_WRITE,READ_ONLY,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,6.83,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
2026-05-02T11:58:18Z,2026-05-02T11:36:10Z,20260502T113610Z,20260502T113610Z,SZ-UL4K-SE7W,,SUPP_GATED_DETAIL,WRITE_CAPABLE,1,0,0,0,READ_ONLY_NO_WRITE,,SELLER_DETAIL_HOLD,execute,eligible,,9.75,9.75,7.77,,10.99,SUPPRESSED_ASIN,STATE_SUPPRESSION_REACTIVATION,READ_ONLY_NO_WRITE,SUPP_GATED_DETAIL,C:\Users\Luke\Desktop\SellerOne 2.0\out\phase1_runtime_floor_snapshot_latest.csv,seller_detail_missing_or_stale,,2026-05-02T11:37:42Z,7.77,"[""SELLER_DETAIL_STATUS_DETAIL_SKIPPED_ROTATION"",""SELLER_DETAIL_OFFER_ROWS_0"",""SELLER_DETAIL_RESOLUTION_PENDING_RETRY""]",1,ok,50
