asof_utc,seller_sku,asin,title,main_image,supplier_code,supplier_name,supplier_sku,barcode,sale_status,queue_status,operational_status,status_reason,supplier_pack_size,amazon_pack_size,order_qty_mode,sell_pack_qty,supplier_case_qty,supplier_case_multiple,valid_order_step,pack_conversion_note,moq,supplier_catalog_price,last_purchase_price,vat_rate,stock_available,stock_total,ordered_open_qty,velocity_30d,days_cover,roi_snapshot_pct,data_issue_flags,target_margin,notes,recommendation_status,suggested_qty,suggested_unit_cost_gbp,suggested_market_price_gbp,expected_forward_roi_pct,days_cover_available_only,snooze_until_utc,current_token_cost_gbp,expected_refund_cost_per_unit_gbp,roi_at_buy_box_price_pct,roi_at_our_price_pct,live_listing_price,last_sold_price,pack_profile_label,source_product_db_asof,source_queue_asof,source_ordered_asof,source_velocity_asof,source_performance_asof
2026-05-01T19:14:43Z,0R-31MX-8MNY,B07B4NQSYS,Kilner Wide Mouth Preserve Jar 0.35L (350ml) Glass Storage Jar with Vacuum Seal Lid Ideal for Preserving Whole Fruits Vegetables Pickles Jams,https://m.media-amazon.com/images/I/61ihCtGrO7L.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,0T-2B9X-7G65,B0B8T9L8RY,"Smart Choice Dog Toy Box, Grey",https://m.media-amazon.com/images/I/71lZ0qgvZnL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,18-WD7G-J8U4,B0B32365PH,"Pokémon Paldea Battle Figure 4 Pack - Features 2-Inch Pikachu, Fuecoco, Sprigatito, and Quaxly Battle Figures",https://m.media-amazon.com/images/I/51HMT-g+OCL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,12.99,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,1B-X7OV-DC22,B00SH4QZIM,"Darlac Grab-N-Lift Garden Waste Collector, Leaf Grabber Tool for Gardens, Ultra Lightweight Design, Leaf and Garden Waste Collection, Ref. DP556, Back Friendly Large Jaw Grabber with Moulded Handles",https://m.media-amazon.com/images/I/31DujYTU0kL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,1I-68NK-QBN0,B095ZY4PCG,"Fry's Turkish Delight Mini Chocolate Bars, 105 g (pack of 7)",https://m.media-amazon.com/images/I/618CVP8noDL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,1L-X5VM-8E2W,B09S5RXYKR,Etude House Fixing Tint #11 Rose Blending | Long Lasting High Pigmented Liquid Lipstick |Waterproof Lightweight Matte Finish Lip Stain| Full Coverage,https://m.media-amazon.com/images/I/41NXn28N4PL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,1U-1W76-M840,B07V9CRX7Y,PERFECT SCENTS 3 SCENTS - MYSTIC JAPAN,https://m.media-amazon.com/images/I/61hW8U-I+FL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,1,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,0.76,0.0,,,4.02,4.02,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,3N-WGU4-MT5X,B00SWSU5BG,"Curaprox CUR010 CPS15 Interdental Brush, Regular, Black, 1.8 mm-4 mm (Pack of 5)",https://m.media-amazon.com/images/I/81bgaq9JhOL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,9.99,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,6E-U01F-GUCT,B0CSVLW6QL,Funko Pop! TV: Wednesday - Enid Sinclair - Rave'n E - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - TV Fans - Model Figure for Collectors and Display,https://m.media-amazon.com/images/I/61Oc1I+iqPL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,10,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,714776,B001KYTW0O,"Fackelmann OPAL Melon Baller, Food & Fruit Scoop, Grapefruit & Potato Scoop, Cutting Scoop Head, Stainless Steel, 16.5x2.3x1.5cm, Silver",https://m.media-amazon.com/images/I/61jP94DCp2L.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,12,20,0,0,,85.296143,missing_supplier|missing_cost|missing_vat,,,,,,,,,,1.21,0.0,89.428375,85.296143,4.85,4.31,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,714810,B002BX8ZFG,"Fackelmann OPAL Pizza Wheel, Pizza Cutter & Slicer, Super Sharp Blade, Stainless Steel, 18.5x5x1.2cm, Silver",https://m.media-amazon.com/images/I/414DudnlCbL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,10,10,0,0,,9.950249,missing_supplier|missing_cost|missing_vat,,,,,,,,,,1.34,0.0,9.950249,9.950249,9.99,9.99,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,8S-MI05-1R1X,B09NQ9ZHDQ,The Army Painter Speedpaint Singles - Cloudburst Blue,https://m.media-amazon.com/images/I/41Ty40mqCAL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,8.99,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,8W-I703-VOFQ,B074H6M7TW,"LEXIBOOK, Peppa Pig, Walkie-Talkies 200m, Communication Game for Children, 2 Communication Channels, Belt Clip, Battery Operated, Blue, TW12PP",https://m.media-amazon.com/images/I/71zZSx-60sL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,20,20,0,0,,15.912898,missing_supplier|missing_cost|missing_vat,,,,,,,,,,9.95,0.0,9.463987,15.912898,18.31,,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,C6-XGZB-J6QA,B0083HIM7U,"Curaprox CS 1560 Soft Toothbrush – Firmer Brushing Experience | Gentle Plaque Removal for Adults | Single Pack, Random Color | Made in Switzerland",https://m.media-amazon.com/images/I/71x5uj7jZZL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,205,232,0,0,,-3.416182,missing_supplier|missing_cost|missing_vat,,,,,,,,,,2.75,0.0,-6.749515,-3.416182,6.07,6.77,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,CH-RLZA-2OYU,B01M6BSYME,"Brother LC-3219XLBK Inkjet Cartridge, Black, Single Pack, High Yield, Includes 1 x Inkjet Cartridge, Genuine Supplies",https://m.media-amazon.com/images/I/61xNJgaxlpL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,31.21,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,F7-PMJ2-SG6A,B07RZBBG14,"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear",https://m.media-amazon.com/images/I/31pRHLs9B2L.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,122,126,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,2.7,0.0,,,7.9,7.90,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,FD-R7YW-X0GH,B09NQC79GF,The Army Painter Speedpaint Grim Black (WP2001),https://m.media-amazon.com/images/I/61gDgn+ZsEL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,6.79,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,GH-PONH-K4WQ,B08L3FB3G2,Ultimate Guard Katana Sleeves Japanese Size Black (60),https://m.media-amazon.com/images/I/81b3cVchhbL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,14,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,3.78,0.0,,,11.64,11.64,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,I2-6YKQ-CIBP,B007YX9O9E,"SanDisk Cruzer Glide 32 GB USB Flash Drive USB 2.0 , Black & Red",https://m.media-amazon.com/images/I/41bb6wrza-L.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,32,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,3.91125,0.0,,,9.95,9.84,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,IM-AYXV-79NJ,B09HXXMJV9,Revlon ColorStay Matte Lite Crayon - She's Fly,https://m.media-amazon.com/images/I/51-bjkStPgL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,5,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,2.25,0.0,,,5.43,5.64,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,J1-6I0O-YXCL,B08CHK57TB,"Max Factor Facefinity Matte Bronzer, 002 Warm Tan",https://m.media-amazon.com/images/I/41wKYq2Ve3L.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,7.27,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,KQ-XRZK-09KK,B0CSG9BFMJ,"The Army Painter, Warpaints Fanatic Mega Paint Set, 50 x 18 ml Acrylic Paints Including Metallic, Effects, Washes, 1 Model Making Holder and 1 Paint Brushes – Model Paints for Dnd and Warhammer",https://m.media-amazon.com/images/I/513qdP3iRyL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,129.6,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,LF-X542-9TDZ,B07YYG14S1,"Cliganic USDA Organic Argan Oil, 100% Pure | Moroccan Argan Oil for Hair, Face & Skin | Natural Cold Pressed Carrier Oil - Certified Organic | Cliganic 90 Days Warranty",https://m.media-amazon.com/images/I/51XU05wPgrL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,5,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,7.74,0.0,,,20.44,17.31,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,LP-QMNJ-J49G,B0CL5DHG37,CoComelon Children's Toothpaste - Strawberry Flavour - Sugar Free- 74ml - Award Winning,https://m.media-amazon.com/images/I/71KGOVc14aL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,8,8,0,0,,22.142857,missing_supplier|missing_cost|missing_vat,,,,,,,,,,0.7,0.0,22.142857,22.142857,4.32,5.99,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,M8-LMW1-Z8AS,B00IQFGOGA,"Yale Euro Double Cylinder, 3 Keys Supplied, Standard Security, Visi Packed, Suitable for All Door Types, Nickel Finish, 30:10:30 (70 mm)",https://m.media-amazon.com/images/I/61s9eDJSTnL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,11.99,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,MW-RSG9-3S2C,B07DRLVHM2,Tracer Deep Hole Construction Pencil with 6 x Replacement Lead Pack and accompanying Site Holsters all-in-one Marking Kit. Carpenter Pencil Set,https://m.media-amazon.com/images/I/61WCa3RcjIL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,12.21,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,N7-A24N-WJA7,B09NM9TVYX,"Disney 6315875812X12 25cm DAR Spiderverse Miles Morales Action Figure 25 cm Soft Toy with Glow in The Dark Eyes, One Size",https://m.media-amazon.com/images/I/61LWiRZy7aL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,48,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,3.01,0.0,,,9.18,9.18,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,OT-3LZR-3R6K,B08CB36DY9,"Lay-Z Spa 60304 Hot Tub Canopy Cover for Weather and Sun Shelter, Hot Tub Accessories, Fits Most Lay-Z-Spa Models, Multicolor, 109.0 cm*183.0 cm*94.0 cm",https://m.media-amazon.com/images/I/41zvNM8qwEL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,29.99,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,PT-7SUD-DDSG,B09NQ9ZHDQ,The Army Painter Speedpaint Singles - Cloudburst Blue,https://m.media-amazon.com/images/I/41Ty40mqCAL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,8.99,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,PY-XV78-3OG5,B0D3J9M2H8,"OtterBox Symmetry Folio Case for iPad Air 13-Inch (2024 M2, 2025 M3, 2026 M4), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Black",https://m.media-amazon.com/images/I/51NrGRrcraL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,7,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,20.51,0.0,,,49.97,40.98,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,QF-JFBE-D4VE,B008ID91XI,"The Big Cheese Prickle Strip Dog Stopper – 2 m x 28 cm wide, durable Grow-thru Deterrent Protects Plants and Bulbs and Prevents Cats, Dogs, and Wildlife from Digging the Garden and Plant Pots",https://m.media-amazon.com/images/I/41i2F2LNV3L.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,12.03,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,R4-0AXZ-ZZ9D,B0844ZRHS9,"Paladone Minecraft Zombie Light - Officially Licensed Merchandise, Portable Night Light and Gaming Room Decor for Kids, Gift for Gamer, Battery Powered",https://m.media-amazon.com/images/I/31r7JdCaQrL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,4,4,0,0,,-183.161512,missing_supplier|missing_cost|missing_vat,,,,,,,,,,4.85,0.0,-185.051546,-183.161512,12.1,12.10,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,R5-Y2AA-V5FS,B07Z2QNW7R,"Cliganic 100% Pure Vitamin E Oil for Skin, Hair & Face - 30,000 IU, Non-GMO Verified | Natural D-Alpha Tocopherol",https://m.media-amazon.com/images/I/81vokf11E+L.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,14.79,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,R7-98IN-2PW8,B08CHKHTWX,"Max Factor Facefinity Matte Bronzer, 001 Light Bronze",https://m.media-amazon.com/images/I/81quouyCPYL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,24,24,0,0,,10.0,missing_supplier|missing_cost|missing_vat,,,,,,,,,,2.5,0.0,1.666667,10.0,5.7,5.70,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,RB-1O77-8969,B000X2F4II,"Tacwise 0283 Type 91 / 15 mm Galvanised Narrow Crown Staples, Pack of 1",https://m.media-amazon.com/images/I/41ZkivEOOKL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,18,18,0,0,,35.747863,missing_supplier|missing_cost|missing_vat,,,,,,,,,,2.6,0.0,35.747863,35.747863,7.77,,Unit,2026-04-01T21:02:28.204954+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,RI-VSUS-0YTD,B08MVGD2ND,"Cameleo - Permanent Hair Colour Cream - Copper Brown - Intensive Color & Protection - 5 Oils + Omega Plus Acids - Professional, Luxurious Hair Dye - Full Kit",https://m.media-amazon.com/images/I/81nwFO1nMpL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,8,8,0,0,,10.505051,missing_supplier|missing_cost|missing_vat,,,,,,,,,,1.65,0.0,13.030303,10.505051,6.94,6.94,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,SE-UITZ-7CPY,B006SYGN9O,"Minky PP23004003 Easy Medium Ironing Cover Fits Boards, 110 x 35 cm, Black",https://m.media-amazon.com/images/I/71B-1yIwYxL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,10,10,0,0,,37.888563,missing_supplier|missing_cost|missing_vat,,,,,,,,,,3.41,0.0,37.888563,37.888563,9.2,9.40,Unit,2026-04-01T21:02:28.204954+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,TU-8I14-25ZR,B0CN5KRVXB,Yu-Gi-Oh Legendary Decks 2 2024 Unlimited Reprint,https://m.media-amazon.com/images/I/51YSnKT7wbL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,120,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,12.67,0.0,,,27.55,27.55,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,UE-BZE5-I0WM,,,,,,,,dropped,,dropped,sale_status_dropped,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,,,Unit,2026-01-19T16:20:26.943591+00:00,,,,
2026-05-01T19:14:43Z,UL-D0Y8-ZNI5,B08DR97BX2,"Cliganic Organic Argan Oil, 100% Pure (473ml) | Moroccan Argan Oil for Hair, Face & Skin | Natural Cold Pressed Carrier Oil - Certified Organic | Cliganic 90 Days Warranty",https://m.media-amazon.com/images/I/816UYvUb+aL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,7,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,19.5,0.0,,,39.99,39.99,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,V1-ON8D-S6WQ,B06XY4DS8H,"Yale B-YS3-3535NT Anti-Snap 3 Star Euro Thumbturn Cylinder, High Security, 35:35 (70mm), Nickel Finish",https://m.media-amazon.com/images/I/51a2dtS-s1L.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,0,0,0,0,,,missing_supplier|missing_cost|missing_vat,,,,,,,,,,,,,,35.99,,Unit,2026-03-12T14:46:09.544126+00:00,,,,
2026-05-01T19:14:43Z,W3-8FN7-FSP0,B004J71OSC,"Curaprox CS 5460 Ortho (Sortiert), Pack of 1 Unit",https://m.media-amazon.com/images/I/61riqi4-RbL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,10,10,0,0,,10.033445,missing_supplier|missing_cost|missing_vat,,,,,,,,,,2.99,0.0,10.033445,10.033445,6.36,,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
2026-05-01T19:14:43Z,WE-1Z7L-SA2I,B08MVG9QZW,"Cameleo - Permanent Hair Colour Cream - Dark Mahogany - Intensive Color & Protection - 5 Oils + Omega Plus Acids - Professional, Luxurious Hair Dye - Full Kit",https://m.media-amazon.com/images/I/81ZCXZrZiCL.jpg,,,,,,,live,sale_status_live,1,1,raw_units,1,1,0,1,,1,,,,39,39,0,0,,5.757576,missing_supplier|missing_cost|missing_vat,,,,,,,,,,1.65,0.0,5.757576,5.757576,6.94,,Unit,2026-03-12T14:46:09.544126+00:00,,,2026-05-01,2026-05-01
