queue_utc,seller_sku,asin,supplier_code,supplier_name,recommendation_status,suggested_qty,suggested_unit_cost_gbp,suggested_market_price_gbp,expected_forward_roi_pct,expected_forward_profit_per_unit_gbp,days_cover_available_only,days_cover_total_pipeline,reason_codes,queue_status,supplier_group_key,snooze_until_utc,queue_notes,cost_mode,recommendation_basis,suggested_action,key_reason,confidence_note,is_snoozed
2026-04-03T15:00:00Z,0R-31MX-8MNY,B07B4NQSYS,,,wait,0,,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,0T-2B9X-7G65,B0B8T9L8RY,,,wait,0,,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,18-WD7G-J8U4,B0B32365PH,,,wait,0,,12.99,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,1B-X7OV-DC22,B00SH4QZIM,,,wait,0,,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,1I-68NK-QBN0,B095ZY4PCG,,,wait,0,,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,1L-X5VM-8E2W,B09S5RXYKR,,,wait,0,,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,1U-1W76-M840,B07V9CRX7Y,,,wait,0,,4.02,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,3N-WGU4-MT5X,B00SWSU5BG,,,wait,0,,9.99,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,6E-U01F-GUCT,B0CSVLW6QL,,,wait,0,,10,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,714776,B001KYTW0O,,,wait,0,,4.92,,,,,SALE_STATUS_NOT_ACTIVE,watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,SALE_STATUS_NOT_ACTIVE,inactive_sale_status,0
2026-04-03T15:00:00Z,714810,B002BX8ZFG,,,wait,0,,9.99,,,,,SALE_STATUS_NOT_ACTIVE,watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,SALE_STATUS_NOT_ACTIVE,inactive_sale_status,0
2026-04-03T15:00:00Z,8S-MI05-1R1X,B09NQ9ZHDQ,,,wait,0,,8.99,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,8W-I703-VOFQ,B074H6M7TW,,,wait,0,,18.31,,,,,SALE_STATUS_NOT_ACTIVE,watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,SALE_STATUS_NOT_ACTIVE,inactive_sale_status,0
2026-04-03T15:00:00Z,C6-XGZB-J6QA,B0083HIM7U,,,wait,0,,5.96,,,5,5,SALE_STATUS_NOT_ACTIVE,watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,SALE_STATUS_NOT_ACTIVE,inactive_sale_status,0
2026-04-03T15:00:00Z,CH-RLZA-2OYU,B01M6BSYME,,,wait,0,,31.21,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,F7-PMJ2-SG6A,B07RZBBG14,,,wait,0,,7.9,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,FD-R7YW-X0GH,B09NQC79GF,,,wait,0,,6.79,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,GH-PONH-K4WQ,B08L3FB3G2,,,wait,0,,11.64,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,I2-6YKQ-CIBP,B007YX9O9E,,,wait,0,,9.95,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,IM-AYXV-79NJ,B09HXXMJV9,,,wait,0,,5.43,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,J1-6I0O-YXCL,B08CHK57TB,,,wait,0,,7.27,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,KQ-XRZK-09KK,B0CSG9BFMJ,,,wait,0,,129.6,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,LF-X542-9TDZ,B07YYG14S1,,,wait,0,,20.44,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,LP-QMNJ-J49G,B0CL5DHG37,,,wait,0,,4.32,,,8,8,SALE_STATUS_NOT_ACTIVE,watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,SALE_STATUS_NOT_ACTIVE,inactive_sale_status,0
2026-04-03T15:00:00Z,M8-LMW1-Z8AS,B00IQFGOGA,,,wait,0,,11.99,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,MW-RSG9-3S2C,B07DRLVHM2,,,wait,0,,12.21,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,N7-A24N-WJA7,B09NM9TVYX,,,wait,0,,9.18,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,OT-3LZR-3R6K,B08CB36DY9,,,wait,0,,29.99,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,PT-7SUD-DDSG,B09NQ9ZHDQ,,,wait,0,,8.99,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,PY-XV78-3OG5,B0D3J9M2H8,,,wait,0,,49.97,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,QF-JFBE-D4VE,B008ID91XI,,,wait,0,,12.03,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,R4-0AXZ-ZZ9D,B0844ZRHS9,,,wait,0,,12.1,,,0,0,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,R5-Y2AA-V5FS,B07Z2QNW7R,,,wait,0,,14.79,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,R7-98IN-2PW8,B08CHKHTWX,,,wait,0,,5.69,,,97.999869,97.999869,SALE_STATUS_NOT_ACTIVE,watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,SALE_STATUS_NOT_ACTIVE,inactive_sale_status,0
2026-04-03T15:00:00Z,RB-1O77-8969,B000X2F4II,,,wait,0,,7.92,,,6,10,SALE_STATUS_NOT_ACTIVE,watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,SALE_STATUS_NOT_ACTIVE,inactive_sale_status,0
2026-04-03T15:00:00Z,RI-VSUS-0YTD,B08MVGD2ND,,,wait,0,,6.94,,,16,16,SALE_STATUS_NOT_ACTIVE,watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,SALE_STATUS_NOT_ACTIVE,inactive_sale_status,0
2026-04-03T15:00:00Z,SE-UITZ-7CPY,B006SYGN9O,,,wait,0,,9.99,,,0,0.666667,SALE_STATUS_NOT_ACTIVE,watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,SALE_STATUS_NOT_ACTIVE,inactive_sale_status,0
2026-04-03T15:00:00Z,TU-8I14-25ZR,B0CN5KRVXB,,,wait,0,,27.55,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,UE-BZE5-I0WM,,,,wait,0,,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,UL-D0Y8-ZNI5,B08DR97BX2,,,wait,0,,39.99,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,V1-ON8D-S6WQ,B06XY4DS8H,,,wait,0,,35.99,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,W3-8FN7-FSP0,B004J71OSC,,,wait,0,,6.36,,,,,SALE_STATUS_NOT_ACTIVE,watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,SALE_STATUS_NOT_ACTIVE,inactive_sale_status,0
2026-04-03T15:00:00Z,WE-1Z7L-SA2I,B08MVG9QZW,,,wait,0,,6.94,,,39,39,SALE_STATUS_NOT_ACTIVE,watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,SALE_STATUS_NOT_ACTIVE,inactive_sale_status,0
2026-04-03T15:00:00Z,ZV-RLOD-Q0JI,B0BS1WDHP7,,,wait,0,,24.89,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,EQ-EZL7-FAU3,,1000758,Stax,wait,0,3.96,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,1000758|Stax,,inactive_sale_status,live,live_cost_inputs,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,CX-SMCH-4DYA,B0012B80HG,1000759,Jones Wholesale,wait,0,,8.38,,,,,WEAK_DEMAND_SIGNAL,watch_or_wait,1000759|Jones Wholesale,,weak_demand,live,live_mode_missing_cost,wait,WEAK_DEMAND_SIGNAL,weak_demand,0
2026-04-03T15:00:00Z,NX-0OE3-AD7U,B083G9XHT9,101798,Stax,wait,0,,9.99,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,101798|Stax,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,X1-68KO-184Y,,102272,Stax,wait,0,46,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,102272|Stax,,inactive_sale_status,live,live_cost_inputs,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,ZU-VG38-OF3L,,10290397,TD Synnex,wait,0,18.54,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,10290397|TD Synnex,,inactive_sale_status,live,live_cost_inputs,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,DV-USYD-8WR2,B0D3JD4FFD,10290403,TD Synnex,wait,0,,37,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,WEAK_DEMAND_SIGNAL",watch_or_wait,10290403|TD Synnex,,weak_demand,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,weak_demand,0
2026-04-03T15:00:00Z,PH-M7S4-05R5,B0D3JCMSF5,10290405,TD Synnex,wait,0,,38.07,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,WEAK_DEMAND_SIGNAL",watch_or_wait,10290405|TD Synnex,,weak_demand,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,weak_demand,0
2026-04-03T15:00:00Z,MF-TPXM-F8AF,B0D3J9C8NN,10290415,TD Synnex,wait,0,,49.38,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,10290415|TD Synnex,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,IB-U5FA-BO2Y,B0D3JC45CK,10290417,TD Synnex,wait,0,,45.99,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,WEAK_DEMAND_SIGNAL",watch_or_wait,10290417|TD Synnex,,weak_demand,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,weak_demand,0
2026-04-03T15:00:00Z,DX-1NE9-39YS,B08MT6CW12,103073,Stax,wait,0,,8.05,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,103073|Stax,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,L1-54EX-56YC,B09445GL1C,103987,Stax,wait,0,,12.53,,,0,1.142857,BLOCKED_MISSING_COST_INPUT,watch_or_wait,103987|Stax,,missing_forward_roi_inputs,live,live_mode_missing_cost,wait,BLOCKED_MISSING_COST_INPUT,missing_forward_roi_inputs,0
2026-04-03T15:00:00Z,4B-HMJG-PHW4,B00D1V5E5G,108447,Stax,wait,0,,8.99,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,108447|Stax,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,51-79LN-GGLK,B09HHLMG1V,109696,Stax,wait,0,,9.97,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,109696|Stax,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,RY-U14K-5XDR,B005NG23OW,109754,Jones Wholesale,wait,0,,8.03,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,WEAK_DEMAND_SIGNAL",watch_or_wait,109754|Jones Wholesale,,weak_demand,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,weak_demand,0
2026-04-03T15:00:00Z,ZU-PFDN-JSYV,B07MW9H6P4,112387,Stax,wait,0,,12.15,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,112387|Stax,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,M4-MV10-9TX7,,113299,Stax,wait,0,1.04,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,113299|Stax,,inactive_sale_status,live,live_cost_inputs,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,GH-XAAE-HRU7,B072K2PG11,116500,Stax,wait,0,,5.45,,,,,WEAK_DEMAND_SIGNAL,watch_or_wait,116500|Stax,,weak_demand,live,live_mode_missing_cost,wait,WEAK_DEMAND_SIGNAL,weak_demand,0
2026-04-03T15:00:00Z,LX-K206-ENZX,,118744,Stax,wait,0,3.92,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,118744|Stax,,inactive_sale_status,live,live_cost_inputs,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,QS-V8XL-25CO,,119408,Stax,wait,0,36.4,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,119408|Stax,,inactive_sale_status,live,live_cost_inputs,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,D9-42IB-HEVC,,121782,Stax,wait,0,3.34,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,121782|Stax,,inactive_sale_status,live,live_cost_inputs,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,N4-5C3G-RJS1,B000MQ663C,124720,Stax,wait,0,,6.81,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,124720|Stax,,inactive_sale_status,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,6L-LO0H-2WGF,,198 3202,ABGee,wait,0,3.33,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,198 3202|ABGee,,inactive_sale_status,live,live_cost_inputs,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,UL-6G4Z-72JE,,198 3209,ABGee,wait,0,3.33,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,198 3209|ABGee,,inactive_sale_status,live,live_cost_inputs,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,L3-ZQ8U-A7LQ,B004I2N5AS,2046517,TD Synnex,full_restock,60,12.4667,14.96,19.999679,2.4933,0,0,,needs_review,2046517|TD Synnex,,,test,test_cost_snapshot,full_restock,,,0
2026-04-03T15:00:00Z,A9-2Y9G-M2K7,B00KB225MS,216090,Jones Wholesale,wait,0,,6.02,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,WEAK_DEMAND_SIGNAL",watch_or_wait,216090|Jones Wholesale,,weak_demand,live,live_mode_missing_cost,wait,LOW_CONFIDENCE_MARKET_CONTEXT,weak_demand,0
2026-04-03T15:00:00Z,8R-0UT9-SEOY,,229237,Jones Wholesale,wait,0,6.56,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,229237|Jones Wholesale,,inactive_sale_status,live,live_cost_inputs,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
2026-04-03T15:00:00Z,P5-KMQZ-JK8Y,,231 6066104,ABGee,wait,0,10,,,,,,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",watch_or_wait,231 6066104|ABGee,,inactive_sale_status,live,live_cost_inputs,wait,LOW_CONFIDENCE_MARKET_CONTEXT,inactive_sale_status,0
