asof_date,snapshot_path,snapshot_rows_today,dup_group_count,dup_row_count,history_rows_today,history_dup_group_count,history_dup_row_count,sample_keys
2026-03-16,C:\Users\Luke\Desktop\SellerOne 2.0\out\listing_offer_seller_snapshot_2026-03-16.csv,134,10,21,123,0,0,2026-03-16||UK||Q1-00D7-5IQF||B0042SI594||AVOT8IJXNOPIH|2026-03-16||UK||R4-0AXZ-ZZ9D||B0844ZRHS9||A2GWWNUF2QYCY4|2026-03-16||UK||R7-98IN-2PW8||B08CHKHTWX||A33676FAM67ICM|2026-03-16||UK||R7-98IN-2PW8||B08CHKHTWX||A37A3BMEZJZ2F8|2026-03-16||UK||US-AK96-YFSB||B002DPGTF0||A3P5ROKL5A1OLE
