asof_date,snapshot_path,snapshot_rows_today,snapshot_dup_group_count,snapshot_dup_row_count,history_rows_today,history_dup_group_count,history_dup_row_count
2026-03-14,C:\Users\Luke\Desktop\SellerOne 2.0\out\refund_adjustment_snapshot_2026-03-14.csv,12,0,0,12,0,0
