asof_date,snapshot_path,snapshot_rows_today,dup_group_count,dup_row_count,history_rows_today,history_dup_group_count,history_dup_row_count,sample_keys
2026-03-12,C:\Users\Luke\Desktop\SellerOne 2.0\out\listing_offer_seller_snapshot_2026-03-12.csv,0,0,0,0,0,0,
