asof_date,snapshot_path,snapshot_rows_today,dup_group_count,dup_row_count,history_rows_today,history_dup_group_count,history_dup_row_count,sample_keys
2026-03-17,C:\Users\Luke\Desktop\SellerOne 2.0\out\listing_offer_seller_snapshot_2026-03-17.csv,114,9,21,102,0,0,2026-03-17||UK||2G-AYBQ-TUQG||B002KFZKZ8||A3LLCLIWVTSWCU|2026-03-17||UK||2G-AYBQ-TUQG||B002KFZKZ8||A3P5ROKL5A1OLE|2026-03-17||UK||3X-EXDD-TD2K||B0D6W9DZX4||A3P5ROKL5A1OLE|2026-03-17||UK||6V-EEC1-2S9Z||B06WW79DX5||A11RGASXV3EWM4|2026-03-17||UK||6V-EEC1-2S9Z||B06WW79DX5||A12MJ1FK852SYB
