asof_date,snapshot_path,snapshot_rows_today,dup_group_count,dup_row_count,history_rows_today,history_dup_group_count,history_dup_row_count,sample_keys
2026-03-06,C:\Users\Luke\Desktop\SellerOne 2.0\out\listing_offer_seller_snapshot_2026-03-06.csv,110,10,24,96,0,0,2026-03-06||UK||8M-NHB7-T8TR||B0B2RBG672||A2LXP2FZ6P749B|2026-03-06||UK||8M-NHB7-T8TR||B0B2RBG672||A3P5ROKL5A1OLE|2026-03-06||UK||9X-HL62-83C7||B00BEUFYE2||A3P5ROKL5A1OLE|2026-03-06||UK||A2-T2AC-TW3L||B006PFN3BW||A11RGASXV3EWM4|2026-03-06||UK||A2-T2AC-TW3L||B006PFN3BW||A12MJ1FK852SYB
