asof_utc,seller_sku,asin,supplier_code,supplier_name,sale_status,available_now,total_quantity_now,amazon_inbound_working,amazon_inbound_shipped,amazon_inbound_receiving,velocity_7d,velocity_30d,velocity_90d,current_supplier_buy_cost_gbp,current_supplier_cost_source,market_price_gbp,market_price_basis_used,expected_refund_cost_per_unit_gbp,roi_at_market_price_pct,source_inventory_asof,source_velocity_asof,source_performance_asof,title,main_image,supplier_sku,barcode,amazon_pack_size,pack_conversion_note,order_qty_mode,order_qty_unit_label,sell_pack_qty,supplier_case_qty,supplier_case_multiple,valid_order_step,repack_required,bundle_required,display_qtys_label,source_offer_timestamp_utc,source_notes,sale_status_normalized,is_active_candidate,has_current_cost_input,has_current_market_price_input,has_demand_input,has_minimum_restock_inputs,coverage_block_reason,current_cost_value_gbp,current_cost_source,current_cost_confidence,current_cost_class,cost_mode,cost_source_type,cost_source_reference,current_cost_truth_type,price_list_unit_cost_gbp,price_list_currency,price_list_source_batch_id,price_list_source_received_at_utc,price_list_source_row_key,purchase_reference_list_cost_gbp,actual_paid_unit_cost_gbp,actual_paid_source,actual_vs_list_ratio,discount_assumption_pct,expected_next_unit_cost_gbp,expected_cost_source,user_price_check_required,supplier_cost_review_reason,max_break_even_purchase_price_gbp,max_target_roi_purchase_price_gbp,target_roi_pct,purchase_price_safety_status,backtest_policy_id,backtest_history_confidence,backtest_market_viability_score,backtest_exit_risk_score,backtest_estimated_total_profit_gbp,backtest_estimated_monthly_profit_gbp,backtest_capital_lockup_days,backtest_sellable_ceiling_zone,backtest_amazon_risk_level,backtest_compression_risk_level,backtest_recommendation,backtest_manual_review_reason,supplier_catalog_price,last_purchase_price,supplier_pack_size,moq,lead_time_days,bulk_long_lead_flag,out_of_stock_days,snooze_until_utc
2026-05-19T12:28:58Z,3V-HQSI-8QRU,,FK67424,Heo,dropped,0,0,0,0,0,0,0,0,3.97,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,0,0,,,,Funko POP! TV: Witcher - Geralt - (shield) - the Witcher - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - TV Fans - Model Figure for Collectors and Display,https://m.media-amazon.com/images/I/71Au3RvURbL.jpg,FK67424,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,COST_FALLBACK_LAST_PURCHASE_PRICE|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_APPLIED|SUPPLIER_COST_USER_CHECK_REQUIRED,inactive,0,1,0,0,0,inactive_status,3.97,last_purchase_price,actual_paid_without_list_reference,expected_supplier_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,live_cost_truth,,,,,,,3.97,product_db_last_purchase_price,,,3.97,last_purchase_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,,,,,,,,,,,,,,,,3.97,1,1,0,0,0,
2026-05-19T12:28:58Z,KE-WQ91-B6JF,,WST503,Heo,dropped,0,0,0,0,0,0,0,0,3.68,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,0,0,,,,Worlds Smallest Rubiks Cube,https://m.media-amazon.com/images/I/31JjuLbAxeL.jpg,WST503,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,COST_FALLBACK_LAST_PURCHASE_PRICE|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_APPLIED|SUPPLIER_COST_USER_CHECK_REQUIRED,inactive,0,1,0,0,0,inactive_status,3.68,last_purchase_price,actual_paid_without_list_reference,expected_supplier_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,live_cost_truth,,,,,,,3.68,product_db_last_purchase_price,,,3.68,last_purchase_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,,,,,,,,,,,,,,,,3.68,1,1,0,0,0,
2026-05-19T12:28:58Z,JX-Q0XX-QBZ2,,EXGMER-2927,Heo,dropped,0,0,0,0,0,0,0,0,8.95,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,0,0,,,,"Cableguys Borderlands Psycho Controller Holder & Phone Stand - Gaming Accessories for Room and Desk Setup, Holder Compatible with Xbox, PlayStation & Most Standard Game Controllers",https://m.media-amazon.com/images/I/61XVG4azatL.jpg,EXGMER-2927,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,COST_FALLBACK_LAST_PURCHASE_PRICE|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_APPLIED|SUPPLIER_COST_USER_CHECK_REQUIRED,inactive,0,1,0,0,0,inactive_status,8.95,last_purchase_price,actual_paid_without_list_reference,expected_supplier_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,live_cost_truth,,,,,,,8.95,product_db_last_purchase_price,,,8.95,last_purchase_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,,,,,,,,,,,,,,,,8.95,1,1,0,0,0,
2026-05-19T12:28:58Z,SH-RGTH-QQM2,,FK49154,Heo,dropped,0,0,0,0,0,0,0,0,4.99,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,0,0,,,,Funko POP! Disney: SitS - Madam Mim - Sword In the Stone - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors and Display,https://m.media-amazon.com/images/I/61kAcAQLyEL.jpg,FK49154,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,COST_FALLBACK_LAST_PURCHASE_PRICE|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_APPLIED|SUPPLIER_COST_USER_CHECK_REQUIRED,inactive,0,1,0,0,0,inactive_status,4.99,last_purchase_price,actual_paid_without_list_reference,expected_supplier_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,live_cost_truth,,,,,,,4.99,product_db_last_purchase_price,,,4.99,last_purchase_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,,,,,,,,,,,,,,,,4.99,1,1,0,0,0,
2026-05-19T12:28:58Z,FR-41MF-KWKU,,825001,Culpitt,dropped,0,0,0,0,0,0,0,0,4.67,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,0,0,,,,"Saracino Sugarplus - Isomalt Granules for Sugar Decorations with Crystal Clear Effect 0,5 Kg Made in Italy",https://m.media-amazon.com/images/I/61bxEy4dgsL.jpg,825001,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,COST_FALLBACK_LAST_PURCHASE_PRICE|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_APPLIED|SUPPLIER_COST_USER_CHECK_REQUIRED,inactive,0,1,0,0,0,inactive_status,4.67,last_purchase_price,actual_paid_without_list_reference,expected_supplier_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,live_cost_truth,,,,,,,4.67,product_db_last_purchase_price,,,4.67,last_purchase_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,,,,,,,,,,,,,,,,4.67,1,1,0,0,0,
2026-05-19T12:28:58Z,MF-FBAW-SRXY,,FK33248,Heo,dropped,0,0,0,0,0,0,0,0,7.64,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,0,0,,,,Funko POP! Vinyl: LOTR/Hobbit: Gimli Lord Of the Rings - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors and Display,https://m.media-amazon.com/images/I/41uj+-NksZL.jpg,FK33248,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,COST_FALLBACK_LAST_PURCHASE_PRICE|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_APPLIED|SUPPLIER_COST_USER_CHECK_REQUIRED,inactive,0,1,0,0,0,inactive_status,7.64,last_purchase_price,actual_paid_without_list_reference,expected_supplier_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,live_cost_truth,,,,,,,7.64,product_db_last_purchase_price,,,7.64,last_purchase_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,,,,,,,,,,,,,,,,7.64,1,1,0,0,0,
2026-05-19T12:28:58Z,J2-N9NA-57NA,,DHCS,Bliss Distribution,dropped,0,0,0,0,0,0,0,0,1.95,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,0,0,,,,Yu-Gi-Oh! Dark Hex Sleeves,https://m.media-amazon.com/images/I/81nD4W2wWZL.jpg,DHCS,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,COST_FALLBACK_LAST_PURCHASE_PRICE|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_APPLIED|SUPPLIER_COST_USER_CHECK_REQUIRED,inactive,0,1,0,0,0,inactive_status,1.95,last_purchase_price,actual_paid_without_list_reference,expected_supplier_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,live_cost_truth,,,,,,,1.95,product_db_last_purchase_price,,,1.95,last_purchase_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,,,,,,,,,,,,,,,,1.95,1,1,0,0,0,
2026-05-19T12:28:58Z,KR-H2ZK-DRS7,,L27660,Aldridge Security,dropped,0,0,0,0,0,0,0,0,11.59,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,0,0,,,,ERA Fortress BS 3621 2.5-inch/ 64mm 5 Lever Maximum Security Mortice Sashlock - Chrome Effect,https://m.media-amazon.com/images/I/81LKhYHG8AL.jpg,L27660,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,COST_FALLBACK_LAST_PURCHASE_PRICE|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_APPLIED|SUPPLIER_COST_USER_CHECK_REQUIRED,inactive,0,1,0,0,0,inactive_status,11.59,last_purchase_price,actual_paid_without_list_reference,expected_supplier_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,live_cost_truth,,,,,,,11.59,product_db_last_purchase_price,,,11.59,last_purchase_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,,,,,,,,,,,,,,,,11.59,1,1,0,0,0,
2026-05-19T12:28:58Z,M4-MV10-9TX7,,113299,Stax,dropped,0,0,0,0,0,0,0,0,1.04,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,0,0,,,,"Tala 40ml Mini Glass Measuring Jug, 10A26012, Transparent",https://m.media-amazon.com/images/I/71-do97LXSL.jpg,113299,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,COST_FALLBACK_LAST_PURCHASE_PRICE|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_APPLIED|SUPPLIER_COST_USER_CHECK_REQUIRED,inactive,0,1,0,0,0,inactive_status,1.04,last_purchase_price,actual_paid_without_list_reference,expected_supplier_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,live_cost_truth,,,,,,,1.04,product_db_last_purchase_price,,,1.04,last_purchase_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,,,,,,,,,,,,,,,,1.04,1,1,0,0,0,
2026-05-19T12:28:58Z,M5-EOFN-2WPJ,,HUM028,DHB,dropped,0,0,0,0,0,0,0,0,1.54,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,0,0,,,,THE HUMBLE CO. - Dental Floss Picks - 2 in 1 Charcoal Infused with Mint Flavour - Developed by Dentists - Designed in Sweden - Teeth Cleaning - Reusable - Vegan & Cruelty-Free - 50p,https://m.media-amazon.com/images/I/41sbo7JrSWL.jpg,HUM028,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,COST_FALLBACK_LAST_PURCHASE_PRICE|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_APPLIED|SUPPLIER_COST_USER_CHECK_REQUIRED,inactive,0,1,0,0,0,inactive_status,1.54,last_purchase_price,actual_paid_without_list_reference,expected_supplier_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,live_cost_truth,,,,,,,1.54,product_db_last_purchase_price,,,1.54,last_purchase_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,,,,,,,,,,,,,,,,1.54,1,1,0,0,0,
2026-05-19T12:28:58Z,8K-FX05-CCPX,,,Infinity Foods,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,"Jack N’ Jill Natural Certified Kids Toothpaste – Fluoride-Free Toddler & Baby Toothpaste with 40% Xylitol, No Sugar, Suitable from 6 Months+, Organic Banana Flavour, Pack of 1 (50g)",https://m.media-amazon.com/images/I/61dEbfGDOHL.jpg,,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_NO_USABLE_EXPECTED_COST,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,no_cost_truth,,,,,,,,,,,,missing_cost,1,missing_all_cost_inputs,,,,,,,,,,,,,,,,,,,1,1,0,0,0,
2026-05-19T12:28:58Z,DK-9CZR-7SUV,,,Infinity Foods,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,Fairtrade Organic Ground Coffee 200g - Medium Roast - Ideal For French Press Cafetiere Filter Drip V60 Aeropress - Shade Grown Bird Friendly Certified - Bird and Wild - Donation to RSPB - Strength 3,https://m.media-amazon.com/images/I/61bIWrecA+L.jpg,,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_NO_USABLE_EXPECTED_COST,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,no_cost_truth,,,,,,,,,,,,missing_cost,1,missing_all_cost_inputs,,,,,,,,,,,,,,,,,,,1,1,0,0,0,
2026-05-19T12:28:58Z,4Y-2V2S-KSTO,,,Jones Wholesale,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,"LICKIMAT Buddy Treat Mat , Assorted colors",https://m.media-amazon.com/images/I/71+EhhPBnPL.jpg,,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_NO_USABLE_EXPECTED_COST,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,no_cost_truth,,,,,,,,,,,,missing_cost,1,missing_all_cost_inputs,,,,,,,,,,,,,,,,,,,1,1,0,0,0,
2026-05-19T12:28:58Z,VF-WENE-0QSF,,,Jones Wholesale,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,Metal Screw-In Dog Lead Stake,https://m.media-amazon.com/images/I/517+y-yugQL.jpg,,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_NO_USABLE_EXPECTED_COST,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,no_cost_truth,,,,,,,,,,,,missing_cost,1,missing_all_cost_inputs,,,,,,,,,,,,,,,,,,,1,1,0,0,0,
2026-05-19T12:28:58Z,10-KNVB-4BRI,B002GZJUQ2,,Jones Wholesale,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,2024-08-31T22:39:31Z,,,"Kitchen Devils S8603000 Control Vegetable Knife, 10 cm, Multi-Colour , Black",https://m.media-amazon.com/images/I/71IB6G0kwoL.jpg,,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,BLOCKED_MISSING_COST_INPUT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_NO_USABLE_EXPECTED_COST,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,no_cost_truth,,,,,,,,,,,,missing_cost,1,missing_all_cost_inputs,,,,,,,,,,,,,,,,,,,1,1,0,0,0,
2026-05-19T12:28:58Z,CC-9HJK-1XR3,,,Jones Wholesale,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,Partisan Products Happy Birthday Boy Blue Occassions Gift Bag With Gift Tag Made From Recycled Board Medium,https://m.media-amazon.com/images/I/71oR7e6oHyL.jpg,,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_NO_USABLE_EXPECTED_COST,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,no_cost_truth,,,,,,,,,,,,missing_cost,1,missing_all_cost_inputs,,,,,,,,,,,,,,,,,,,1,1,0,0,0,
2026-05-19T12:28:58Z,IX-BHAG-7688,,,Knights Fragrances,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,Guy Laroche DRAKKAR NOIR Eau De Toilette Spray for Men 30ml (1 Oz) EDT Cologne,https://m.media-amazon.com/images/I/71YxBJd1VJL.jpg,,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_NO_USABLE_EXPECTED_COST,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,no_cost_truth,,,,,,,,,,,,missing_cost,1,missing_all_cost_inputs,,,,,,,,,,,,,,,,,,,1,1,0,0,0,
2026-05-19T12:28:58Z,8Y-8UTW-YHVV,,,Knights Fragrances,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,"Brut Original Eau De Toilette Spray, 100 ml",https://m.media-amazon.com/images/I/61TYSdgDWJL.jpg,,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_NO_USABLE_EXPECTED_COST,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,no_cost_truth,,,,,,,,,,,,missing_cost,1,missing_all_cost_inputs,,,,,,,,,,,,,,,,,,,1,1,0,0,0,
2026-05-19T12:28:58Z,IS-RZRJ-JMUQ,,,Knights Fragrances,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,"ALYSSA ASHLEY Cologne Spray, 100 ml",https://m.media-amazon.com/images/I/61UGWiBNvqL.jpg,,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_NO_USABLE_EXPECTED_COST,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,no_cost_truth,,,,,,,,,,,,missing_cost,1,missing_all_cost_inputs,,,,,,,,,,,,,,,,,,,1,1,0,0,0,
2026-05-19T12:28:58Z,4D-KUD8-5IQP,,,Knights Fragrances,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,"ALYSSA ASHLEY Vanilla Eau Parfumee Cologne Spray, Women (100 ml)",https://m.media-amazon.com/images/I/41o-6jFcJGL.jpg,,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_NO_USABLE_EXPECTED_COST,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,no_cost_truth,,,,,,,,,,,,missing_cost,1,missing_all_cost_inputs,,,,,,,,,,,,,,,,,,,1,1,0,0,0,
2026-05-19T12:28:58Z,6L-R2ZY-X2E0,,,Knights Fragrances,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,"Alyssa Ashley Essence De Patchouli Perfume, 100 ml",https://m.media-amazon.com/images/I/71V1-2D-6OL.jpg,,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_NO_USABLE_EXPECTED_COST,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,no_cost_truth,,,,,,,,,,,,missing_cost,1,missing_all_cost_inputs,,,,,,,,,,,,,,,,,,,1,1,0,0,0,
2026-05-19T12:28:58Z,H4-EFUP-2ASL,,,Knights Fragrances,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,"Woods of Windsor Rose Bath and Shower Gel, Womens Shower Gel with Floral White Jasmine and Ylang Ylang Notes, Moisturising Body Wash for Women with Vitamin E, True Rose Scent 250ml",https://m.media-amazon.com/images/I/61GNNlGyJ1L.jpg,,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_NO_USABLE_EXPECTED_COST,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,no_cost_truth,,,,,,,,,,,,missing_cost,1,missing_all_cost_inputs,,,,,,,,,,,,,,,,,,,1,1,0,0,0,
2026-05-19T12:28:58Z,QZ-5ZK7-W02G,,,Mark Up Wholesale,dropped,0,0,0,0,0,0,0,0,,missing_cost,,MISSING_MARKET_CONTEXT,0,0,,,,XPRO All Purpose Super Glue Gel 20g - Industrial Grade (2 Pcs),https://m.media-amazon.com/images/I/41Awy2ztR+L.jpg,,,1,unconfirmed,raw_units,Units,1,1,0,1,0,0,Unit,,BLOCKED_MISSING_COST_INPUT|MISSING_INVENTORY_CONTEXT|MISSING_PERFORMANCE_CONTEXT|MISSING_VELOCITY_CONTEXT|REDUCED_CONFIDENCE_MISSING_H_PRICE_CONTEXT|SUPPLIER_BUY_COST_TRUTH_NO_USABLE_EXPECTED_COST,inactive,0,0,0,0,0,inactive_status,,missing_cost,none,no_cost,live,supplier_buy_cost_truth,out/systems/O/live/supplier_buy_cost_truth.csv,no_cost_truth,,,,,,,,,,,,missing_cost,1,missing_all_cost_inputs,,,,,,,,,,,,,,,,,,,1,1,0,0,0,
