asof_utc,seller_sku,asin,supplier_code,supplier_name,recommendation_status,reason_codes,recommended_qty_raw,recommended_qty_rounded,target_days_cover,days_cover_available_only,days_cover_total_pipeline,current_supplier_buy_cost_gbp,current_supplier_cost_source,market_price_gbp,market_price_basis_used,forward_roi_pct,forward_profit_per_unit_gbp,title,main_image,confidence_score,policy_version,cost_mode,recommendation_basis,max_break_even_purchase_price_gbp,max_target_roi_purchase_price_gbp,target_roi_pct,purchase_price_safety_status,user_price_check_required,supplier_cost_review_reason,expected_next_unit_cost_gbp,price_list_unit_cost_gbp,purchase_reference_list_cost_gbp,actual_paid_unit_cost_gbp,confidence_note,blocked_note,snooze_until_utc
2026-05-19T12:38:56Z,09-CZ59-Q6OR,B09BR88BPW,,DHB,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,Stoddard Icon White Standard Interdental Brushes - 8 Brush Plus 2 Free Brush in 1 Pack,https://m.media-amazon.com/images/I/717S2YgqeWL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,B2-5FFM-153A,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,Ravensburger Disney Princess 100 Piece Jigsaw Puzzles for Kids Age 6 Years Up,https://m.media-amazon.com/images/I/81N07VEGGoL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,XI-DUS3-PXC9,,413674,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,"Super Mario - 2,5 Deluxe Toad House Playset (413674)",https://m.media-amazon.com/images/I/710YGjvZI4L.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,0T-LQK2-KFCY,B0CBNNKLYJ,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,"Mattel WWE Ultimate Edition Asuka Action Figure & Accessories, 6-inch Collectible Set, Swappable Heads & Hands, Entrance Gear & 30 Articulation Points, HWP53",https://m.media-amazon.com/images/I/917SgK2N-DL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,OL-F41R-EZEF,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,BRIO World Collapsing Bridge for Kids Age 3 Years Up - Compatible With All BRIO Railway Train Sets and Accessories,https://m.media-amazon.com/images/I/71SYuSV+hcL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,NC-MA70-7OJ9,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,Learning Resources Playfoam Sparkle (Set of 4) EI-1910,https://m.media-amazon.com/images/I/61ZL-BMxtdL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,T7-NZWY-R44R,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,"The Original Plasticine, FunTUBulous, Original Modelling Clay, Soft and Non-Hardening, Includes 8 Bumper Sticks of Plasticine in Plastic Bucket with Carry Handle, Suitable for Ages 3+",https://m.media-amazon.com/images/I/51DjBSiS5zL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,I2-OJSR-TKZ6,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,BRIO World Wooden Tunnel Train for Kids Age 3 Years Up - Compatible with all BRIO Railway Sets & Accessories,https://m.media-amazon.com/images/I/81rV5ilI-bL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,9C-ZLCN-WWGK,,985 5862,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,7.59,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,,,Funko POP! Movies: Harry Potter - Severus Snape - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors and Display,https://m.media-amazon.com/images/I/51X1fLoBCRL.jpg,40,o_phase1_v1,live,live_cost_inputs,,,10,missing_market_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,7.59,,,7.59,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,6L-LO0H-2WGF,,198 3202,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,3.33,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,,,"Make It Real Blooming Vibes Sketchbook - Princess Fashion Design Drawing and Craft Book - Fashion Designer Kits for Girls with Templates, Stencils, Stickers - Kids Arts and Crafts Sets, Creative Gifts",https://m.media-amazon.com/images/I/81lqhgqcQjL.jpg,40,o_phase1_v1,live,live_cost_inputs,,,10,missing_market_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,3.33,,,3.33,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,7C-XI7G-FMUU,,985 36391,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,7.59,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,,,Funko POP! Vinyl: Disney: the Lion King: Mufasa - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors and Display,https://m.media-amazon.com/images/I/71c-DYBU4dL.jpg,40,o_phase1_v1,live,live_cost_inputs,,,10,missing_market_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,7.59,,,7.59,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,W7-F06R-CW3C,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,Giga Pets AR Virtual Animal Pet Toy (Unicorn),https://m.media-amazon.com/images/I/71twRRGGk5L.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,D6-Y4EX-C9HL,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,Ravensburger Hey Duggee Mini Memory Game - Matching Picture Snap Pairs Game for Kids Age 3 Years Up,https://m.media-amazon.com/images/I/71IbAg+4oUL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,NB-UWOU-68PW,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,Funko Mystery Mini: Marvel Deadpool 30th - 1 Of 12 to Collect - Styles Vary - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Comic Books Fans and Display,https://m.media-amazon.com/images/I/711+E-ENm-L.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,QG-6O1N-7HTR,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,Pokemon Piplup 8 inch Plush,https://m.media-amazon.com/images/I/61VLPNwyHHL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,E7-LAKI-9FEO,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,"Ravensburger Disney Princess - Jigsaw Puzzles for Kids Age 3 Years Up, Multicolored, 4 in Box (12, 16, 20, 24 Piece)",https://m.media-amazon.com/images/I/91imrUZlBdL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,FQ-DRSZ-XVJI,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,"Purse Pets, Glamicorn Unicorn Interactive Purse Pet with Over 25 Sounds and Reactions, Kids Toys for Girls Ages 5 and up",https://m.media-amazon.com/images/I/91D-ngZHERL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,WY-Z6LP-JOMV,,542 12001074,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,Ravensburger Super Mario 100 Piece XXL Jigsaw Puzzles for Kids Age 6 Years Up - Extra Large Pieces,https://m.media-amazon.com/images/I/81CUvQsVPbL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,IX-E0R5-6P6G,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,Ravensburger Super Mario 3x 49 Piece Jigsaw Puzzles for Kids Age 5 Years Up,https://m.media-amazon.com/images/I/51RpYtwv6PL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,J7-QL4P-4SOM,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,ThinkFun Cold Case Files A Pinch of Murder - Murder Mystery Game for Adults and Kids Age 14 Years Up - 1 to 4 Players,https://m.media-amazon.com/images/I/71ERGa-yLwS.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,UF-8XYI-JUTX,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,ThinkFun Cold Case Files A Pinch of Murder - Murder Mystery Game for Adults and Kids Age 14 Years Up - 1 to 4 Players,https://m.media-amazon.com/images/I/71ERGa-yLwS.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,LG-AZOP-KOUU,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,ThinkFun Cold Case Files A Pinch of Murder - Murder Mystery Game for Adults and Kids Age 14 Years Up - 1 to 4 Players,https://m.media-amazon.com/images/I/71ERGa-yLwS.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,0K-6BX5-D5AH,B093WHTJL7,856 PSTSP414IN0,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,7.51,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,,,"SUPERTHINGS Balloon Boxer – Large vehicle plus two attachable vehicles, 3 SuperThings and 1 exclusive Kazoom Kid",https://m.media-amazon.com/images/I/71bN1sKoFDL.jpg,40,o_phase1_v1,live,live_cost_inputs,,,10,missing_market_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,7.51,,,7.51,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,Z3-HICR-CPBW,,985 59686,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,7.76,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,,,Funko Action Figure: Five Nights At Freddy's (FNAF) - Toxic Springtrap - Glow In the Dark - Collectable Toy - Gift Idea - Official Merchandise,https://m.media-amazon.com/images/I/81IsgXrrosL.jpg,40,o_phase1_v1,live,live_cost_inputs,,,10,missing_market_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,7.76,,,7.76,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,OO-KLJU-ZBO9,,985 62221,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,7.59,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,,,Funko POP! Vinyl: Formula One - Valtteri Bottas - Mercedes-Benz - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Sports Fans - Model Figure for Collectors,https://m.media-amazon.com/images/I/71x6e5bASPL.jpg,40,o_phase1_v1,live,live_cost_inputs,,,10,missing_market_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,7.59,,,7.59,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,UL-6G4Z-72JE,,198 3209,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,3.33,supplier_buy_cost_truth,,MISSING_MARKET_CONTEXT,,,Make It Real Love and Daisy Inspired Fashion Design Sketchbook with Stencils and Stickers for Creativity - Kids Arts and Crafts Colouring Book - Girls Gifts,https://m.media-amazon.com/images/I/81hdQWwZbHL.jpg,40,o_phase1_v1,live,live_cost_inputs,,,10,missing_market_price,1,missing_current_price_list_cost|actual_paid_without_list_reference,3.33,,,3.33,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,2K-6X85-CXUL,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,Ravensburger Happy Days Royal Residences 4x 500 Piece Jigsaw Puzzle for Adults and Kids Age 10 Years Up,https://m.media-amazon.com/images/I/81g3nUgtByL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,MF-MNIN-FGXW,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,Squishville Squad 4 pack - Puppy Love Squad,https://m.media-amazon.com/images/I/91A6qEEJbQL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,FQ-MTRD-YPII,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,"Learning Resources Carlos the Pop & Count Cactus, Top Toddler Toys, Preschool, Fine Motor Skills, Educational Toys, 16 Pieces, Age 18 Months",https://m.media-amazon.com/images/I/41H32Fa1UNL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
2026-05-19T12:38:56Z,8N-T5OY-DSW9,,,ABGee,wait,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,,,,missing_cost,,MISSING_MARKET_CONTEXT,,,Funko POP! Animation: Demon Slayer - Mitsuri Kanroji - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Anime Fans - Model Figure for Collectors and Display,https://m.media-amazon.com/images/I/519kX3uAjbL.jpg,40,o_phase1_v1,live,live_mode_missing_cost,,,10,missing_market_price,1,missing_all_cost_inputs,,,,,inactive_sale_status,inactive_sale_status,
