asof_utc,seller_sku,asin,supplier_code,supplier_name,supplier_sku,barcode,price_list_unit_cost_gbp,price_list_currency,price_list_source_batch_id,price_list_source_received_at_utc,price_list_source_row_key,purchase_reference_list_cost_gbp,actual_paid_unit_cost_gbp,actual_paid_source,actual_vs_list_ratio,discount_assumption_pct,expected_next_unit_cost_gbp,expected_cost_source,cost_confidence,user_price_check_required,review_reason,source_lineage,title,price_list_supplier_id,price_list_supplier_sku,price_list_barcode,product_catalog_cost_gbp,cost_match_method,price_list_changed_since_purchase
2026-05-19T12:36:09Z,8K-FX05-CCPX,,,Infinity Foods,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Jack N’ Jill Natural Certified Kids Toothpaste – Fluoride-Free Toddler & Baby Toothpaste with 40% Xylitol, No Sugar, Suitable from 6 Months+, Organic Banana Flavour, Pack of 1 (50g)",,,,,,0
2026-05-19T12:36:09Z,DK-9CZR-7SUV,,,Infinity Foods,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Fairtrade Organic Ground Coffee 200g - Medium Roast - Ideal For French Press Cafetiere Filter Drip V60 Aeropress - Shade Grown Bird Friendly Certified - Bird and Wild - Donation to RSPB - Strength 3,,,,,,0
2026-05-19T12:36:09Z,4Y-2V2S-KSTO,,,Jones Wholesale,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"LICKIMAT Buddy Treat Mat , Assorted colors",,,,,,0
2026-05-19T12:36:09Z,VF-WENE-0QSF,,,Jones Wholesale,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Metal Screw-In Dog Lead Stake,,,,,,0
2026-05-19T12:36:09Z,10-KNVB-4BRI,,,Jones Wholesale,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Kitchen Devils S8603000 Control Vegetable Knife, 10 cm, Multi-Colour , Black",,,,,,0
2026-05-19T12:36:09Z,CC-9HJK-1XR3,,,Jones Wholesale,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Partisan Products Happy Birthday Boy Blue Occassions Gift Bag With Gift Tag Made From Recycled Board Medium,,,,,,0
2026-05-19T12:36:09Z,IX-BHAG-7688,,,Knights Fragrances,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Guy Laroche DRAKKAR NOIR Eau De Toilette Spray for Men 30ml (1 Oz) EDT Cologne,,,,,,0
2026-05-19T12:36:09Z,8Y-8UTW-YHVV,,,Knights Fragrances,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Brut Original Eau De Toilette Spray, 100 ml",,,,,,0
2026-05-19T12:36:09Z,IS-RZRJ-JMUQ,,,Knights Fragrances,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"ALYSSA ASHLEY Cologne Spray, 100 ml",,,,,,0
2026-05-19T12:36:09Z,4D-KUD8-5IQP,,,Knights Fragrances,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"ALYSSA ASHLEY Vanilla Eau Parfumee Cologne Spray, Women (100 ml)",,,,,,0
2026-05-19T12:36:09Z,6L-R2ZY-X2E0,,,Knights Fragrances,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Alyssa Ashley Essence De Patchouli Perfume, 100 ml",,,,,,0
2026-05-19T12:36:09Z,H4-EFUP-2ASL,,,Knights Fragrances,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Woods of Windsor Rose Bath and Shower Gel, Womens Shower Gel with Floral White Jasmine and Ylang Ylang Notes, Moisturising Body Wash for Women with Vitamin E, True Rose Scent 250ml",,,,,,0
2026-05-19T12:36:09Z,QZ-5ZK7-W02G,,,Mark Up Wholesale,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,XPRO All Purpose Super Glue Gel 20g - Industrial Grade (2 Pcs),,,,,,0
2026-05-19T12:36:09Z,9H-K7TV-V6NU,,,Murrays Health and Beauty,,,,,,,,,2.97,product_db_last_purchase_price,,,2.97,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,"NUK First Choice+ Size 2 Latex Teats, Medium 6-18 months, 2ea",,,,,,0
2026-05-19T12:36:09Z,PI-JTWZ-8YNT,,,Murrays Health and Beauty,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"7th Heaven Pink Rose Clay Hard Drying Mud Face Mask with Shea Butter, Damask Rose and Marula Oil to Cleanse and Hydrate Skin - Ideal for Normal, Combination and Dry Skin",,,,,,0
2026-05-19T12:36:09Z,UC-D1G4-MTYN,,,Murrays Health and Beauty,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,,,,,,,0
2026-05-19T12:36:09Z,RJ-OVDC-R9JF,,,Murrays Health and Beauty,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,,,,,,,0
2026-05-19T12:36:09Z,HO-7XV5-UD4D,,,Murrays Health and Beauty,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,LaModa Bare Essentials Natural Wood-Effect Large Paddle Brush with Rose Gold Detailing for Wet or Dry Hair,,,,,,0
2026-05-19T12:36:09Z,P4-XF7W-GMJA,,,Murrays Health and Beauty,,,,,,,,,3.21,product_db_last_purchase_price,,,3.21,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,Eylure Volume & Curl 3.4 Length No.125,,,,,,0
2026-05-19T12:36:09Z,D8-QDS3-LH4T,,,Peak Dale Products,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Décopatch - Ref PP70AO - PaperPatch Glossy Glue - 70g Tub - Formualted with Varnish, No Pull-In or Crinkle, Child Safe & Food Safe, Suitable for Wood, Metal, Plastic & More.",,,,,,0
2026-05-19T12:36:09Z,XN-OHVO-FXL6,,,Pulse Wholesale,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,OTOSAN FORTUSS COUGH SYRUP 180G,,,,,,0
2026-05-19T12:36:09Z,VU-YLRN-9V7D,,LV195370,Rashmian,,,,,,,,,1.32,product_db_last_purchase_price,,,1.32,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,OSRAM Halogen-pin-Base/HALOPIN / G9-Socket/dimmable / 33 Watt - 40 Watt/warmwhite - 2700K / Pack of 2,,,,,,0
2026-05-19T12:36:09Z,QB-I6MR-7F61,,F-91WM-3AEF,Rashmian,,,,,,,,,11.6,product_db_last_purchase_price,,,11.6,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,"Casio Unisex Adult Quartz Watch, digital Display and Resin Strap F-91WM-3AEF",,,,,,0
2026-05-19T12:36:09Z,TH-JWYZ-LM0D,,RL800NI,Rashmian,,,,,,,,,15.5,product_db_last_purchase_price,,,15.5,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,"LEXIBOOK, Super Mario, Mario Nightlight alarm clock, Sounds and Melodies, LCD Backlit screen, Luminous, Snooze, Blue, RL800NI",,,,,,0
2026-05-19T12:36:09Z,J5-IJ6Y-64VG,,,Reydon,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Grangers Merino Wash | 300ml | Cleans, Gently Refreshes and Restores the Appearance of All Merino Wool | Outdoor Down Jacket | Waterproof Down Jacket Wash Merino Wash…",,,,,,0
2026-05-19T12:36:09Z,9Q-XGAX-ZGBT,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"REVOLUTION Ultra 32 Eyeshadow Palette Flawless Matte, Powder",,,,,,0
2026-05-19T12:36:09Z,P5-KMQZ-JK8Y,,231 6066104,ABGee,,,,,,,,,10,product_db_last_purchase_price,,,10,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,"BAKUGAN Legends Starter Pack 3-Pack, Gorthion Ultra with Leonidas and Viloch, Collectible Action Figures, Ages 6 and Up",,,,,,0
2026-05-19T12:36:09Z,P7-91M2-092T,,5647107,TD Synnex,,,,,,,,,3.85,product_db_last_purchase_price,,,3.85,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,Crucial RAM 4GB DDR4 2666MHz CL19 Desktop Memory CT4G4DFS8266,,,,,,0
2026-05-19T12:36:09Z,BC-6AFY-0M24,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Max Factor Lash Revival Strengthening Mascara with Bamboo Extract Shade Black 001,,,,,,0
2026-05-19T12:36:09Z,QD-2EAL-Z4J5,,,Shure Cosmetics,,,,,,,,,1.25,product_db_last_purchase_price,,,1.25,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,"NIVEA Q10 Anti-Ageing Bb Cream Cushion Light, 24H Anti-Wrinkle Moisture, 15 g",,,,,,0
2026-05-19T12:36:09Z,R8-VELO-CPUA,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Makeup Revolution Shimmers and Matte Nudes Ultra 32 Eyeshadows Flawless Palette,,,,,,0
2026-05-19T12:36:09Z,QM-QAGK-D2UQ,,MAL4,CLF,MAL4,5011428000232,2.6,GBP,clf_source_20260519T105542Z_8f9b91f4a9b2,2026-05-19T10:55:35Z,232ef8c7395f9bb858b7d52e970993bf76dd20f1,2.6,2.6,product_db_last_purchase_price,1,,2.6,supplier_price_list_no_discount,price_list_actual_match,0,,product_db_preview|f_price_list_batch:clf_source_20260519T105542Z_8f9b91f4a9b2,"Maldon Crushed Sea Salt Flakes Grinder, 55g",clf,MAL4,5011428000232,,supplier_code_as_supplier_sku_supplier_matched,0
2026-05-19T12:36:09Z,WO-75W6-980Q,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Max Factor 2000 Calorie Pro Stylist Mascara, Black, 9ml",,,,,,0
2026-05-19T12:36:09Z,YF-KP66-IJY6,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Sukin Oil Balancing Mattifying Facial Moisturiser 125ml,,,,,,0
2026-05-19T12:36:09Z,1A-S381-J09C,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Maybelline The Colossal Volum Express Mascara - # 230 Glam Black For Women 0.31 oz Mascara,,,,,,0
2026-05-19T12:36:09Z,GQ-JASA-966U,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Figure Out Men by Saffron Eau de toilette 100ml,,,,,,0
2026-05-19T12:36:09Z,3Q-JJ0H-Y8K7,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,L'Oreal Mega Volume Collagene 24h Black Mascara 9ml,,,,,,0
2026-05-19T12:36:09Z,1C-WYGV-IW8O,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Sukin Super Greens Detoxifying Clay Masque 100ml - with Goji Berry, Avocado & Baobab; cruelty free & vegan friendly - detoxes & brightens the complexion.",,,,,,0
2026-05-19T12:36:09Z,2C-S7N4-TU7U,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Makeup Revolution Ultra Contour Palette, Makeup Palette Includes Highlighters & Contour Shades, Adds Definition & Sculpts Features, Vegan, 13g",,,,,,0
2026-05-19T12:36:09Z,EI-2WXL-O395,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Makeup RevolutionLondon 32 Eyeshadow MERMAIDS FOREVER,,,,,,0
2026-05-19T12:36:09Z,KP-AMHW-L7J3,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"L'Oréal Volume Million Lashes, Extra Black 9 ml",,,,,,0
2026-05-19T12:36:09Z,B0-FSK3-1L88,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Max Factor False Lash Effect Voluptuous Volume Mascara, 13.1 ml, Black",,,,,,0
2026-05-19T12:36:09Z,WR-IXBZ-8DOL,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,W7 IT'S MAGIC! Make Up Remover Cloth,,,,,,0
2026-05-19T12:36:09Z,BT-7DBY-VHSC,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Original Attar Full Jasmine 100ml Perfume Spray from Ahsan,,,,,,0
2026-05-19T12:36:09Z,AB-B7ZS-3CGI,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Rimmel London Wonder Wing Eyeliner, Black",,,,,,0
2026-05-19T12:36:09Z,VE-1BJX-JY53,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Essie Nail Polish Nail Care Quick-E Drying Drops Fast Drying Quick Dry Nail Polish Treatment, 13.5 ML",,,,,,0
2026-05-19T12:36:09Z,AQ-4A75-UZQ4,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Max Factor Miracle Prep Lip Scrub,,,,,,0
2026-05-19T12:36:09Z,4A-DZKT-5L3H,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Olay Mist Ultimate Hydration Essence Calming With Aloe Leaf & Chamomile, 3.3 fl oz",,,,,,0
2026-05-19T12:36:09Z,56-K5VJ-WKGX,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Max Factor Miracle Second Skin Hydrating Foundation, Golden Medium - 30 ml",,,,,,0
2026-05-19T12:36:09Z,RR-A7OX-MCB4,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Max Factor Miracle Second Skin Hydrating Foundation, Neutral Medium, 30 ml (Pack of 1)",,,,,,0
2026-05-19T12:36:09Z,E8-4EWH-VI2G,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Max Factor Miracle Second Skin Hydrating Foundation, Neutral Medium, 30 ml (Pack of 1)",,,,,,0
2026-05-19T12:36:09Z,UE-IIJJ-P6EL,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Max Factor Miracle Second Skin Hydrating Foundation, Light-Medium - 30 ml",,,,,,0
2026-05-19T12:36:09Z,DW-459L-AFIY,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,La Roche-Posay Anthelios Invisible Sun Protection Spray SPF 30 200ml,,,,,,0
2026-05-19T12:36:09Z,0G-0234-E9NG,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Tangle Teezer | The Mini Ultimate Detangler Hairbrush |Gentle on Wet Hair | Two-Tiered Teeth & Comfortable Handle | Ideal for Kids And Travel | Reduces Knots & Breakage | Wisteria Leaf,,,,,,0
2026-05-19T12:36:09Z,3X-9BNK-4A9V,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Tangle Teezer, The Mini Wet Detangler Hairbrush for Wet and Dry Hair, Perfect for Kids and Traveling, Eliminates Knots and Reduces Breakage, Baby Pink Sparkle",,,,,,0
2026-05-19T12:36:09Z,ML-L9EE-YFAW,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Rimmel  London, Wonder’Extension  Lash Extension Effect Mascara, 001 Very Black",,,,,,0
2026-05-19T12:36:09Z,RZ-QO7D-HPGQ,,QUE034,Tropicana Wholesale,,,,,,,,,19.99,product_db_last_purchase_price,,,19.99,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,Quest Nutrition Quest Bar Protein â€“ 12 x 60 Gr,,,,,,0
2026-05-19T12:36:09Z,8G-5YVC-GJ6P,,484651,Sika,484651,5029347900069,1.45,GBP,stax_source_20260430T174504Z_57033a49c502,2026-04-30T12:37:30Z,be2ea4fdfe53ad89b0a2d5019d69806410623e68,1.45,2.07,product_db_last_purchase_price,1.427586,,2.07,actual_paid_above_list_review,actual_paid_above_list_needs_review,1,actual_paid_above_list_needs_review,product_db_preview|f_price_list_batch:stax_source_20260430T174504Z_57033a49c502,3 X Everbuild CYN20 20g General Purpose Industrial Superglue,stax,484651,5029347900069,,supplier_code_as_supplier_sku,0
2026-05-19T12:36:09Z,9I-A0BY-EW0X,,484651,Sika,484651,5029347900069,1.45,GBP,stax_source_20260430T174504Z_57033a49c502,2026-04-30T12:37:30Z,be2ea4fdfe53ad89b0a2d5019d69806410623e68,1.45,0.69,product_db_last_purchase_price,0.475862,52.4138,0.69,discount_assumption_from_actual_paid,discount_assumption_needs_confirmation,1,discount_assumption_needs_confirmation,product_db_preview|f_price_list_batch:stax_source_20260430T174504Z_57033a49c502,Everbuild Stick2 General Purpose Superglue – Industrial Grade – High Strength – Rapid Setting – Clear – 20g,stax,484651,5029347900069,,supplier_code_as_supplier_sku,0
2026-05-19T12:36:09Z,YV-2E21-62SB,,5016318100283,Stax,,,,,,,,,2.63,product_db_last_purchase_price,,,2.63,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,"Liquid Skin Liquid Plaster - Waterproof Liquid Bandage for Small Cuts, Wounds, Cracked Skin - Promotes Faster Natural Healing - No Sting, Non-Burning, Safe for Kids Formula - Pack of 2 x 1g Pipettes",,,,,,0
2026-05-19T12:36:09Z,RX-E62R-OEMW,,5011309026917,Stax,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Zoflora Multipurpose Concentrated Antibacterial Disinfectant Multi Surface Cleaning Solution Country Garden 120 ml Green,,,,,,0
2026-05-19T12:36:09Z,SE-GMXY-FA0M,,,Party Wholesale,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Anniversary House Metallic Gold Glitter Candle, Number 60, 60th Birthday Cake Topper, 7 Centimeters, AHC208",,,,,,0
2026-05-19T12:36:09Z,EQ-EZL7-FAU3,,1000758,Stax,1000758,5010624437217,4.36,GBP,stax_source_20260430T174504Z_57033a49c502,2026-04-30T12:37:30Z,6594ae03f136acaf0131a11535ba79006ef64cd4,4.36,3.96,product_db_last_purchase_price,0.908257,9.1743,3.96,discount_assumption_from_actual_paid,discount_assumption_needs_confirmation,1,discount_assumption_needs_confirmation,product_db_preview|f_price_list_batch:stax_source_20260430T174504Z_57033a49c502,"Kitchen Devils 602002 Multi Purpose Knife,Black,30.5x8.5x1.9 cm - Packaging May Vary",stax,1000758,5010624437217,,supplier_code_as_supplier_sku_supplier_matched,0
2026-05-19T12:36:09Z,S8-3SXM-Y0JF,,5010624437262,Stax,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Kitchen Devils 1000763 Kitchen Knife, Metal, Black",,,,,,0
2026-05-19T12:36:09Z,R4-IXFX-2AQQ,,5010624437545,Stax,,,,,,,,,3.96,product_db_last_purchase_price,,,3.96,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,"Kitchen Devils 1000775 Lifestyle Tomato Knife , Black , 30.5x8.5x2 cm",,,,,,0
2026-05-19T12:36:09Z,U8-RDSV-JZ7U,,87298406,Stax,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"HG Stain Away 7 Rust, Stain Remover for Stubborn Rusty Marks, Erases Stains from Clothes, Tiles, Flagstone, Concrete & Natural Stone Surfaces, Textile Safe – 50ml (426005106)",,,,,,0
2026-05-19T12:36:09Z,3M-SOO9-5R17,,5015056394459,Stax,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Masterplug SPTO-MS Splash-Proof Outdoor and Indoor Plug and Socket Cover, 21 x 8.5 cm, Orange",,,,,,0
2026-05-19T12:36:09Z,K7-L390-M667,,5010624437422,Stax,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Kitchen Devils Control 11cm Multi-Purpose Knife 603002,,,,,,0
2026-05-19T12:36:09Z,50-U3CD-LWFE,,5028250441898,Stax,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"KitchenCraft 1-Pack Glass Mini Measures, 50 ml, Multi-colour",,,,,,0
2026-05-19T12:36:09Z,T8-R745-DYOV,,51141346939,Stax,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Command Strips 17006CLR Clear Mini Command Hooks 6 Count,,,,,,0
2026-05-19T12:36:09Z,F7-3B20-C9TW,,5010853203508,Stax,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Mason Cash 2001.542 Collection Fine Stoneware Square Roasting Baking and Serving Dish, Ceramic, White, 16 x 16 x 4.5 cm",,,,,,0
2026-05-19T12:36:09Z,9G-57PS-EN16,,5015056356044,Stax,,,,,,,,,1.17,product_db_last_purchase_price,,,1.17,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,,,,,,,0
2026-05-19T12:36:09Z,08-3ABG-PL11,,5023778070223,Stax,,,,,,,,,2.98,product_db_last_purchase_price,,,2.98,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,"Unika EasyShine Wood and Laminate Floor Cleaner, 500ml",,,,,,0
2026-05-19T12:36:09Z,UG-OV2U-0MBJ,,5010853265179,Stax,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Viners Everyday Purity 4 Piece 18/0 Silver Stainless Steel Table Knife Set,,,,,,0
2026-05-19T12:36:09Z,D3-R4XE-XV0R,,5010853268477,Stax,,,,,,,,,15.29,product_db_last_purchase_price,,,15.29,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,"Viners Assure 5 Piece Knife Set with Stylish Soft Touch Universal Block Stainless Steel Blades with Squared Tips for Safety, Non-Stick Coating, Rust-Resistant, Ideal for Everyday Food Prep",,,,,,0
2026-05-19T12:36:09Z,X6-7E52-0VB3,,356869,Stax,,,,,,,,,5.26,product_db_last_purchase_price,,,5.26,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,"Liquid Skin Liquid Plaster - Waterproof Liquid Bandage for Cuts, Wounds, Cracked Skin, Scrapes - Promotes Faster Natural Healing - No Sting, Non-Burning, Safe for Kids Formula - Pack of 4 Pipettes",,,,,,0
2026-05-19T12:36:09Z,SY-KXX7-PDAL,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,Dove Hair Therapy Dry Scalp Care sulphate free Conditioner clinically proven dryness relief 400 ml,,,,,,0
2026-05-19T12:36:09Z,LW-0BSW-ZD88,,,Stax,,,,,,,,,0.7,product_db_last_purchase_price,,,0.7,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,"Chef Aid 12 Reusable Thick Plastic Drinking Straws, Suitable for Hot and Cold Drinks, Made from BPA Free Stong and Durable Plastic, Each Pack Contain 4 Blue, 4 Pink and 4 Yellow Straws",,,,,,0
2026-05-19T12:36:09Z,TE-PYY9-E5X8,,HBH30,CLF,HBH30,7350075693069,1.66,GBP,clf_source_20260519T105542Z_8f9b91f4a9b2,2026-05-19T10:55:35Z,9c2ccda89d02a163e7bd520fe66450ad86b569f8,1.66,1.66,product_db_last_purchase_price,1,,1.66,supplier_price_list_no_discount,price_list_actual_match,0,,product_db_preview|f_price_list_batch:clf_source_20260519T105542Z_8f9b91f4a9b2,"THE HUMBLE CO. - Interdental Brushes - Size 3-0,6 mm - Developed by Dentists - Designed in Sweden - Teeth Cleaning - Vegan & Cruelty-Free - 8p",clf,HBH30,7350075693069,,supplier_code_as_supplier_sku_supplier_matched,0
2026-05-19T12:36:09Z,TK-2H97-E7UH,,OSP51,CLF,OSP51,4744183012608,2.34,GBP,clf_source_20260519T105542Z_8f9b91f4a9b2,2026-05-19T10:55:35Z,b6bce83281d3169b1b626fd7af81231d5a976fb9,2.34,2.25,product_db_last_purchase_price,0.961538,3.8462,2.25,discount_assumption_from_actual_paid,discount_assumption_needs_confirmation,1,discount_assumption_needs_confirmation,product_db_preview|f_price_list_batch:clf_source_20260519T105542Z_8f9b91f4a9b2,Organic Shop 250ml Body Scrub Softening Coffee & Sugar,clf,OSP51,4744183012608,,supplier_code_as_supplier_sku_supplier_matched,0
2026-05-19T12:36:09Z,ZU-VG38-OF3L,,10290397,TD Synnex,,,,,,,,,18.54,product_db_last_purchase_price,,,18.54,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,"OtterBox Symmetry Folio Case for iPad Pro 13"" (M5/M4), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Purple",,,,,,0
2026-05-19T12:36:09Z,1D-E3I8-TUK8,,,TD Synnex,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Epson C13T295000 - WF100W MAINTENANCE BOX,Black",,,,,,0
2026-05-19T12:36:09Z,V0-8QPG-0A04,,,Shure Cosmetics,,,,,,,,,,,,,,missing_cost,none,1,missing_all_cost_inputs,product_db_preview,"Makeup Revolution X Roxxsaurus, Highlight & Contour Palette, 8 shades, 20 g",,,,,,0
2026-05-19T12:36:09Z,V5-VWRV-4S7K,,JNJ35,CLF,JNJ35,9312657108031,2.83,GBP,clf_source_20260519T105542Z_8f9b91f4a9b2,2026-05-19T10:55:35Z,cb5a020959ea0511179600fd300d0aa12b95fa4e,2.83,2.83,product_db_last_purchase_price,1,,2.83,supplier_price_list_no_discount,price_list_actual_match,0,,product_db_preview|f_price_list_batch:clf_source_20260519T105542Z_8f9b91f4a9b2,"Jack N’ Jill Natural Certified Kids Toothpaste – Fluoride-Free Toddler & Baby Toothpaste with 40% Xylitol, No Sugar, Suitable from 6 Months+, Organic Bubblegum Flavour, Pack of 1 (50g)",clf,JNJ35,9312657108031,,supplier_code_as_supplier_sku_supplier_matched,0
2026-05-19T12:36:09Z,8N-DRTH-Z7K0,,COA1031,Trilanco,,,,,,,,,4.69,product_db_last_purchase_price,,,4.69,last_purchase_price,actual_paid_without_list_reference,1,missing_current_price_list_cost|actual_paid_without_list_reference,product_db_preview,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,,,,,0
