report_utc,supplier_name,supplier_code,rows_total,rows_action_candidate,rows_action_ready,rows_blocked,rows_missing_cost_truth,rows_missing_market_truth,rows_missing_demand_truth,rows_wait_suggested,rows_snoozed,rows_missing_qty_prefill,rows_missing_cost_prefill,rows_missing_image
2026-05-19T12:39:03Z,Rashmian,LV195370,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Rashmian,MLT10NI,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Rashmian,MLT10PA,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Rashmian,MRW-200H-1BVES,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Rashmian,NLJ001PA1,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Rashmian,NS01D,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Rashmian,RL800D,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Rashmian,RL800NI,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Rashmian,T2N747,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Rashmian,VN541PC,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Reydon,,1,0,0,1,1,1,1,1,0,1,1,0
2026-05-19T12:39:03Z,Shure Cosmetics,,32,0,0,32,31,32,32,32,0,32,31,0
2026-05-19T12:39:03Z,Shure Cosmetics,SCS06536,1,0,0,1,0,0,1,1,0,1,0,0
2026-05-19T12:39:03Z,Shure Cosmetics,SCS13160,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Shure Cosmetics,SCS16923,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Shure Cosmetics,SCS18973,1,0,0,1,0,1,1,1,0,1,0,1
2026-05-19T12:39:03Z,Shure Cosmetics,SCS19763,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Shure Cosmetics,SCS19803,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Shure Cosmetics,SCS20085,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Shure Cosmetics,SCS20397,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Shure Cosmetics,SCS21275,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Shure Cosmetics,SCS22096,1,0,0,1,0,0,1,1,0,1,0,0
2026-05-19T12:39:03Z,Shure Cosmetics,SCS22441,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Shure Cosmetics,SCS23103,1,0,0,1,0,0,1,1,0,1,0,0
2026-05-19T12:39:03Z,Shure Cosmetics,SCS23252,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Shure Cosmetics,SCS24049,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Sika,484651,4,1,1,3,0,3,3,3,0,3,0,0
2026-05-19T12:39:03Z,Sika,484652,3,0,0,3,2,1,2,3,0,3,2,0
2026-05-19T12:39:03Z,Sika,484654,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,1000758,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,101798,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,102272,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,103073,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,103987,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,108447,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,109696,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,112387,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,113299,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,116500,1,0,0,1,0,0,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,118744,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,119408,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,121782,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,124720,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,300641,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,300653,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,312457,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,312494,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,312496,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,312497,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,319378,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,319880,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,333644,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,334657,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,343398,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,348926,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,356204,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,356869,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,358690,1,0,0,1,0,0,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,366045,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,367853,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,368831,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,369621,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,377564,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,4005240136836,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,4008033424400,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,407720,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,417440,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,424668,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,5010266168227,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,5010624437194,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,5010624437200,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,5010624437262,1,0,0,1,1,1,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,5010624437422,1,0,0,1,1,1,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,5010624437545,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,5010853203508,1,0,0,1,1,1,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,5010853265179,1,0,0,1,1,1,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,5010853268477,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,5011309026917,1,0,0,1,1,1,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,5011802251854,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,5013174036855,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,5015056356044,1,0,0,1,0,1,1,1,0,1,0,1
2026-05-19T12:39:03Z,Stax,5015056394459,1,0,0,1,1,1,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,5016318100283,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,5017193064707,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,5023778070223,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,5028250441898,1,0,0,1,1,1,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,5060494310363,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,51141346939,1,0,0,1,1,1,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,568080,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,590856,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,657732,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,658717,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,6949509209344,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,6949509209504,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,714760,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,743941,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,757126,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,782519,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,786757,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,838917,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Stax,862225,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,87298406,2,0,0,2,2,1,1,2,0,2,2,0
2026-05-19T12:39:03Z,Stax,889142,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Stax,9310346414302,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,,1,0,0,1,1,1,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,10290397,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,10290403,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,10290405,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,10290415,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,10290417,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,2046517,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,3988458,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,4428167,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,4P4F4AA,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,4X90U90618,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,5647107,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,5647144,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,6302977,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,77-82261,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,77-87476,1,0,0,1,0,0,0,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,77-89955,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,77-89965,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,77-89975,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,77-92188,1,0,0,1,0,0,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,77-92189,1,0,0,1,0,0,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,77-95220,1,0,0,1,0,0,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,77-95232,1,0,0,1,0,0,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,77-95261,1,0,0,1,0,0,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,77-95357,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,77-95360,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,77-95379,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,77-95790,1,0,0,1,0,0,0,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,7890808,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,942-000031,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,CT2K8G4DFS824A,1,0,0,1,1,1,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,CT2K8G4SFS824A,1,0,0,1,1,1,1,1,0,1,1,0
2026-05-19T12:39:03Z,TD Synnex,SDSQXAF-032G-GN6AA,1,0,0,1,0,0,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,SNV2S/250G,1,0,0,1,0,0,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,TAPO L510B(4-PACK),1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,TD Synnex,TZE242,1,0,0,1,0,0,1,1,0,1,0,0
2026-05-19T12:39:03Z,Tool Chimp,MGB692KIT,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Trilanco,COA1031,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Trilanco,GDB0101,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Trilanco,VIC0221,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Tropicana,HIG029,1,0,0,1,1,1,1,1,0,1,1,0
2026-05-19T12:39:03Z,Tropicana Wholesale,MIX024,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Tropicana Wholesale,MIX025,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Tropicana Wholesale,MUT157,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Tropicana Wholesale,MYP044,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Tropicana Wholesale,QUE034,1,0,0,1,0,1,1,1,0,1,0,0
2026-05-19T12:39:03Z,Tropicana Wholesale,SKI002,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Tropicana Wholesale,SKI004,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Tropicana Wholesale,SKI006,1,0,0,1,1,0,0,1,0,1,1,0
2026-05-19T12:39:03Z,Tropicana Wholesale,SKI032,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Tropicana Wholesale,SKI037,1,0,0,1,0,0,1,1,0,1,0,0
2026-05-19T12:39:03Z,Tropicana Wholesale,SKI072,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Tropicana Wholesale,USN026,1,0,0,1,1,0,1,1,0,1,1,0
2026-05-19T12:39:03Z,Vital Pet,,1,0,0,1,1,1,1,1,0,1,1,0
2026-05-19T12:39:03Z,We Stock Lots,,2,0,0,2,2,2,2,2,0,2,2,0
2026-05-19T12:39:03Z,We Stock Lots,MOQ - 36,1,0,0,1,1,0,1,1,0,1,1,0
