report_utc,seller_sku,asin,supplier_code,supplier_name,suggested_action,suggested_qty,suggested_unit_cost_gbp,suggested_market_price_gbp,expected_forward_roi_pct,queue_status,cost_mode,recommendation_basis,is_active_candidate,has_current_cost_input,has_current_market_price_input,has_demand_input,has_minimum_restock_inputs,action_candidate,action_ready_now,block_reason_codes,field_missing_count,recommendation_reason,missing_supplier_name,missing_seller_sku,missing_title,missing_main_image,missing_suggested_action,missing_suggested_qty,missing_suggested_unit_cost_gbp,missing_suggested_market_price_gbp,missing_expected_forward_roi_pct,missing_recommendation_reason,product_db_row_present,velocity_row_present,performance_row_present,offer_row_present,source_queue_present,source_recommendation_present,source_view_present,coverage_block_reason,user_price_check_required,supplier_cost_review_reason,max_break_even_purchase_price_gbp,max_target_roi_purchase_price_gbp,target_roi_pct,purchase_price_safety_status
2026-05-19T12:39:03Z,4J-IY7T-6LBS,9188805557,FLFALE002,Bliss Distribution,wait,0,,49.99,,watch_or_wait,live,live_mode_missing_cost,1,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|missing_cost_truth|missing_demand_truth|coverage_block::missing_cost_and_demand|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,WEAK_DEMAND_SIGNAL",0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,missing_cost_and_demand,1,missing_all_cost_inputs,49.99,45.445455,10,missing_expected_cost
2026-05-19T12:39:03Z,4U-9ZL6-9G0Y,B07C8QSSR2,PIK054,DHB,wait,0,,7,,watch_or_wait,live,live_mode_missing_cost,1,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|missing_cost_truth|missing_demand_truth|coverage_block::missing_cost_and_demand|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,WEAK_DEMAND_SIGNAL",0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,missing_cost_and_demand,1,missing_all_cost_inputs,7,6.363636,10,missing_expected_cost
2026-05-19T12:39:03Z,4U-XT39-AMUJ,B07RRQX71T,HBH30,CLF,wait,0,1.66,4.62,178.313253,watch_or_wait,live,live_cost_inputs,0,1,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|inactive_or_unknown_status|missing_demand_truth|coverage_block::inactive_status,1,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,inactive_status,0,price_list_only_no_purchase_reference,4.62,4.2,10,within_target_roi_max
2026-05-19T12:39:03Z,4V-19KJ-15J4,B00D2O8936,5017193064707,Stax,wait,0,,6.99,,watch_or_wait,live,live_mode_missing_cost,0,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_all_cost_inputs,6.99,6.354545,10,missing_expected_cost
2026-05-19T12:39:03Z,4V-OE5G-EJKM,,,DHB,wait,0,35.51,,,watch_or_wait,live,live_cost_inputs,0,1,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,10,missing_market_price
2026-05-19T12:39:03Z,4W-VS57-BV6A,B0C9LJNJWZ,JC598BBI1,Rashmian,wait,0,,34.89,,watch_or_wait,live,live_mode_missing_cost,1,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|missing_cost_truth|missing_demand_truth|coverage_block::missing_cost_and_demand|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,WEAK_DEMAND_SIGNAL",0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,missing_cost_and_demand,1,missing_all_cost_inputs,34.89,31.718182,10,missing_expected_cost
2026-05-19T12:39:03Z,4Y-2V2S-KSTO,,,Jones Wholesale,wait,0,,,,watch_or_wait,live,live_mode_missing_cost,0,0,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,4,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_all_cost_inputs,,,10,missing_market_price
2026-05-19T12:39:03Z,50-U3CD-LWFE,,5028250441898,Stax,wait,0,,,,watch_or_wait,live,live_mode_missing_cost,0,0,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,4,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_all_cost_inputs,,,10,missing_market_price
2026-05-19T12:39:03Z,51-79LN-GGLK,B09HHLMG1V,109696,Stax,wait,0,,9.97,,watch_or_wait,live,live_mode_missing_cost,0,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_all_cost_inputs,9.97,9.063636,10,missing_expected_cost
2026-05-19T12:39:03Z,52-BC73-O7B2,B0C7HGQRY6,MUT157,Tropicana Wholesale,wait,0,,29.99,,watch_or_wait,live,live_mode_missing_cost,0,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_all_cost_inputs,29.99,27.263636,10,missing_expected_cost
2026-05-19T12:39:03Z,55-5RSU-1KG1,,,DK Tools,wait,0,,,,watch_or_wait,live,live_mode_missing_cost,0,0,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,4,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_all_cost_inputs,,,10,missing_market_price
2026-05-19T12:39:03Z,56-K5VJ-WKGX,,,Shure Cosmetics,wait,0,,,,watch_or_wait,live,live_mode_missing_cost,0,0,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,4,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_all_cost_inputs,,,10,missing_market_price
2026-05-19T12:39:03Z,5B-DQES-2T3E,,,ABGee,wait,0,,,,watch_or_wait,live,live_mode_missing_cost,0,0,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,4,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_all_cost_inputs,,,10,missing_market_price
2026-05-19T12:39:03Z,5H-EJ59-AZPA,B004ZMXOMA,TEP418SP,DHB,wait,0,,5.02,,watch_or_wait,live,live_mode_missing_cost,0,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_all_cost_inputs,5.02,4.563636,10,missing_expected_cost
2026-05-19T12:39:03Z,5M-QO6K-LNH0,B00ANP09LM,312496,Stax,wait,0,,8.86,,watch_or_wait,live,live_mode_missing_cost,0,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,inactive_status,1,missing_all_cost_inputs,8.86,8.054545,10,missing_expected_cost
2026-05-19T12:39:03Z,5Q-LUQ1-L14K,B09MWLJFFX,77-87476,TD Synnex,wait,0,30.7,52.99,72.605863,watch_or_wait,live,live_cost_inputs,1,1,1,1,1,0,0,wait_or_non_action_suggestion|missing_suggested_qty|coverage_block::ready_minimum_inputs,1,"LOW_CONFIDENCE_MARKET_CONTEXT,LOW_CONFIDENCE_DOWNGRADE_TO_TEST,SUFFICIENT_EFFECTIVE_SUPPLY",0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,ready_minimum_inputs,0,price_list_only_no_purchase_reference,52.99,48.172727,10,within_target_roi_max
2026-05-19T12:39:03Z,5R-LL8J-AP4S,,SCS16923,Shure Cosmetics,wait,0,3.5,,,watch_or_wait,live,live_cost_inputs,0,1,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,10,missing_market_price
2026-05-19T12:39:03Z,5Z-6Z0P-9TQQ,B08MW8XMNQ,PIK077,DHB,wait,0,0.79,3.49,341.772152,watch_or_wait,live,live_cost_inputs,0,1,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|inactive_or_unknown_status|missing_demand_truth|coverage_block::inactive_status,1,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,inactive_status,0,price_list_only_no_purchase_reference,3.49,3.172727,10,within_target_roi_max
2026-05-19T12:39:03Z,62-2H0B-RRR3,,SCS21275,Shure Cosmetics,wait,0,2.5,,,watch_or_wait,live,live_cost_inputs,0,1,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,10,missing_market_price
2026-05-19T12:39:03Z,66-6EUM-PSH8,,,Bliss Distribution,wait,0,,,,watch_or_wait,live,live_mode_missing_cost,0,0,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,4,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_all_cost_inputs,,,10,missing_market_price
2026-05-19T12:39:03Z,6E-GK4T-QBFF,,HAS-DUN52,Bliss Distribution,wait,0,5.49,,,watch_or_wait,live,live_cost_inputs,0,1,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,10,missing_market_price
2026-05-19T12:39:03Z,6E-U01F-GUCT,B0CSVLW6QL,,(Unknown supplier),wait,0,,10,,watch_or_wait,live,live_mode_missing_cost,0,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_supplier_name|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_demand_truth|coverage_block::inactive_or_unknown_status|supplier_cost_confirmation_required,4,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,inactive_or_unknown_status,1,missing_all_cost_inputs,10,9.090909,10,missing_expected_cost
2026-05-19T12:39:03Z,6H-ZZN4-I77B,,SPC16,CLF,wait,0,2,,,watch_or_wait,live,live_cost_inputs,0,1,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_market_truth|missing_demand_truth|coverage_block::inactive_status,3,"LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,inactive_status,0,,,,10,missing_market_price
2026-05-19T12:39:03Z,6L-LO0H-2WGF,,198 3202,ABGee,wait,0,3.33,,,watch_or_wait,live,live_cost_inputs,0,1,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,10,missing_market_price
2026-05-19T12:39:03Z,6L-R2ZY-X2E0,,,Knights Fragrances,wait,0,,,,watch_or_wait,live,live_mode_missing_cost,0,0,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,4,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_all_cost_inputs,,,10,missing_market_price
2026-05-19T12:39:03Z,6L-SDA9-P13J,B00605WJ9O,552760,Culpitt,wait,0,,6.32,,watch_or_wait,live,live_mode_missing_cost,1,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|missing_cost_truth|missing_demand_truth|coverage_block::missing_cost_and_demand|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,WEAK_DEMAND_SIGNAL",0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,missing_cost_and_demand,1,missing_all_cost_inputs,6.32,5.745455,10,missing_expected_cost
2026-05-19T12:39:03Z,6P-IWYA-X18B,B07B8RJDXT,AT-11006,Bliss Distribution,wait,0,,11.98,,watch_or_wait,live,live_mode_missing_cost,1,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|missing_cost_truth|missing_demand_truth|coverage_block::missing_cost_and_demand|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,WEAK_DEMAND_SIGNAL",0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,missing_cost_and_demand,1,missing_all_cost_inputs,11.98,10.890909,10,missing_expected_cost
2026-05-19T12:39:03Z,6Q-9G2A-IKVV,B000PSB13C,MGB692KIT,Tool Chimp,wait,0,,9.99,,watch_or_wait,live,live_mode_missing_cost,1,0,1,1,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|missing_cost_truth|coverage_block::missing_cost_only|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,BLOCKED_MISSING_COST_INPUT",0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,missing_cost_only,1,missing_all_cost_inputs,9.99,9.081818,10,missing_expected_cost
2026-05-19T12:39:03Z,6S-TT0C-48SV,,838917,Stax,wait,0,9.49,,,watch_or_wait,live,live_cost_inputs,0,1,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,10,missing_market_price
2026-05-19T12:39:03Z,6V-0L0T-OF72,,930 1108,ABGee,wait,0,10,,,watch_or_wait,live,live_cost_inputs,0,1,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,10,missing_market_price
2026-05-19T12:39:03Z,6V-EEC1-2S9Z,B06WW79DX5,484651,Sika,full_restock,167,1.45,6.98,381.37931,needs_review,live,live_cost_inputs,1,1,1,1,1,1,1,coverage_block::ready_minimum_inputs,0,ready_minimum_inputs,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,ready_minimum_inputs,0,price_list_only_no_purchase_reference,6.98,6.345455,10,within_target_roi_max
2026-05-19T12:39:03Z,6Z-8POQ-K5XH,B00ANOXX9I,312494,Stax,wait,0,,9.41,,watch_or_wait,live,live_mode_missing_cost,0,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_all_cost_inputs,9.41,8.554545,10,missing_expected_cost
2026-05-19T12:39:03Z,714776,B001KYTW0O,,(Unknown supplier),wait,0,,5.58,,watch_or_wait,live,live_mode_missing_cost,0,0,1,1,0,0,0,wait_or_non_action_suggestion|missing_supplier_name|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|coverage_block::inactive_or_unknown_status|supplier_cost_confirmation_required,4,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,SALE_STATUS_NOT_ACTIVE",1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,inactive_or_unknown_status,1,missing_all_cost_inputs,5.58,5.072727,10,missing_expected_cost
2026-05-19T12:39:03Z,714810,B002BX8ZFG,,(Unknown supplier),wait,0,,4.66,,watch_or_wait,live,live_mode_missing_cost,0,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_supplier_name|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_demand_truth|coverage_block::inactive_or_unknown_status|supplier_cost_confirmation_required,4,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,SALE_STATUS_NOT_ACTIVE",1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,inactive_or_unknown_status,1,missing_all_cost_inputs,4.66,4.236364,10,missing_expected_cost
2026-05-19T12:39:03Z,77-GYTL-JFN4,B00009OY9U,942-000031,TD Synnex,wait,0,,103.06,,watch_or_wait,live,live_mode_missing_cost,1,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|missing_cost_truth|missing_demand_truth|coverage_block::missing_cost_and_demand|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,WEAK_DEMAND_SIGNAL",0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,missing_cost_and_demand,1,missing_all_cost_inputs,103.06,93.690909,10,missing_expected_cost
2026-05-19T12:39:03Z,79-CPJ6-DSG6,9189143051,FLFALE014,Bliss Distribution,wait,0,13.65,39.99,192.967033,watch_or_wait,live,live_cost_inputs,1,1,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_demand_truth|coverage_block::missing_demand_only,1,"LOW_CONFIDENCE_MARKET_CONTEXT,WEAK_DEMAND_SIGNAL",0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,missing_demand_only,0,price_list_only_no_purchase_reference,39.99,36.354545,10,within_target_roi_max
2026-05-19T12:39:03Z,7C-7V6B-QQZL,B003M36498,407720,Stax,wait,0,,9.97,,watch_or_wait,live,live_mode_missing_cost,0,0,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_unit_cost|missing_expected_forward_roi|inactive_or_unknown_status|missing_cost_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_all_cost_inputs,9.97,9.063636,10,missing_expected_cost
2026-05-19T12:39:03Z,7C-MBEY-QA37,,UGD011356,Heo,wait,0,2.62,,,watch_or_wait,live,live_cost_inputs,0,1,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,inactive_status,1,discount_assumption_needs_confirmation,,,10,missing_market_price
2026-05-19T12:39:03Z,7C-XI7G-FMUU,,985 36391,ABGee,wait,0,7.59,,,watch_or_wait,live,live_cost_inputs,0,1,0,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_suggested_market_price|missing_expected_forward_roi|inactive_or_unknown_status|missing_market_truth|missing_demand_truth|coverage_block::inactive_status|supplier_cost_confirmation_required,3,"SUPPLIER_COST_USER_CONFIRMATION_REQUIRED,LOW_CONFIDENCE_MARKET_CONTEXT,SALE_STATUS_NOT_ACTIVE",0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,inactive_status,1,missing_current_price_list_cost|actual_paid_without_list_reference,,,10,missing_market_price
2026-05-19T12:39:03Z,7H-7G2P-ONWJ,B081Q9CFGC,OCN6,CLF,wait,0,0.88,3.65,314.772727,watch_or_wait,live,live_cost_inputs,1,1,1,0,0,0,0,wait_or_non_action_suggestion|missing_suggested_qty|missing_demand_truth|coverage_block::missing_demand_only,1,"LOW_CONFIDENCE_MARKET_CONTEXT,WEAK_DEMAND_SIGNAL",0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,missing_demand_only,0,price_list_only_no_purchase_reference,3.65,3.318182,10,within_target_roi_max
