OrderKey,Sent to FBA
da851433-75b0-46ab-824b-a85633691dc0,30
7debae6a-4eae-41fc-b107-f886496db7ff,0
a697a70f-68ec-412e-a379-93ad64fa736d,5
a39e97b2-2923-46fe-ac60-ed31d0ab9706,0
854fee1b-3a04-44a6-9d16-ff909cacbb10,0
57137f36-d114-45c1-88fe-69f1204528cb,3
17f0d69f-da04-4ed1-beac-40f52eeafcf1,23
e91c0c46-481d-4db4-b6fb-7edf866ebe3b,36
c0af28a1-32cd-49a8-9883-d8f7e81cfaa0,10
203d4b43-4737-4e4f-9041-92e972d1d295,4
bba20448-321e-40b5-8e18-cd74a69bb138,30
f9f2300e-cbd2-4647-a2ea-0b8f36917ead,16
bb981812-27ec-4a5c-b1ce-8a773a706ef3,6
801b7588-ffc5-43a5-9fc2-19baae63599f,50
6dd94e3e-be1a-41c8-904a-b37ce4dc0f08,96
d2975aab-1a6a-4256-b38d-3fd4ad3d9c46,9
fba76ec5-c5e9-4185-b8b6-65939b65dc66,12
41a418d4-f95d-45d5-9924-2a964caa74a4,24
28d09f6a-8eff-4668-9a82-da2a247427ef,12
0231dd8c-4fbb-4c27-86f6-541cdd7ceecd,65
3e7ca48d-cff9-4a2d-88e8-f0a4d0a0a6cd,14
82e67719-efcb-44ef-a8e9-34ae2fa83346,15
64d2075d-7c17-4748-b4cc-371987a94365,45
2ce3b3c2-75b1-4e5c-bf8d-364cfb8f8d80,30
cf143551-2a38-4e88-aa02-85994617117e,144
d2522b56-46cd-4d57-967b-cf60807cfa53,20
a22b02a7-b129-4783-a077-605cff92fcdd,80
e8475848-f9b0-464c-a784-7427539ea068,0
354f42ee-e32e-4c31-a548-f4009717b35c,60
be4d637e-cf5c-4571-aecf-9ce41fe57b2d,50
b3a91328-4c00-4f24-875f-20f31c36045c,20
0015c4d4-f8cc-42f8-9017-ec6a2c7bc61d,15
c35c621d-daad-400d-8f2c-93939b13e28e,25
e2fa3e68-0d26-4e8e-92ef-a668fb47bfb4,0
ebbc28a8-1f9b-474c-8395-199b53942409,20
ceae5ede-c532-463f-a3c4-205330281f90,0
063df138-ff75-474b-8076-0cc628a694cb,30
6a45d899-8ee1-4012-bb98-0460685ee684,10
fdaad352-3ffe-4d90-ab5a-34526273203e,16
03956aec-76ef-421b-9706-7c427678ac93,6
8fafffac-6422-4e96-ada6-6786f151a891,30
aca3f9c0-8abc-4703-b738-9e1d6b75a66e,40
1a24b1d5-746b-4b7e-814f-0a72767cfaf2,0
e6dfba6b-de52-4cd1-8adf-83aa8da59fe6,12
d8d27061-f9be-4ae2-b152-0517d3e8121d,12
e18ce1ca-2f2c-4fc0-b979-d7960b7a9250,24
296e0955-b01c-4e49-8711-1e38ce5d4737,10
ddfcfe11-a7cd-4a85-899b-90eada959702,36
0f5d0e51-3d94-4985-8d83-22b9ff10f302,0
3fcefbeb-1da0-4f3a-8b2c-79076af284ce,0
16e1e5a0-c9ce-47ce-b270-07159ce13b74,15
61595bcf-cbf5-4b48-8898-99e76efba3a3,4
6d401869-bbc8-4c70-86a8-370237bd170a,6
c2da3063-d021-4723-85c0-704cf27b8045,5
dad7e6e7-c8bb-420e-8a1d-cdd45dfdc750,4
acd37ad8-eafa-456f-ad7c-e49630b1db3d,0
b609791a-0274-4e6c-90db-460da56f1294,5
1e7b4ba9-9bea-48b1-af75-b2a416fe022c,45
ecdf28a7-d841-437d-bd50-5349e14feb1e,38
b43fa9e7-b2a1-472b-923d-a5312b1df0a9,10
e947b873-a8d5-4948-b30f-b82afcde759a,10
2fcb4a9d-0ced-43a9-a4e3-78ecdc386a75,40
4e0cf41a-3d2d-4089-af2d-3d32c360dd42,500
259f5a88-8dae-4276-afe0-59efc046abf7,240
2d37cfec-e57e-4962-a405-19acf71d0795,63
6ff8a4b4-ed9f-468e-af81-2dbab096800c,6
b23f1123-a0e6-42ff-8a7b-f242e0d0220e,6
59382b60-b6b0-45af-a045-3f100e851bdd,6
afde527b-89bc-445c-8f7f-531c63f31adf,10
5a41fc11-25de-4779-957a-ebb7536637ea,10
1fc28cfd-f973-4ade-b93b-f6dde342a49e,12
d29311ca-9322-40fd-9407-228d29b193dd,12
16092d42-6b75-44af-b496-22602f04c3d2,30
7ca75276-ed4d-41b5-ad58-5e1675fe485e,15
ce4630d3-e5d6-419f-be03-946433a58e29,40
70629dc6-72c9-4a4c-9166-52cab395d9f9,40
919ac8ba-eb0e-4bd4-a556-906dfe9c0bd7,500
71422e3b-ebbc-4195-88fe-97206c5e5b7c,50
9b584b15-ae48-4c3d-8948-e34ac3f8ce21,0
93e53a6a-74ab-41ab-a452-e34a11a0bc9e,10
7a7d076e-db3b-4f44-85fc-f9bf019f683d,10
54cd1518-529e-4c96-9e83-40c2de98a0c1,45
0a051b00-7573-4cba-ad84-1bc540d3f430,100
98179639-5a7b-4ff5-857f-8a5327f1dfa8,35
75ec471f-ec26-4714-b904-7751db08bed6,0
5df1b3f2-5fb8-46af-b92d-268865f2c159,24
b5430699-aa7e-414e-936e-d39d115d26f1,5
c6f7a3b3-0919-4311-ac61-37195b2eb9dc,0
1d3c74d9-9000-43e3-9fbe-ac5744f32dab,6
08ae2449-735e-47cd-b1a9-a7bd7776d282,6
0222365d-5d22-49ae-8b5c-0910697f4f33,0
3f9b9962-7a81-4c45-8e11-0d2c079763b6,6
2afdf0fe-af5a-44f2-b0ab-a198add95c25,8
a4984a79-86db-4b5a-960d-5647d3fe19fd,0
fadc90ce-d290-4e5f-ac00-66bc9dd1af5b,0
f019b5af-4c4b-42cc-b9bb-a0d51ea72909,30
f76f47be-fa1c-455f-b535-5177303b4e12,0
37f27840-5ba6-46c4-8a15-81df5b17be61,15
f7657812-6c41-4e67-8c18-4dd29050067d,12
b7caf28c-cbf7-44df-9011-ce85c086d7a0,100
06683ce5-db21-4c03-813d-0c321d9ce0ab,56
28f98cd5-8530-41b0-8c5a-ac14be720378,500
c0649cd8-67a6-4259-974e-c0d30a875f8a,240
8e73a97d-c22f-4629-8ca6-4168a1a5210d,100
87e09507-1c91-4a58-b5cf-5b6ae8a8abe3,8
79ac60b5-b897-4213-b352-b239b7f7ba77,200
e04618ee-4718-4b51-a92b-ab5410586d83,30
e7bd6131-2dd0-470a-86c9-047b95933c75,20
a4bb88f1-c3e0-4705-8432-a359631969c0,18
4156b2ac-a42f-4802-ae9d-de0233b6e87f,45
07d9fe22-95ce-4967-aa7f-c3feb9427ac7,9
df257077-bd8f-45c1-b60e-a43dd2626ca5,8
b08c01df-feb8-461f-804d-a3fb5ea3f1fc,31
76e60c60-b5f3-496c-b0b4-c29a6c2ce2b3,578
a417b3ce-c82a-4523-ab7b-c8267bad30a0,0
d23244e7-6cc8-4bd6-99be-dc6bd66d20f2,0
b601bf01-9571-4a20-a557-a590af3dcc58,150
26c676c5-8988-4996-bafe-399ac9236983,0
c631143e-a5a1-4484-89a8-fcf59d0b3f7f,4
d91aa1fe-0da0-49c2-bee0-4b4c49ae7c8a,10
683cc03b-ae2f-4e38-b165-1c4d8da98d77,8
a248e652-6641-474a-9b61-cfb951d3c331,0
baa39c39-359c-404b-aed3-a61827100000,0
ecdc929f-deb6-4069-9d6e-3da264c2bf81,0
fe3f765e-c34e-4497-b3fe-80d56a648872,19
d90ec8f3-da6f-4358-9236-e76531ff7636,24
df68dd3b-aaae-4555-b749-c875c0eb06b0,0
2090ecbb-4a41-4958-a88e-e5a58e2465cb,0
692baa3c-dbb6-408d-8586-fa60b8aa47b6,10
35c306e7-5395-4aed-bf0c-fc4aa4b65654,32
dbdcaf77-5096-44b1-889b-8b87044ef70a,42
add36f90-85bc-4784-8705-0942d97dcf6f,12
b53284b8-014c-422f-8d41-3c822e41de76,51
b6fe7cad-702c-4515-baff-65d002d06b9a,6
e25f58dd-0f74-44b2-9187-848ecc460601,6
a3307115-3ea4-4fcf-9258-4ce06dc83038,25
1262d236-9a04-4edd-a978-fff5c213c1c5,6
8bf8f30b-a9d2-450d-ada3-875ad74f9958,0
ac4cc8ae-2b78-4e8f-b040-22e3e8fca1de,27
154bd576-deb6-471b-bc4b-003f4471ae9a,200
afaaf568-6268-4a86-b297-e816f36b8431,60
9a51eda1-184f-419f-afe9-ce826407292b,80
ceb5d860-a324-49b4-8330-ea9817ca35ae,30
aaf1810b-deab-4511-8dd9-605df421c530,0
d02f9e10-a24f-480f-a076-ff7c24d8ad4b,0
3dc60f3b-52b2-483b-ab8e-31a48a29d695,15
f279bf60-82e1-4269-997d-1b067e9ca580,15
4583d363-7636-47f2-90d5-2638d4ff922c,400
bf56c45a-39c5-4b51-adf8-0002edfdcdef,144
0158bf3a-3026-4a06-a65a-73dab1bbc5d3,340
8b69c0bc-2ec9-4ab1-8ff9-850ea4149431,166
6288dccc-f639-477a-a72c-871028f064d8,30
cbbbf4d8-e2ef-4ef3-8115-922135943b7a,0
698b4afe-d930-49b5-97b5-bde30db32ec7,0
93d67872-c74b-41d1-9169-b7258f01f790,4
aec336fe-d05c-4465-9ead-c5ca4f5c61ce,30
23d45e10-b8b1-4661-abef-46ac60134798,46
fa1d5f31-5558-4600-b993-0e90deb9f163,50
8048af6a-2369-4bdf-9de8-52d4ce8d0da8,150
f6f58760-f42c-478e-92f0-4b22173bf644,0
92577b47-c118-4ad7-98e6-e8014faa14e0,35
6b23eb68-0792-46a2-bb34-986cfea6df77,150
6b1b69f9-2c3f-4534-ad11-eb9e35fe367b,5
0e4d0d53-541b-4e80-a5ce-d67e62816dd2,30
37597be1-aba3-4d41-be3e-15754a9bd0fc,12
2d80d43d-5326-41aa-8f5e-fdb2edc4f28f,400
281dc6fa-3521-4c14-81e1-c2867987dd8e,15
e4ccccb6-2923-455a-a9dc-160d6647a4ce,30
dc0071d6-c0b4-4982-ad81-afcebbb5b78f,8
51dd18d8-9b72-4449-9188-cf0055406ba9,10
918d7708-d47c-4b3a-b61d-56bd170a6039,10
f1e003e5-de99-45ba-9227-901ee6a43519,24
86a56841-327b-4587-b3cb-e3dc429d87a6,10
4a2f6b1f-e07f-4139-9d15-62d1d5a2fd9f,75
d604c046-8801-4a97-924a-f2bb58ddde1a,120
65f7f4ba-5755-4ed7-959d-6bedcd1ed6bb,10
447209ee-f268-4590-9acf-2412d78d4031,10
d2452513-9755-4a87-b219-ef7d28bd4e71,10
f16476b0-0866-43c7-9eff-75ac0936940f,60
4b2326f5-b56b-4aef-a6b0-75e66057783f,70
2b998454-a883-4b4f-a237-bcffa525e85a,0
761431c3-4bcc-4d9d-a603-1326b62dd733,12
9dda2735-c34a-467f-a0ac-2da5b7c03964,5
06fbd82e-6c97-41dc-bd42-b84a9a57673c,29
c1daa179-e25d-429c-930c-462328a4fe73,9
f0149c15-5337-484d-a587-495a295cdc4a,30
6868d3a5-fb0c-4753-ab98-0b42c1bc3fe8,15
4bb056c4-5bbd-4f18-bad9-af18eaec3877,0
6f5a9dfc-0109-498b-bed0-ae89a59c7cb5,12
04c00dfa-e841-41ea-b09e-ead9dae3cb74,12
775f0382-facd-4a9d-ac6b-af9bed0a103b,6
d3dc8c0c-be51-488f-a4fa-49cd6274bdc4,12
11061abc-f77e-4b75-abeb-2001426d0deb,12
986b35b5-6ebd-4842-92cf-3495a792c9ef,12
b59e2423-62ad-47ce-90e2-d5de08cd4095,20
f4e954c8-2f3f-4b7b-a1ff-e97a05cc2c09,60
e52b0ed8-2409-4ecf-bbbd-ff191f9aab74,100
e671c0c8-d7ca-4561-957d-23e135da8c19,90
2cfbdcc3-4d29-4133-8e59-b83af17a9a0f,576
d4e1690e-08f8-49b4-96a9-8e5b9c5c1f17,20
d649f11c-8aed-422b-bde6-e89f7a12d99f,10
604ab1ba-4f75-45b9-b97a-fd875933b9bc,160
ec54c29c-275b-4d76-b821-f9a4bcfb0c51,10
0cc4fc75-60c9-4d89-a110-f6e2d33f6f52,10
c3a42f10-5ac2-49f9-981c-d04e943dbfb4,20
f6066d14-3ac9-4171-a5dd-78ffdf3cd01b,200
6e87631d-d24b-42e7-ae4d-f4ea13f219a8,150
68f85c79-eb11-481f-b059-2b2be4da32c1,100
d768c662-f44a-4994-8474-645b39b027cd,10
194bab55-52cc-4083-b60d-a98fa69058fc,12
3ebba692-3d07-4b69-831e-11fbc528f007,6
81047d0f-46d3-41c7-a551-79b13bfee495,0
eaf4e4d8-35c8-4a5c-928b-e8d1ee822afe,0
bfe42660-83f0-413f-ae51-8f8cf589f7d0,0
bcb01c1c-75b8-4109-b645-cc6c274894fa,0
c6fc0654-369d-4d9c-a473-2dab0808e9e6,0
37f46706-8732-4848-9961-79b447674e95,0
fa1081f5-1e6d-4899-ac5b-d24e44d07ac1,6
4bb5c2bc-b4dc-420b-ba6b-515971eb60c8,12
d4174f65-d924-4fe9-b0c1-1b1e0f89d181,6
57510184-86ab-4ef6-b796-9466fffe3e1f,20
ebb9d148-4610-4609-8966-fe7c9f1a8e83,0
9d94b348-1c4f-4728-a5dc-a94ec926d32e,12
5d9d732a-9b6f-42bc-9f9c-390ea7323fe9,0
351d6d03-a177-47a9-8932-2ae7bc928ebe,9
04ef520d-0aff-445f-9aeb-68be47d6b52e,0
c553f19b-69a8-4b62-9eb8-e0886654e890,14
f9f2cf94-7b64-4c23-9bdd-26a1fedbbeb6,0
6ca2cb81-1e2b-488f-b5e3-17e64068c501,26
22b44d1d-a74c-4be3-8b2e-146a72094592,0
03f85863-3832-4366-b30e-fa14af37b2b0,0
36abecbd-e1da-4507-8011-8208ca81351a,12
58ac2598-0d4f-4814-ad39-225f95931322,97
5cc1edf1-a95f-420b-a1b5-60c98f253b49,63
627baff2-1a9b-4de9-8869-e487728ea8fe,0
16560bc9-c911-4883-913a-e5c8091db9f9,24
e958bbfa-55ea-4f20-b57d-4c567b5023f5,6
4509f71c-f250-4cb3-9d1c-a6132912bfe8,500
298444f5-f7b3-4b2a-8015-6225770c8bfb,0
ca1e10cd-c8e7-4f1c-8acd-12c774b3664c,0
56c21c0f-2845-4d4b-946e-8cca576da767,0
7ecff307-d794-4433-ac49-040d3159c4a5,32
e1353636-1a7e-4021-a063-51b5363923c5,6
c82f2afa-7a62-420d-a552-4fa933513414,124
b592596c-af4f-43b2-aa5f-a9bda396f285,576
5c602658-7158-4136-9f5d-bfee2955fd02,750
4d9c0035-d7c7-4c6c-a161-0a2d61341b8f,150
fa673bd5-eee2-4756-a5a7-6ca2828c7b49,440
2a7b9111-3b2e-458d-9735-6072a434e410,24
3ea333ca-4c90-412f-ba70-4c81c1b40485,6
19908d7c-b945-4dea-a8da-1bedc411bf62,80
d6b9ee2c-3595-49d1-963c-457f60da86d7,6
46105d01-6c09-4679-803f-732d99404be1,60
5e8f6658-ab28-4d23-aa0e-90f82e814498,8
4cbb1806-b21a-4194-b7fe-72b3c2f68014,6
204c5ef3-cafa-4c6c-82de-2ef9049bb1f3,10
048db8d0-a6f2-4d95-b833-ecd6d16da711,10
00ae4137-9a09-4c2f-96cf-3a1eab45fa27,24
8c411b04-5a9f-4e3f-9e75-5be7f447d377,0
9580822a-1aff-4bd0-812a-efa77ac51c72,100
f01c2761-082a-4a93-ba45-a0d40232488c,50
4b9f1394-a783-4e18-a175-f41f4dc330ea,153
fe7a2d26-adcf-44d8-b47e-52e5bd2d29a8,50
a9304a6c-0f00-4076-ba84-226230a4b944,500
7ab3121c-079e-4f62-a6d3-55f4aeff175d,26
d00f8809-01e6-45a9-8327-85378322914e,10
8e359559-d767-4265-92b2-486d3e34b77f,80
4acc3c4b-038a-4ea5-94a2-34003363b0dd,0
323a67fb-2913-47c6-ac79-48e030c6942d,85
d9d9d9ae-7058-46da-b2a0-1c01961edbf6,120
688e297d-7c81-4b8c-b98f-2fb9820220dd,0
05f0236b-666f-472a-a010-a1cac3d1daeb,70
3a38286b-a785-40ab-af73-417179443fb9,50
0a112791-80ef-4841-9d71-f9083ff6e473,52
8251d413-9f35-4941-9419-b209ab0f7947,10
28f145c6-dde8-466a-91d3-22791ca04f12,802
e4a0cc20-c080-4758-b99b-3ff424b0eef3,30
083c9017-0bfb-409c-b416-c6826e05a9de,10
fe520031-16ef-477f-9892-504fbd18bead,5
17e5159b-02cc-4726-8fb8-b46be6d0fe7b,50
1f9863ca-aafd-4052-b547-cfc85311ba8c,15
66f18b0f-ae9e-47ed-b199-86fd044c9990,90
668b0687-c50c-4311-8a69-66636f00ae8f,100
083cbbad-406e-4941-9da0-ac66002626d4,33
40d63ce3-f8e2-4bbd-9392-fc02fb7ee336,3
19c919a7-e560-44eb-ae44-6ce9fafeab49,23
83a6956c-59d0-4814-970e-498c3a029d93,0
b2813578-169d-4dbb-bc8a-a55f9f4ceb3a,30
1732a9b4-6a2e-45ea-b732-45cda5eed006,21
c7c97e75-a910-4d62-9173-4e76efd834b3,18
acd86f47-18b0-4b0d-a375-43793e5c1a44,8
87a5ca64-63b6-4c25-a317-895325eb98fd,73
a0d60c87-fdd3-4d0b-a7dc-8f2569e45ee6,7
b315c5d6-981d-4208-99e4-64daef65a18a,30
4a976cb8-8019-4ce8-aa85-4acf05c0325e,100
21576263-f60e-4562-8ad9-76d15d195a2a,46
f7058ede-5b4e-42c0-8502-5081dea347cf,6
a7cf28b7-409b-4e8d-ba5a-0649b6dde0ff,500
af80ac92-2d2d-49e5-8fe9-5dc0d798f160,20
411ac0ea-5b64-416c-b990-c176b4211269,0
a2909d22-8b4d-4b20-9881-8ba4a6700807,1000
c2f37d83-ee8a-41c1-b313-ce82cd6aca45,8
37c60009-ec5f-4c1c-b2a8-0e14fba42ab4,12
d014c365-064a-4249-9192-99afd8b709cb,10
c414d841-fae4-4b86-9009-5a2551659105,12
a9d65113-7e47-463a-9c90-8dfa4f87f695,11
ca53b068-8f45-48a1-9324-140345073fdd,86
70d77dd4-8cf1-4e73-a59e-54ca1ffa273d,56
dc8d56dd-1d4a-4aa2-9695-97f3bb98a1ce,0
5aea6dae-f932-4d78-9482-dd6e98e92148,10
0e21d1fc-6e7f-4959-8980-003ac8c01ed9,0
03c0cfd5-d391-426f-818e-1eadc4e586c3,16
0c98805e-221b-4e80-b613-1a7039362e4e,14
9cf23c20-26e5-4a53-8630-27c61eb2b20f,50
eb531606-b6a5-4b10-8e89-84017700c44c,20
026a4cfd-b6a8-48b3-a7bf-5f3df54cf8b3,100
14338824-ac92-4276-b7c5-8dec7640327d,160
dab66be6-ec5c-4b88-a999-65938924f771,32
4fbb3a17-123a-4b96-b3be-254de2c96916,48
4212b859-3c7c-4703-89b8-d31ab87cfa0e,6
2d20e184-6c48-4dd8-b716-fff53cae14a2,5
a6317397-bccc-4785-afff-0f4355b767be,145
46b4b432-01ef-4464-ab1f-71e9e0e12e1c,45
1145e7a3-bbd0-4590-b0a5-afc02966912a,13
6fd4dc0b-8dd6-434c-8e34-8aa28a775aba,48
93627f7f-a679-4f76-a309-a6024139901f,100
55677b7c-774c-4a8b-8041-1cc9bbbef968,6
bc91f901-be27-4209-abc3-9c6e6fc9e610,18
0ef393bc-d409-48e2-91ed-417b8d950a39,3
9496f1b0-ff0b-46f1-b725-30ebc9f7008b,7
59c04fbd-6356-45d6-b5aa-e67c9768a322,7
19e83787-a6bd-433f-9ec8-63a4a4a8a40b,11
298ca08f-07c3-4b73-9e38-97ab1c6b655d,50
f8d44965-8bda-43ef-bf43-cfa6ac42f87b,9
8785a8ea-7a6a-47a6-b048-ca0bd96c6738,1000
89fd6bea-a09c-4248-99e4-b241bd2bf182,0
c4b92467-1b02-4984-8304-6f4af2fb0534,7
41811a38-3c7b-4e21-822c-f65b64c2ff7e,35
769c23bc-7b12-4646-8ec4-573bc9ea7fd6,120
c96dcd61-2526-46a4-b592-564fa17b4785,100
5fcb069e-0e81-4585-b4e9-5a881ac6ed69,12
64e1bfb3-0311-4ee4-af59-3a1dacbc4edf,280
96dd3cb0-4348-48a4-a6b1-ada5ede7393f,24
b805c7a0-de6b-4a5a-9263-f26ccbdd2e07,4
d214bc2a-f1ae-4179-9964-918698d09258,1
4c20d4b2-1666-4346-8235-5ae127363bdb,8
b287f2dd-12cd-4a75-9905-862234c212b6,17
6514a214-a7da-4e92-8bc7-dff037b951c6,6
0029cd2d-9a1e-4897-828c-6e02574ed50d,24
8a7d577f-e73a-4cdf-aacc-aab63848615f,12
4f190e42-ed7e-43f4-8cab-21562cd130c5,0
b7821271-31e6-4b61-849d-bff6eec36cb0,0
754d6be8-c247-4b36-b7d9-472ab6432a8b,48
48c26ab6-86a8-4254-a853-e09cb177e430,8
5d7d568e-7b29-4123-af32-08b9079acb5c,4
0f4c2a40-6cd9-4c2f-bcfe-4c1e6b3f1483,2
cbdc5f5d-3699-4b60-b4e0-bfcddc39583f,12
f476c718-be39-4e49-8c0b-abeb34bc601d,8
96cf686d-9f45-4385-bd0b-7370a0df090d,12
7e58da32-3c04-4353-937c-0137e4ae59ae,0
c8239567-7acc-4d2e-92dc-89a81c15b190,52
362dabc5-0efc-43b5-b48c-3455af226d07,28
bfbb91e2-ec30-4299-8bac-0ee75c0c74dc,12
2e1c0818-fa87-40a1-9bee-ba004fcac4f9,10
520f0c07-d023-4b5c-a8f2-2bc91ee77db6,12
c5f6bcb1-22f9-4589-b53a-e641cd0a189f,24
bf1a1469-a63d-421d-ad1d-0f9fae6364b3,10
3907d9e7-fc5c-4da0-8fe8-adbae27e548b,10
be907414-b713-456f-89e8-33866e2c74fd,109
f291b95c-a310-4125-9d02-95c602585e20,560
1d7ebcd2-b737-441d-9067-a40ee1c979a5,0
dddba618-a2fa-47e5-bff5-20cf54c888ed,0
6ba25c41-f8aa-4ae9-9340-728ccd04de16,10
1a5fd8b4-f45c-42d3-93bf-f0a589d7b815,0
f44d529c-ca9a-44be-bfd4-7f2736936a30,0
244ac5e3-3f03-4e9e-a3f0-f4f15bd824a8,30
4ae8d17f-3f7b-4ee7-90a9-6023a160d00f,291
74c1b333-d723-4eff-8080-947ffa7c3f53,39
36ce2944-4238-4c91-91f6-a0b4e0be853d,30
97eefe80-d263-4c7f-8b68-4b1ee9ecf5c8,360
ab431fa2-abff-49e6-bbce-02a107561786,15
50c693bc-390a-4428-9d30-3737c8d549bb,10
796fb8e7-0db1-4cc5-bcbc-a21246ee6cc9,0
f61cd49b-2a5f-411d-ab87-12b6365b9c8e,350
440fe79e-f45a-4400-b363-eb41e28d6c43,200
a748ce12-7c77-4f4d-b239-cbba26ed6660,50
639575da-51c3-4fa4-bf4d-88cb6a8e7409,15
d60f0425-e591-4670-a4d3-b2e31e3694be,0
97d20905-97a7-45e7-8313-0dfc090c8424,4
20e48e6a-1f73-4b30-bfd1-909edaefa664,30
c06e02e0-6352-4bd1-82d7-69b698379852,5
9e89201d-147d-406c-b0b6-cb91dda66a0d,40
b7fa9485-f172-4eca-bf2b-17e261615f9b,0
c1b4c0f2-e380-429f-83fd-8860867f3570,24
b48b5065-7a60-4dcb-8b68-c13ac62d24ff,0
eea8c7b3-d779-4e81-86ab-0c0bfc9633ed,12
595944bb-ab17-4065-918f-017b4bf827cb,6
bfab8456-0d2b-4532-994d-c0b199730d14,24
ece29900-9cf5-4991-af66-0209e7201db0,4
296aa47e-1942-46ff-a7e6-639e958efccc,30
56fe6cc1-b4e9-4350-9c10-2fe4acbd0c11,228
c6b9027a-f5ea-4d05-becd-9b00d74641b1,120
9c75263c-ffbc-4bb2-8e8c-7ff4ec18dcbb,15
a56ec2d7-c4af-425f-9e63-67dd83c7c285,0
1a526f97-b289-459c-acac-f05346992cea,180
e1077295-4c3e-45bb-a3cb-bb2fb6a87bd0,35
74493bee-3175-41aa-aba5-74b2e5435948,17
a0836f4a-570d-44ac-a646-ec7de11f7110,17
bae5fb48-1df8-44df-82e6-594691b0aafe,25
5707a238-f745-4f82-a975-b9315c493dd1,72
52f1f657-51f9-4501-906b-807f4f50fe4d,36
c10ce466-e49f-41b4-8a87-3d693dba15e2,16
991381b6-aefd-4ebb-9078-eeb3d74885c0,50
bc48264c-b8d3-4dd7-b24e-c014d0f558a5,15
65d07115-0f63-4d9e-bd9e-50a252f93960,0
ced6fa8f-4c2b-41c4-84a2-575bc631bd08,0
0c50a261-3785-4955-996c-e1359258c47e,24
549438c5-1f2f-4c05-a6ce-28ae3b4f9ab2,90
0e6f3bd9-1fe5-4726-8189-427b9894a004,3
ebac8bf6-1652-4803-a4b9-33e09a6f0d1f,13
0c48010e-9273-4fec-bafc-e6c6beba4433,46
ee02056b-b800-4b0d-a498-7e7ea6e82d40,14
82651f2a-b635-440f-9955-9cc9b0586258,6
74e7cf49-5a41-4ca7-a8d3-22ec8bd2615e,0
d3c5a71a-e125-48c0-9ffa-e78216e304e9,0
e8ded2b6-1d41-47d5-a7b9-82e6b465cb82,0
fb5aab4d-91b9-4d01-b87c-738b59bb80bd,6
b48ff78b-a07c-4cc8-a67e-94e120dd3ee6,2
dbc5da5b-8072-4240-979c-7acd76c55d83,60
51ab5431-a5ba-4bb0-8057-93884f3488e8,3
39290120-5aae-4c5e-8b1f-5b00ddec0e89,16
898830ed-3a6d-414b-9efa-9927c98a1505,8
51376db1-dd4f-426a-ae99-8b2073f3b58b,28
e359fcb1-bad8-48d1-961a-0bf20858c1c1,24
914bdafa-0446-43a1-a1aa-9aeb7cefcda4,17
3121bef1-7b29-4154-99a5-5acde7f5af28,60
84583036-af2f-4391-ac24-ecd35c012ef4,150
6bbb9d6a-d26d-4e85-9cba-b601b92b1003,52
af18755e-14d3-4e52-9492-977c192e4b53,9
aaddda35-e487-438d-aad7-7ddd304cde74,7
7946fa48-d041-4076-ba38-4a040652532d,50
3e45cc6d-32e3-40cd-adc5-03649b7789c4,90
fa5b2258-8052-4828-9ddf-0dfb78b9bd21,30
218e24b0-53d0-4d62-8349-dccdb82ca1e4,11
dc385585-f912-490e-a95e-ff12fc12a5f5,6
fe217ea6-d68d-41f6-b381-fd2bd050d3ac,0
4d4ba0cb-6195-4da7-aa7f-e0bffb57a932,306
0bbabef9-d153-4dfc-80bb-fc2b89d776de,34
f104b8ba-e74e-484f-afb9-ac7079e0f4a0,58
9a39778b-c10e-452b-8507-f9cbf13a35ae,800
fdb3bba2-a146-431b-afbb-eabf1171ece9,0
f8a871bb-4322-4276-a646-94ee73e7fe64,0
0750fad9-dc80-4d3d-a8a9-186ab66cea7c,3
56ab30dd-95e6-4327-88f9-130c1ab148b6,520
c7f908d6-4462-46cb-ace3-f829a89ab8cf,64
91137702-3f55-4949-93e0-0d54dade6d6e,0
4ef2788e-0144-4219-8a8b-dbf48db391b1,0
8f9d367b-97d8-42bb-8448-bfe51082deb4,1500
56d487dc-f6f9-459b-9f7b-33390417efa9,450
9150058f-a221-4ade-958e-5bf1ac6d8526,75
e1a3bd5d-98de-499c-9bca-861c403d7d0d,30
d0300f81-c619-4b8d-b6ba-0afebcdc6f9b,4
ea392a34-2a2a-4495-a29e-1f3293ab3b33,0
5b433fee-b29a-4c99-b68e-3e475e4c611c,24
e4ee9137-fe2b-4076-aa6b-82044379563a,6
6903a8ea-72e4-4657-b158-8bd4c197b0aa,110
2c695876-bc29-400a-9f87-30667e6172ea,800
184a0806-488f-4b33-b326-477dc5631130,4
d58ac0e0-f37d-4941-b34a-c584242a2e0f,94
2edf362e-6207-4329-9480-3c756e00d229,24
93aaaad8-58b4-47c1-b42d-162242a8e7db,500
591c81ea-394c-453d-a1e7-477a0a72e369,360
8f002bb8-6f62-4875-9331-d40abec453cb,30
cb7f6bf9-6d88-4934-8734-cbb6ae3f4d96,14
f4d6fef9-0b58-493d-8545-80b14705dfd5,10
7758cc1b-0514-4195-8169-cb9ca50fb171,3
ff5cddad-cb5b-4651-a443-c94f6c316013,15
8ff292fa-c591-4691-ac11-fcf6ab01abbe,2
9e198630-50d1-4819-8aa6-c5035b5030a6,500
f387a780-90b5-4fbc-a40a-991545598745,50
893401a2-fe24-49c4-a50c-8ff06c8b7c5f,10
