order_id,sku,refund_date,requested_qty,applied_qty,status,note,refund_event_id,event_ts
205-5315632-8341147,VF-3T0K-DR5O,2026-05-01T00:15:52Z,1,1,ok,,7005298296499985098,2026-05-01T05:07:53Z
203-9347136-2328302,VF-3T0K-DR5O,2026-05-03T22:05:53Z,1,1,ok,controlled_b008_local_reproof,16623988442848795288,2026-05-04T05:04:51Z
408-9364142-6513913,NN-TSZ1-X2RD,2026-05-04T14:56:58Z,1,1,ok,,5771840287025330793,2026-05-05T05:07:31Z
206-3369277-3698758,GJ-2OZK-0GCA,2026-05-04T21:03:23Z,1,1,ok,,17762380508405971658,2026-05-05T05:07:31Z
202-5344168-9431517,0G-JB6S-PN34,2026-05-07T21:08:52Z,1,1,ok,,5520342600281720089,2026-05-08T05:05:45Z
206-3416081-5966754,6V-EEC1-2S9Z,2026-05-09T21:33:36Z,1,1,ok,controlled_b008_local_reproof,710291427447804513,2026-05-10T05:05:38Z
205-6975953-4679502,8W-I703-VOFQ,2026-05-14T16:17:53Z,1,1,ok,,7522289851578435714,2026-05-15T05:06:36Z
205-9330473-1015524,R7-98IN-2PW8,2026-05-16T23:29:07Z,1,1,ok,,9299074747978871450,2026-05-19T05:08:58Z
205-1904691-8989951,R7-98IN-2PW8,2026-05-17T18:03:38Z,1,1,ok,,18317029301494837356,2026-05-19T05:08:58Z
206-2596537-5612338,7L-OT45-7LYB,2026-05-21T22:48:53Z,1,1,ok,,16329084153577704530,2026-05-23T05:05:22Z
026-3902550-1291537,7L-OT45-7LYB,2026-05-22T13:16:31Z,1,1,ok,,3616540471182629659,2026-05-23T05:05:22Z
202-1640701-7718704,7L-OT45-7LYB,2026-05-23T00:20:40Z,1,1,ok,controlled_b008_local_reproof,15462426144270892603,2026-05-23T05:05:22Z
026-3044855-3657142,XE-YPAI-HX9F,2026-05-23T19:15:53Z,1,1,ok,,2217915779524374958,2026-05-24T05:21:09Z
204-0106039-5958749,MW-9K5M-VKW8,2026-05-27T19:42:50Z,1,1,ok,,1956677383825534826,2026-05-28T05:20:14Z
204-1704862-6854725,MW-9K5M-VKW8,2026-05-28T14:38:12Z,1,1,ok,,5538507537130519379,2026-05-29T05:27:43Z
202-8543401-1806751,R4-0AXZ-ZZ9D,2026-05-28T18:40:57Z,1,1,ok,,15419046602856184237,2026-05-29T05:27:43Z
205-9611845-4589120,7L-OT45-7LYB,2026-05-28T20:25:32Z,2,2,ok,,7507768017491899263,2026-05-29T05:27:43Z
203-1425082-2321921,MW-9K5M-VKW8,2026-05-29T21:11:22Z,1,1,ok,,10247051390936296294,2026-05-30T05:22:11Z
026-9549931-6818704,MW-9K5M-VKW8,2026-05-30T19:28:45Z,1,1,ok,,6476413273616177471,2026-05-31T05:22:00Z
206-1285788-1121950,MW-9K5M-VKW8,2026-05-30T21:22:01Z,1,1,ok,,4650946938415916222,2026-05-31T05:22:00Z
203-0441610-5661954,6V-EEC1-2S9Z,2026-05-30T23:54:20Z,1,1,ok,,2530913193391170537,2026-05-31T05:22:00Z
203-0441610-5661954,6V-EEC1-2S9Z,2026-05-30T23:54:20Z,1,1,ok,,1401184264402122238,2026-06-02T05:26:45Z
203-1609313-7246703,PY-XV78-3OG5,2026-05-31T21:02:40Z,1,1,ok,,2803532567763229484,2026-06-02T05:26:45Z
204-0128071-4215507,7L-OT45-7LYB,2026-06-01T01:50:01Z,1,1,ok,,17743708702465230310,2026-06-02T05:26:45Z
204-6695181-5020324,7L-OT45-7LYB,2026-06-01T12:12:13Z,1,1,ok,,11836638382202268353,2026-06-02T05:26:45Z
204-7471871-8136366,8M-NHB7-T8TR,2026-06-01T16:01:59Z,1,1,ok,,18117149980328249407,2026-06-02T05:26:45Z
204-9202980-0227520,XH-0LAE-FQO5,2026-06-01T20:08:27Z,1,1,ok,,16728917388288625119,2026-06-02T05:26:45Z
026-5660420-4052305,6V-EEC1-2S9Z,2026-06-02T21:56:19Z,1,1,ok,,4727188800476667989,2026-06-03T05:24:21Z
202-4311354-7842715,D7-MGBX-RX2P,2026-06-03T12:00:59Z,1,1,ok,,9404893906898692347,2026-06-04T05:23:03Z
026-0026748-2325970,7L-OT45-7LYB,2026-06-03T22:51:48Z,1,1,ok,,11681748820384643231,2026-06-04T05:23:03Z
204-9529175-7068318,7L-OT45-7LYB,2026-06-04T01:03:07Z,1,1,ok,,5423962582169516187,2026-06-04T05:23:03Z
204-9529175-7068318,7L-OT45-7LYB,2026-06-04T01:03:07Z,1,1,ok,,3701878619233691738,2026-06-05T05:23:13Z
026-8346722-1691510,R4-0AXZ-ZZ9D,2026-06-05T07:26:52Z,1,1,ok,,2524973031048761363,2026-06-06T05:23:45Z
206-3554126-0074728,OV-LVEL-DQL6,2026-06-05T18:46:39Z,1,1,ok,,15007468833643651466,2026-06-06T05:23:45Z
026-8141862-6381908,VF-3T0K-DR5O,2026-06-08T13:40:32Z,1,1,ok,,12435324192776813613,2026-06-08T17:19:10Z
204-7253792-4754733,7L-OT45-7LYB,2026-06-09T16:56:59Z,4,4,ok,,808988951771776842,2026-06-09T17:17:58Z
