order_id,sku,refund_date,requested_qty,applied_qty,status,note,refund_event_id,event_ts
026-8497506-3377901,DC-K5WH-R7F5,2026-04-27T21:38:27Z,1,1,ok,,1542981154913428913,2026-04-28T05:04:06Z
206-1160870-9612351,DC-K5WH-R7F5,2026-04-27T22:12:55Z,1,1,ok,,11912476229929273768,2026-04-28T05:04:06Z
026-1703075-2055509,2X-8XI7-C9T5,2026-04-27T23:32:18Z,1,1,ok,controlled_b008_local_reproof,3224702151116944115,2026-04-28T05:04:06Z
202-9161761-3589947,6V-EEC1-2S9Z,2025-11-01T19:25:14Z,1,0,missing_allocations,No allocations found for refund.,8736415291064137267,2026-04-29T05:05:57Z
202-9194939-8106743,7L-OT45-7LYB,2025-11-02T21:21:02Z,1,1,ok,No allocations found for refund.;controlled_b008_local_reproof,131625646257958644,2026-04-29T05:05:57Z
206-2015210-6721901,ZT-QPY3-P24I,2025-11-02T21:41:29Z,1,0,missing_allocations,No allocations found for refund.,7891854998531418128,2026-04-29T05:05:57Z
202-9236233-7222710,R7-98IN-2PW8,2025-11-03T13:36:44Z,1,0,missing_allocations,No allocations found for refund.,8894799588890320530,2026-04-29T05:05:57Z
204-1242078-2734749,R7-98IN-2PW8,2025-11-03T18:00:51Z,1,0,missing_allocations,No allocations found for refund.,1890571602595906944,2026-04-29T05:05:57Z
205-6954559-0446754,G8-L8EI-INMK,2025-11-03T20:04:25Z,1,1,ok,No allocations found for refund.;controlled_b008_local_reproof,1957256947981408585,2026-04-29T05:05:57Z
203-8557342-7817112,1U-1W76-M840,2025-11-03T20:18:12Z,1,1,ok,No allocations found for refund.;controlled_b008_local_reproof,10002830926924293138,2026-04-29T05:05:57Z
205-1837362-3849904,0H-5V53-GPG4,2025-11-03T21:47:54Z,1,0,missing_allocations,No allocations found for refund.,10685363468932124002,2026-04-29T05:05:57Z
202-5193970-3101912,F7-PMJ2-SG6A,2025-11-04T16:58:28Z,1,0,missing_allocations,No allocations found for refund.,6249605963452461584,2026-04-29T05:05:57Z
026-3568305-7635556,G8-L8EI-INMK,2025-11-04T19:24:49Z,1,0,missing_allocations,No allocations found for refund.,16668514372753092793,2026-04-29T05:05:57Z
026-6701783-5260316,3X-EXDD-TD2K,2025-11-06T20:20:13Z,1,0,missing_allocations,No allocations found for refund.,6606024290350403332,2026-04-29T05:05:57Z
206-9193877-3592366,XE-YPAI-HX9F,2025-11-07T02:22:48Z,1,0,missing_allocations,No allocations found for refund.,11066086368424869465,2026-04-29T05:05:57Z
205-1327653-0650741,6V-EEC1-2S9Z,2025-11-07T15:49:55Z,1,0,missing_allocations,No allocations found for refund.,15993955940539346851,2026-04-29T05:05:57Z
026-3857615-1189920,R7-98IN-2PW8,2025-11-07T18:07:27Z,1,0,missing_allocations,No allocations found for refund.,2022290306730448513,2026-04-29T05:05:57Z
203-5166987-1078708,0H-5V53-GPG4,2025-11-08T20:30:15Z,1,0,missing_allocations,No allocations found for refund.,13922403679555803931,2026-04-29T05:05:57Z
205-9848080-5999567,6V-EEC1-2S9Z,2025-11-08T21:18:48Z,1,0,missing_allocations,No allocations found for refund.,10757508569899362716,2026-04-29T05:05:57Z
204-2296798-6109936,A9-2Y9G-M2K7,2025-11-09T16:40:50Z,1,1,ok,,16947133848894218586,2026-04-29T05:05:57Z
205-0145944-5920303,LV-425G-BY4X,2025-11-09T20:01:32Z,1,0,missing_allocations,No allocations found for refund.,3835522766827549538,2026-04-29T05:05:57Z
206-7154400-1240327,MW-9K5M-VKW8,2025-11-10T17:00:50Z,1,1,ok,No allocations found for refund.;controlled_b008_local_reproof,3337347365008209676,2026-04-29T05:05:57Z
026-8466930-0174730,G8-L8EI-INMK,2025-11-10T18:21:09Z,1,1,ok,,17757782846894999757,2026-04-29T05:05:57Z
205-0539489-8746700,OT-3LZR-3R6K,2025-11-11T14:56:01Z,1,0,missing_allocations,No allocations found for refund.,3941182125374271264,2026-04-29T05:05:57Z
026-5123361-5591520,0H-5V53-GPG4,2025-11-11T20:47:09Z,1,1,ok,controlled_b008_local_reproof,14450992963171379430,2026-04-29T05:05:57Z
026-1566605-5431569,R7-98IN-2PW8,2025-11-11T20:55:58Z,1,1,ok,,2675812795210640604,2026-04-29T05:05:57Z
026-0021592-4683540,6V-EEC1-2S9Z,2025-11-12T02:35:13Z,1,0,missing_allocations,No allocations found for refund.,16336693036258025841,2026-04-29T05:05:57Z
206-3096715-0987500,6V-EEC1-2S9Z,2025-11-13T09:52:19Z,1,0,missing_allocations,No allocations found for refund.,12261982796264146301,2026-04-29T05:05:57Z
205-7440189-2886724,D7-MGBX-RX2P,2025-11-13T20:28:47Z,1,1,ok,controlled_b008_local_reproof,15351102778742470323,2026-04-29T05:05:57Z
205-0057138-1895504,XH-0LAE-FQO5,2025-11-14T21:08:47Z,2,1,partial,,9557092812783536454,2026-04-29T05:05:57Z
202-2294229-6576346,H4-86XG-NLX6,2025-11-15T22:31:42Z,1,1,ok,,12284648545448924821,2026-04-29T05:05:57Z
026-6452439-9089906,8L-INBX-OUTU,2025-11-17T22:10:45Z,1,1,ok,,13763510272502125598,2026-04-29T05:05:57Z
205-4298836-9670735,XH-0LAE-FQO5,2025-11-18T16:27:13Z,1,1,ok,controlled_b008_local_reproof,15847434031657769288,2026-04-29T05:05:57Z
205-7244367-3352343,H4-86XG-NLX6,2025-11-18T22:07:42Z,1,1,ok,,3173332185878459215,2026-04-29T05:05:57Z
206-9163507-0952325,6V-EEC1-2S9Z,2025-11-19T12:28:43Z,1,0,missing_allocations,No allocations found for refund.,3462809229002160832,2026-04-29T05:05:57Z
206-0521582-1490762,3X-EXDD-TD2K,2025-11-20T15:11:03Z,1,1,ok,,5711370446415824249,2026-04-29T05:05:57Z
206-0902732-6158733,JV-D1TI-6UF6,2025-11-21T21:22:28Z,1,1,ok,,15025147558166397821,2026-04-29T05:05:57Z
026-5806548-2347519,WX-L5UA-UB1Q,2025-11-22T22:12:34Z,1,1,ok,,6863805906218032436,2026-04-29T05:05:57Z
205-2810625-1203535,H4-86XG-NLX6,2025-11-22T23:13:29Z,1,1,ok,controlled_b008_local_reproof,12888887592439947706,2026-04-29T05:05:57Z
202-8169168-7685166,0H-5V53-GPG4,2025-11-23T21:06:41Z,1,1,ok,,1532011251996925055,2026-04-29T05:05:57Z
204-5473984-0112311,I2-6YKQ-CIBP,2025-11-23T21:48:40Z,1,1,ok,controlled_b008_local_reproof,14961842532536116737,2026-04-29T05:05:57Z
203-5530925-8369949,MY-KL21-NMV5,2025-11-24T18:59:20Z,1,1,ok,,14529847423527513040,2026-04-29T05:05:57Z
204-2713578-4934727,ZU-VG38-OF3L,2025-11-26T13:47:05Z,1,0,missing_allocations,No allocations found for refund.,1178657741567227562,2026-04-29T05:05:57Z
205-2969025-2597167,5M-QO6K-LNH0,2025-11-27T18:50:52Z,1,1,ok,No allocations found for refund.;controlled_b008_local_reproof,1492084394866111159,2026-04-29T05:05:57Z
203-6004519-7674725,NN-TSZ1-X2RD,2025-11-27T23:33:14Z,1,1,ok,,2969436940711903293,2026-04-29T05:05:57Z
202-2057047-5257146,XH-0LAE-FQO5,2025-11-28T19:39:21Z,1,1,ok,,9420331134530675944,2026-04-29T05:05:57Z
026-2240061-2302715,6V-EEC1-2S9Z,2025-11-28T22:24:04Z,1,1,ok,controlled_b008_local_reproof,3292676166814320629,2026-04-29T05:05:57Z
203-7699061-1536360,U1-M5BM-8F5W,2025-11-29T21:35:39Z,1,1,ok,,3419790522500311574,2026-04-29T05:05:57Z
205-2833159-2653949,DO-QDI1-K7R9,2025-11-30T20:07:37Z,1,1,ok,,8384865417742486145,2026-04-29T05:05:57Z
206-5208074-0630742,7L-OT45-7LYB,2025-12-01T20:16:59Z,1,0,partial,,17954148839623815688,2026-04-29T05:05:57Z
203-6473539-1827551,0N-X5KF-213D,2025-12-02T01:20:52Z,1,0,missing_allocations,No allocations found for refund.,690476489257249133,2026-04-29T05:05:57Z
026-1858953-4773144,WX-L5UA-UB1Q,2025-12-02T18:34:29Z,1,1,ok,,13164063444610898203,2026-04-29T05:05:57Z
206-5702592-9921934,6V-EEC1-2S9Z,2025-12-03T15:13:42Z,1,1,ok,,14990421216722763686,2026-04-29T05:05:57Z
202-3648857-7183536,GJ-2OZK-0GCA,2025-12-03T18:47:28Z,1,0,missing_allocations,No allocations found for refund.,15433813887596375974,2026-04-29T05:05:57Z
026-9059396-5903524,WX-L5UA-UB1Q,2025-12-03T20:39:43Z,1,1,ok,,4364417597782614306,2026-04-29T05:05:57Z
205-3655716-0105118,A2-T2AC-TW3L,2025-12-03T20:58:21Z,1,1,ok,,2253456924657312828,2026-04-29T05:05:57Z
202-1518160-7285947,DC-K5WH-R7F5,2025-12-03T22:16:27Z,1,1,ok,,3061197474137109159,2026-04-29T05:05:57Z
204-3234232-3820338,7L-OT45-7LYB,2025-12-04T12:48:01Z,1,1,ok,,4262381748124225033,2026-04-29T05:05:57Z
203-1204215-2958759,GA-9DTN-9O1E,2025-12-05T21:26:53Z,1,1,ok,,6065965286435034043,2026-04-29T05:05:57Z
206-2911930-8649943,NN-TSZ1-X2RD,2025-12-06T17:07:19Z,2,0,partial,,17486952317671554223,2026-04-29T05:05:57Z
206-9314938-9717941,WX-L5UA-UB1Q,2025-12-06T20:03:55Z,1,1,ok,,14148764356964429417,2026-04-29T05:05:57Z
205-1662582-2212319,WX-L5UA-UB1Q,2025-12-06T20:23:05Z,3,3,ok,,7735762225812106747,2026-04-29T05:05:57Z
206-1771358-5649928,IB-U5FA-BO2Y,2025-12-07T15:38:12Z,1,1,ok,,3972797285055394735,2026-04-29T05:05:57Z
205-3712808-3612313,GH-PONH-K4WQ,2025-12-07T20:10:38Z,2,2,ok,,12912822901820335002,2026-04-29T05:05:57Z
202-9469501-7080302,6V-EEC1-2S9Z,2025-12-07T20:17:22Z,1,1,ok,,13847884409639309764,2026-04-29T05:05:57Z
206-4716504-3126703,I2-6YKQ-CIBP,2025-12-07T23:42:10Z,1,1,ok,controlled_b008_local_reproof,11990096579720902974,2026-04-29T05:05:57Z
402-7242287-4963533,TU-8I14-25ZR,2025-12-08T16:07:52Z,1,1,ok,,2348975431010793741,2026-04-29T05:05:57Z
205-6068930-3176320,MY-XMO2-EXY1,2025-12-09T20:30:54Z,1,0,missing_allocations,No allocations found for refund.,6141737340556088585,2026-04-29T05:05:57Z
026-4088668-0607520,6V-EEC1-2S9Z,2025-12-10T20:33:56Z,1,1,ok,,1013835820475050549,2026-04-29T05:05:57Z
206-4530939-7067545,WX-L5UA-UB1Q,2025-12-11T03:32:43Z,1,1,ok,,6908695756547529331,2026-04-29T05:05:57Z
204-7322200-4408317,3X-EXDD-TD2K,2025-12-11T05:38:58Z,1,1,ok,,9390712733725033581,2026-04-29T05:05:57Z
205-1149871-8245100,PY-XV78-3OG5,2025-12-11T17:12:04Z,2,2,ok,,16121277294910849637,2026-04-29T05:05:57Z
203-5048982-4125162,3X-EXDD-TD2K,2025-12-12T11:39:11Z,1,1,ok,,7824412360089656775,2026-04-29T05:05:57Z
203-7995244-0212302,IB-U5FA-BO2Y,2025-12-12T17:56:55Z,1,1,ok,controlled_b008_local_reproof,12053630272752727288,2026-04-29T05:05:57Z
205-2213881-5580338,Z3-ORV9-K8XD,2025-12-12T22:54:41Z,1,1,ok,,11637333825450287393,2026-04-29T05:05:57Z
206-7408453-1269944,WX-L5UA-UB1Q,2025-12-13T15:30:45Z,1,1,ok,controlled_b008_local_reproof,15098457590812523567,2026-04-29T05:05:57Z
204-0628946-3154734,VF-3T0K-DR5O,2025-12-13T22:28:14Z,3,3,ok,controlled_b008_local_reproof,9906547799998056039,2026-04-29T05:05:57Z
203-1158954-1668303,XH-0LAE-FQO5,2025-12-14T20:26:43Z,1,1,ok,,1464087417730403569,2026-04-29T05:05:57Z
026-7054644-9725117,6V-EEC1-2S9Z,2025-12-15T20:14:27Z,1,0,partial,,647031769127700124,2026-04-29T05:05:57Z
206-1129646-8979558,SU-JM8R-2U82,2025-12-16T17:41:31Z,1,0,partial,,17407542563780866213,2026-04-29T05:05:57Z
203-0387202-4072306,DC-K5WH-R7F5,2025-12-17T04:17:50Z,1,0,partial,,14353163700349639508,2026-04-29T05:05:57Z
403-0324237-7264339,Z3-ORV9-K8XD,2025-12-17T10:10:19Z,1,0,partial,,11059333921677453563,2026-04-29T05:05:57Z
202-9939626-9381935,3X-EXDD-TD2K,2025-12-18T07:05:07Z,1,0,partial,,10144863848070894538,2026-04-29T05:05:57Z
202-8466432-0273903,CX-SMCH-4DYA,2025-12-18T21:52:05Z,1,0,partial,,4599955344298632516,2026-04-29T05:05:57Z
203-0504563-6267559,6V-EEC1-2S9Z,2025-12-18T23:26:03Z,1,0,partial,,5704535464084176986,2026-04-29T05:05:57Z
205-3603466-8141915,NN-TSZ1-X2RD,2025-12-19T02:09:15Z,1,0,partial,,4867526816152584863,2026-04-29T05:05:57Z
205-0654848-3185963,DC-K5WH-R7F5,2025-12-22T20:25:41Z,1,0,partial,,9916991700568249177,2026-04-29T05:05:57Z
204-7649170-7694747,XY-UM2X-TPS3,2025-12-22T20:44:20Z,1,0,partial,,3425588200196072353,2026-04-29T05:05:57Z
026-2637183-3760334,A2-T2AC-TW3L,2025-12-22T21:47:39Z,1,0,partial,,15454608962073867226,2026-04-29T05:05:57Z
204-1146635-9486764,JL-VTP2-JF3Q,2025-12-23T23:21:26Z,1,0,partial,,9793813128181081720,2026-04-29T05:05:57Z
026-4236256-8633135,AX-NKNU-29C1,2025-12-24T16:16:34Z,2,0,partial,,1249569647766413153,2026-04-29T05:05:57Z
202-6353903-1109107,6V-EEC1-2S9Z,2025-12-24T19:46:34Z,1,0,partial,,8251618836419222909,2026-04-29T05:05:57Z
026-4954049-0138720,DC-K5WH-R7F5,2025-12-24T20:30:40Z,3,3,ok,controlled_b008_local_reproof,4295955064578994294,2026-04-29T05:05:57Z
203-4142715-3146726,VF-3T0K-DR5O,2025-12-26T04:19:38Z,1,0,partial,,10067252166321284968,2026-04-29T05:05:57Z
026-2272494-3236350,MY-KL21-NMV5,2025-12-26T12:05:24Z,1,0,partial,,1550554253956220389,2026-04-29T05:05:57Z
206-5102817-0095538,RB-82FL-T88J,2025-12-29T17:54:59Z,1,0,partial,,3199828748933589281,2026-04-29T05:05:57Z
203-4454195-7240343,A2-T2AC-TW3L,2025-12-29T20:36:44Z,1,0,partial,,14605626549376183157,2026-04-29T05:05:57Z
203-9905469-9072362,WX-L5UA-UB1Q,2025-12-29T20:43:53Z,1,0,partial,,12860056422346527181,2026-04-29T05:05:57Z
203-7387592-1957903,A2-T2AC-TW3L,2025-12-30T03:10:03Z,1,0,partial,,8755258100677983475,2026-04-29T05:05:57Z
202-1770840-6195543,WX-L5UA-UB1Q,2025-12-30T15:22:11Z,1,0,partial,,18322530695296902881,2026-04-29T05:05:57Z
202-6491875-1714709,WX-L5UA-UB1Q,2025-12-30T18:50:00Z,1,0,partial,,10752861217379716550,2026-04-29T05:05:57Z
026-8741500-3853120,WX-L5UA-UB1Q,2025-12-31T20:39:25Z,1,0,partial,,10134528203008228977,2026-04-29T05:05:57Z
202-1712276-1581150,Z7-26PV-O9LR,2025-12-31T20:45:26Z,1,0,partial,,10245729473582705365,2026-04-29T05:05:57Z
205-6502570-7365905,EV-CHU5-XU3G,2026-01-03T13:56:46Z,1,0,partial,,11938553182638408964,2026-04-29T05:05:57Z
402-4363588-5570740,SR-6OBB-WC03,2026-01-03T15:48:29Z,1,1,ok,controlled_b008_local_reproof,7677685098433990706,2026-04-29T05:05:57Z
026-7583643-5403557,IB-U5FA-BO2Y,2026-01-06T19:49:23Z,1,1,ok,controlled_b008_local_reproof,14780619371654113094,2026-04-29T05:05:57Z
203-5627804-2806734,IB-U5FA-BO2Y,2026-01-06T22:59:43Z,1,0,partial,,18236562036208032891,2026-04-29T05:05:57Z
026-6264624-0013168,Z7-26PV-O9LR,2026-01-07T02:02:18Z,1,0,partial,,10448262846109210636,2026-04-29T05:05:57Z
202-2422856-6944300,KI-CR51-18J3,2026-01-07T17:20:56Z,1,1,ok,controlled_b008_local_reproof,13810014124574664586,2026-04-29T05:05:57Z
026-3109024-1881920,XY-UM2X-TPS3,2026-01-09T17:59:28Z,1,0,partial,,4465396215385868723,2026-04-29T05:05:57Z
203-5105143-6013166,F7-PMJ2-SG6A,2026-01-09T22:23:17Z,1,0,partial,,16898075552720127390,2026-04-29T05:05:57Z
026-9424504-4957967,3X-EXDD-TD2K,2026-01-10T11:41:08Z,1,0,partial,,11096289296953146083,2026-04-29T05:05:57Z
026-0984481-7744337,DC-K5WH-R7F5,2026-01-11T17:05:03Z,1,0,partial,,11223160261555281495,2026-04-29T05:05:57Z
205-4307144-8265131,BQ-O3OI-FTJU,2026-01-11T22:52:02Z,1,0,partial,,10796012186903848407,2026-04-29T05:05:57Z
206-1112346-5312303,R7-98IN-2PW8,2026-01-15T20:45:05Z,1,1,ok,,1152559549362784446,2026-04-29T05:05:57Z
026-3086064-2050736,TU-8I14-25ZR,2026-01-17T12:55:15Z,1,0,partial,,8943193747663126911,2026-04-29T05:05:57Z
205-4638138-7832362,R7-98IN-2PW8,2026-01-17T22:16:42Z,1,1,ok,,2748849171426043905,2026-04-29T05:05:57Z
202-1659458-9141900,R7-98IN-2PW8,2026-01-18T07:33:27Z,1,0,partial,,202570061853570998,2026-04-29T05:05:57Z
026-3170480-4840358,MW-9K5M-VKW8,2026-01-18T22:04:00Z,1,0,partial,,14429166521219533015,2026-04-29T05:05:57Z
202-0758920-0676351,SU-5LQH-2DVN,2026-01-18T23:39:07Z,1,0,partial,,16536635485276766221,2026-04-29T05:05:57Z
203-0310058-9573145,WX-L5UA-UB1Q,2026-01-18T23:41:07Z,1,0,partial,,10489005486609138699,2026-04-29T05:05:57Z
203-6192271-9399515,R7-98IN-2PW8,2026-01-19T22:14:18Z,1,1,ok,,15279146914322460935,2026-04-29T05:05:57Z
026-4835346-7151545,R7-98IN-2PW8,2026-01-20T20:07:24Z,1,0,partial,,9373786411051587644,2026-04-29T05:05:57Z
205-3906143-8973956,VF-3T0K-DR5O,2026-01-21T03:25:02Z,1,0,partial,,3123230717949972512,2026-04-29T05:05:57Z
206-1616611-7428320,DC-K5WH-R7F5,2026-01-23T20:14:03Z,1,1,ok,,440473858451983995,2026-04-29T05:05:57Z
026-1319155-1408338,6V-EEC1-2S9Z,2026-01-23T22:53:18Z,4,4,ok,,8116364298086083819,2026-04-29T05:05:57Z
205-5178082-4633930,R7-98IN-2PW8,2026-01-24T04:47:44Z,1,0,partial,,15502537259945178350,2026-04-29T05:05:57Z
202-6051112-5137968,MW-9K5M-VKW8,2026-01-24T22:42:26Z,1,0,partial,,7017679533850136462,2026-04-29T05:05:57Z
203-9558627-3085937,R7-98IN-2PW8,2026-01-24T23:09:11Z,1,1,ok,,4236981799702518571,2026-04-29T05:05:57Z
203-1763941-3872345,6V-EEC1-2S9Z,2026-01-25T20:08:58Z,1,1,ok,,13912756610590377851,2026-04-29T05:05:57Z
205-8503981-1059569,H4-86XG-NLX6,2026-01-26T16:41:49Z,1,0,partial,,2653717676894244530,2026-04-29T05:05:57Z
203-6364979-3305909,MW-9K5M-VKW8,2026-01-27T14:47:20Z,1,0,partial,,8340363614072437400,2026-04-29T05:05:57Z
206-6930748-8259541,NN-TSZ1-X2RD,2026-01-29T13:42:21Z,1,0,partial,,12291451111547098893,2026-04-29T05:05:57Z
026-9612992-1390769,EE-KTDC-KCFY,2026-02-01T15:23:24Z,1,0,partial,,14036725052131892609,2026-04-29T05:05:57Z
205-0071465-6013973,DC-K5WH-R7F5,2026-02-01T20:18:39Z,1,0,partial,,2164533351593516116,2026-04-29T05:05:57Z
206-4792723-5481947,EV-CHU5-XU3G,2026-02-01T23:05:41Z,1,0,partial,,5603240925990366071,2026-04-29T05:05:57Z
206-8373033-1621927,AX-NKNU-29C1,2026-02-02T20:21:08Z,1,0,partial,,12062948388238686834,2026-04-29T05:05:57Z
205-9601009-9285103,A2-T2AC-TW3L,2026-02-02T22:56:44Z,1,0,partial,,12887127954828929490,2026-04-29T05:05:57Z
206-5694070-6724344,6V-EEC1-2S9Z,2026-02-03T18:47:25Z,1,0,partial,,1791165214844931215,2026-04-29T05:05:57Z
026-6453536-7489123,GH-PONH-K4WQ,2026-02-04T22:39:08Z,1,0,partial,,3603548257232703257,2026-04-29T05:05:57Z
206-2543935-8829904,DC-K5WH-R7F5,2026-02-05T20:13:26Z,1,0,partial,,1031714437973647923,2026-04-29T05:05:57Z
204-8436080-4424304,R7-98IN-2PW8,2026-02-06T00:18:20Z,1,0,partial,,16190781143888532047,2026-04-29T05:05:57Z
202-4378373-3301143,R7-98IN-2PW8,2026-02-06T12:30:12Z,1,0,partial,,4814643131676059992,2026-04-29T05:05:57Z
205-9062693-1369167,WX-L5UA-UB1Q,2026-02-06T17:44:39Z,1,0,partial,,16349748980359311082,2026-04-29T05:05:57Z
204-0765803-3547516,SR-6OBB-WC03,2026-02-07T20:18:44Z,1,1,ok,controlled_b008_local_reproof,2292865076546484009,2026-04-29T05:05:57Z
203-1976837-5949103,8R-E0Y9-0LAU,2026-02-12T16:27:21Z,1,0,partial,,8568263613578029657,2026-04-29T05:05:57Z
206-0183644-2597120,T8-6UWL-I3E1,2026-02-13T20:06:20Z,1,0,partial,,1316893521626003334,2026-04-29T05:05:57Z
204-7722459-2601949,3X-EXDD-TD2K,2026-02-15T14:33:38Z,1,0,partial,,4191557609169088865,2026-04-29T05:05:57Z
204-9884594-4372326,JB-RGB6-LZOJ,2026-02-15T21:27:51Z,1,0,partial,,3788487412701282100,2026-04-29T05:05:57Z
205-4897433-1069154,JB-RGB6-LZOJ,2026-02-18T00:17:06Z,1,0,partial,,11272000096199365669,2026-04-29T05:05:57Z
404-1696451-3039560,L1-54EX-56YC,2026-02-18T18:36:17Z,1,1,ok,,282237421061877223,2026-04-29T05:05:57Z
404-7267583-2804337,L1-54EX-56YC,2026-02-19T10:03:04Z,1,0,partial,,11431521284538132492,2026-04-29T05:05:57Z
202-4117211-5809154,A2-T2AC-TW3L,2026-02-19T20:14:22Z,1,1,ok,controlled_b008_local_reproof,11963716577462291184,2026-04-29T05:05:57Z
202-6313356-0991561,L5-PF3B-WHU4,2026-02-24T15:47:31Z,1,0,partial,,1013448932795467505,2026-04-29T05:05:57Z
404-7471611-6464300,L5-PF3B-WHU4,2026-02-24T23:27:00Z,1,1,ok,,5945732109893256018,2026-04-29T05:05:57Z
206-9619840-1222758,Z7-26PV-O9LR,2026-02-26T21:38:51Z,1,1,ok,,3401909725453035202,2026-04-29T05:05:57Z
203-0675502-5159528,D0-C7C0-H6LN,2026-02-28T21:33:15Z,1,1,ok,,5243443302523239101,2026-04-29T05:05:57Z
202-4708425-6986723,7M-48OU-23X3,2026-03-02T09:55:21Z,1,1,ok,controlled_b008_local_reproof,2875492922143100990,2026-04-29T05:05:57Z
026-2858839-9347530,LR-7GM6-1RCH,2026-03-04T20:20:04Z,1,1,ok,controlled_b008_local_reproof,5404369974727362592,2026-04-29T05:05:57Z
202-9537741-9189913,LR-7GM6-1RCH,2026-03-04T20:40:39Z,1,1,ok,controlled_b008_local_reproof,14030382905038960644,2026-04-29T05:05:57Z
205-0417742-2605965,LR-7GM6-1RCH,2026-03-06T22:03:28Z,1,1,ok,,6269215006484894743,2026-04-29T05:05:57Z
204-6238041-2065907,6V-EEC1-2S9Z,2026-03-06T22:32:15Z,1,1,ok,,10291494539033929735,2026-04-29T05:05:57Z
204-1029500-3713964,R7-98IN-2PW8,2026-03-10T18:43:10Z,1,1,ok,,16346477310710855637,2026-04-29T05:05:57Z
026-3258993-7473144,R7-98IN-2PW8,2026-03-11T20:58:46Z,1,1,ok,,5466189046206838824,2026-04-29T05:05:57Z
202-9195861-4752360,Q1-00D7-5IQF,2026-03-25T19:20:06Z,1,1,ok,,36694879024371977,2026-04-29T05:05:57Z
206-3453009-5668327,XH-0LAE-FQO5,2026-03-26T19:32:16Z,1,1,ok,,10171591997551728296,2026-04-29T05:05:57Z
203-4498521-3185148,AF-KIHX-ANYY,2026-04-02T21:34:32Z,1,1,ok,,7051162935889690525,2026-04-29T05:05:57Z
203-1358798-5629918,LV-425G-BY4X,2026-04-06T00:02:46Z,1,1,ok,,11514598798904718376,2026-04-29T05:05:57Z
204-5405325-8910719,6V-EEC1-2S9Z,2026-04-10T18:31:22Z,1,1,ok,controlled_b008_local_reproof,1408717039169512419,2026-04-29T05:05:57Z
205-0806495-0993122,6V-EEC1-2S9Z,2026-04-10T20:46:41Z,1,1,ok,,4330871073711980904,2026-04-29T05:05:57Z
203-7603757-9104331,6V-EEC1-2S9Z,2026-04-15T22:29:52Z,1,1,ok,,14436310191606156404,2026-04-29T05:05:57Z
205-1818076-1994746,XH-0LAE-FQO5,2026-04-15T23:22:01Z,2,2,ok,,12692913519234530003,2026-04-29T05:05:57Z
205-0763319-7381918,SZ-UL4K-SE7W,2026-04-21T22:09:21Z,1,1,ok,,2216585387916257715,2026-04-29T05:05:57Z
205-9993513-6793952,0G-JB6S-PN34,2026-04-23T15:13:36Z,1,1,ok,,14222875774521326984,2026-04-29T05:05:57Z
204-5711633-6949960,7L-OT45-7LYB,2026-04-26T22:51:33Z,1,1,ok,,13272343867194793335,2026-04-29T05:05:57Z
