timestamp_utc,asof_date,marketplace,sku,asin,seller_id,seller_seen_flag,offer_price_gbp,offer_shipping_price_gbp,offer_landed_price_gbp,is_prime,fulfilment_channel,min_delivery_days,max_delivery_days,delivery_range_days,source,notes
2026-02-12T00:00:00Z,2026-02-12,UK,6V-EEC1-2S9Z,B06WW79DX5,A12MJ1FK852SYB,1,7.98,0.0,7.98,1,FBA,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6V-EEC1-2S9Z,B06WW79DX5,AB5OM860MS57Z,1,7.99,0.0,7.99,1,FBA,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6V-EEC1-2S9Z,B06WW79DX5,AM6QF58KGUUM9,1,8.41,0.0,8.41,0,FBM,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6V-EEC1-2S9Z,B06WW79DX5,A11RGASXV3EWM4,1,8.99,0.0,8.99,0,FBM,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6V-EEC1-2S9Z,B06WW79DX5,AM6QF58KGUUM9,1,9.17,0.0,9.17,0,FBM,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6V-EEC1-2S9Z,B06WW79DX5,A11RGASXV3EWM4,1,9.5,0.0,9.5,1,FBM,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6V-EEC1-2S9Z,B06WW79DX5,A11RGASXV3EWM4,1,9.5,0.0,9.5,0,FBM,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6V-EEC1-2S9Z,B06WW79DX5,AKQMAXFWUV730,1,9.99,0.0,9.99,0,FBM,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6V-EEC1-2S9Z,B06WW79DX5,ATUCW8T149Y55,1,10.99,0.0,10.99,0,FBM,2,3,1,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6V-EEC1-2S9Z,B06WW79DX5,A12MJ1FK852SYB,1,9.99,2.5,12.49,0,FBM,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,AX-NKNU-29C1,B08M52B4M5,AB5OM860MS57Z,1,3.99,0.0,3.99,1,FBA,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,AX-NKNU-29C1,B08M52B4M5,AUGCSEQQV3XYY,1,4.99,0.0,4.99,0,FBM,1,2,1,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,AX-NKNU-29C1,B08M52B4M5,A10NUX8SYO930S,1,5.11,0.0,5.11,0,FBM,1,2,1,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,AX-NKNU-29C1,B08M52B4M5,A2JJBX08NHT52K,1,5.35,0.0,5.35,0,FBM,1,2,1,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,AX-NKNU-29C1,B08M52B4M5,A24VQX7LPBJ2BC,1,1.99,3.99,5.98,0,FBM,9,10,1,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,A2JHK2RGHEOXUY,1,4.85,0.0,4.85,1,FBA,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,A2MSCEFUU7IF9P,1,4.85,0.0,4.85,1,FBA,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,A6LWA092O6PLA,1,4.85,0.0,4.85,1,FBA,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,A2JHK2RGHEOXUY,1,4.85,0.0,4.85,1,FBA,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,A1PDJFYGLPZ86M,1,4.88,0.0,4.88,1,FBA,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,A21NMD767VKPKA,1,4.89,0.0,4.89,1,FBA,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,A1EGWKJ2C3AMWH,1,5.05,0.0,5.05,1,FBA,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,A2YMCJJAZ04D29,1,5.05,0.0,5.05,1,FBA,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,A2E1OBJJDHI305,1,5.14,0.0,5.14,0,FBM,1,1,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,A328TDCKZBQUHR,1,5.15,0.0,5.15,1,FBA,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,A31WWR0DZ1UNBI,1,5.24,0.0,5.24,1,FBA,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,A3P5ROKL5A1OLE,1,5.29,0.0,5.29,1,FBM,10,20,10,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,A3P5ROKL5A1OLE,1,5.29,0.0,5.29,1,FBA,0,0,0,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,AB5OM860MS57Z,1,5.35,0.0,5.35,1,FBA,0,0,0,SPAPI,
