timestamp_utc,asof_date,marketplace,sku,asin,inbound_working,inbound_shipped,inbound_receiving,inbound_total,source,notes
2026-02-07T00:00:00Z,2026-02-07,UK,H6-E7MP-EBPD,B00000IU72,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,HL-03ZR-QPHH,B09M3PFZC8,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,HO-LSOY-8R05,B0BVZZDW1W,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,HS-R5IP-7E1C,B00LXM3PGK,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,IJ-V0PQ-4CZ4,B09NQCV872,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,JB-RGB6-LZOJ,B0001P0DLU,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,L1-54EX-56YC,B09445GL1C,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,L5-PF3B-WHU4,B09LDDFK4R,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,LP-QMNJ-J49G,B0CL5DHG37,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,LR-7GM6-1RCH,B08MQB42B3,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,NN-TSZ1-X2RD,B093FQYQJH,0,0,1,1,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,OV-LVEL-DQL6,B08W25WKTN,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,PE-G94Y-4PYO,B011SEA38A,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,R4-0AXZ-ZZ9D,B0844ZRHS9,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,R7-98IN-2PW8,B08CHKHTWX,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,RI-VSUS-0YTD,B08MVGD2ND,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,RW-AZK6-O4M2,B00F4LA0K0,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,RZ-6ZL9-CZ7J,B075XT2J8X,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,SU-5LQH-2DVN,B07SLLYRSP,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,T8-6UWL-I3E1,B001OXH0X2,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,TJ-6LOP-OPEU,B08P63MSS9,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,TK-E7QE-T40G,B000FPU2SK,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,UR-Q7TM-1F3I,B072YZPBJ3,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,US-AK96-YFSB,B002DPGTF0,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,VF-3T0K-DR5O,B08KFFY86W,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,VO-A6AR-18YS,B09NQDQ8X7,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,VU-8KRA-QP5M,B0BNLWBLMV,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,W3-8FN7-FSP0,B004J71OSC,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,WE-1Z7L-SA2I,B08MVG9QZW,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,WX-L5UA-UB1Q,B007R2ICTK,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,X7-MY4W-H2I4,B00S9IXBVU,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,XE-27ZG-EZPZ,B0001IWX7E,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,XE-YPAI-HX9F,B086ZD7MG6,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,XH-0LAE-FQO5,B00AOES9GE,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,XY-UM2X-TPS3,B003VTZAM0,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,YC-3L3M-BV48,B0CTD6Q6KY,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,YO-EKK2-FRCC,B00BWU7MNU,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,Z7-26PV-O9LR,B07J9JGZZV,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,ZT-QPY3-P24I,B0D3JBBGSB,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,1W-8WI9-7AUU,B0BLQRDTLL,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,2L-M26G-560I,B075WYWJ5L,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,2U-4KLP-68HB,B07NGGSR3D,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,2X-8XI7-C9T5,B07L6H9GZ2,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,3B-3H3V-Z93T,B0CP69JJGG,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,3C-5W5L-CT0T,B0BZQCZYN7,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,3E-62Y1-WPYU,B0DN6KL887,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,3E-KHO2-YIAU,B012DV4306,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,3N-WGU4-MT5X,B00SWSU5BG,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,3Q-8PJ1-BLBC,B0BBWH7DBT,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,3Q-JVVB-BIT7,0786964502,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,3T-6QPR-E2MV,B06XGSJS7N,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,3Z-03PB-Q1A8,B09NQ9ZHDQ,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,3Z-45IC-N1H4,B07QPB3T1J,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,49-4UKW-G81R,B00WI8O0RG,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,4B-HMJG-PHW4,B00D1V5E5G,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,4D-BI2L-5PZ8,B000Q351JG,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,4F-HT42-FD26,B010E25DI2,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,4F-I024-EY2R,B012AO02EM,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,4J-IY7T-6LBS,9188805557,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,4U-9ZL6-9G0Y,B07C8QSSR2,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,4U-XT39-AMUJ,B07RRQX71T,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,4V-19KJ-15J4,B00D2O8936,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,51-79LN-GGLK,B09HHLMG1V,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,52-BC73-O7B2,B0C7HGQRY6,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,5H-EJ59-AZPA,B004ZMXOMA,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,5M-QO6K-LNH0,B00ANP09LM,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,5Q-LUQ1-L14K,B09MWLJFFX,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,6E-U01F-GUCT,B0CSVLW6QL,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,6L-SDA9-P13J,B00605WJ9O,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,6P-IWYA-X18B,B07B8RJDXT,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,6Z-8POQ-K5XH,B00ANOXX9I,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,714776,B001KYTW0O,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,77-GYTL-JFN4,B00009OY9U,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,79-CPJ6-DSG6,9189143051,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,7C-7V6B-QQZL,B003M36498,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,7H-7G2P-ONWJ,B081Q9CFGC,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,7I-1717-OHRW,B0CJMRL1WT,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,7L-OT45-7LYB,B01NBDFDBC,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,81-3DY5-BFOR,B07W45L22P,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,86-0EBH-JQX6,B0D59LGPWS,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,86-1VHQ-ABNK,B08WPCW7TH,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,88-PT9Z-DP6C,B081SWQNFS,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,8D-Y151-NFFF,B0031DCJWU,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,8L-INBX-OUTU,B016Y8SWZQ,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,8R-E0Y9-0LAU,B0BBHBX72C,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,8S-MI05-1R1X,B09NQ9ZHDQ,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,8T-HE78-3AQ3,B07772WMSM,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,8W-I703-VOFQ,B074H6M7TW,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,90-0G83-3P0X,B0054RRCQY,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,91-PZCP-NNGD,B0198KU5PW,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,93-TB6X-UKTU,B078K3B7R6,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,94-7TOA-9ZBH,B07QNL4BNM,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,94-X6R7-SCOW,B0B6GD6QF8,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,98-MF34-BSCF,B079MFZL6K,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,9D-PMDG-ALP4,B005BFZAK4,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,9X-7TBD-NA16,B01N49MD2S,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,A7-868U-HTPI,B003DZUDYC,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,A9-2Y9G-M2K7,B00KB225MS,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,AI-IG9I-YB5A,B081QV8W38,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,AK-OB6V-HIYD,B00IUKPVYM,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,B1-4B2R-MBRP,B0C4RR58SF,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,B7-JEPF-6CU7,B00GI299M4,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,BB-ZT14-1QQA,B086MBW9R9,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,BD-TLOK-BCEE,B0D3JCG3YJ,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,BM-1O5E-RW8I,B07BC5K5W5,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,BQ-O3OI-FTJU,B01CKK8CU2,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,CA-JM6T-ZXP6,B0CMY2G83J,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,CH-RLZA-2OYU,B01M6BSYME,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,CX-1R85-163Z,B0CVHD7892,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,CY-5VNG-I5M8,B07Y354HMP,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,D1-LSS7-93U8,B003SYNGE2,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,D3-QTSY-BCV5,B09P24SGN5,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,D7-MGBX-RX2P,B001Q77TI2,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,D8-VDSF-LENN,B00P82UZ6Y,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,DD-94AN-QL9L,B00VQTO21M,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,DO-QDI1-K7R9,B0BBH71LQN,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,DT-SPI3-IK34,B00BA4IOTY,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,DV-USYD-8WR2,B0D3JD4FFD,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,DX-1NE9-39YS,B08MT6CW12,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,E4-HG4R-5022,B07TGKYLLT,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,EA-FZ2V-D7II,B00D1V5NWK,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,EE-KTDC-KCFY,B08FSDMVNP,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,F7-PMJ2-SG6A,B07RZBBG14,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,FA-LRV6-YRFW,B00BUY54DI,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,FBA15K3QTGNT_unexpected_item_01,B07RRQX71T,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,FD-R7YW-X0GH,B09NQC79GF,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,FH-DOIH-J7JE,B01MUA5DU5,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,FM-7COC-V8U2,B078SZDV17,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,FZ-YQYO-ICX5,B0BTTHVGD3,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,G8-L8EI-INMK,B0054SB72I,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,G9-GAEI-FQI3,B0001IWI10,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,GD-B8SW-1PCP,B0D2Y4NPKZ,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,GH-PONH-K4WQ,B08L3FB3G2,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,GH-XAAE-HRU7,B072K2PG11,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,GW-1ECO-QZA7,B00N5SLQ7A,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,H0-BYHY-BTUT,B08WX4Y25G,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,H4-86XG-NLX6,B0CVNMZHZ6,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,H8-MI8Q-WG5C,B092K24B2Q,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,HJ-DHEU-9WG8,B0DHDCRX76,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,HL-B4VJ-L8FP,B0813VNJF8,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,I2-6YKQ-CIBP,B007YX9O9E,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,I5-DDJZ-N4EF,B07QLML4ZG,0,0,0,0,SPAPI,
2026-02-07T00:00:00Z,2026-02-07,UK,IB-PMXX-S0AE,B002BWSZS4,0,0,0,0,SPAPI,
