asin,status,item_name,brand_name,product_type,main_image,upc,ean,gtin,parent_asin,color,size,manufacturer,part_number,model_number,package_weight_value,package_weight_unit,package_length,package_width,package_height,package_dimension_unit,item_length,item_width,item_height,item_dimension_unit,bullet_points,keywords,error
9189143051,200,Free League FLF-ALE014 ALIEN RPG Destroyer of Worlds Game,,GAMES,https://m.media-amazon.com/images/I/61qpeYKd65L.jpg,,9789189143050,09789189143050,,Multicolor,Standard,Free League Publishing,,,,,,,,,,,,,,,
B081Q9CFGC,200,OceanSaver Anti-Bac Cleaning EcoDrop | Anti-Bacterial Multipurpose Cleaning Spray | Ocean Mist | Eco Friendly Cleaning (1 Pack),,CLEANING_AGENT,https://m.media-amazon.com/images/I/61zecJlVl-L.jpg,,5060727260069,,,,1 count (Pack of 1),OceanSaver,,,,,,,,,,,,,,,
B01NBDFDBC,200,"Yale YES-CYLPULL-CH Essentials Rim Cylinder Door Pull, Great for External Doors, for Easy Door Closing, Chrome Finish",,HARDWARE_HANDLE,https://m.media-amazon.com/images/I/41JBynoU9AL.jpg,,5011802251854,05011802251854,,Chrome,,Yale,,,,,,,,,,,,,,,
B004GFPFBO,200,Funko POP! Movies : Freddy Krueger - Nightmare on Elm Street - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors,,FIGURINE,https://m.media-amazon.com/images/I/71R1ToiJaoS.jpg,713807532123,0713807532123,00830395022918,,Multicolor,One Size,Funko,,,,,,,,,,,,,,,
B07W45L22P,200,Funko POP! Star Wars: the Mandalorian - Big Tom - Heavy Infantry Mandalorian - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - TV Fans,,FIGURINE,https://m.media-amazon.com/images/I/71nNTiFyJAL.jpg,889698455404,0889698455404,00889698455404,,Multicolor,,Funko,,,,,,,,,,,,,,,
B08WPCW7TH,200,"Moo Free White Chocolate Bars - Dairy Free, Gluten Free & Vegan (20g)",,CHOCOLATE_CANDY,https://m.media-amazon.com/images/I/61J4r97FIFL.jpg,,5060235830945,05060235830945,,Blue,1 count,Moo Free,,,,,,,,,,,,,,,
B00D1V5FPU,200,"Bosch 2608831003 ""SDS Plus-3"" Hammer Drill Bit, 0 V, Grey, 5 x 100 x 160 mm",,DRILL_BITS,https://m.media-amazon.com/images/I/31A8pqqVwrL.jpg,,6949509209344,06949509209344,,Grey,5 x 100 x 160 mm,Bosch,,,,,,,,,,,,,,,
B0B2RBG672,200,"Salt of the Earth - Natural Deodorant Roll on Refill - x7 Uses - Amber & Sandalwood - 100% Natural Origin Ingredients - Vegan - Suitable for Men, Women & Children - 525ml",,BODY_DEODORANT,https://m.media-amazon.com/images/I/41IA0HhuYFL.jpg,,5025452001875,05025452001875,,WHITE,525 ml (Pack of 1),Crystal Spring,,,,,,,,,,,,,,,
B0BBHBX72C,200,"OtterBox Defender Case for iPad 10th gen 2022, iPad 11th gen 2025 (A16), Shockproof, Rugged Protective Case with built in Screen Protector, 2x Tested to Military Standard, Black, No Retail Packaging",,PORTABLE_ELECTRONIC_DEVICE_COVER,https://m.media-amazon.com/images/I/312jd7aajNL.jpg,840262399692,0840262399692,00840262399692,,Black,Defender Series,Otterbox,,,,,,,,,,,,,,,
B00BEUFYE2,200,"Tala Adjustable Cake Leveller, Stainless Steel Wire Cutter for Even Cake Layers, Multi-Height Settings for Cakes up to 25cm Wide, Perfect for Leveling & Decorating Sponges",,KITCHEN_KNIFE,https://m.media-amazon.com/images/I/71Wd99xaORL.jpg,,5012904097449,05012904097449,,Pink,Up to 30cm,Dayes,,,,,,,,,,,,,,,
B07BC1CMDK,200,"Amtech V4075 P240 Hook and Loop Orbital Sanding Sheets, 10 Piece Set, 115mm Diameter Sanding Paper",,ABRASIVE_SHEETS,https://m.media-amazon.com/images/I/A1dQ64V7FjL.jpg,,5032759048571,05032759048571,,Red,115mm,DK Tools,,,,,,,,,,,,,,,
B006PFN3BW,200,Everbuild Industrial Grade Superglue GP 50 g Pack of 3,,BONDING_ADHESIVES,https://m.media-amazon.com/images/I/41y5LjKd7aL.jpg,610708898375,0610708898375,,,Clear,,Everbuild,,,,,,,,,,,,,,,
B0001P15T4,200,"Vitrex 10 2280 Grout Finisher, Blue",,SEALANT,https://m.media-amazon.com/images/I/61Gf0NeeSPL.jpg,,5011204022809,,,Blue,,Vitrex,,,,,,,,,,,,,,,
B08M52B4M5,200,Moo Free Dairy Free Chocolate Buttons (25g),,CHOCOLATE_CANDY,https://m.media-amazon.com/images/I/71w1kAnRz+L.jpg,,5060235831003,,,Milk,25 g (Pack of 1),Moo Free,,,,,,,,,,,,,,,
B086MBW9R9,200,"The Army Painter Lowland Shrubs, 77 Self Adhesive Static Grass Tufts in 3 Sizes, for Model Bases, Terrain Scenics, Miniature Bases and Diorama Base, Green Grass Tufts for Gaming Bases",,ART_SUPPLIES,https://m.media-amazon.com/images/I/61KaZlO4c9L.jpg,,5713799423206,,,Multicoloured,,The Army Painter,,,,,,,,,,,,,,,
B0897VHKW6,200,Hilltop Maple Syrup - Very Dark Late Harvest - Squeezy Bottle - 230g,,SYRUP,https://m.media-amazon.com/images/I/61lWpmxhgIL.jpg,,5060298572752,05060298572752,,,230 g (Pack of 1),Hilltop Honey,,,,,,,,,,,,,,,
B01CKK8CU2,200,5 Ultra Pro 130pt Magnetic One Touch Card Holders (5 Total) 81721 - Fits Cards Up to 130 Point in Thickness,,CARD_DOCUMENT_SLEEVE,https://m.media-amazon.com/images/I/51NCisDDbIL.jpg,074427817213,0074427817213,,,Clear,One Size,Ultra Pro,,,,,,,,,,,,,,,
B0CG234KW1,200,Snackles Small Sized 14 cm by ZURU Cuddly Squishy Comfort Plush with License Snack Brand Accessory (Random Assortment),,TOY_FIGURE,https://m.media-amazon.com/images/I/81qhs67srjL.jpg,193052060655,0193052060655,00193052060655,,Series 1 Wave 2,Small (14 cm),ZURU,,,,,,,,,,,,,,,
B0012B80HG,200,"Kitchen Devils S8602003 Lifestyle Kitchen Knife, Black, 30x8.5x2 cm",,KITCHEN_KNIFE,https://m.media-amazon.com/images/I/412V6V3BO5L.jpg,,5010624437224,05010624437224,,Black,1 cm,Kitchen Devils,,,,,,,,,,,,,,,
B07F1MFWV1,200,"Skinny Food Co Salted Caramel Zero Calorie Syrup 425ml - Sugar Free Salted Caramel Syrup For Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Caramel Syrup - Salted Caramel Syrup",,SYRUP,https://m.media-amazon.com/images/I/71TPjMVes1L.jpg,680243951699,0680243951699,,,White,425 ml (Pack of 1),The Skinny Food Co,,,,,,,,,,,,,,,
B0052VXJGO,200,"Fackelmann OPAL Skimmer, Straining Spoon, Frying Strainer, Fine Mesh, Medium Spider Ladle Stainless Steel, 37.5x12x5.5cm, Silver",,SPOON,https://m.media-amazon.com/images/I/51519TUOuxL.jpg,,4008033406741,04008033406741,,Silver,37.5x12x5.5cm,Fackelmann GmbH + Co. KG,,,,,,,,,,,,,,,
B001Q77TI2,200,"Ultra Pro 81181 3"" x 4"" Clear Thick 55PT Toploaders (25ct)",,CARD_DOCUMENT_SLEEVE,https://m.media-amazon.com/images/I/41EqYc59lnL.jpg,074427811815,0074427811815,00074427811815,,Clear,81181,Ultra Pro,,,,,,,,,,,,,,,
B001ET78RY,200,Avalon Organics Rosemary Volumizing Conditioner 325ml Pack of 3,,CONDITIONER,https://m.media-amazon.com/images/I/71P0sKuhUKL.jpg,,,10654749351601,,,325 ml (Pack of 3),Kinetic Enterprises Ltd,,,,,,,,,,,,,,,
B0073FT7FY,200,TEPE INTERDENTAL Travel CASE,,TOOTHBRUSH,https://m.media-amazon.com/images/I/713x3IdBnyL.jpg,,7317400004457,07317400010090,,Colour Cannot Be Selected,1 count (Pack of 1),Tepe,,,,,,,,,,,,,,,
B07QQDMJ6M,200,The Army Painter | Hobby: Super Glue,,BONDING_ADHESIVES,https://m.media-amazon.com/images/I/41q1bQa3UxL.jpg,,5713799201408,05713799201408,,White,,The Army Painter,,,,,,,,,,,,,,,
B07RZBBG14,200,"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear",,CARD_DOCUMENT_SLEEVE,https://m.media-amazon.com/images/I/61Bg00ah3-L.jpg,,5706569132019,05706569132019,,Cream,Standard Card Size,Dragon Shield,,,,,,,,,,,,,,,
B005F5TRBI,200,"Croydex White Button Shower Curtain Rings 12pk, 75g, 34F",,CURTAIN_FASTENER,https://m.media-amazon.com/images/I/31P6owy3K7L.jpg,,5012044060198,05012044060198,,White,75g,Croydex,,,,,,,,,,,,,,,
B08L3FB3G2,200,Ultimate Guard Katana Sleeves Japanese Size Black (60),,CARD_DOCUMENT_SLEEVE,https://m.media-amazon.com/images/I/81b3cVchhbL.jpg,,4056133014885,,,Black,Japanese,Ultimate Guard,,,,,,,,,,,,,,,
B0009JJZ8A,200,"Fackelmann Sieve 15cm⌀, Strainer, Fine Mesh, Stainless Steel, 15x20x32.5cm, Silver",,FOOD_STRAINER,https://m.media-amazon.com/images/I/61+NWXEsooL.jpg,,4008033424400,04008033424400,,Silver,15cm,Fackelmann,,,,,,,,,,,,,,,
B09M3PQRBG,200,Curaprox Kids Toothpaste – Ages 2+ | Strawberry Flavour | Protects Milk Teeth with 950 ppm Fluoride | Gentle Formula | 60 ml | Made in Switzerland,,TOOTH_CLEANING_AGENT,https://m.media-amazon.com/images/I/61RjmLUJeYL.jpg,,7612412429473,07612412429473,,Clear,60 ml (Pack of 1),Curaden,,,,,,,,,,,,,,,
B00000IU72,200,"BRIO 33344 Mechanical Switches Wooden Train Track for Kids Age 3 Years Up - Compatible with all BRIO Railway Sets & Accessories, Multicoloured",,TOY_MODEL_VEHICLE_TRACK,https://m.media-amazon.com/images/I/71J9qCmIGjL.jpg,,7312350333442,07312350333442,,Multicoloured,Brio 33344,BRIO,,,,,,,,,,,,,,,
B09M3PFZC8,200,Curaprox Kids Toothpaste – Fluoride-Free for Toddlers | Strawberry Flavour | Gentle Protection from First Tooth | 60ml | Made in Switzerland,,TOOTH_CLEANING_AGENT,https://m.media-amazon.com/images/I/5165wja5WrL.jpg,,7612412429466,07612412429466,,Clear,60 ml (Pack of 1),Curaden,,,,,,,,,,,,,,,
B00LXM3PGK,200,SupaDec Sugar Soap 500ml,,SKIN_CLEANING_AGENT,https://m.media-amazon.com/images/I/51hRuV83wwL.jpg,,5017193008565,,,,500 ml (Pack of 1),Supadec,,,,,,,,,,,,,,,
B007YX9O9E,200,"SanDisk Cruzer Glide 32 GB USB Flash Drive USB 2.0 , Black & Red",,FLASH_DRIVE,https://m.media-amazon.com/images/I/41bb6wrza-L.jpg,619659075576,0619659075576,,,Black & Red,32 GB,SanDisk,,,,,,,,,,,,,,,
B09NQCV872,200,"The Army Painter Speedpaint Sand Golem 2.0, Single Acrylic Paint 18ml One-coat Painting Soloution For Fantasy Tabletop Miniatures Like Warhammer 40k and Dungeons And Dragons Figures",,PAINT,https://m.media-amazon.com/images/I/41gU9SaKVhL.jpg,,5713799202085,05713799202085,,Sand Golem,18ml,The Army Painter,,,,,,,,,,,,,,,
B0001P0DLU,200,Loctite 319 Rear View Mirror Bonder 0.5ml,,BONDING_ADHESIVES,https://m.media-amazon.com/images/I/51FQNDSqzNL.jpg,,5010266168227,05010266168227,,Clear,1 - Pack,Henkel,,,,,,,,,,,,,,,
B07H2WXMDJ,200,"Skinny Food Co Sugar Free Maple Syrup 425ml - Zero Calorie Syrup For Breakfast, Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Maple Syrup - Sugar Free Maple Syrup UK",,SYRUP,https://m.media-amazon.com/images/I/51wYyQ03wBL.jpg,680243951729,0680243951729,,,Colored,425 ml (Pack of 1),The Skinny Food Co,,,0.458,kilograms,"{'unit': 'centimeters', 'value': 5.207}","{'unit': 'centimeters', 'value': 8.509}","{'unit': 'centimeters', 'value': 16.1036}",,"{'unit': 'centimeters', 'value': 8.0}","{'unit': 'centimeters', 'value': 8.0}","{'unit': 'centimeters', 'value': 15.0}",,,,
B09NQD4S5N,200,"The Army Painter Speedpaint Zealot Yellow 2.0, Single Acrylic Paint 18ml One-coat Painting Soloution For Fantasy Tabletop Miniatures Like Warhammer 40k and Dungeons And Dragons Figures",,PAINT,https://m.media-amazon.com/images/I/41XkVK1CFaL.jpg,,5713799201385,05713799201385,,Yellow,1 ml (1er Pack),The Army Painter,,,0.018,kilograms,"{'unit': 'centimeters', 'value': 2.6924}","{'unit': 'centimeters', 'value': 6.5024}","{'unit': 'centimeters', 'value': 7.3914}",,"{'unit': 'millimeters', 'value': 75.0}","{'unit': 'millimeters', 'value': 78.0}","{'unit': 'millimeters', 'value': 50.0}",,,,
B002KFZKZ8,200,"Zyliss E46145 Strongboy 2 Jar Opener, Plastic/Metal, White, Adjustable Grip to Open Opens Jar/Bottle Lids/Caps",,CAN_OPENER,https://m.media-amazon.com/images/I/71Yo37WqIVL.jpg,,5011268893742,05011268911323,,White,29.5cm/11.5in,DkbHouseholdUkLtd,,,0.16,kilograms,"{'unit': 'centimeters', 'value': 3.9}","{'unit': 'centimeters', 'value': 8.9}","{'unit': 'centimeters', 'value': 29.5}",,"{'unit': 'centimeters', 'value': 29.5}","{'unit': 'centimeters', 'value': 10.0}","{'unit': 'centimeters', 'value': 4.0}",,,,
B0DN6KL887,200,ECO CHIC Lightweight Foldable Reusable Shopping Bag Water Resistant Tote Bag (Cosy Camping Blue),,TOTE_BAG,https://m.media-amazon.com/images/I/41Vd5riBadL.jpg,,5061017932987,,,Cosy Camping Blue,One Size,ECO CHIC,,,0.05,kilograms,"{'unit': 'centimeters', 'value': 2.5}","{'unit': 'centimeters', 'value': 10.6}","{'unit': 'centimeters', 'value': 11.5}",,"{'unit': 'inches', 'value': 15.0}","{'unit': 'inches', 'value': 3.9}","{'unit': 'inches', 'value': 22.0}",,,,
B06XGSJS7N,200,"Ultimate Guard UGD010696 Boulder Deck Case, 100 Plus, standard size, malachite",,STORAGE_BOX,https://m.media-amazon.com/images/I/31BYfSYjDqL.jpg,,4056133006194,04056133006194,,Malachite,100+,Ultimate Guard,,,0.15,kilograms,"{'unit': 'centimeters', 'value': 7.8}","{'unit': 'centimeters', 'value': 7.9}","{'unit': 'centimeters', 'value': 10.6}",,"{'unit': 'inches', 'value': 3.87795485}","{'unit': 'inches', 'value': 2.9921276}","{'unit': 'inches', 'value': 2.9527575}",,,,
B00WI8O0RG,200,100 Ultra Pro Card Protector Sleeves: Pro-Matte - 66 x 91 mm,,CARD_DOCUMENT_SLEEVE,https://m.media-amazon.com/images/I/319eOzz5LFL.jpg,074427845155,0074427845155,00074427845155,,Black / Black,100ct,Ultra Pro,,,0.11,kilograms,"{'unit': 'centimeters', 'value': 1.5}","{'unit': 'centimeters', 'value': 11.6}","{'unit': 'centimeters', 'value': 18.2}",,"{'unit': 'centimeters', 'value': 9.1}","{'unit': 'centimeters', 'value': 6.6}","{'unit': 'inches', 'value': 0.1}",,,,
B000Q351JG,200,Jojoba Blending Oil,,BODY_LUBRICANT,https://m.media-amazon.com/images/I/31QYgcuMFFL.jpg,,5017402006801,05017402006801,,Jojoba,100 ml (Pack of 1),First Natural Brands Ltd,,,0.1,kilograms,"{'unit': 'centimeters', 'value': 3.6}","{'unit': 'centimeters', 'value': 3.9}","{'unit': 'centimeters', 'value': 11.2}",,"{'unit': 'inches', 'value': 1.6}","{'unit': 'inches', 'value': 1.6}","{'unit': 'inches', 'value': 4.6}",,,,
B010E25DI2,200,100 Ultra Pro Card Protector Sleeves: Pro-Matte - 66 x 91 mm,,CARD_DOCUMENT_SLEEVE,https://m.media-amazon.com/images/I/31NMQGpbeqL.jpg,074427845179,0074427845179,00074427845179,,Green,,Ultra Pro,,,0.11,kilograms,"{'unit': 'centimeters', 'value': 3.8}","{'unit': 'centimeters', 'value': 10.9}","{'unit': 'centimeters', 'value': 17.7}",,"{'unit': 'centimeters', 'value': 30.0}","{'unit': 'centimeters', 'value': 6.6}","{'unit': 'centimeters', 'value': 9.1}",,,,
B0C9LJNJWZ,200,"LEXIBOOK, Barbie, Educational and Bilingual Laptop in English/French, Toy for children with 124 activities to learn, play games and music, Pink, JC598BBi1",,ELECTRONIC_LEARNING_TOY,https://m.media-amazon.com/images/I/51x6FZOj2jL.jpg,,3380743096117,,,Pink,M,Lexibook,,,0.82,kilograms,"{'unit': 'centimeters', 'value': 12.3}","{'unit': 'centimeters', 'value': 32.4}","{'unit': 'centimeters', 'value': 35.29}",,"{'unit': 'centimeters', 'value': 24.0}","{'unit': 'centimeters', 'value': 18.0}","{'unit': 'centimeters', 'value': 3.6}",,,,
B00ANP09LM,200,"Easycook NS613R Easy Cook Polly Carbonate Non-Staining Microwave Sauce Pan and Lid, Red",,COOKING_POT,https://m.media-amazon.com/images/I/41lNnF6kEUL.jpg,,5060064096130,05060064096130,,Red,0.5 Litres,Pendeford,,,0.27,kilograms,"{'unit': 'centimeters', 'value': 11.6}","{'unit': 'centimeters', 'value': 23.5}","{'unit': 'centimeters', 'value': 30.4}",,"{'unit': 'inches', 'value': 10.24}","{'unit': 'inches', 'value': 6.3}","{'unit': 'inches', 'value': 4.8}",,,,
B08MW8XMNQ,200,Piksters Eco Charcoal 30 Floss Picks - Pack of 1,,DENTAL_FLOSS,https://m.media-amazon.com/images/I/41q4qL5uAXL.jpg,,9336628005563,,,,30 count (Pack of 1),DHB,,,0.042,kilograms,"{'unit': 'centimeters', 'value': 1.9}","{'unit': 'centimeters', 'value': 6.6}","{'unit': 'centimeters', 'value': 9.6}",,"{'unit': 'centimeters', 'value': 1.9}","{'unit': 'centimeters', 'value': 6.6}","{'unit': 'centimeters', 'value': 9.7}",,,,
B000PSB13C,200,Marshalltown The Premier Line GB692 12-Inch by 24-Inch Vinyl Grout Bag with Metal Tip,,SEALANT,https://m.media-amazon.com/images/I/613r9ejsR-L.jpg,035965078184,0035965078184,00035965078184,,Multi,One Size,Marshalltown The Premier Line,,,0.1595,kilograms,"{'unit': 'centimeters', 'value': 3.6}","{'unit': 'centimeters', 'value': 16.2}","{'unit': 'centimeters', 'value': 32.6}",,"{'unit': 'millimeters', 'value': 595.0}","{'unit': 'millimeters', 'value': 337.0}","{'unit': 'millimeters', 'value': 29.0}",,,,
B06WW79DX5,200,3 X Everbuild CYN20 20g General Purpose Industrial Superglue,,BONDING_ADHESIVES,https://m.media-amazon.com/images/I/41Q9JXTKDWL.jpg,,5039164200648,,,Clear,20g,Everbuild,,,0.09,kilograms,"{'unit': 'centimeters', 'value': 3.5}","{'unit': 'centimeters', 'value': 12.6}","{'unit': 'centimeters', 'value': 14.2}",,"{'unit': 'inches', 'value': 1.18}","{'unit': 'inches', 'value': 1.18}","{'unit': 'inches', 'value': 3.54}",,,,
B002BX8ZFG,200,"Fackelmann OPAL Pizza Wheel, Pizza Cutter & Slicer, Super Sharp Blade, Stainless Steel, 18.5x5x1.2cm, Silver",,WHEEL_CUTTER,https://m.media-amazon.com/images/I/31ealfN1czL.jpg,,4008033404372,04008033404372,,Silver,18.5x5 x1.2cm,Fackelmann,,,0.28,kilograms,"{'unit': 'centimeters', 'value': 1.7}","{'unit': 'centimeters', 'value': 23.6}","{'unit': 'centimeters', 'value': 31.9}",,"{'unit': 'inches', 'value': 7.3}","{'unit': 'inches', 'value': 0.49}","{'unit': 'inches', 'value': 1.96}",,,,
9189143051,200,Free League FLF-ALE014 ALIEN RPG Destroyer of Worlds Game,,GAMES,https://m.media-amazon.com/images/I/41y8UWp6A0L.jpg,,9789189143050,09789189143050,,Multicolor,Standard,Free League Publishing,,,0.948,kilograms,"{'unit': 'centimeters', 'value': 2.794}","{'unit': 'centimeters', 'value': 23.1902}","{'unit': 'centimeters', 'value': 28.9052}",,"{'unit': 'inches', 'value': 8.5}","{'unit': 'inches', 'value': 11.0}","{'unit': 'inches', 'value': 0.5}",,,,
B081Q9CFGC,200,OceanSaver Anti-Bac Cleaning EcoDrop | Anti-Bacterial Multipurpose Cleaning Spray | Ocean Mist | Eco Friendly Cleaning (1 Pack),,CLEANING_AGENT,https://m.media-amazon.com/images/I/41stG1i9RYL.jpg,,5060727260069,,,,1 count (Pack of 1),OceanSaver,,,0.02,kilograms,"{'unit': 'centimeters', 'value': 2.3}","{'unit': 'centimeters', 'value': 4.1}","{'unit': 'centimeters', 'value': 11.1}",,,,,,,,
B01NBDFDBC,200,"Yale YES-CYLPULL-CH Essentials Rim Cylinder Door Pull, Great for External Doors, for Easy Door Closing, Chrome Finish",,HARDWARE_HANDLE,https://m.media-amazon.com/images/I/31RbkOTmIbL.jpg,,5011802251854,05011802251854,,Chrome,,Yale,,,0.08,kilograms,"{'unit': 'centimeters', 'value': 1.2}","{'unit': 'centimeters', 'value': 9.8}","{'unit': 'centimeters', 'value': 14.4}",,"{'unit': 'centimeters', 'value': 7.3}","{'unit': 'centimeters', 'value': 3.8}","{'unit': 'centimeters', 'value': 0.6}",,,,
B004GFPFBO,200,Funko POP! Movies : Freddy Krueger - Nightmare on Elm Street - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors,,FIGURINE,https://m.media-amazon.com/images/I/41UlqoPxt2S.jpg,713807532123,0713807532123,00830395022918,,Multicolor,One Size,Funko,,,0.16,kilograms,"{'unit': 'centimeters', 'value': 9.0}","{'unit': 'centimeters', 'value': 11.5}","{'unit': 'centimeters', 'value': 16.5}",,"{'unit': 'inches', 'value': 2.0}","{'unit': 'inches', 'value': 2.5}","{'unit': 'inches', 'value': 3.75}",,,,
B07W45L22P,200,Funko POP! Star Wars: the Mandalorian - Big Tom - Heavy Infantry Mandalorian - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - TV Fans,,FIGURINE,https://m.media-amazon.com/images/I/41sCBldvtgL.jpg,889698455404,0889698455404,00889698455404,,Multicolor,,Funko,,,0.168,kilograms,"{'unit': 'centimeters', 'value': 8.9916}","{'unit': 'centimeters', 'value': 11.9126}","{'unit': 'centimeters', 'value': 16.1036}",,"{'unit': 'inches', 'value': 2.5}","{'unit': 'inches', 'value': 2.5}","{'unit': 'inches', 'value': 3.75}",,,,
B08WPCW7TH,200,"Moo Free White Chocolate Bars - Dairy Free, Gluten Free & Vegan (20g)",,CHOCOLATE_CANDY,https://m.media-amazon.com/images/I/41qQZUCIQNL.jpg,,5060235830945,05060235830945,,Blue,1 count,Moo Free,,,20.0,grams,"{'unit': 'centimeters', 'value': 0.5}","{'unit': 'centimeters', 'value': 4.0}","{'unit': 'centimeters', 'value': 14.0}",,"{'unit': 'centimeters', 'value': 0.0}","{'unit': 'centimeters', 'value': 0.0}","{'unit': 'centimeters', 'value': 0.0}",,,,
