asof_utc,seller_sku,asin,cpt_status,cpt_gbp,our_live_price_gbp,last_sold_price_gbp,price_reference_gbp,price_reference_source,delta_cpt_minus_reference_gbp,group_ab,cpt_error_summary
2026-02-14T10:24:15Z,N9-IOWG-NGD9,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,BF-KVJ0-RUA9,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,12-749B-9EB5,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,WT-LPJW-NOXR,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,BF-EX14-XMNB,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,WB-6YBC-16X8,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,5B-DQES-2T3E,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,BJ-1TEF-1BUZ,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,2S-T29M-BDIZ,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,DY-51D1-CSIX,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,09-CZ59-Q6OR,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,B2-5FFM-153A,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,XI-DUS3-PXC9,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,0T-LQK2-KFCY,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,OL-F41R-EZEF,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,NC-MA70-7OJ9,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,T7-NZWY-R44R,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,I2-OJSR-TKZ6,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,9C-ZLCN-WWGK,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,6L-LO0H-2WGF,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,7C-XI7G-FMUU,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,W7-F06R-CW3C,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,D6-Y4EX-C9HL,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,NB-UWOU-68PW,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,QG-6O1N-7HTR,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,E7-LAKI-9FEO,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,FQ-DRSZ-XVJI,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,WY-Z6LP-JOMV,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,IX-E0R5-6P6G,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,J7-QL4P-4SOM,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,UF-8XYI-JUTX,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,LG-AZOP-KOUU,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,0K-6BX5-D5AH,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,Z3-HICR-CPBW,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,OO-KLJU-ZBO9,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,UL-6G4Z-72JE,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,2K-6X85-CXUL,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,MF-MNIN-FGXW,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,FQ-MTRD-YPII,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,8N-T5OY-DSW9,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,JE-NHAA-HEYR,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,6V-0L0T-OF72,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,IQ-PR7Z-1RKG,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,A9-31T9-JF3W,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,TT-1DQK-CJFF,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,EO-RQ6J-PAPY,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,F9-ETRB-6FVQ,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,10-PGVO-YV15,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,LL-NBBZ-I90A,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,HJ-6HB4-VVF2,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,R7-RF9Q-9AMN,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,9I-QC5D-QDT2,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,26-E5TZ-WU0I,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,1Q-OTO8-JG8E,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,27-VH0D-TKGK,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,2L-4Y1Q-E6OA,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,ON-XPCR-TAZW,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,BH-QYC3-K7VG,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,T0-4R2M-4BLV,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,46-MOBK-YBS1,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,NY-AI90-84GR,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,3Z-S01D-H4GA,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,2T-07RT-8IMX,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,66-6EUM-PSH8,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,CN-NR50-TSFE,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,0C-AOG2-B23Z,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,XB-PLFM-VNLX,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,8G-7PJ0-25UD,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,EH-ZRT0-U4YM,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,7I-GPVA-PDJ6,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,Z7-ZI0R-NWCK,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,M1-UFU0-V1X3,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,E0-9FJI-8AD2,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,TL-AUNR-5YK0,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,JQ-6JZ4-3GJ7,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,GB-RXX5-97UW,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,N0-JAU8-SI40,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,MI-J6KS-0097,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,PF-7VUQ-LIUC,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,6E-GK4T-QBFF,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,16-5NE0-75DT,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,7R-DKJR-F0UF,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,7W-PCZV-CX51,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,HI-4CXM-9WVU,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,JC-NYJZ-DIWR,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,FX-3YH6-IF6A,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,PZ-X5VL-NVBR,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,AY-LA00-LUJD,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,3L-LSBT-PRST,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,PF-9T40-Q7YW,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,PQ-SCCQ-7RCR,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,YM-HLZL-A3XS,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,HN-13OB-TAYD,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,RF-3X39-FYXB,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,CQ-GZA7-CZBW,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,WN-BBR4-67NP,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,6H-ZZN4-I77B,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,V7-HT4G-K9QH,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,C1-4N7O-1LWT,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,2U-EUMC-7E5P,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,9R-YGAK-KTA0,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,KG-GAQU-OLI0,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,B7-9S5E-KOHG,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,LH-LOUH-H54B,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,ET-D23X-A5I2,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,BB-JN90-IUUP,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,BU-H22U-ACK3,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,3L-1I88-19GF,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,CJ-DLBW-HKFS,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,0N-JV0B-5UNV,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,8G-JH1T-98X4,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,7Y-B7S7-O5OZ,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,3K-PWXF-IHKI,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,PT-CVT8-NV21,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,10-JQEP-V8I7,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,YD-0TJL-WINU,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,VY-FXRV-DEAT,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,SA-T4GN-HUNR,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,Z4-04O5-E86C,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,FY-TQNI-4ZV5,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,4V-OE5G-EJKM,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,7U-508Y-MZAQ,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,55-5RSU-1KG1,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,FN-ZANK-PHQO,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,FW-WGL2-H61I,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,HT-LVU9-4F5R,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,YB-8YQ7-X1X8,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,TX-7TYN-NVF4,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,WI-QO7X-YZOL,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,G0-25T9-9YZS,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,2I-R2RY-BZ85,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,RR-0TGC-U4IT,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,1P-BRGG-P0N6,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,HY-VZF3-EFS3,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,4C-6VFW-JO2C,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,3V-HQSI-8QRU,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,KE-WQ91-B6JF,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,JX-Q0XX-QBZ2,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,SH-RGTH-QQM2,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,FR-41MF-KWKU,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,MF-FBAW-SRXY,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,J2-N9NA-57NA,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,KR-H2ZK-DRS7,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,M4-MV10-9TX7,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,M5-EOFN-2WPJ,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,8K-FX05-CCPX,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,DK-9CZR-7SUV,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,4Y-2V2S-KSTO,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,VF-WENE-0QSF,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,10-KNVB-4BRI,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,CC-9HJK-1XR3,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,IX-BHAG-7688,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,8Y-8UTW-YHVV,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,IS-RZRJ-JMUQ,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,4D-KUD8-5IQP,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,6L-R2ZY-X2E0,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,H4-EFUP-2ASL,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,QZ-5ZK7-W02G,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,9H-K7TV-V6NU,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,PI-JTWZ-8YNT,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,UC-D1G4-MTYN,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,RJ-OVDC-R9JF,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,HO-7XV5-UD4D,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,P4-XF7W-GMJA,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,D8-QDS3-LH4T,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,XN-OHVO-FXL6,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,VU-YLRN-9V7D,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,QB-I6MR-7F61,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,TH-JWYZ-LM0D,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,J5-IJ6Y-64VG,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,9Q-XGAX-ZGBT,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,P5-KMQZ-JK8Y,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,P7-91M2-092T,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,BC-6AFY-0M24,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,QD-2EAL-Z4J5,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,R8-VELO-CPUA,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,QM-QAGK-D2UQ,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,WO-75W6-980Q,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,YF-KP66-IJY6,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,1A-S381-J09C,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,GQ-JASA-966U,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,3Q-JJ0H-Y8K7,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,1C-WYGV-IW8O,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,2C-S7N4-TU7U,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,EI-2WXL-O395,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,KP-AMHW-L7J3,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,B0-FSK3-1L88,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,WR-IXBZ-8DOL,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,BT-7DBY-VHSC,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,AB-B7ZS-3CGI,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,VE-1BJX-JY53,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,AQ-4A75-UZQ4,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,4A-DZKT-5L3H,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,56-K5VJ-WKGX,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,RR-A7OX-MCB4,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,E8-4EWH-VI2G,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,UE-IIJJ-P6EL,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,DW-459L-AFIY,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,0G-0234-E9NG,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,3X-9BNK-4A9V,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,ML-L9EE-YFAW,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,RZ-QO7D-HPGQ,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,8G-5YVC-GJ6P,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,9I-A0BY-EW0X,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,YV-2E21-62SB,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,RX-E62R-OEMW,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,SE-GMXY-FA0M,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,EQ-EZL7-FAU3,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,S8-3SXM-Y0JF,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,R4-IXFX-2AQQ,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,U8-RDSV-JZ7U,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,3M-SOO9-5R17,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,K7-L390-M667,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,50-U3CD-LWFE,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,T8-R745-DYOV,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,F7-3B20-C9TW,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,9G-57PS-EN16,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,08-3ABG-PL11,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,UG-OV2U-0MBJ,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,D3-R4XE-XV0R,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,X6-7E52-0VB3,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,SY-KXX7-PDAL,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,LW-0BSW-ZD88,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,TE-PYY9-E5X8,,,,,,,,,UNKNOWN,
2026-02-14T10:24:15Z,TK-2H97-E7UH,,,,,,,,,UNKNOWN,
