Date,Order ID,SKU,Quantity Ordered,Price_Total,Price_VAT,Price_ExVAT,Shipping_Total,Shipping_VAT,Shipping_ExVAT,Gift_Total,Gift_VAT,Gift_ExVAT,Promotion_Total,Promotion_VAT,Promotion_ExVAT,FBA_Fee_Total,FBA_Fee_VAT,FBA_Fee_ExVAT,Commission_Total,Commission_VAT,Commission_ExVAT,Digital_Fee_Total,Digital_Fee_VAT,Digital_Fee_ExVAT
2025-11-02T12:01:47Z,202-6314908-3549101,SR-6OBB-WC03,1,8.73,1.46,7.27,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T13:26:41Z,202-1657202-2677966,4F-HT42-FD26,1,9.48,1.58,7.90,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T13:26:41Z,202-1657202-2677966,49-4UKW-G81R,1,9.00,1.50,7.50,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T14:52:55Z,203-1821009-6593114,0H-5V53-GPG4,1,12.00,2.00,10.00,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T15:29:17Z,203-4854808-4111539,0H-5V53-GPG4,1,12.00,2.00,10.00,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T15:40:21Z,206-4143528-7248317,8L-INBX-OUTU,1,8.99,1.50,7.49,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T16:05:48Z,026-2339052-3720363,FBA15K3QTGNT_unexpected_item_01,1,6.62,1.10,5.52,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T16:10:07Z,205-9336521-3485101,2L-M26G-560I,1,29.99,5.00,24.99,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T16:14:11Z,202-4769055-5685921,XH-0LAE-FQO5,1,7.30,1.22,6.08,0.28,0.00,0.28,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T16:49:55Z,203-3602199-9661920,0H-5V53-GPG4,1,12.00,2.00,10.00,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T16:52:28Z,026-9151933-9845900,8L-INBX-OUTU,1,8.99,1.50,7.49,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T17:31:07Z,206-5600412-8153909,AF-KIHX-ANYY,1,3.95,0.66,3.29,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T17:44:29Z,203-2220364-0659536,8L-INBX-OUTU,1,8.99,1.50,7.49,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T17:50:01Z,204-7339106-3324307,IM-AYXV-79NJ,1,5.52,0.92,4.60,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T18:39:56Z,204-7801001-3313149,H4-86XG-NLX6,1,10.56,1.76,8.80,0.56,0.00,0.56,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T18:44:45Z,204-7905951-6265153,0H-5V53-GPG4,1,12.00,2.00,10.00,1.25,0.00,1.25,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T18:52:15Z,206-3621885-6816316,2G-AYBQ-TUQG,1,18.33,3.06,15.27,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T19:19:00Z,202-7211855-6548313,0H-5V53-GPG4,1,12.00,2.00,10.00,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T19:25:02Z,206-7416908-0587535,6P-IWYA-X18B,1,11.98,2.00,9.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T19:30:57Z,204-1993539-8822718,F7-PMJ2-SG6A,1,7.90,1.32,6.58,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T19:39:34Z,205-3015244-8205124,0H-5V53-GPG4,1,12.00,2.00,10.00,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T19:53:01Z,026-8466930-0174730,G8-L8EI-INMK,1,5.99,1.00,4.99,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T20:02:36Z,206-0978472-3873132,49-4UKW-G81R,1,9.00,1.50,7.50,0.93,0.00,0.93,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T20:16:11Z,204-4006941-6260364,0G-JB6S-PN34,1,6.99,0.00,6.99,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T20:20:59Z,202-0985017-4658711,0H-5V53-GPG4,1,12.00,2.00,10.00,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T20:40:10Z,202-9455348-2699565,2G-AYBQ-TUQG,1,21.33,3.56,17.77,0.50,0.08,0.42,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T21:01:39Z,026-5667793-3819534,0H-5V53-GPG4,1,12.00,2.00,10.00,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T21:08:37Z,026-0233761-3638722,G8-L8EI-INMK,2,11.98,2.00,9.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T21:35:12Z,204-5998169-2363538,6P-IWYA-X18B,1,11.98,2.00,9.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T22:34:46Z,204-8368579-5249128,BQ-O3OI-FTJU,1,24.99,4.17,20.82,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T22:59:35Z,206-1941282-7232319,VU-8KRA-QP5M,1,11.60,1.93,9.67,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T23:05:57Z,205-2476601-1409958,NN-TSZ1-X2RD,1,9.99,1.67,8.32,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T23:07:36Z,204-1912548-8325169,F7-PMJ2-SG6A,1,7.90,1.32,6.58,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T23:21:40Z,206-9582297-5882713,G8-L8EI-INMK,1,5.99,1.00,4.99,1.66,0.28,1.38,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T23:31:13Z,202-0738953-0647562,FBA15K3QTGNT_unexpected_item_01,1,4.98,0.83,4.15,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T23:47:14Z,203-1278024-4087562,714776,1,4.99,0.83,4.16,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-02T23:52:38Z,205-5491580-8757116,0H-5V53-GPG4,1,12.00,2.00,10.00,4.99,0.83,4.16,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-03T00:17:25Z,205-0930141-1812360,I2-6YKQ-CIBP,1,8.99,1.50,7.49,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-03T00:22:26Z,202-5158373-4965157,L5-PF3B-WHU4,1,39.97,6.66,33.31,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-03T02:02:00Z,205-5276240-2036307,VU-8KRA-QP5M,1,11.60,1.93,9.67,,,,,,,0.00,0.00,0.00,,,,,,,,,
