Date,Order ID,SKU,Quantity Ordered,Price_Total,Price_VAT,Price_ExVAT,Shipping_Total,Shipping_VAT,Shipping_ExVAT,Gift_Total,Gift_VAT,Gift_ExVAT,Promotion_Total,Promotion_VAT,Promotion_ExVAT,FBA_Fee_Total,FBA_Fee_VAT,FBA_Fee_ExVAT,Commission_Total,Commission_VAT,Commission_ExVAT,Digital_Fee_Total,Digital_Fee_VAT,Digital_Fee_ExVAT
2025-11-17T10:16:44Z,205-1149871-8245100,PY-XV78-3OG5,2,69.98,13.08,56.90,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T10:18:06Z,204-0230840-4136325,NN-TSZ1-X2RD,1,9.49,1.58,7.91,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T10:18:35Z,202-5681233-2063530,VF-3T0K-DR5O,1,5.28,0.88,4.40,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T10:19:12Z,026-7825371-1661967,CY-5VNG-I5M8,1,7.94,1.32,6.62,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T11:02:14Z,202-9502915-9661949,XG-Z9LW-Z27Q,1,6.79,1.13,5.66,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T11:11:36Z,204-1082833-6927506,TE-Y18U-S2O1,1,10.99,1.83,9.16,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T11:12:17Z,206-1495869-8895506,NN-TSZ1-X2RD,1,9.49,1.58,7.91,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T11:18:51Z,026-7674956-0322765,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T11:26:57Z,204-9223791-4457916,WX-L5UA-UB1Q,1,5.98,1.00,4.98,0.42,0.00,0.42,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T11:39:23Z,203-5695949-7122760,AX-NKNU-29C1,1,3.99,0.67,3.32,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T11:50:47Z,205-4286952-7535563,VF-3T0K-DR5O,1,5.28,0.88,4.40,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T12:55:19Z,206-1409800-6253946,SC-LYFM-ORXK,1,11.85,1.98,9.87,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T13:11:12Z,203-6004519-7674725,NN-TSZ1-X2RD,1,9.73,1.82,7.91,0.93,0.17,0.76,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T13:17:18Z,204-7198827-9929164,XE-YPAI-HX9F,1,9.58,1.60,7.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T13:27:27Z,026-3103371-9724327,LR-7GM6-1RCH,1,38.99,6.50,32.49,4.99,0.83,4.16,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T14:39:36Z,206-4528272-8607527,D7-MGBX-RX2P,1,9.94,1.66,8.28,0.75,0.00,0.75,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T14:51:43Z,203-8882062-2847521,XH-0LAE-FQO5,1,7.15,1.19,5.96,0.33,0.00,0.33,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T15:02:11Z,206-2937068-4576327,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T15:17:48Z,026-0692888-7313968,WX-L5UA-UB1Q,1,5.98,1.00,4.98,0.42,0.00,0.42,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T15:41:22Z,203-7661086-1918713,6V-EEC1-2S9Z,1,6.20,1.03,5.17,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T15:53:16Z,206-1183304-2795564,GH-PONH-K4WQ,1,9.97,1.66,8.31,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T16:12:33Z,204-9129533-3713914,XH-0LAE-FQO5,1,7.15,1.19,5.96,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T16:12:42Z,202-1715806-1017961,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T16:46:47Z,204-0720393-1038748,XG-Z9LW-Z27Q,2,13.58,2.26,11.32,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T16:49:07Z,203-8296398-0009918,7L-OT45-7LYB,1,4.34,0.72,3.62,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T16:50:28Z,203-4830745-7401902,7L-OT45-7LYB,1,4.34,0.72,3.62,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T17:26:14Z,026-4973730-5005930,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T17:27:39Z,026-3506896-4045912,MY-KL21-NMV5,1,39.00,6.50,32.50,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T17:33:18Z,204-6284174-8121965,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T18:13:29Z,203-1166324-1301918,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T18:17:46Z,202-4199238-7489960,WX-L5UA-UB1Q,3,17.94,3.00,14.94,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T19:30:45Z,203-5731950-8468368,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T19:33:22Z,203-0277848-4005175,7L-OT45-7LYB,1,4.34,0.72,3.62,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T19:40:13Z,026-5976682-0040336,NN-TSZ1-X2RD,1,9.49,1.58,7.91,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T20:05:47Z,205-5572807-4244358,D2-8SPY-Q095,1,7.99,1.33,6.66,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T20:15:18Z,026-9743976-7099516,NN-TSZ1-X2RD,2,18.98,3.16,15.82,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T20:17:35Z,026-5406076-0873169,XH-0LAE-FQO5,1,7.14,1.19,5.95,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T20:42:07Z,206-5753021-7233923,JV-D1TI-6UF6,1,8.98,1.50,7.48,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T20:42:10Z,203-9755520-4975561,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T20:47:24Z,205-7428408-7308364,0H-5V53-GPG4,1,11.93,1.99,9.94,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T20:49:08Z,206-6175631-9484310,XH-0LAE-FQO5,1,7.14,1.19,5.95,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T20:50:52Z,204-6180102-7909944,XH-0LAE-FQO5,1,7.14,1.19,5.95,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T21:23:26Z,203-7129935-3759546,VU-8KRA-QP5M,1,11.60,1.93,9.67,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T21:27:58Z,204-6148748-9875548,XH-0LAE-FQO5,1,7.16,1.19,5.97,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T22:18:56Z,205-7351037-4181139,NN-TSZ1-X2RD,1,9.49,1.58,7.91,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T22:20:58Z,203-1160640-3130713,6V-EEC1-2S9Z,1,6.22,1.04,5.18,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T22:30:01Z,205-5682474-2268306,6V-EEC1-2S9Z,1,6.22,1.04,5.18,0.42,0.00,0.42,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T22:37:44Z,202-1706121-1036339,NN-TSZ1-X2RD,1,9.49,1.58,7.91,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T22:58:47Z,026-2284830-0448324,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T23:04:57Z,026-1949319-6927569,NN-TSZ1-X2RD,1,9.49,1.58,7.91,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-17T23:34:18Z,206-0925323-0685158,XH-0LAE-FQO5,1,7.14,1.19,5.95,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T00:28:26Z,203-9449467-7027565,YC-3L3M-BV48,1,77.35,15.47,61.88,33.64,6.73,26.91,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T01:00:29Z,202-6434551-2193947,XH-0LAE-FQO5,1,7.14,1.19,5.95,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T02:55:42Z,203-6386486-3829958,SR-6OBB-WC03,1,8.83,1.47,7.36,1.99,0.33,1.66,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T03:07:56Z,206-6059279-0567553,6V-EEC1-2S9Z,1,6.26,1.04,5.22,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T03:26:52Z,206-0948407-8449962,6V-EEC1-2S9Z,1,6.26,1.04,5.22,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T04:45:10Z,205-6314813-5585124,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T06:28:25Z,203-8439423-5553152,6V-EEC1-2S9Z,2,12.60,2.10,10.50,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T07:21:39Z,202-9657299-3725117,N7-A24N-WJA7,1,9.18,1.53,7.65,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T07:21:42Z,026-1303074-2495529,VF-3T0K-DR5O,1,5.25,0.88,4.37,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T07:53:57Z,203-6660511-8651506,VF-3T0K-DR5O,1,5.25,0.88,4.37,0.28,0.00,0.28,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T08:23:01Z,202-7087393-8621940,VF-3T0K-DR5O,1,5.25,0.88,4.37,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T08:40:31Z,202-4495787-3426717,XH-0LAE-FQO5,1,7.14,1.19,5.95,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T08:45:57Z,203-1824253-7746738,3X-EXDD-TD2K,1,45.67,7.61,38.06,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T09:00:42Z,026-5192646-7621126,6V-EEC1-2S9Z,1,6.32,1.05,5.27,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T09:31:20Z,205-1825458-6987535,XH-0LAE-FQO5,1,7.14,1.19,5.95,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T09:52:17Z,202-7828210-9098715,XH-0LAE-FQO5,3,21.42,3.57,17.85,1.66,0.00,1.66,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T09:58:38Z,202-6586659-5511535,VF-3T0K-DR5O,1,5.25,0.88,4.37,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T10:00:28Z,203-8770686-6485920,XH-0LAE-FQO5,1,7.14,1.19,5.95,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T10:08:47Z,205-5003629-2932358,6V-EEC1-2S9Z,1,6.34,1.06,5.28,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T10:11:17Z,204-5319372-8896322,6V-EEC1-2S9Z,1,6.29,1.01,5.28,,,,,,,0.27,0.00,0.27,,,,,,,,,
2025-11-18T10:12:50Z,204-6152022-6647509,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T10:27:02Z,026-7180718-7004334,6V-EEC1-2S9Z,1,6.34,1.06,5.28,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T10:58:01Z,202-4925964-6033162,WX-L5UA-UB1Q,1,5.98,1.00,4.98,0.56,0.00,0.56,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T11:10:29Z,205-0654478-2247549,JV-D1TI-6UF6,1,9.95,1.66,8.29,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T11:10:45Z,204-1263763-7449963,NN-TSZ1-X2RD,1,9.49,1.58,7.91,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T11:12:38Z,206-4530939-7067545,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T11:24:25Z,205-6584158-7958706,VF-3T0K-DR5O,1,5.25,0.88,4.37,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T11:40:12Z,206-2892880-8898723,7L-OT45-7LYB,1,4.45,0.74,3.71,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T11:42:16Z,203-3488192-0776348,L3-ZQ8U-A7LQ,3,23.97,3.99,19.98,1.66,0.00,1.66,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T12:23:11Z,202-7884448-4544313,6V-EEC1-2S9Z,1,6.36,1.06,5.30,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T12:35:25Z,206-2965001-6925120,6V-EEC1-2S9Z,2,13.60,2.26,11.34,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T13:02:00Z,026-1597246-2787535,M5-71MK-T0DL,1,11.59,1.93,9.66,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T13:05:14Z,204-5860436-3762714,0H-5V53-GPG4,1,11.99,2.00,9.99,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T13:11:49Z,206-8491445-8744347,0H-5V53-GPG4,1,11.99,2.00,9.99,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T13:18:32Z,206-5291750-1610728,XH-0LAE-FQO5,1,7.12,1.19,5.93,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T13:19:23Z,204-2289903-3643520,0H-5V53-GPG4,2,23.98,4.00,19.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T13:26:14Z,203-0577936-4872355,WX-L5UA-UB1Q,1,5.98,1.00,4.98,0.56,0.00,0.56,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T13:33:34Z,203-1090207-9038701,XG-Z9LW-Z27Q,1,6.79,1.13,5.66,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T13:38:36Z,204-0320777-9298710,GD-B8SW-1PCP,1,44.94,7.49,37.45,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T13:56:50Z,202-2776220-8113935,XE-YPAI-HX9F,1,9.58,1.60,7.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T13:58:53Z,203-0759731-1501154,7L-OT45-7LYB,1,4.45,0.74,3.71,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T14:00:12Z,204-3534554-6456315,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T14:00:23Z,204-3520417-0209951,XH-0LAE-FQO5,1,7.12,1.19,5.93,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T14:11:41Z,204-5231523-2557908,VF-3T0K-DR5O,1,5.25,0.88,4.37,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T14:34:03Z,202-7375339-6565108,7L-OT45-7LYB,1,4.45,0.74,3.71,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T14:45:33Z,202-3191556-7745144,6V-EEC1-2S9Z,3,20.40,3.39,17.01,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T15:18:10Z,205-3152028-1103564,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T15:32:44Z,203-8584594-3970759,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T15:41:18Z,203-9313507-8390710,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T15:46:11Z,203-7752763-7703554,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T16:05:12Z,206-2166799-5099512,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T16:06:36Z,203-2201489-7950751,6V-EEC1-2S9Z,1,6.74,1.07,5.67,,,,,,,0.28,0.00,0.28,,,,,,,,,
2025-11-18T16:07:57Z,026-9052243-5667512,VF-3T0K-DR5O,1,5.25,0.88,4.37,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T16:09:16Z,026-5801182-9937111,XY-UM2X-TPS3,1,11.47,1.91,9.56,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T16:28:05Z,026-3679171-5791502,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T16:43:06Z,203-4551177-0121104,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T17:04:13Z,026-5904989-6059531,NN-TSZ1-X2RD,1,9.49,1.58,7.91,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T17:10:01Z,206-1695019-2935554,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T17:10:41Z,204-3020413-6121160,NN-TSZ1-X2RD,1,9.49,1.58,7.91,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T17:56:31Z,202-1847239-8889133,7L-OT45-7LYB,1,4.45,0.74,3.71,0.42,0.00,0.42,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T18:00:43Z,205-1597081-9221917,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,,,,0.00,0.00,0.00,,,,,,,,,
2025-11-18T18:21:15Z,204-4180530-6037155,VU-8KRA-QP5M,1,11.60,1.93,9.67,,,,,,,0.00,0.00,0.00,,,,,,,,,
