token_id,seller_sku,asin,lot_id,purchase_order_id,order_confirmation_id,invoice_id,shipment_id,cost_per_unit,currency,status,received_date,allocated_order_id,allocated_date,return_order_id,return_date,notes
Z7-26PV-O9LR7-0001,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0002,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0003,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0004,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0005,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0006,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0007,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0008,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0009,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0010,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0011,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0012,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0013,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0014,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0015,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0016,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0017,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0018,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0019,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0020,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0021,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0022,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0023,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0024,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0025,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0026,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0027,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0028,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0029,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0030,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0031,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0032,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0033,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0034,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0035,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0036,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0037,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0038,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0039,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0040,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0041,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0042,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0043,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0044,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0045,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0046,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0047,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0048,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0049,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0050,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0051,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0052,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0053,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0054,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0055,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0056,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0057,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0058,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0059,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0060,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0061,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0062,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0063,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0064,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0065,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0066,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0067,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0068,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0069,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0070,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0071,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0072,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0073,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0074,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0075,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0076,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0077,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0078,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0079,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0080,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
Z7-26PV-O9LR7-0081,Z7-26PV-O9LR,B07J9JGZZV,Z7-26PV-O9LR7,,,,,2.41,GBP,available,2025-04-15,,,,,seed_from_orders_sheet
