asin,status,item_name,brand_name,product_type,main_image,upc,ean,gtin,parent_asin,color,size,manufacturer,part_number,model_number,package_weight_value,package_weight_unit,package_length,package_width,package_height,package_dimension_unit,item_length,item_width,item_height,item_dimension_unit,bullet_points,keywords,error
B07QPB3T1J,200,The Army Painter | Basing Glue,,BONDING_ADHESIVES,https://m.media-amazon.com/images/I/51ZRCnGQFWL.jpg,,5713799201309,05713799201309,,['white'],,The Army Painter,,,0.07,kilograms,3.2,4.8,13.3,centimeters,5.0,2.8,3.8,inches,,,
B00WI8O0RG,200,100 Ultra Pro Card Protector Sleeves: Pro-Matte - 66 x 91 mm,,CARD_DOCUMENT_SLEEVE,https://m.media-amazon.com/images/I/41xo7bwm0xL.jpg,074427845155,0074427845155,00074427845155,,Black / Black,100ct,Ultra Pro,,,0.109,kilograms,1.8034,10.4902,18.1102,centimeters,9.1,6.6,0.1,centimeters,,,
B00D1V5E5G,200,"Bosch 2608831009 ""SDS Plus-3"" Hammer Drill Bit, 0 V, Grey, 6 x 150 x 210 mm",,DRILL_BITS,https://m.media-amazon.com/images/I/41Ob6BK83mL.jpg,,6949509209405,06949509209405,,Grey,6 x 150 x 210 mm,Bosch,,,0.06,kilograms,0.5,1.2,31.0,centimeters,11.02,11.02,7.09,inches,,,
B000Q351JG,200,Tisserand Aromatherapy - Jojoba Organic Carrier Oil - Face and Body Blending Oil - 100% Natural and Pure Carrier Oil for Essential Oils Mixing,,BODY_LUBRICANT,https://m.media-amazon.com/images/I/61mD8nKHQ0L.jpg,,5017402006801,05017402006801,,Jojoba,100 ml (Pack of 1),Tisserand,,,0.1,kilograms,3.6,3.9,11.2,centimeters,1.6,1.6,4.6,inches,,,
B010E25DI2,200,100 Ultra Pro Card Protector Sleeves: Pro-Matte - 66 x 91 mm,,CARD_DOCUMENT_SLEEVE,https://m.media-amazon.com/images/I/51nvQiFduWL.jpg,074427845179,0074427845179,00074427845179,,Green,,Ultra Pro,,,0.11,kilograms,3.8,10.9,17.7,centimeters,30.0,6.6,9.1,centimeters,,,
B012AO02EM,200,"Friendly Soap - Sweet & Uplifting Lemongrass Soap (95g), Plant-Based, Cruelty-Free, Made By Hand, No Preservatives or Sulphates, Sustainable",,SKIN_CLEANING_AGENT,https://m.media-amazon.com/images/I/518occCMdhL.jpg,773490525611,0773490525611,,,Lemongrass,95 g (Pack of 1),Friendly Soap Ltd,,,0.1,kilograms,8.4,5.8,2.4,centimeters,8.0,5.0,2.5,centimeters,,,
9188805557,200,Free League | Alien RPG | Role Playing Game | Ages 14+ | 1+ Players,,GAMES,https://m.media-amazon.com/images/I/61nMoRTJJOL.jpg,,9789188805553,09789188805553,,Multicolor,Standard,Free League Publishing,,,1.47,kilograms,2.6924,22.3012,28.6004,centimeters,11.25,11.25,1.0,inches,,,
B07C8QSSR2,200,"Piksters Wax for Orthodontics and Braces, 2 Count (Pack of 1)",,HEALTH_PERSONAL_CARE,https://m.media-amazon.com/images/I/61Q0S-FBK+L.jpg,,9336628001701,,,,2 Count (Pack of 1),Erskine Oral Care,,,0.02,kilograms,1.9,6.8,12.1,centimeters,2.0,7.5,13.0,centimeters,,,
B07RRQX71T,200,THE HUMBLE CO. - Interdental Brushes - Size 3-0.6 mm - Developed by Dentists - Designed in Sweden - Teeth Cleaning - Vegan & Cruelty-Free - 6p,,TOOTHBRUSH,https://m.media-amazon.com/images/I/61kBseqk88L.jpg,,7350075693069,07350075693069,,Blue (Size 3 - 0.6mm),6 count (Pack of 1),The humble co,,,0.01,kilograms,1.2,5.6,13.5,centimeters,15.0,12.0,10.0,centimeters,,,
B00D2O8936,200,SupaTool Nuisance Dust Mask Disposable Cleaning Molded Face Masks Respirator X 20 Masks,,RESPIRATOR,https://m.media-amazon.com/images/I/51z4gErkSNL.jpg,,5017193064707,05017193064707,,White,1 count (Pack of 20),SupaTool,,,0.07,kilograms,8.9,15.3,18.7,centimeters,,,,,,,
B0C9LJNJWZ,200,"LEXIBOOK, Barbie, Educational and Bilingual Laptop in English/French, Toy for children with 124 activities to learn, play games and music, Pink, JC598BBi1",,ELECTRONIC_LEARNING_TOY,https://m.media-amazon.com/images/I/81TJrqeG8JL.jpg,,3380743096117,,,Pink,M,Lexibook,,,0.82,kilograms,5.0,26.6,34.29,centimeters,24.0,18.0,3.6,centimeters,,,
B09HHLMG1V,200,"Defenders All-Seasons Multi-Purpose Handy Spreader with Scoop - Green, Ideal for Application of Granules and Seeds",,OUTDOOR_LIVING,https://m.media-amazon.com/images/I/51E9mX9hW7L.jpg,,5036200120274,,,Green,,Defenders,,,0.2,kilograms,10.1,16.4,27.5,centimeters,100.0,130.0,280.0,millimeters,,,
B0C7HGQRY6,200,"MUTANT GEAAR | 9.4g of EAA Powder + Arginine, 7g BCAAs, 4g Leucine, Electrolytes, Coconut Water, No Artificial Colours or Flavours | 30 Servings | Orange Rush",,NUTRITIONAL_SUPPLEMENT,https://m.media-amazon.com/images/I/81UjS4Xbx8L.jpg,627933222073,0627933222073,,,,378 g (Pack of 1),Mutant,,,0.48,kilograms,9.1,9.3,15.9,centimeters,9.1,9.1,15.2,centimeters,,,
B004ZMXOMA,200,"TEPE ANGLE YELLOW BLISTER, 6 pc",,TOOTHBRUSH,https://m.media-amazon.com/images/I/711CNYWG0qL.jpg,,7317400011592,07317400011592,,Yellow,6 count (Pack of 1),TePe Munhygienprodukter AB.,,,0.03,kilograms,1.6,7.0,17.5,centimeters,0.5,0.25,4.0,inches,,,
B00ANP09LM,200,"Easycook NS613R Easy Cook Polly Carbonate Non-Staining Microwave Sauce Pan and Lid, Red",,COOKING_POT,https://m.media-amazon.com/images/I/61PEfYuQXvL.jpg,,5060064096130,05060064096130,,Red,0.5 Litres,Pendeford,,,0.27,kilograms,11.6,23.5,30.4,centimeters,20.0,13.5,7.5,centimeters,,,
B08MW8XMNQ,200,Piksters Eco Charcoal 30 Floss Picks - Pack of 1,,DENTAL_FLOSS,https://m.media-amazon.com/images/I/81rYMMDuXqL.jpg,,9336628005563,,,,30 count (Pack of 1),DHB,,,0.04,kilograms,1.9,6.4,9.5,centimeters,1.9,6.6,9.7,centimeters,,,
B0CSVLW6QL,200,Funko Pop! TV: Wednesday - Enid Sinclair - Rave'n E - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - TV Fans - Model Figure for Collectors and Display,,TOY_FIGURE,https://m.media-amazon.com/images/I/61Oc1I+iqPL.jpg,889698833158,0889698833158,00889698833158,,Multicolor,Standard Size,Funko,,,0.118,kilograms,8.89,11.4046,16.51,centimeters,4.5,3.5,6.5,inches,,,
B00605WJ9O,200,"RAINBOW DUST Pearl Food Colouring, Edible Paint in Pearlescent Colours, Ready to Use, Easy to Apply, Create Cakes & Cupcakes with an Indulgent Shimmer - Dark Gold 25ml",,FOOD_COLORING,https://m.media-amazon.com/images/I/51qjgCk8vYL.jpg,,5055644408533,,,Metallic Dark Gold,25 ml (Pack of 1),Rainbow Dust,,,0.04,kilograms,3.0,7.7,11.8,centimeters,3.0,3.0,6.0,centimeters,,,
B07B8RJDXT,200,"Dragon Shield | Standard Size Card Matte Sleeves | 100 CT - Smooth & Tough Premium TCG Sleeves | Compatible with Pokemon, Flesh & Blood, One Piece & Magic the Gathering | Gold - Matte",,CARD_DOCUMENT_SLEEVE,https://m.media-amazon.com/images/I/71FoRNrkf4L.jpg,,5706569110062,05706569110062,,Gold,Standard-Größe,Arcane Tinmen,,,0.159,kilograms,4.699,7.2898,9.7028,centimeters,4.0,2.5,8.0,inches,,,
B000PSB13C,200,"MARSHALLTOWN Masonry Grout Bags for Mortar and Grout, Tiling Tools, Durable Black Vinyl Bag, 12 x 24 Inch, Tip Included, Made in USA, GB692",,SEALANT,https://m.media-amazon.com/images/I/21HbOZL5xjL.jpg,035965078184,0035965078184,00035965078184,,Black,One Size,Marshalltown The Premier Line,,,0.1584,kilograms,3.9878,29.591,32.2072,centimeters,595.0,337.0,29.0,millimeters,,,
B00ANOXX9I,200,Easycook Microwave Saucepan with Lid 750ML RED,,COOKING_POT,https://m.media-amazon.com/images/I/81+jfweE4HL.jpg,,5060064096161,05060064096161,,Red,1 Quarts,Pendeford,,,0.2,kilograms,10.6,16.4,24.1,centimeters,9.84,7.48,4.72,inches,,,
B00009OY9U,200,Logitech G Extreme 3D Pro USB Joystick for Windows - Black/Silver,,VIDEO_GAME_CONTROLLER,https://m.media-amazon.com/images/I/51AoO6zKNsL.jpg,097855018113,0097855018113,00097855018113,,Silver/Black,One Size,Logitech,,,1.23,kilograms,21.3,22.6,23.9,centimeters,21.0,22.5,23.0,centimeters,,,
B003M36498,200,Kitchen Devils Control 7cm Paring Knife 603001,,KITCHEN_KNIFE,https://m.media-amazon.com/images/I/41MxVn2sFqL.jpg,,5010624437415,,,Black,7 cm,Kitchen Devils,,,0.05,kilograms,1.8,7.5,25.6,centimeters,29.4,1.0,9.4,centimeters,,,
B081Q9CFGC,200,OceanSaver Anti-Bac Cleaning EcoDrop | Anti-Bacterial Multipurpose Cleaning Spray | Ocean Mist | Eco Friendly Cleaning (1 Pack),,CLEANING_AGENT,https://m.media-amazon.com/images/I/61zecJlVl-L.jpg,,5060727260069,,,,1 count (Pack of 1),OceanSaver,,,0.02,kilograms,2.3,4.1,11.1,centimeters,,,,,,,
B0CJMRL1WT,200,"Dragon Shield | Matte Dual Standard Size Card Sleeves | 100 CT - Smooth & Tough Premium TCG Sleeves - Compatible with Pokemon, Flesh & Blood, One Piece & Magic the Gathering | Truth",,CARD_DOCUMENT_SLEEVE,https://m.media-amazon.com/images/I/71FHv1UDc-L.jpg,,5706569150600,05706569150600,,gold,Medium,Arcane Tinmen,,,0.141,kilograms,4.699,7.2898,9.4996,centimeters,1.9,2.8,3.7,inches,,,
B01NBDFDBC,200,"Yale YES-CYLPULL-CH Essentials Rim Cylinder Door Pull, Great for External Doors, for Easy Door Closing, Chrome Finish",,HARDWARE_HANDLE,https://m.media-amazon.com/images/I/41JBynoU9AL.jpg,,5011802251854,05011802251854,,Chrome,,Yale,,,0.08,kilograms,1.2,9.8,14.4,centimeters,7.3,3.8,0.6,centimeters,,,
B004GFPFBO,200,Funko POP! Movies : Freddy Krueger - Nightmare on Elm Street - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors,,FIGURINE,https://m.media-amazon.com/images/I/71R1ToiJaoS.jpg,713807532123,0713807532123,00830395022918,,Black,One Size,Funko,,,0.16,kilograms,9.2,11.7,15.9,centimeters,2.0,2.5,3.75,inches,,,
B07W45L22P,200,Funko POP! Star Wars: the Mandalorian - Big Tom - Heavy Infantry Mandalorian - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - TV Fans,,TOY_FIGURE,https://m.media-amazon.com/images/I/71nNTiFyJAL.jpg,889698455404,0889698455404,00889698455404,,Multicolor,,Funko,,,0.168,kilograms,8.9916,11.9126,16.1036,centimeters,2.5,2.5,3.75,inches,,,
B0D59LGPWS,200,"LEXIBOOK, English Dictionary, Pocket electronic dictionary, Definitions, Thesaurus, Grammar functions, Phonetic spellchecker, Word games, 4"" screen, Advanced features, Blue, D660EN",,TOYS_AND_GAMES,https://m.media-amazon.com/images/I/71yRvgzpmBL.jpg,,3380743103303,,,Blue,Large,Lexibook,,,0.28,kilograms,3.4,19.3,26.4,centimeters,15.3,9.8,1.4,centimeters,,,
B081SWQNFS,200,"Max Factor Miracle Second Skin Hydrating Foundation, Tan - 30 ml",,SKIN_FOUNDATION_CONCEALER,https://m.media-amazon.com/images/I/41QDRa1pY-L.jpg,,3614229764826,03614229764826,,Beige,30 ml (Pack of 1),COTY,,,0.04,kilograms,2.5,5.7,13.6,centimeters,13.55,3.76,2.48,centimeters,,,
B0031DCJWU,200,"Puressentiel Rest & Relax, Stress Roll-On - 5 ml - Helps Promote Healthy Sleep, Stress Relief & Anxiety Relief Routines - Soothing, Relaxing & Naturally Calming Essential Oils - Aromatherapy",,ESSENTIAL_OIL,https://m.media-amazon.com/images/I/71M5o2KGY3L.jpg,,3401546259551,03401546259551,,Clear,0.42 ml (Pack of 12),Puressentiel,,,0.02,kilograms,3.5,3.7,9.1,centimeters,4.2,4.2,11.8,centimeters,,,
B0B2RBG672,200,"Salt of the Earth - Natural Deodorant Roll on Refill - x7 Uses - Amber & Sandalwood - 100% Natural Origin Ingredients - Vegan - Suitable for Men, Women & Children - 525ml",,BODY_DEODORANT,https://m.media-amazon.com/images/I/71NfVXw8OrL.jpg,,5025452001875,05025452001875,,WHITE,525 ml (Pack of 1),Crystal Spring,,,0.584,kilograms,6.9,7.3,22.2,centimeters,,,,,,,
B07772WMSM,200,"Meditrade Nitril® Black Nitrile Examination Gloves - Powder-Free, Latex-Free, Multi Use Protective Exam Gloves - Size X-Large - Black - 100pcs",,PROFESSIONAL_HEALTHCARE,https://m.media-amazon.com/images/I/613M-RT1W3L.jpg,,4250016405108,04250016405108,,Black,XL,Meditrade,,,0.49,kilograms,5.8,16.8,24.0,centimeters,240.0,110.0,240.0,millimeters,,,
B0054RRCQY,200,"Badger Sleep Balm, Softens Skin whilst Soothing the Mind, For a Blissful Nights Sleep Rub on the Temples or Pulse Points, Lavender and Bergamot Scent with Added Essential Oils, 56g",,SKIN_MOISTURIZER,https://m.media-amazon.com/images/I/71pCeLnKvDL.jpg,634084135800,0634084135800,00634084135800,,,56 g (Pack of 1),,,,0.091,kilograms,2.8956,8.6106,9.6012,centimeters,2.7,7.3,2.7,centimeters,,,
B0198KU5PW,200,Funko POP! Animation: One Piece - Monkey D. Luffy - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Anime Fans - Model Figure for Collectors and Display,,FIGURINE,https://m.media-amazon.com/images/I/81aQmjff2kL.jpg,849803053055,0849803053055,00849803053055,,Orange,Standard,Funko,,,0.281,kilograms,10.9982,13.6906,19.6088,centimeters,3.5,3.5,3.75,inches,,,
B078K3B7R6,200,"Piksters Interdental Brushes, 10 pk, Size 00, Interdental Brush for Extremely Fine Gaps, Gum Soft Bristles for Plaque Removal, Safe for Braces",,TOOTHBRUSH,https://m.media-amazon.com/images/I/41rGi2KOZML.jpg,,9336628002036,09336628002036,,Size 00 (Pink),1 count (Pack of 10),Piksters / Erskine Oral Care,,,0.02,kilograms,1.7,5.2,15.8,centimeters,0.5,5.5,14.3,centimeters,,,
B07QNL4BNM,200,"Amtech N2381 Hi Vis Gloves Large (Size 9), Certified Quality Rubber Coated Hi Vis Work Gloves, Black/Yellow",,PROTECTIVE_GLOVE,https://m.media-amazon.com/images/I/91lhxb1qPjL.jpg,,5032759049431,05032759049431,,Yellow & Black,Size 9,DK Tools LTD,,,0.06,kilograms,8.4,15.0,16.0,centimeters,24.0,10.0,29.0,centimeters,,,
B0B6GD6QF8,200,Funko POP! TV: Witcher - Yennefer - the Witcher - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - TV Fans - Model Figure for Collectors and Display,,FIGURINE,https://m.media-amazon.com/images/I/71iTawOPdgL.jpg,889698674263,0889698674263,,,Multicolor,One Size,Funko,,,0.12,kilograms,8.9,11.7,16.4,centimeters,3.5,4.5,6.5,inches,,,
B079MFZL6K,200,Acctim Wickford Kids Teaching Wall Clock Quartz Rainbow Dial Quarter Markers Pink 20cm 22520,,CLOCK,https://m.media-amazon.com/images/I/71DjiNjCgeL.jpg,,5012562225208,,,Pink,One Size,Acctim,,,0.34,kilograms,4.6,20.9,24.1,centimeters,19.99,3.81,19.99,centimeters,,,
B005BFZAK4,200,Ultra Pro SLEEVES Solid 100 Card Game (Clear),,CARD_DOCUMENT_SLEEVE,https://m.media-amazon.com/images/I/51yqp3oC3vL.jpg,074427826895,0074427826895,00074427826895,,Clear,,Ultra Pro,,,0.059,kilograms,1.4986,8.6106,14.097,centimeters,6.0,4.0,0.5,inches,,,
B01N49MD2S,200,"Arcane Tinman ART13023 AT-13023 Dragon Shield-Perfect Fit Standard Sleeves 100pk-Smoke, Smoke, One Size",,CARD_DOCUMENT_SLEEVE,https://m.media-amazon.com/images/I/71SnsMiRXML.jpg,,5706569130237,05706569130237,,Smoke,One Size,Lion Rampant Imports Ltd,,,0.06,kilograms,1.5,9.1,10.5,centimeters,1.3,2.8,3.8,inches,,,
B006PFN3BW,200,Everbuild Industrial Grade Superglue GP 50 g Pack of 3,,BONDING_ADHESIVES,https://m.media-amazon.com/images/I/41y5LjKd7aL.jpg,610708898375,0610708898375,,,Clear,Pack of 3,Everbuild,,,0.18,kilograms,10.1,11.8,15.8,centimeters,1.0,1.0,1.0,centimeters,,,
B003DZUDYC,200,"Pendeford Value Plus Saucepan Set 3PC | Carbon Steel Non-Stick with Tempered Glass Lids | 16cm 18cm 20cm | Easy Clean, Lightweight, Dishwasher Safe | Suitable for All Hob Types Except Induction",,COOKING_POT,https://m.media-amazon.com/images/I/610ap-LVQgL.jpg,,5015826001204,05015826001204,,Multi-colour,3.5 Litres,Pendeford Housewares,,,1.75,kilograms,13.1,24.0,36.29,centimeters,9.61,15.0,6.5,inches,,,
B00KB225MS,200,"Elliott Multi-Purpose Window Squeegee perfect for streak free cleaning on Windows, shower screens, cars and mirrors, Aluminium frame housing a 20cm rubber squeegee with an ergonomic Grey Handle.",,SQUEEGEE,https://m.media-amazon.com/images/I/61xY9VK1pQL.jpg,,5013159300353,05013159300353,,Grey,20cm,George East Housewares,,,0.06,kilograms,3.7,15.1,20.8,centimeters,7.56,5.51,1.18,inches,,,
B081QV8W38,200,WizKids WZK90035 Accessories,,FIGURINE,https://m.media-amazon.com/images/I/71NXK1sTMHL.jpg,634482900352,0634482900352,00634482900352,,"Likely 'Red' (Highly Likely for Character, Possible for Material)",,WizKids,,,0.16,kilograms,12.2,14.9,20.3,centimeters,5.0,6.5,1.5,inches,,,
B00IUKPVYM,200,Price's Petali Brand Scented Tealights | 25 Pack Tealights 4 Hour Burn Time | Available in Multiple Scents (Rose),,CANDLE,https://m.media-amazon.com/images/I/71cKVSFRSzL.jpg,,5205097174039,05205097174039,,Pink,Small,Price's Patent Candles Ltd,,,0.29,kilograms,1.6,18.4,18.9,centimeters,18.49,1.5,18.49,centimeters,,,
B08M52B4M5,200,Moo Free Dairy Free Milk Chocolate Buttons (25g),,CHOCOLATE_CANDY,https://m.media-amazon.com/images/I/81kCiZ5ZOZL.jpg,,5060235831003,,,Milk,25 g (Pack of 1),Moo Free,,,0.02,kilograms,1.4,8.7,12.0,centimeters,10.0,90.0,120.0,millimeters,,,
B0C4RR58SF,200,Funko POP! Rocks: Mariah Carey - Emancipation Of Mimi - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Music Fans - Model Figure for Collectors and Display,,FIGURINE,https://m.media-amazon.com/images/I/616VXppjJ4L.jpg,889698752749,0889698752749,00889698752749,,Gold,10.16 cm,Funko,,,0.14,kilograms,8.9,11.8,16.6,centimeters,4.5,3.5,6.5,inches,,,
B086MBW9R9,200,"The Army Painter Lowland Shrubs, 77 Self Adhesive Static Grass Tufts in 3 Sizes, for Model Bases, Terrain Scenics, Miniature Bases and Diorama Base, Green Grass Tufts for Gaming Bases",,ART_SUPPLIES,https://m.media-amazon.com/images/I/61KaZlO4c9L.jpg,,5713799423206,,,multicoloured,,The Army Painter,,,0.019,kilograms,2.0,6.5,20.0,centimeters,2.0,5.0,0.09,inches,,,
B0D3JCG3YJ,200,"OtterBox Symmetry Folio Case for iPad Pro 13"" (M5 2025 /M4 2024), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Clear/Grey",,PORTABLE_ELECTRONIC_DEVICE_COVER,https://m.media-amazon.com/images/I/51QIsTQn6TL.jpg,840304759071,0840304759071,,,Clear/Grey,"iPad Pro 13"" (M5 2025 / M4 2024)",Otterbox,,,0.49,kilograms,1.7,22.3,31.5,centimeters,11.31,8.71,0.47,inches,,,
B0897VHKW6,200,Hilltop Maple Syrup - Very Dark Late Harvest - Squeezy Bottle - 230g,,SYRUP,https://m.media-amazon.com/images/I/61lWpmxhgIL.jpg,,5060298572752,05060298572752,,,230 g (Pack of 1),Hilltop Honey,,,0.25,kilograms,4.0,6.8,12.0,centimeters,2.9,4.9,12.1,centimeters,,,
B07BC5K5W5,200,"Amtech - SDS+ masonry drill bit, deep reach, tungsten carbide tip, length 210mm, 7mm x 210mm",,DRILL_BITS,https://m.media-amazon.com/images/I/61yarT6g1qL.jpg,,5032759047840,05032759047840,,Clear,7 x 210 mm,DK Tools,,,0.05,kilograms,1.1,3.5,26.6,centimeters,21.0,0.7,26.5,centimeters,,,
B01CKK8CU2,200,5 Ultra Pro 130pt Magnetic One Touch Card Holders (5 Total) 81721 - Fits Cards Up to 130 Point in Thickness,,CARD_DOCUMENT_SLEEVE,https://m.media-amazon.com/images/I/51NCisDDbIL.jpg,074427817213,0074427817213,,,Clear,One Size,Ultra Pro,,,0.3,kilograms,5.2,10.8,14.9,centimeters,4.9,9.7,14.1,centimeters,,,
B0083HIM7U,200,"Curaprox CS 1560 Soft Toothbrush – Firmer Brushing Experience | Gentle Plaque Removal for Adults | Single Pack, Random Color | Made in Switzerland",,TOOTHBRUSH,https://m.media-amazon.com/images/I/41HqYnR33wL.jpg,742381227217,0742381227217,07612412015607,,Random,1 count (Pack of 1),Curaprox,,,0.02,kilograms,1.7,4.2,22.4,centimeters,224.0,41.0,16.0,millimeters,,,
B0CMY2G83J,200,"Squish-a-longs by Original Squishmallows 25 Pack - Series 1 - (25) 1” Mini-Squish with 5 Accessories, Ring, and Collector’s Guide - Collect, Trade, & Play",,TOY_FIGURE,https://m.media-amazon.com/images/I/71abEbObyEL.jpg,191726755289,0191726755289,00191726755289,,Multicolor,S,Jazwares,,,0.408,kilograms,4.2926,31.0896,34.8996,centimeters,1.5,8.25,7.0,inches,,,
B01M6BSYME,200,"Brother LC-3219XLBK Inkjet Cartridge, Black, Single Pack, High Yield, Includes 1 x Inkjet Cartridge, Genuine Supplies",,INKJET_PRINTER_INK,https://m.media-amazon.com/images/I/519umzHmDGL.jpg,,4977766762175,04977766762175,,Black,XL,Brother,,,0.12,kilograms,4.2,8.9,18.0,centimeters,90.0,36.0,120.0,millimeters,,,
B0CG234KW1,200,Snackles Small Sized 14 cm by ZURU Cuddly Squishy Comfort Plush with License Snack Brand Accessory (Random Assortment),,TOY_FIGURE,https://m.media-amazon.com/images/I/81qhs67srjL.jpg,193052060655,0193052060655,00193052060655,,Series 1 Wave 2,Small (14 cm),ZURU,,,0.2,kilograms,12.0,16.7,23.1,centimeters,11.5,11.5,11.5,centimeters,,,
B0024I0DBW,200,Ultra Pro - Eclipse 9-Pocket Pro-Binder - Apple Red,,DISPLAY_ALBUM,https://m.media-amazon.com/images/I/41e7IwSEjqL.jpg,074427151461,0074427151461,00074427151461,,Red,2.5 x 3.5 inches,Ultra Pro,,,0.49,kilograms,3.0,26.8,35.9,centimeters,35.5,25.5,2.5,centimeters,,,
B0CVHD7892,200,Wild Aqua Case and Fresh Cotton & Sea Salt Deodorant Starter Pack 40g,,BODY_DEODORANT,https://m.media-amazon.com/images/I/71P3TNgFYXL.jpg,506500399052,0506500399052,05065003990524,,,,,,,0.15,kilograms,1.7,6.4,14.7,centimeters,,,,,,,
B07Y354HMP,200,Wisdom Pro Flex Interdental Brushes 0.70mm Yellow 25 Pack,,TOOTHBRUSH,https://m.media-amazon.com/images/I/61MeZuxokXL.jpg,,5028763012547,,,Yellow,1 count (Pack of 1),Wisdom,,,0.04,kilograms,2.8,10.2,15.4,centimeters,,,,,,,
B07F1MFWV1,200,"Skinny Food Co Salted Caramel Zero Calorie Syrup 425ml - Sugar Free Salted Caramel Syrup For Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Caramel Syrup - Salted Caramel Syrup",,SYRUP,https://m.media-amazon.com/images/I/71TPjMVes1L.jpg,680243951699,0680243951699,,,White,425 ml (Pack of 1),The Skinny Food Co,,,0.472,kilograms,5.207,8.6106,16.2052,centimeters,8.0,8.0,15.0,centimeters,,,
B003SYNGE2,200,RAWGANIC Pure Cleansing Refreshing Facial Wipes with Aloe Vera and Green Tea | Gentle Soothing Biodegradable Makeup Removal Organic Cotton Wipes | 1 Pack (25 wipes in total),,SKIN_CLEANING_WIPE,https://m.media-amazon.com/images/I/71pHlHE-62L.jpg,,5060169467170,05060169467170,,WHITE-T06,1 count (Pack of 1),Rawganic,,,0.172,kilograms,3.0,10.0,15.8,centimeters,11.0,11.0,11.0,centimeters,,,
B0052VXJGO,200,"Fackelmann OPAL Skimmer, Straining Spoon, Frying Strainer, Fine Mesh, Medium Spider Ladle Stainless Steel, 37.5x12x5.5cm, Silver",,SPOON,https://m.media-amazon.com/images/I/51519TUOuxL.jpg,,4008033406741,04008033406741,,Silver,37.5x12x5.5cm,Fackelmann GmbH + Co. KG,,,0.09,kilograms,3.9,12.0,36.4,centimeters,12.0,5.5,37.5,centimeters,,,
B09P24SGN5,200,"ATTITUDE Lip Balm, Natural Origin, Nourishes & Protects, Shea Butter, Coconut & Olive Oils, EWG Verified, For Dry Lips, Men and Women, Vegan, Fresh Mint, 8.5 g",,LIP_BALM,https://m.media-amazon.com/images/I/61ApBAgMJLL.jpg,626232119800,0626232119800,,,Mint,8.5 g,ATTITUDE Bio Spectra,,,0.02,kilograms,2.3,7.5,9.3,centimeters,0.94,2.99,3.74,inches,,,
B001Q77TI2,200,"Ultra Pro 81181 3"" x 4"" Clear Thick 55PT Toploaders (25ct)",,CARD_DOCUMENT_SLEEVE,https://m.media-amazon.com/images/I/41EqYc59lnL.jpg,074427811815,0074427811815,00074427811815,,Clear,81181,Ultra Pro,,,0.191,kilograms,5.5118,7.8994,10.3886,centimeters,3.0,4.0,4.5,inches,,,
B001ET78RY,200,Avalon Organics Rosemary Volumizing Conditioner 325ml Pack of 3,,CONDITIONER,https://m.media-amazon.com/images/I/71P0sKuhUKL.jpg,,,10654749351601,,,325 ml (Pack of 3),Kinetic Enterprises Ltd,,,1.03,kilograms,6.6,21.1,22.9,centimeters,3.0,7.25,1.75,inches,,,
B00P82UZ6Y,200,"Unika ColorSealant CS4218-AZ Acrylic Gap Filler and Sealant, Grey, 0.57 kg",,SEALANT,https://m.media-amazon.com/images/I/61gyJ2RyVWL.jpg,,5023778042183,05023778042183,,Grey,,Unika,,,0.53,kilograms,4.9,6.2,22.8,centimeters,23.0,7.0,5.0,centimeters,,,
B0073FT7FY,200,TEPE INTERDENTAL Travel CASE,,TOOTHBRUSH,https://m.media-amazon.com/images/I/713x3IdBnyL.jpg,,7317400004457,07317400010090,,Colour Cannot Be Selected,1 count (Pack of 1),Tepe,,,0.01,kilograms,1.4,7.7,7.8,centimeters,3.15,0.39,3.15,inches,,,
B00VQTO21M,200,4 Pack - TUNG Brush - Tongue Cleaner,,TOOTHBRUSH,https://m.media-amazon.com/images/I/61o8VgPku+L.jpg,614373180018,0614373180018,,,Black,1 count (Pack of 4),Peak Essentials,,,0.045,kilograms,5.08,10.16,22.86,centimeters,5.6,0.75,2.3,inches,,,
B0BBH71LQN,200,"OtterBox Symmetry Folio Case for iPad 10th gen 2022, iPad 11th gen 2025 (A16), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Black",,CELLULAR_PHONE_CASE,https://m.media-amazon.com/images/I/71a5zy75yHL.jpg,840262399883,0840262399883,,,Black,,Otterbox,,,0.399,kilograms,1.8,19.4,28.4,centimeters,,,,meters,,,
