asof_utc,sku,order_id,order_date_utc,candidate_price_gbp,vat_rate_market,cogs_total_gbp,fba_total_gbp,commission_total_gbp,digital_fee_total_gbp,fixed_total_gbp,break_even_total_gbp,temp_floor_10roi_gbp,source_script
2026-02-16T20:41:12Z,F7-PMJ2-SG6A,,,7.90,0.200000,3.24,2.00,1.24,0.06,0.00,6.54,6.86,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,3B-3H3V-Z93T,,,9.94,0.200000,1.92,3.20,1.19,0.08,0.00,6.39,6.58,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,PY-XV78-3OG5,,,49.97,0.200000,24.61,3.32,6.72,0.20,0.00,34.85,37.31,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,XG-Z9LW-Z27Q,,,6.79,0.200000,2.39,1.80,0.98,0.06,0.00,5.23,5.47,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,G8-L8EI-INMK,,,6.99,0.200000,1.34,2.90,0.47,0.07,0.00,4.78,4.91,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,3T-6QPR-E2MV,,,11.94,0.200000,5.58,3.71,2.18,0.12,0.00,11.59,12.15,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,JV-D1TI-6UF6,,,9.95,0.200000,4.32,1.82,1.45,0.06,0.00,7.65,8.08,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,NX-0Q7A-XR6H,,,7.59,0.000000,2.74,3.07,0.54,0.07,0.00,6.42,6.69,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,MY-KL21-NMV5,,,39.90,0.200000,22.20,3.78,6.24,0.20,0.00,32.42,34.64,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,4D-BI2L-5PZ8,,,15.49,0.000000,7.35,4.62,9.79,0.29,0.00,22.05,22.78,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,6Q-9G2A-IKVV,,,16.00,0.200000,8.75,6.65,3.05,0.19,0.00,18.64,19.52,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,YC-3L3M-BV48,,,79.00,0.200000,47.53,5.94,12.86,0.37,0.00,66.70,71.45,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,BB-ZT14-1QQA,,,7.99,0.200000,3.83,1.75,1.32,0.06,0.00,6.96,7.34,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,WJ-YHKC-EES5,,,9.99,0.200000,2.51,1.80,0.49,0.05,0.00,4.85,5.10,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,3E-62Y1-WPYU,,,7.21,0.200000,3.55,1.82,1.27,0.06,0.00,6.70,7.06,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,X7-MY4W-H2I4,,,7.53,0.200000,2.74,3.18,1.16,0.08,0.00,7.16,7.43,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,8U-QPFH-3EKQ,,,6.46,0.200000,3.52,1.75,0.60,0.05,0.00,5.92,6.27,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,8R-E0Y9-0LAU,,,79.99,0.200000,41.58,3.34,10.84,0.29,0.00,56.05,60.21,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,3X-EXDD-TD2K,,,49.99,0.200000,24.53,2.59,6.53,0.18,0.00,33.82,36.28,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,UL-D0Y8-ZNI5,,,39.99,0.200000,23.40,3.76,6.53,0.20,0.00,33.89,36.23,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,49-4UKW-G81R,,,8.99,0.200000,3.65,2.06,1.36,0.07,0.00,7.14,7.51,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,N7-A24N-WJA7,,,9.18,0.200000,3.61,3.20,1.60,0.10,0.00,8.51,8.87,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,5M-QO6K-LNH0,,,8.86,0.200000,2.83,3.22,1.42,0.10,0.00,7.57,7.85,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,TE-Y18U-S2O1,,,9.99,0.200000,4.99,3.34,1.96,0.11,0.00,10.40,10.90,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,ZU-PFDN-JSYV,,,12.15,0.200000,5.87,5.84,2.74,0.17,0.00,14.62,15.21,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,TJ-6LOP-OPEU,,,9.00,0.200000,2.63,2.90,0.62,0.07,0.00,6.22,6.48,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,9X-7TBD-NA16,,,6.94,0.200000,2.39,2.00,1.03,0.06,0.00,5.48,5.72,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,7H-7G2P-ONWJ,,,3.65,0.200000,1.06,1.75,0.65,0.05,0.00,3.51,3.62,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,XY-UM2X-TPS3,,,11.47,0.200000,5.48,3.55,2.12,0.11,0.00,11.26,11.81,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,MW-9K5M-VKW8,,,27.00,0.200000,16.38,3.49,4.76,0.17,0.00,24.80,26.44,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,LF-X542-9TDZ,,,20.44,0.200000,9.29,3.60,3.06,0.13,0.00,16.08,17.01,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,SU-JM8R-2U82,,,14.67,0.200000,8.34,3.74,2.41,0.12,0.00,14.61,15.44,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,IJ-V0PQ-4CZ4,,,8.99,0.200000,2.36,1.80,0.98,0.06,0.00,5.20,5.44,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,XH-OMMJ-C7MT,,,8.89,0.200000,2.94,2.92,1.37,0.08,0.00,7.31,7.60,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,CJ-X0SS-QOUW,,,14.22,0.200000,4.99,3.40,1.98,0.11,0.00,10.48,10.98,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,8L-INBX-OUTU,,,8.98,0.200000,2.99,3.18,1.44,0.10,0.00,7.71,8.01,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,Z3-ORV9-K8XD,,,13.99,0.200000,7.87,3.32,2.65,0.12,0.00,13.96,14.75,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,OV-LVEL-DQL6,,,16.08,0.200000,8.34,3.10,2.29,0.11,0.00,13.84,14.67,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,HL-03ZR-QPHH,,,8.71,0.200000,4.32,2.90,0.82,0.07,0.00,8.11,8.54,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,KI-CR51-18J3,,,56.94,0.200000,33.84,3.60,9.01,0.25,0.00,46.70,50.08,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,RW-AZK6-O4M2,,,4.60,0.200000,0.62,1.80,0.55,0.05,0.00,3.02,3.08,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,JL-VTP2-JF3Q,,,15.67,0.200000,8.34,3.71,2.40,0.12,0.00,14.57,15.40,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,AF-KIHX-ANYY,,,4.94,0.200000,1.01,1.75,0.54,0.05,0.00,3.35,3.45,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,SR-6OBB-WC03,,,7.41,0.200000,3.43,2.90,1.48,0.08,0.00,7.89,8.23,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,ZI-1MA2-8QGC,,,20.41,0.200000,10.18,3.60,3.28,0.13,0.00,17.19,18.21,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,4W-VS57-BV6A,,,35.91,0.200000,22.20,4.04,6.29,0.20,0.00,32.73,34.95,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,H6-E7MP-EBPD,,,18.08,0.200000,10.14,2.77,3.08,0.12,0.00,16.11,17.12,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,2L-M26G-560I,,,25.04,0.200000,16.22,3.78,4.79,0.17,0.00,24.96,26.58,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,6P-IWYA-X18B,,,11.98,0.200000,5.17,3.60,2.06,0.11,0.00,10.94,11.46,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,CX-SMCH-4DYA,,,8.84,0.200000,4.74,1.82,1.56,0.07,0.00,8.19,8.66,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,81-3DY5-BFOR,,,15.50,0.200000,9.17,3.71,3.06,0.13,0.00,16.07,16.99,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,XH-0LAE-FQO5,,,6.90,0.200000,3.48,1.75,0.60,0.05,0.00,5.88,6.23,H110_run_phase1_h_pilot
2026-02-16T20:41:12Z,7L-OT45-7LYB,,,4.34,0.200000,1.39,2.00,0.66,0.05,0.00,4.10,4.24,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,2G-AYBQ-TUQG,203-2042822-3609910,2026-02-07T22:49:41Z,17.80,0.200000,9.92,3.32,3.16,0.13,0.00,16.53,17.52,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,6V-EEC1-2S9Z,026-2125199-6382720,2026-02-15T20:40:35Z,7.99,0.200000,2.70,1.94,0.92,0.06,0.00,5.62,5.89,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,714810,203-5888264-1984365,2026-02-15T19:31:23Z,9.99,0.200000,1.61,2.00,0.84,0.06,0.00,4.51,4.67,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,7M-48OU-23X3,202-0536081-2855504,2026-02-13T14:05:04Z,17.99,0.200000,9.11,3.24,2.94,0.12,0.00,15.41,16.32,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,8M-LM6B-F2Q5,204-1899094-4794737,2026-02-14T15:51:13Z,4.89,0.200000,2.04,1.80,0.76,0.05,0.00,4.65,4.85,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,8M-NHB7-T8TR,204-8108407-0881108,2026-02-13T16:16:23Z,29.99,0.200000,18.31,3.76,5.29,0.18,0.00,27.54,29.37,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,A2-T2AC-TW3L,202-7753002-8341166,2026-02-15T16:54:41Z,11.18,0.200000,5.41,3.02,1.68,0.10,0.00,10.21,10.75,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,BQ-O3OI-FTJU,204-8041799-0871558,2026-01-26T17:41:17Z,24.99,0.200000,7.80,2.59,2.47,0.10,0.00,12.96,13.74,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,C6-XGZB-J6QA,205-5214464-4604314,2026-02-10T20:07:08Z,6.60,0.200000,3.30,1.75,0.58,0.05,0.00,5.68,6.01,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,D0-C7C0-H6LN,202-3559192-7032342,2026-02-10T16:27:22Z,9.85,0.200000,3.29,3.18,0.44,0.07,0.00,6.98,7.31,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,D2-8SPY-Q095,205-8486802-7255544,2026-02-06T19:28:02Z,9.70,0.200000,2.90,3.72,1.55,0.11,0.00,8.28,8.57,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,DC-K5WH-R7F5,206-0387914-5853126,2026-02-15T09:26:37Z,3.00,0.200000,0.82,1.75,0.30,0.04,0.00,2.91,2.99,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,EV-CHU5-XU3G,204-2298444-3148303,2026-02-13T21:21:57Z,7.49,0.200000,3.28,1.92,1.03,0.06,0.00,6.29,6.62,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,GH-PONH-K4WQ,202-4526104-8757133,2026-02-03T20:06:07Z,11.64,0.200000,4.54,2.04,1.56,0.07,0.00,8.21,8.66,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,GJ-2OZK-0GCA,204-8738350-3781937,2026-02-08T23:04:20Z,39.99,0.200000,21.00,3.77,5.94,0.19,0.00,30.90,33.00,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,H4-86XG-NLX6,205-0913546-8200312,2026-02-12T11:53:59Z,19.99,0.200000,3.90,3.20,1.67,0.10,0.00,8.87,9.26,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,JB-RGB6-LZOJ,206-0030846-7429913,2026-02-09T15:27:04Z,6.15,0.200000,2.96,1.75,0.94,0.05,0.00,5.70,6.00,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,L1-54EX-56YC,202-0761583-5266767,2026-02-13T15:46:45Z,14.30,0.200000,6.42,3.35,2.32,0.11,0.00,12.20,12.84,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,L3-ZQ8U-A7LQ,205-8867423-2615509,2026-01-29T15:17:05Z,9.98,0.200000,4.44,1.75,1.48,0.06,0.00,7.73,8.17,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,L5-PF3B-WHU4,204-3804007-8321930,2026-02-13T17:09:31Z,39.99,0.200000,21.00,3.86,5.96,0.19,0.00,31.01,33.11,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,NN-TSZ1-X2RD,202-4041842-1879543,2026-02-07T22:39:28Z,7.28,0.230000,4.66,1.54,0.74,0.05,0.00,6.99,7.46,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,PE-G94Y-4PYO,203-3035643-7261133,2026-02-11T09:35:17Z,8.36,0.200000,3.43,3.30,1.32,0.10,0.00,8.15,8.49,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,R7-98IN-2PW8,026-8732822-1329903,2026-02-02T21:36:02Z,5.83,0.200000,3.00,1.80,0.55,0.05,0.00,5.40,5.70,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,RI-VSUS-0YTD,204-8762095-7047554,2026-02-04T10:33:01Z,7.25,0.200000,1.98,3.30,0.59,0.07,0.00,5.94,6.14,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,SU-5LQH-2DVN,205-8574322-9764308,2026-02-12T12:44:33Z,8.02,0.200000,2.63,3.02,1.12,0.08,0.00,6.85,7.11,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,T8-6UWL-I3E1,203-1049844-4620351,2026-02-09T15:32:16Z,4.21,0.200000,1.78,2.88,0.91,0.07,0.00,5.64,5.82,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,VF-3T0K-DR5O,205-9765439-0745140,2026-02-14T13:38:38Z,5.35,0.200000,2.46,1.80,0.48,0.05,0.00,4.79,5.04,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,VU-8KRA-QP5M,205-0025833-3273113,2026-02-12T20:15:00Z,12.88,0.200000,5.18,3.18,1.98,0.11,0.00,10.45,10.97,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,WX-L5UA-UB1Q,202-9337824-8445123,2026-02-15T22:06:47Z,5.55,0.200000,2.06,1.82,0.77,0.05,0.00,4.70,4.91,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,YO-EKK2-FRCC,205-0112456-6755516,2026-02-14T12:02:56Z,6.42,0.200000,2.86,2.90,0.65,0.07,0.00,6.48,6.77,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,Z7-26PV-O9LR,204-5619412-2478742,2026-02-13T22:24:28Z,8.79,0.200000,5.04,1.92,0.80,0.06,0.00,7.82,8.32,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,FBA15K3QTGNT_UNEXPECTED_ITEM_01,,,5.14,0.200000,1.99,1.75,0.42,0.05,0.00,4.21,4.41,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,02-7AZG-O0CV,,,2.99,0.200000,0.71,1.75,0.56,0.05,0.00,3.07,3.14,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,0G-JB6S-PN34,,,6.99,0.000000,2.74,2.65,0.30,0.06,0.00,5.75,6.02,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,0H-5V53-GPG4,,,12.83,0.200000,5.82,3.60,2.22,0.12,0.00,11.76,12.34,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,0Z-Y60V-499R,,,6.79,0.200000,2.30,1.80,0.96,0.06,0.00,5.12,5.35,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,1U-1W76-M840,,,4.02,0.200000,0.91,2.04,0.68,0.06,0.00,3.69,3.78,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,714776,,,4.99,0.200000,1.45,1.80,0.76,0.05,0.00,4.06,4.20,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,GA-9DTN-9O1E,,,36.99,0.200000,21.82,3.60,6.11,0.19,0.00,31.72,33.90,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,AX-NKNU-29C1,,,3.99,0.200000,0.73,3.50,0.30,0.07,0.00,4.60,4.67,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,A9-2Y9G-M2K7,,,6.02,0.200000,1.82,2.90,0.92,0.07,0.00,5.71,5.89,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,R4-0AXZ-ZZ9D,,,12.20,0.200000,5.82,3.70,1.90,0.11,0.00,11.53,12.11,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,M5-71MK-T0DL,,,11.59,0.200000,5.18,3.60,2.06,0.11,0.00,10.95,11.47,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,GD-B8SW-1PCP,,,43.88,0.200000,34.50,3.60,3.83,0.14,0.00,42.07,45.52,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,VO-A6AR-18YS,,,8.99,0.200000,2.36,1.80,0.98,0.06,0.00,5.20,5.44,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,Z9-FBUQ-EZN3,,,8.10,0.000000,2.89,2.65,0.51,0.06,0.00,6.11,6.40,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,DT-SPI3-IK34,,,6.39,0.200000,4.49,2.42,1.63,0.08,0.00,8.62,9.07,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,DV-USYD-8WR2,,,37.00,0.200000,24.61,2.59,6.55,0.18,0.00,33.93,36.39,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,RZ-6ZL9-CZ7J,,,6.97,0.200000,2.90,2.92,0.66,0.07,0.00,6.55,6.84,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,D8-1A3E-I37F,,,34.99,0.200000,20.09,0.83,5.06,0.12,0.00,26.10,28.11,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,XE-YPAI-HX9F,,,9.00,0.200000,5.50,1.80,0.84,0.05,0.00,8.19,8.74,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,K0-71JR-UNLF,,,7.94,0.000000,2.44,2.70,0.47,0.06,0.00,5.67,5.91,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,JH-97NP-GJDG,,,2.49,0.200000,0.94,1.82,0.31,0.05,0.00,3.12,3.21,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,MF-TPXM-F8AF,,,49.38,0.200000,22.25,2.59,5.99,0.17,0.00,31.00,33.23,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,EE-KTDC-KCFY,,,9.98,0.200000,4.15,1.75,1.40,0.06,0.00,7.36,7.78,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,ZV-RLOD-Q0JI,,,24.89,0.200000,9.06,4.03,3.11,0.14,0.00,16.34,17.25,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,VL-48KZ-J3F2,,,5.23,0.200000,1.27,2.90,0.80,0.07,0.00,5.04,5.17,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,UR-Q7TM-1F3I,,,17.17,0.200000,9.11,3.74,3.05,0.13,0.00,16.03,16.94,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,I2-6YKQ-CIBP,,,9.95,0.200000,4.75,1.75,1.55,0.07,0.00,8.12,8.60,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,RB-82FL-T88J,,,29.99,0.200000,17.40,3.74,5.06,0.18,0.00,26.38,28.12,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,4U-XT39-AMUJ,,,4.62,0.200000,1.99,1.75,0.42,0.05,0.00,4.21,4.41,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,IB-U5FA-BO2Y,,,45.99,0.200000,24.61,2.59,6.55,0.18,0.00,33.93,36.39,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,U1-M5BM-8F5W,,,22.09,0.200000,15.60,3.46,1.90,0.11,0.00,21.07,22.63,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,4F-HT42-FD26,,,8.98,0.200000,4.00,2.06,1.44,0.07,0.00,7.57,7.97,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,D7-MGBX-RX2P,,,9.92,0.200000,2.92,3.18,1.43,0.10,0.00,7.63,7.92,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,TK-E7QE-T40G,,,9.11,0.200000,4.56,1.82,1.51,0.07,0.00,7.96,8.42,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,SQ-7QYT-5D5B,,,6.70,0.200000,1.80,2.90,0.53,0.07,0.00,5.30,5.48,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,GK-YI4S-C158,,,9.99,0.200000,3.10,3.22,1.48,0.10,0.00,7.90,8.21,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,LR-7GM6-1RCH,,,38.06,0.200000,27.90,2.87,3.08,0.12,0.00,33.97,36.76,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,IM-AYXV-79NJ,,,5.43,0.200000,2.70,1.75,0.50,0.05,0.00,5.00,5.27,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,SC-LYFM-ORXK,,,11.85,0.200000,5.04,3.32,1.97,0.11,0.00,10.44,10.94,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,BL-WX51-KQOK,,,9.99,0.000000,3.40,2.43,0.33,0.06,0.00,6.22,6.56,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,CY-5VNG-I5M8,,,7.94,0.200000,2.66,2.90,0.62,0.07,0.00,6.25,6.52,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,TU-8I14-25ZR,,,27.55,0.200000,15.20,3.38,4.45,0.16,0.00,23.19,24.71,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,LV-425G-BY4X,,,69.61,0.000000,16.38,2.16,3.58,0.11,0.00,22.23,23.87,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,79-CPJ6-DSG6,,,39.99,0.200000,16.38,3.32,4.73,0.16,0.00,24.59,26.23,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,XE-27ZG-EZPZ,,,4.36,0.200000,1.48,2.04,0.82,0.06,0.00,4.40,4.55,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,F7-PMJ2-SG6A,,,7.90,0.200000,3.24,2.00,1.24,0.06,0.00,6.54,6.86,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,3B-3H3V-Z93T,,,9.94,0.200000,1.92,3.20,1.19,0.08,0.00,6.39,6.58,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,PY-XV78-3OG5,,,49.97,0.200000,24.61,3.32,6.72,0.20,0.00,34.85,37.31,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,XG-Z9LW-Z27Q,,,6.79,0.200000,2.39,1.80,0.98,0.06,0.00,5.23,5.47,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,G8-L8EI-INMK,,,6.99,0.200000,1.34,2.90,0.47,0.07,0.00,4.78,4.91,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,3T-6QPR-E2MV,,,11.94,0.200000,5.58,3.71,2.18,0.12,0.00,11.59,12.15,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,JV-D1TI-6UF6,,,9.95,0.200000,4.32,1.82,1.45,0.06,0.00,7.65,8.08,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,NX-0Q7A-XR6H,,,7.59,0.000000,2.74,3.07,0.54,0.07,0.00,6.42,6.69,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,MY-KL21-NMV5,,,39.90,0.200000,22.20,3.78,6.24,0.20,0.00,32.42,34.64,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,4D-BI2L-5PZ8,,,15.49,0.000000,7.35,4.62,9.79,0.29,0.00,22.05,22.78,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,6Q-9G2A-IKVV,,,16.00,0.200000,8.75,6.65,3.05,0.19,0.00,18.64,19.52,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,YC-3L3M-BV48,,,79.00,0.200000,47.53,5.94,12.86,0.37,0.00,66.70,71.45,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,BB-ZT14-1QQA,,,7.99,0.200000,3.83,1.75,1.32,0.06,0.00,6.96,7.34,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,WJ-YHKC-EES5,,,9.99,0.200000,2.51,1.80,0.49,0.05,0.00,4.85,5.10,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,3E-62Y1-WPYU,,,7.21,0.200000,3.55,1.82,1.27,0.06,0.00,6.70,7.06,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,X7-MY4W-H2I4,,,7.53,0.200000,2.74,3.18,1.16,0.08,0.00,7.16,7.43,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,8U-QPFH-3EKQ,,,6.46,0.200000,3.52,1.75,0.60,0.05,0.00,5.92,6.27,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,8R-E0Y9-0LAU,,,79.99,0.200000,41.58,3.34,10.84,0.29,0.00,56.05,60.21,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,3X-EXDD-TD2K,,,49.99,0.200000,24.53,2.59,6.53,0.18,0.00,33.82,36.28,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,UL-D0Y8-ZNI5,,,39.99,0.200000,23.40,3.76,6.53,0.20,0.00,33.89,36.23,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,49-4UKW-G81R,,,8.99,0.200000,3.65,2.06,1.36,0.07,0.00,7.14,7.51,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,N7-A24N-WJA7,,,9.18,0.200000,3.61,3.20,1.60,0.10,0.00,8.51,8.87,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,5M-QO6K-LNH0,,,8.86,0.200000,2.83,3.22,1.42,0.10,0.00,7.57,7.85,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,TE-Y18U-S2O1,,,9.99,0.200000,4.99,3.34,1.96,0.11,0.00,10.40,10.90,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,ZU-PFDN-JSYV,,,12.15,0.200000,5.87,5.84,2.74,0.17,0.00,14.62,15.21,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,TJ-6LOP-OPEU,,,9.00,0.200000,2.63,2.90,0.62,0.07,0.00,6.22,6.48,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,9X-7TBD-NA16,,,6.94,0.200000,2.39,2.00,1.03,0.06,0.00,5.48,5.72,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,7H-7G2P-ONWJ,,,3.65,0.200000,1.06,1.75,0.65,0.05,0.00,3.51,3.62,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,XY-UM2X-TPS3,,,11.47,0.200000,5.48,3.55,2.12,0.11,0.00,11.26,11.81,H110_run_phase1_h_pilot
2026-02-16T20:57:06Z,MW-9K5M-VKW8,,,27.00,0.200000,16.38,3.49,4.76,0.17,0.00,24.80,26.44,H110_run_phase1_h_pilot
