asof_utc,sku,order_id,order_date_utc,candidate_price_gbp,vat_rate_market,cogs_total_gbp,fba_total_gbp,commission_total_gbp,digital_fee_total_gbp,fixed_total_gbp,break_even_total_gbp,temp_floor_10roi_gbp,source_script
2026-02-18T01:33:04Z,OO-KLJU-ZBO9,,,0.00,0.200000,0.00,3.09,0.25,0.07,0.00,4.09,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,UL-6G4Z-72JE,,,0.00,0.200000,0.00,2.10,0.25,0.05,0.00,2.88,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,2K-6X85-CXUL,,,0.00,0.200000,0.00,3.58,0.25,0.08,0.00,4.69,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,MF-MNIN-FGXW,,,0.00,0.200000,0.00,3.09,0.25,0.07,0.00,4.09,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,FQ-MTRD-YPII,,,0.00,0.200000,0.00,3.15,0.25,0.07,0.00,4.16,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,8N-T5OY-DSW9,,,0.00,0.200000,0.00,3.09,0.25,0.07,0.00,4.09,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,JE-NHAA-HEYR,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,6V-0L0T-OF72,,,0.00,0.200000,0.00,2.18,0.25,0.05,0.00,2.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,IQ-PR7Z-1RKG,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,A9-31T9-JF3W,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,TT-1DQK-CJFF,,,0.00,0.200000,0.00,3.09,0.25,0.07,0.00,4.09,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,EO-RQ6J-PAPY,,,0.00,0.200000,0.00,3.09,0.25,0.07,0.00,4.09,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,F9-ETRB-6FVQ,,,0.00,0.200000,0.00,3.10,0.25,0.07,0.00,4.10,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,10-PGVO-YV15,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,LL-NBBZ-I90A,,,0.00,0.200000,0.00,3.13,0.25,0.07,0.00,4.14,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,HJ-6HB4-VVF2,,,0.00,0.200000,0.00,2.16,0.25,0.05,0.00,2.95,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,R7-RF9Q-9AMN,,,0.00,0.200000,0.00,3.09,0.25,0.07,0.00,4.09,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,9I-QC5D-QDT2,,,0.00,0.200000,0.00,3.09,0.25,0.07,0.00,4.09,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,26-E5TZ-WU0I,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,1Q-OTO8-JG8E,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,27-VH0D-TKGK,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,2L-4Y1Q-E6OA,,,0.00,0.200000,0.00,3.13,0.25,0.07,0.00,4.14,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,ON-XPCR-TAZW,,,0.00,0.200000,0.00,2.07,0.25,0.05,0.00,2.84,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,BH-QYC3-K7VG,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,T0-4R2M-4BLV,,,0.00,0.200000,0.00,2.10,0.25,0.05,0.00,2.88,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,46-MOBK-YBS1,,,0.00,0.200000,0.00,3.04,0.25,0.07,0.00,4.03,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,NY-AI90-84GR,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,3Z-S01D-H4GA,,,0.00,0.200000,0.00,3.14,0.25,0.07,0.00,4.15,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,2T-07RT-8IMX,,,0.00,0.200000,0.00,3.06,0.25,0.07,0.00,4.06,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,66-6EUM-PSH8,,,0.00,0.200000,0.00,2.10,0.25,0.05,0.00,2.88,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,CN-NR50-TSFE,,,0.00,0.200000,0.00,3.06,0.25,0.07,0.00,4.06,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,0C-AOG2-B23Z,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,XB-PLFM-VNLX,,,0.00,0.200000,0.00,1.87,0.25,0.05,0.00,2.60,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,8G-7PJ0-25UD,,,0.00,0.200000,0.00,3.10,0.25,0.07,0.00,4.10,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,EH-ZRT0-U4YM,,,0.00,0.200000,0.00,2.10,0.25,0.05,0.00,2.88,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,7I-GPVA-PDJ6,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,Z7-ZI0R-NWCK,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,M1-UFU0-V1X3,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,E0-9FJI-8AD2,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,TL-AUNR-5YK0,,,0.00,0.200000,0.00,3.10,0.25,0.07,0.00,4.10,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,JQ-6JZ4-3GJ7,,,0.00,0.200000,0.00,3.13,0.25,0.07,0.00,4.14,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,GB-RXX5-97UW,,,0.00,0.200000,0.00,3.13,0.25,0.07,0.00,4.14,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,N0-JAU8-SI40,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,MI-J6KS-0097,,,0.00,0.200000,0.00,3.09,0.25,0.07,0.00,4.09,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,PF-7VUQ-LIUC,,,0.00,0.200000,0.00,2.10,0.25,0.05,0.00,2.88,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,6E-GK4T-QBFF,,,0.00,0.200000,0.00,1.87,0.25,0.05,0.00,2.60,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,16-5NE0-75DT,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,7R-DKJR-F0UF,,,0.00,0.200000,0.00,2.10,0.25,0.05,0.00,2.88,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,7W-PCZV-CX51,,,0.00,0.200000,0.00,3.09,0.25,0.07,0.00,4.09,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,HI-4CXM-9WVU,,,0.00,0.200000,0.00,2.94,0.25,0.07,0.00,3.91,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,JC-NYJZ-DIWR,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,FX-3YH6-IF6A,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,PZ-X5VL-NVBR,,,0.00,0.200000,0.00,3.02,0.25,0.07,0.00,4.01,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,AY-LA00-LUJD,,,0.00,0.200000,0.00,3.08,0.25,0.07,0.00,4.08,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,3L-LSBT-PRST,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,PF-9T40-Q7YW,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,PQ-SCCQ-7RCR,,,0.00,0.200000,0.00,3.12,0.25,0.07,0.00,4.13,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,YM-HLZL-A3XS,,,0.00,0.200000,0.00,3.12,0.25,0.07,0.00,4.13,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,HN-13OB-TAYD,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,RF-3X39-FYXB,,,0.00,0.200000,0.00,3.09,0.25,0.07,0.00,4.09,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,CQ-GZA7-CZBW,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,WN-BBR4-67NP,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,6H-ZZN4-I77B,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,V7-HT4G-K9QH,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,C1-4N7O-1LWT,,,0.00,0.200000,0.00,2.07,0.25,0.05,0.00,2.84,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,2U-EUMC-7E5P,,,0.00,0.200000,0.00,2.96,0.25,0.07,0.00,3.94,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,9R-YGAK-KTA0,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,KG-GAQU-OLI0,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,B7-9S5E-KOHG,,,0.00,0.200000,0.00,6.20,0.25,0.13,0.00,7.90,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,LH-LOUH-H54B,,,0.00,0.200000,0.00,2.10,0.25,0.05,0.00,2.88,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,ET-D23X-A5I2,,,0.00,0.200000,0.00,2.10,0.25,0.05,0.00,2.88,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,BB-JN90-IUUP,,,0.00,0.200000,0.00,3.13,0.25,0.07,0.00,4.14,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,BU-H22U-ACK3,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,3L-1I88-19GF,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,CJ-DLBW-HKFS,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,0N-JV0B-5UNV,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,8G-JH1T-98X4,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,7Y-B7S7-O5OZ,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,3K-PWXF-IHKI,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,PT-CVT8-NV21,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,10-JQEP-V8I7,,,0.00,0.200000,0.00,1.87,0.25,0.05,0.00,2.60,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,YD-0TJL-WINU,,,0.00,0.200000,0.00,3.10,0.25,0.07,0.00,4.10,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,VY-FXRV-DEAT,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,SA-T4GN-HUNR,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,Z4-04O5-E86C,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,FY-TQNI-4ZV5,,,0.00,0.200000,0.00,2.87,0.25,0.07,0.00,3.83,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,4V-OE5G-EJKM,,,0.00,0.200000,0.00,2.87,0.25,0.07,0.00,3.83,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,7U-508Y-MZAQ,,,0.00,0.200000,0.00,1.89,0.25,0.05,0.00,2.63,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,55-5RSU-1KG1,,,0.00,0.200000,0.00,2.08,0.25,0.05,0.00,2.86,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,FN-ZANK-PHQO,,,0.00,0.200000,0.00,2.16,0.25,0.05,0.00,2.95,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,FW-WGL2-H61I,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,HT-LVU9-4F5R,,,0.00,0.200000,0.00,2.08,0.25,0.05,0.00,2.86,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,YB-8YQ7-X1X8,,,0.00,0.200000,0.00,1.89,0.25,0.05,0.00,2.63,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,TX-7TYN-NVF4,,,0.00,0.200000,0.00,2.10,0.25,0.05,0.00,2.88,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,WI-QO7X-YZOL,,,0.00,0.200000,0.00,3.08,0.25,0.07,0.00,4.08,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,G0-25T9-9YZS,,,0.00,0.200000,0.00,3.14,0.25,0.07,0.00,4.15,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,2I-R2RY-BZ85,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,RR-0TGC-U4IT,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,1P-BRGG-P0N6,,,0.00,0.200000,0.00,1.89,0.25,0.05,0.00,2.63,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,HY-VZF3-EFS3,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,4C-6VFW-JO2C,,,0.00,0.200000,0.00,2.08,0.25,0.05,0.00,2.86,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,3V-HQSI-8QRU,,,0.00,0.200000,0.00,3.09,0.25,0.07,0.00,4.09,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,KE-WQ91-B6JF,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,JX-Q0XX-QBZ2,,,0.00,0.200000,0.00,3.13,0.25,0.07,0.00,4.14,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,SH-RGTH-QQM2,,,0.00,0.200000,0.00,3.13,0.25,0.07,0.00,4.14,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,FR-41MF-KWKU,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,MF-FBAW-SRXY,,,0.00,0.200000,0.00,3.13,0.25,0.07,0.00,4.14,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,J2-N9NA-57NA,,,0.00,0.200000,0.00,1.89,0.25,0.05,0.00,2.63,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,KR-H2ZK-DRS7,,,0.00,0.200000,0.00,3.51,0.25,0.08,0.00,4.61,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,M4-MV10-9TX7,,,0.00,0.200000,0.00,3.09,0.25,0.07,0.00,4.09,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,M5-EOFN-2WPJ,,,0.00,0.200000,0.00,1.89,0.25,0.05,0.00,2.63,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,8K-FX05-CCPX,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,DK-9CZR-7SUV,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,4Y-2V2S-KSTO,,,0.00,0.200000,0.00,2.10,0.25,0.05,0.00,2.88,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,VF-WENE-0QSF,,,0.00,0.200000,0.00,3.15,0.25,0.07,0.00,4.16,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,10-KNVB-4BRI,,,0.00,0.200000,0.00,1.89,0.25,0.05,0.00,2.63,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,CC-9HJK-1XR3,,,0.00,0.200000,0.00,1.89,0.25,0.05,0.00,2.63,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,IX-BHAG-7688,,,0.00,0.200000,0.00,2.87,0.25,0.07,0.00,3.83,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,8Y-8UTW-YHVV,,,0.00,0.200000,0.00,2.87,0.25,0.07,0.00,3.83,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,IS-RZRJ-JMUQ,,,0.00,0.200000,0.00,2.87,0.25,0.07,0.00,3.83,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,4D-KUD8-5IQP,,,0.00,0.200000,0.00,2.87,0.25,0.07,0.00,3.83,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,6L-R2ZY-X2E0,,,0.00,0.200000,0.00,2.87,0.25,0.07,0.00,3.83,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,H4-EFUP-2ASL,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,QZ-5ZK7-W02G,,,0.00,0.200000,0.00,2.87,0.25,0.07,0.00,3.83,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,9H-K7TV-V6NU,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,PI-JTWZ-8YNT,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,UC-D1G4-MTYN,,,0.00,0.200000,0.00,0.00,0.00,0.00,0.00,0.00,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,RJ-OVDC-R9JF,,,0.00,0.200000,0.00,0.00,0.00,0.00,0.00,0.00,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,HO-7XV5-UD4D,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,P4-XF7W-GMJA,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,D8-QDS3-LH4T,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,XN-OHVO-FXL6,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,VU-YLRN-9V7D,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,QB-I6MR-7F61,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,TH-JWYZ-LM0D,,,0.00,0.200000,0.00,3.13,0.25,0.07,0.00,4.14,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,J5-IJ6Y-64VG,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,9Q-XGAX-ZGBT,,,0.00,0.200000,0.00,2.16,0.25,0.05,0.00,2.95,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,P5-KMQZ-JK8Y,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,P7-91M2-092T,,,0.00,0.200000,0.00,1.87,0.25,0.05,0.00,2.60,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,BC-6AFY-0M24,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,QD-2EAL-Z4J5,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,R8-VELO-CPUA,,,0.00,0.200000,0.00,2.16,0.25,0.05,0.00,2.95,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,QM-QAGK-D2UQ,,,0.00,0.200000,0.00,2.96,0.25,0.07,0.00,3.94,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,WO-75W6-980Q,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,YF-KP66-IJY6,,,0.00,0.200000,0.00,3.00,0.25,0.07,0.00,3.98,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,1A-S381-J09C,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,GQ-JASA-966U,,,0.00,0.200000,0.00,3.10,0.25,0.07,0.00,4.10,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,3Q-JJ0H-Y8K7,,,0.00,0.200000,0.00,1.87,0.25,0.05,0.00,2.60,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,1C-WYGV-IW8O,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,2C-S7N4-TU7U,,,0.00,0.200000,0.00,2.10,0.25,0.05,0.00,2.88,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,EI-2WXL-O395,,,0.00,0.200000,0.00,2.16,0.25,0.05,0.00,2.95,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,KP-AMHW-L7J3,,,0.00,0.200000,0.00,1.87,0.25,0.05,0.00,2.60,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,B0-FSK3-1L88,,,0.00,0.200000,0.00,1.87,0.25,0.05,0.00,2.60,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,WR-IXBZ-8DOL,,,0.00,0.200000,0.00,3.09,0.25,0.07,0.00,4.09,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,BT-7DBY-VHSC,,,0.00,0.200000,0.00,3.19,0.25,0.07,0.00,4.21,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,AB-B7ZS-3CGI,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,VE-1BJX-JY53,,,0.00,0.200000,0.00,2.87,0.25,0.07,0.00,3.83,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,AQ-4A75-UZQ4,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,4A-DZKT-5L3H,,,0.00,0.200000,0.00,3.09,0.25,0.07,0.00,4.09,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,56-K5VJ-WKGX,,,0.00,0.200000,0.00,1.89,0.25,0.05,0.00,2.63,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,RR-A7OX-MCB4,,,0.00,0.200000,0.00,1.87,0.25,0.05,0.00,2.60,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,E8-4EWH-VI2G,,,0.00,0.200000,0.00,1.87,0.25,0.05,0.00,2.60,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,UE-IIJJ-P6EL,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,DW-459L-AFIY,,,0.00,0.200000,0.00,3.10,0.25,0.07,0.00,4.10,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,0G-0234-E9NG,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,3X-9BNK-4A9V,,,0.00,0.200000,0.00,2.77,0.25,0.07,0.00,3.71,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,ML-L9EE-YFAW,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,RZ-QO7D-HPGQ,,,0.00,0.200000,0.00,3.13,0.25,0.07,0.00,4.14,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,8G-5YVC-GJ6P,,,0.00,0.200000,0.00,2.87,0.25,0.07,0.00,3.83,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,9I-A0BY-EW0X,,,0.00,0.200000,0.00,2.87,0.25,0.07,0.00,3.83,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,YV-2E21-62SB,,,0.00,0.200000,0.00,1.83,0.25,0.05,0.00,2.56,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,RX-E62R-OEMW,,,0.00,0.200000,0.00,2.87,0.25,0.07,0.00,3.83,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,SE-GMXY-FA0M,,,0.00,0.200000,0.00,2.08,0.25,0.05,0.00,2.86,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,EQ-EZL7-FAU3,,,0.00,0.200000,0.00,1.89,0.25,0.05,0.00,2.63,,H110_run_phase1_h_pilot
2026-02-18T01:33:04Z,S8-3SXM-Y0JF,,,0.00,0.200000,0.00,3.15,0.25,0.07,0.00,4.16,,H110_run_phase1_h_pilot
