asof_utc,seller_sku,asin,cpt_status,cpt_gbp,our_live_price_gbp,last_sold_price_gbp,price_reference_gbp,price_reference_source,delta_cpt_minus_reference_gbp,group_ab,cpt_error_summary
2026-02-14T10:36:14Z,N9-IOWG-NGD9,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,BF-KVJ0-RUA9,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,12-749B-9EB5,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,WT-LPJW-NOXR,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,BF-EX14-XMNB,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,WB-6YBC-16X8,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,5B-DQES-2T3E,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,BJ-1TEF-1BUZ,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,2S-T29M-BDIZ,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,DY-51D1-CSIX,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,09-CZ59-Q6OR,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,B2-5FFM-153A,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,XI-DUS3-PXC9,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,0T-LQK2-KFCY,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,OL-F41R-EZEF,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,NC-MA70-7OJ9,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,T7-NZWY-R44R,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,I2-OJSR-TKZ6,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,9C-ZLCN-WWGK,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,6L-LO0H-2WGF,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,7C-XI7G-FMUU,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,W7-F06R-CW3C,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,D6-Y4EX-C9HL,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,NB-UWOU-68PW,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,QG-6O1N-7HTR,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,E7-LAKI-9FEO,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,FQ-DRSZ-XVJI,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,WY-Z6LP-JOMV,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,IX-E0R5-6P6G,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,J7-QL4P-4SOM,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,UF-8XYI-JUTX,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,LG-AZOP-KOUU,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,0K-6BX5-D5AH,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,Z3-HICR-CPBW,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,OO-KLJU-ZBO9,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,UL-6G4Z-72JE,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,2K-6X85-CXUL,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,MF-MNIN-FGXW,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,FQ-MTRD-YPII,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,8N-T5OY-DSW9,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,JE-NHAA-HEYR,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,6V-0L0T-OF72,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,IQ-PR7Z-1RKG,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,A9-31T9-JF3W,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,TT-1DQK-CJFF,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,EO-RQ6J-PAPY,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,F9-ETRB-6FVQ,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,10-PGVO-YV15,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,LL-NBBZ-I90A,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,HJ-6HB4-VVF2,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,R7-RF9Q-9AMN,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,9I-QC5D-QDT2,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,26-E5TZ-WU0I,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,1Q-OTO8-JG8E,,,,,,,,,UNKNOWN,
2026-02-14T10:36:14Z,27-VH0D-TKGK,,,,,,,,,UNKNOWN,
