asof_utc,seller_sku,asin,cpt_status,cpt_gbp,our_live_price_gbp,last_sold_price_gbp,price_reference_gbp,price_reference_source,delta_cpt_minus_reference_gbp,group_ab,cpt_error_summary
2026-02-14T10:21:11Z,N9-IOWG-NGD9,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,BF-KVJ0-RUA9,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,12-749B-9EB5,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,WT-LPJW-NOXR,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,BF-EX14-XMNB,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,WB-6YBC-16X8,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,5B-DQES-2T3E,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,BJ-1TEF-1BUZ,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,2S-T29M-BDIZ,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,DY-51D1-CSIX,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,09-CZ59-Q6OR,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,B2-5FFM-153A,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,XI-DUS3-PXC9,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,0T-LQK2-KFCY,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,OL-F41R-EZEF,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,NC-MA70-7OJ9,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,T7-NZWY-R44R,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,I2-OJSR-TKZ6,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,9C-ZLCN-WWGK,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,6L-LO0H-2WGF,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,7C-XI7G-FMUU,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,W7-F06R-CW3C,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,D6-Y4EX-C9HL,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,NB-UWOU-68PW,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,QG-6O1N-7HTR,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,E7-LAKI-9FEO,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,FQ-DRSZ-XVJI,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,WY-Z6LP-JOMV,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,IX-E0R5-6P6G,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,J7-QL4P-4SOM,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,UF-8XYI-JUTX,,,,,,,,,UNKNOWN,
2026-02-14T10:21:11Z,LG-AZOP-KOUU,,,,,,,,,UNKNOWN,
