asin,fnsku,product_name,fulfillment_center,country_code,longest_side,median_side,shortest_side,measurement_units,weight,weight_units,item_volume,volume_units,product_size_tier,average_quantity_on_hand,average_quantity_pending_removal,estimated_total_item_volume,month_of_charge,storage_utilization_ratio,storage_utilization_ratio_units,base_rate,utilization_surcharge_rate,avg_qty_for_sus,est_vol_for_sus,est_base_msf,est_sus,currency,estimated_monthly_storage_fee,category,eligible_for_inventory_discount,qualifies_for_inventory_discount,total_incentive_fee_amount,breakdown_incentive_fee_amount,average_quantity_customer_orders
B08WPCW7TH,X0029FM4IN,"Moo Free White Chocolate Bars - Dairy Free, Gluten Free & Vegan (20g)",'LBA5',GB,14.0,4.0,0.5,centimeters,0.02,kilograms,0.001,cubic feet,Standard-Size,5.0,0.0,0.0049,2025-12,8.5,weeks,1.37,0.0,5.0,0.0049,0.0068,0.0,GBP,0.0068,Others,N,N,0.0,--,0.0
9188805646,X0029FM6EP,"Free League Publishing MÖRK Borg (Fantasy OSR RPG, Hardback, Full Color",'LBA5',GB,21.7,15.6,1.4,centimeters,0.39,kilograms,0.0167,cubic feet,Standard-Size,0.65,0.0,0.0108,2025-12,8.5,weeks,1.37,0.0,0.48,0.0081,0.0148,0.0,GBP,0.0148,Others,N,N,0.0,--,0.0
B07BLX7YG9,X0029NC4AD,"Lexibook PAW Patrol Helper on Four Paws Chase LED Night Light for Kids, Color Changing, Soft Light, Batteries, Plastic, Blue/Beige, NLJ001PA1, Multicolor, 13, Colour Change",'LBA5',GB,14.4,10.2,9.7,centimeters,0.13,kilograms,0.0503,cubic feet,Standard-Size,1.0,0.0,0.0503,2025-12,8.5,weeks,1.37,0.0,1.0,0.0503,0.0689,0.0,GBP,0.0689,Others,N,N,0.0,--,0.0
B0070Y60K8,X0029NGLQL,"Weekender Timex Central Park Quartz Watch with Analogue Display and Nylon Strap - T2N747, Blue, T2N747PF",'LBA5',GB,9.3,8.1,6.3,centimeters,0.09,kilograms,0.0168,cubic feet,Standard-Size,1.0,0.0,0.0168,2025-12,8.5,weeks,1.37,0.0,1.0,0.0168,0.023,0.0,GBP,0.023,Others,N,N,0.0,--,0.0
B0C9LJNJWZ,X0029NJZVJ,"LEXIBOOK, Barbie, Educational and Bilingual Laptop in English/French, Toy for children with 124 activities to learn, play games and music, Pink, JC598BBi1",'LBA5',GB,34.7,27.3,5.6,centimeters,0.82,kilograms,0.1873,cubic feet,Standard-Size,2.0,0.0,0.3747,2025-12,8.5,weeks,1.37,0.0,2.0,0.3747,0.5133,0.0,GBP,0.5133,Others,N,N,0.0,--,0.0
B0D6W9DZX4,X0029PJ5CV,"OtterBox Symmetry Folio Case for iPad 10th gen 2022, iPad 11th gen 2025 (A16), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Black",'LBA5',GB,28.2,19.4,1.9,centimeters,0.42,kilograms,0.0367,cubic feet,Standard-Size,0.13,0.0,0.0047,2025-12,8.5,weeks,0.75,0.0,0.0,0.0,0.0034,0.0,GBP,0.0034,shoes & bags,N,N,0.0,--,0.0
B004GFPFBO,X0029XG251,Funko POP! Movies : Freddy Krueger - Nightmare on Elm Street - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors,'LBA5',GB,16.1,11.6,8.9,centimeters,0.17,kilograms,0.0587,cubic feet,Standard-Size,2.0,0.0,0.1174,2025-12,8.5,weeks,1.37,0.0,2.0,0.1174,0.1608,0.0,GBP,0.1608,Others,N,N,0.0,--,0.0
B074RQ8G8Z,X002AQ6CZH,Cool Chile Chipotle Chillies in Adobo Paste - 170g Jar | Smoky Chilli Peppers in Sauce for Mexican Cooking,'LBA5',GB,8.2,6.3,6.0,centimeters,0.34,kilograms,0.0109,cubic feet,Standard-Size,0.19,0.0,0.0021,2025-12,8.5,weeks,1.37,0.0,0.19,0.0021,0.0029,0.0,GBP,0.0029,Others,N,N,0.0,--,0.0
B09NQCV872,X002ASB2SR,"The Army Painter Speedpaint Sand Golem 2.0, Single Acrylic Paint 18ml One-coat Painting Soloution For Fantasy Tabletop Miniatures Like Warhammer 40k and Dungeons And Dragons Figures",'LBA5',GB,7.1,2.3,2.0,centimeters,0.03,kilograms,0.0012,cubic feet,Standard-Size,1.0,0.0,0.0012,2025-12,8.5,weeks,1.37,0.0,1.0,0.0012,0.0016,0.0,GBP,0.0016,Others,N,N,0.0,--,0.0
B06XXDNH1P,X002ASBMFZ,Dragon Shield ART11105 White (60) Matte Japanese Size Sleeves 60pk,'LBA5',GB,9.4,6.8,2.7,centimeters,0.08,kilograms,0.0061,cubic feet,Standard-Size,10.39,0.0,0.0629,2025-12,8.5,weeks,1.37,0.0,10.32,0.0629,0.0862,0.0,GBP,0.0862,Others,N,N,0.0,--,0.06
B09445GL1C,X002BA017H,"Price's - Time for You Large Jar Candle - Sweet, Delicious Fragrance - Long Lasting Scent - Up to 100 Hour Burn Time - Ideal for All Occasions",'LBA5',GB,23.2,16.6,11.9,centimeters,1.01,kilograms,0.1618,cubic feet,Standard-Size,1.0,0.0,0.1618,2025-12,8.5,weeks,1.37,0.0,1.0,0.1618,0.2217,0.0,GBP,0.2217,Others,N,N,0.0,--,0.0
B07F1MFWV1,X002BG3AK1,"Skinny Food Co Salted Caramel Zero Calorie Syrup 425ml - Sugar Free Salted Caramel Syrup For Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Caramel Syrup - Salted Caramel Syrup",'LBA5',GB,16.4,9.0,5.4,centimeters,0.47,kilograms,0.0281,cubic feet,Standard-Size,3.0,0.0,0.0844,2025-12,8.5,weeks,1.37,0.0,3.0,0.0844,0.1157,0.0,GBP,0.1157,Others,N,N,0.0,--,0.0
B07H2WXMDJ,X002C5IRB3,"Skinny Food Co Sugar Free Maple Syrup 425ml - Zero Calorie Syrup For Breakfast, Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Maple Syrup - Sugar Free Maple Syrup UK",'LBA5',GB,16.3,9.0,5.4,centimeters,0.47,kilograms,0.028,cubic feet,Standard-Size,3.0,0.0,0.0839,2025-12,8.5,weeks,1.37,0.0,1.16,0.0325,0.115,0.0,GBP,0.115,Others,N,N,0.0,--,0.0
B0012B80HG,X002CJPDFR,"Kitchen Devils S8602003 Lifestyle Kitchen Knife, Black, 30x8.5x2 cm",'LBA5',GB,28.1,7.4,1.7,centimeters,0.05,kilograms,0.0125,cubic feet,Standard-Size,1.0,0.0,0.0125,2025-12,8.5,weeks,1.37,0.0,1.0,0.0125,0.0171,0.0,GBP,0.0171,Others,N,N,0.0,--,0.0
B0CN5KRVXB,X002F5S5VH,Yu-Gi-Oh Legendary Decks 2 2024 Unlimited Reprint,'LBA5',GB,23.6,13.8,7.4,centimeters,0.43,kilograms,0.0851,cubic feet,Standard-Size,0.55,0.0,0.0467,2025-12,8.5,weeks,1.37,0.0,0.55,0.0467,0.0639,0.0,GBP,0.0639,Others,N,N,0.0,--,0.0
B07RZBBG14,X002F5VV0T,"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear",'LBA5',GB,24.7,8.5,1.2,centimeters,0.08,kilograms,0.0089,cubic feet,Standard-Size,15.23,0.0,0.134,2025-12,8.5,weeks,0.75,0.0,15.06,0.134,0.0966,0.0,GBP,0.0966,shoes & bags,N,N,0.0,--,0.16
B007R2ICTK,X002057DE7,"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106)",'LCY2',GB,14.0,4.2,2.4,centimeters,0.06,kilograms,0.005,cubic feet,Standard-Size,9.0,0.0,0.0445,2025-12,--,--,1.18,0.0,0.0,0.0,0.0,0.0,GBP,0.0512,Others,N,N,0.0,--,0.06
B00AOES9GE,X00206JNTT,Curaprox CS 1006 Single Toothbrush – Targeted Cleaning for Gumline and Braces | Ultra-Soft Single Tuft | for Sensitive Teeth and Implants | Designed in Switzerland,'LCY2',GB,22.3,4.2,1.3,centimeters,0.01,kilograms,0.0043,cubic feet,Standard-Size,4.45,0.0,0.0184,2025-12,8.5,weeks,1.37,0.0,2.65,0.0114,0.0253,0.0,GBP,0.0253,Others,N,N,0.0,--,0.16
B08KFFY86W,X00208SK8H,"TePe EasyPick Toothpicks, Purple, ISO XL, 36pcs, Plaque Remover, efficient Clean Between The Teeth, Durable Dental Picks for Wide Gaps, Travel case Included",'LCY2',GB,15.7,7.6,1.4,centimeters,0.03,kilograms,0.0059,cubic feet,Standard-Size,54.97,0.0,0.3132,2025-12,8.5,weeks,1.37,0.0,33.87,0.1998,0.4291,0.0,GBP,0.4291,Others,N,N,0.0,--,1.87
B07BC1CMDK,X00218D0YF,"Amtech V4075 P240 Hook and Loop Orbital Sanding Sheets, 10 Piece Set, 115mm Diameter Sanding Paper",'LCY2',GB,15.9,12.0,1.0,centimeters,0.06,kilograms,0.0067,cubic feet,Standard-Size,2.0,0.0,0.0135,2025-12,8.5,weeks,1.37,0.0,2.0,0.0135,0.0185,0.0,GBP,0.0185,Others,N,N,0.0,--,0.0
B010E25DI2,X0021K11U3,100 Ultra Pro Card Protector Sleeves: Pro-Matte - 66 x 91 mm,'LCY2',GB,18.3,11.6,1.6,centimeters,0.11,kilograms,0.012,cubic feet,Standard-Size,2.0,0.0,0.024,2025-12,8.5,weeks,1.37,0.0,1.87,0.0224,0.0329,0.0,GBP,0.0329,Others,N,N,0.0,--,0.0
B08MW8XMNQ,X0022RQT3T,Piksters Eco Charcoal 30 Floss Picks - Pack of 1,'LCY2',GB,9.6,6.6,1.9,centimeters,0.04,kilograms,0.0043,cubic feet,Standard-Size,2.0,0.0,0.0085,2025-12,8.5,weeks,1.37,0.0,2.0,0.0085,0.0116,0.0,GBP,0.0116,Others,N,N,0.0,--,0.0
B0073TTHBY,X0022WK51L,Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES,'LCY2',GB,9.4,9.2,6.4,centimeters,0.1,kilograms,0.0195,cubic feet,Standard-Size,14.0,0.0,0.2736,2025-12,8.5,weeks,1.37,0.0,14.0,0.2736,0.3749,0.0,GBP,0.3749,Others,N,N,0.0,--,0.0
B002HY4YSQ,X0023ISNDV,Kitchen Devils Lifestyle Peeler Parer Knife 602001,'LCY2',GB,27.2,8.4,1.7,centimeters,0.06,kilograms,0.0137,cubic feet,Standard-Size,0.26,0.0,0.0035,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0048,0.0,GBP,0.0048,Others,N,N,0.0,--,0.0
B0001P0DLU,X0023ISRE1,Loctite 319 Rear View Mirror Bonder 0.5ml,'LCY2',GB,16.5,9.6,1.3,centimeters,0.01,kilograms,0.0073,cubic feet,Standard-Size,7.0,0.0,0.0509,2025-12,--,--,1.18,0.0,0.0,0.0,0.0,0.0,GBP,0.0588,Others,N,N,0.0,--,0.0
B08W25WKTN,X0024EBXZJ,LEXIBOOK - Paw Patrol - Cordless Mini Bedside Lamp and Nightlight Paw Patrol - Blue - MLT10PA,'LCY2',GB,19.1,10.2,10.0,centimeters,0.16,kilograms,0.0688,cubic feet,Standard-Size,1.0,0.0,0.0688,2025-12,8.5,weeks,1.37,0.0,1.0,0.0688,0.0943,0.0,GBP,0.0943,Others,N,N,0.0,--,0.0
B08M52B4M5,X002595YRB,Moo Free Dairy Free Chocolate Buttons (25g),'LCY2',GB,12.0,8.7,1.4,centimeters,0.02,kilograms,0.0052,cubic feet,Standard-Size,25.23,0.0,0.13,2025-12,8.5,weeks,1.37,0.0,25.19,0.13,0.1782,0.0,GBP,0.1782,Others,N,N,0.0,--,0.03
B0001P15T4,X0025FSMDX,"Vitrex 10 2280 Grout Finisher, Blue",'LCY2',GB,16.9,6.9,0.7,centimeters,0.01,kilograms,0.0029,cubic feet,Standard-Size,6.0,0.0,0.0173,2025-12,8.5,weeks,1.37,0.0,6.0,0.0173,0.0237,0.0,GBP,0.0237,Others,N,N,0.0,--,0.0
B0073FT7FY,X0026L1SCN,TEPE INTERDENTAL Travel CASE,'LCY2',GB,11.1,9.5,1.9,centimeters,0.01,kilograms,0.0071,cubic feet,Standard-Size,37.48,0.0,0.2593,2025-12,8.5,weeks,1.37,0.0,2.58,0.0183,0.3552,0.0,GBP,0.3552,Others,N,N,0.0,--,0.84
B00F4LA0K0,X0028A4KS1,"Chef Aid Cocktail Sticks, Pack of 200 Stick perfect for Buffets and Cocktails use, The Skewer design helps hold sweet and savoury foods, Each cocktails stick measures 8 cm",'LCY2',GB,14.6,8.9,1.4,centimeters,0.04,kilograms,0.0064,cubic feet,Standard-Size,1.0,0.0,0.0064,2025-12,8.5,weeks,1.37,0.0,1.0,0.0064,0.0088,0.0,GBP,0.0088,Others,N,N,0.0,--,0.0
B00BWU7MNU,X0028GYIGT,"SPLAT Biocalcium Toothpaste, 100 ml",'LCY2',GB,18.2,5.1,3.9,centimeters,0.15,kilograms,0.0128,cubic feet,Standard-Size,1.16,0.0,0.0148,2025-12,8.5,weeks,1.37,0.0,1.16,0.0148,0.0203,0.0,GBP,0.0203,Others,N,N,0.0,--,0.0
B00000IU72,X0028LVUDD,"BRIO 33344 Mechanical Switches Wooden Train Track for Kids Age 3 Years Up - Compatible with all BRIO Railway Sets & Accessories, Multicoloured",'LCY2',GB,19.3,9.6,2.9,centimeters,0.16,kilograms,0.019,cubic feet,Standard-Size,3.0,0.0,0.0569,2025-12,8.5,weeks,1.37,0.0,3.0,0.0569,0.078,0.0,GBP,0.078,Others,N,N,0.0,--,0.0
B07T9WVBZ2,X0028TKVZ3,Curaprox PerioPlus+ Focus Gel – Targeted Gum Care | Supports Healing with CHX and Hyaluronic Acid | 10 ml Tube | Designed in Switzerland,'LCY2',GB,9.2,2.9,2.2,centimeters,0.02,kilograms,0.0021,cubic feet,Standard-Size,0.94,0.0,0.0018,2025-12,8.5,weeks,1.37,0.0,0.87,0.0018,0.0025,0.0,GBP,0.0025,Others,N,N,0.0,--,0.06
B086ZD7MG6,X00293G0VR,Curaprox CPS 07 Prime Start Interdental Brush Set |Starter Set with 5 Brushes |2 Different Holders |Red | 0.7 mm Diameter |2.5 mm Effectiveness | Made in Switzerland,'LCY2',GB,15.0,6.0,1.4,centimeters,0.03,kilograms,0.0044,cubic feet,Standard-Size,0.13,0.0,6.0E-4,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,8.0E-4,0.0,GBP,8.0E-4,Others,N,N,0.0,--,0.0
B09M3PQRBG,X00293HPTD,Curaprox Kids Toothpaste – Ages 2+ | Strawberry Flavour | Protects Milk Teeth with 950 ppm Fluoride | Gentle Formula | 60 ml | Made in Switzerland,'LCY2',GB,12.7,4.5,3.7,centimeters,0.09,kilograms,0.0075,cubic feet,Standard-Size,1.0,0.0,0.0075,2025-12,8.5,weeks,1.37,0.0,1.0,0.0075,0.0102,0.0,GBP,0.0102,Others,N,N,0.0,--,0.0
B093FQYQJH,X00293I5FB,"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland",'LCY2',GB,22.4,5.9,2.4,centimeters,0.03,kilograms,0.0112,cubic feet,Standard-Size,0.16,0.0,0.0018,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0025,0.0,GBP,0.0025,Others,N,N,0.0,--,0.0
B00S9IXBVU,X00298HYM1,ProDec Combination Shavehook for Removing Paint and Varnish from Flat and Irregular Surfaces,'LCY2',GB,30.6,10.8,5.5,centimeters,0.15,kilograms,0.0642,cubic feet,Standard-Size,0.13,0.0,0.0083,2025-12,8.5,weeks,1.37,0.0,0.0,0.0,0.0113,0.0,GBP,0.0113,Others,N,N,0.0,--,0.0
B00BEUFYE2,X00298I7JF,"Tala Adjustable Cake Leveller, Stainless Steel Wire Cutter for Even Cake Layers, Multi-Height Settings for Cakes up to 25cm Wide, Perfect for Leveling & Decorating Sponges",'LCY2',GB,32.5,16.3,2.4,centimeters,0.08,kilograms,0.0449,cubic feet,Standard-Size,1.0,0.0,0.0449,2025-12,8.5,weeks,1.37,0.0,1.0,0.0449,0.0615,0.0,GBP,0.0615,Others,N,N,0.0,--,0.0
B08P63MSS9,X0029FLX21,The Cheeky Panda Bamboo Facial Make Up Remover Wipes | Sustainable Face Wipes Eye Makeup Remover | Rose Scented Pack of 25 Face Wipes | 99% Purified Water,'LCY2',GB,13.8,8.5,3.9,centimeters,0.19,kilograms,0.0162,cubic feet,Standard-Size,2.0,0.0,0.0323,2025-12,8.5,weeks,1.37,0.0,2.0,0.0323,0.0443,0.0,GBP,0.0443,Others,N,N,0.0,--,0.0
B08WPCW7TH,X0029FM4IN,"Moo Free White Chocolate Bars - Dairy Free, Gluten Free & Vegan (20g)",'LCY2',GB,14.0,4.0,0.5,centimeters,0.02,kilograms,0.001,cubic feet,Standard-Size,5.0,0.0,0.0049,2025-12,8.5,weeks,1.37,0.0,5.0,0.0049,0.0068,0.0,GBP,0.0068,Others,N,N,0.0,--,0.0
9188805646,X0029FM6EP,"Free League Publishing MÖRK Borg (Fantasy OSR RPG, Hardback, Full Color",'LCY2',GB,21.7,15.6,1.4,centimeters,0.39,kilograms,0.0167,cubic feet,Standard-Size,0.29,0.0,0.0043,2025-12,8.5,weeks,1.37,0.0,0.16,0.0027,0.0059,0.0,GBP,0.0059,Others,N,N,0.0,--,0.03
B08MQB42B3,X0029NJ5DH,"LEXIBOOK, The Collins English dictionary, 13th Edition-Electronic Dictionary, Definitions, Thesaurus, Conjugation, Phonetic Spellchecker, Crossword Solver, with Battery, Blue/White, D850EN",'LCY2',GB,26.5,19.4,3.4,centimeters,0.23,kilograms,0.0617,cubic feet,Standard-Size,13.0,0.0,0.8025,2025-12,8.5,weeks,1.37,0.0,13.0,0.8025,1.0994,0.0,GBP,1.0994,Others,N,N,0.0,--,0.0
B0C9LJNJWZ,X0029NJZVJ,"LEXIBOOK, Barbie, Educational and Bilingual Laptop in English/French, Toy for children with 124 activities to learn, play games and music, Pink, JC598BBi1",'LCY2',GB,34.7,27.3,5.6,centimeters,0.82,kilograms,0.1873,cubic feet,Standard-Size,2.81,0.0,0.5258,2025-12,8.5,weeks,1.37,0.0,2.81,0.5258,0.7203,0.0,GBP,0.7203,Others,N,N,0.0,--,0.0
B004GFPFBO,X0029XG251,Funko POP! Movies : Freddy Krueger - Nightmare on Elm Street - Collectable Vinyl Figure - Gift Idea - Official Merchandise - Toys for Kids & Adults - Movies Fans - Model Figure for Collectors,'LCY2',GB,16.1,11.6,8.9,centimeters,0.17,kilograms,0.0587,cubic feet,Standard-Size,1.0,0.0,0.0587,2025-12,8.5,weeks,1.37,0.0,1.0,0.0587,0.0804,0.0,GBP,0.0804,Others,N,N,0.0,--,0.0
B0001IWX7E,X002AFARJP,"KitchenCraft Kitchen Scissors with Bottle Opener, Stainless Steel, Multi Purpose Shears 21 cm (8.3''), Black",'LCY2',GB,27.7,11.3,1.4,centimeters,0.09,kilograms,0.0155,cubic feet,Standard-Size,0.45,0.0,0.007,2025-12,8.5,weeks,1.37,0.0,0.45,0.007,0.0096,0.0,GBP,0.0096,Others,N,N,0.0,--,0.0
B005F5TRBI,X002AFJNZT,"Croydex White Button Shower Curtain Rings 12pk, 75g, 34F",'LCY2',GB,18.0,8.2,4.5,centimeters,0.04,kilograms,0.0235,cubic feet,Standard-Size,1.0,0.0,0.0235,2025-12,8.5,weeks,1.37,0.0,1.0,0.0235,0.0321,0.0,GBP,0.0321,Others,N,N,0.0,--,0.0
B074RQ8G8Z,X002AQ6CZH,Cool Chile Chipotle Chillies in Adobo Paste - 170g Jar | Smoky Chilli Peppers in Sauce for Mexican Cooking,'LCY2',GB,8.2,6.3,6.0,centimeters,0.34,kilograms,0.0109,cubic feet,Standard-Size,0.74,0.0,0.0078,2025-12,8.5,weeks,1.37,0.0,0.71,0.0078,0.0106,0.0,GBP,0.0106,Others,N,N,0.0,--,0.03
B06XXDNH1P,X002ASBMFZ,Dragon Shield ART11105 White (60) Matte Japanese Size Sleeves 60pk,'LCY2',GB,9.4,6.8,2.7,centimeters,0.08,kilograms,0.0061,cubic feet,Standard-Size,0.87,0.0,0.0053,2025-12,8.5,weeks,1.37,0.0,0.87,0.0053,0.0073,0.0,GBP,0.0073,Others,N,N,0.0,--,0.0
B09445GL1C,X002BA017H,"Price's - Time for You Large Jar Candle - Sweet, Delicious Fragrance - Long Lasting Scent - Up to 100 Hour Burn Time - Ideal for All Occasions",'LCY2',GB,23.2,16.6,11.9,centimeters,1.01,kilograms,0.1618,cubic feet,Standard-Size,0.55,0.0,0.0888,2025-12,8.5,weeks,1.37,0.0,0.55,0.0888,0.1216,0.0,GBP,0.1216,Others,N,N,0.0,--,0.0
B07H2WXMDJ,X002C5IRB3,"Skinny Food Co Sugar Free Maple Syrup 425ml - Zero Calorie Syrup For Breakfast, Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Maple Syrup - Sugar Free Maple Syrup UK",'LCY2',GB,16.3,9.0,5.4,centimeters,0.47,kilograms,0.028,cubic feet,Standard-Size,8.0,0.0,0.2238,2025-12,8.5,weeks,1.37,0.0,3.1,0.0866,0.3066,0.0,GBP,0.3066,Others,N,N,0.0,--,0.0
B01N49MD2S,X002C8LLR7,"Arcane Tinman ART13023 AT-13023 Dragon Shield-Perfect Fit Standard Sleeves 100pk-Smoke, Smoke, One Size",'LCY2',GB,14.6,8.4,1.3,centimeters,0.07,kilograms,0.0056,cubic feet,Standard-Size,0.9,0.0,0.0051,2025-12,8.5,weeks,1.37,0.0,0.9,0.0051,0.007,0.0,GBP,0.007,Others,N,N,0.0,--,0.0
B0D3J9M2H8,X002E028OX,"OtterBox Symmetry Folio Case for iPad Air 13-Inch (2024 M2, 2025 M3), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Black",'LCY2',GB,31.6,22.4,1.8,centimeters,0.55,kilograms,0.045,cubic feet,Standard-Size,0.29,0.0,0.0131,2025-12,8.5,weeks,0.75,0.0,0.29,0.0131,0.0095,0.0,GBP,0.0095,shoes & bags,N,N,0.0,--,0.0
B0CN5KRVXB,X002F5S5VH,Yu-Gi-Oh Legendary Decks 2 2024 Unlimited Reprint,'LCY2',GB,23.6,13.8,7.4,centimeters,0.43,kilograms,0.0851,cubic feet,Standard-Size,0.84,0.0,0.0714,2025-12,8.5,weeks,1.37,0.0,0.84,0.0714,0.0978,0.0,GBP,0.0978,Others,N,N,0.0,--,0.0
B08L3FB3G2,X002F5T589,Ultimate Guard Katana Sleeves Japanese Size Black (60),'LCY2',GB,9.7,6.71,1.91,centimeters,0.07,kilograms,0.0044,cubic feet,Standard-Size,1.0,0.0,0.0044,2025-12,8.5,weeks,1.37,0.0,1.0,0.0044,0.006,0.0,GBP,0.006,Others,N,N,0.0,--,0.0
B07RZBBG14,X002F5VV0T,"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear",'LCY2',GB,24.7,8.5,1.2,centimeters,0.08,kilograms,0.0089,cubic feet,Standard-Size,9.35,0.0,0.0832,2025-12,8.5,weeks,0.75,0.0,9.35,0.0832,0.0605,0.0,GBP,0.0605,shoes & bags,N,N,0.0,--,0.0
B007R2ICTK,X002057DE7,"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106)",'LCY3',GB,14.0,4.2,2.4,centimeters,0.06,kilograms,0.005,cubic feet,Standard-Size,18.84,0.0,0.0932,2025-12,--,--,1.18,0.0,0.0,0.0,0.0,0.0,GBP,0.1113,Others,N,N,0.0,--,0.13
B00AOES9GE,X00206JNTT,Curaprox CS 1006 Single Toothbrush – Targeted Cleaning for Gumline and Braces | Ultra-Soft Single Tuft | for Sensitive Teeth and Implants | Designed in Switzerland,'LCY3',GB,22.3,4.2,1.3,centimeters,0.01,kilograms,0.0043,cubic feet,Standard-Size,5.68,0.0,0.0203,2025-12,8.5,weeks,1.37,0.0,1.23,0.0053,0.0277,0.0,GBP,0.0277,Others,N,N,0.0,--,0.97
B08KFFY86W,X00208SK8H,"TePe EasyPick Toothpicks, Purple, ISO XL, 36pcs, Plaque Remover, efficient Clean Between The Teeth, Durable Dental Picks for Wide Gaps, Travel case Included",'LCY3',GB,15.7,7.6,1.4,centimeters,0.03,kilograms,0.0059,cubic feet,Standard-Size,0.97,0.0,0.0049,2025-12,8.5,weeks,1.37,0.0,0.74,0.0044,0.0068,0.0,GBP,0.0068,Others,N,N,0.0,--,0.13
B07BC1CMDK,X00218D0YF,"Amtech V4075 P240 Hook and Loop Orbital Sanding Sheets, 10 Piece Set, 115mm Diameter Sanding Paper",'LCY3',GB,15.9,12.0,1.0,centimeters,0.06,kilograms,0.0067,cubic feet,Standard-Size,1.0,0.0,0.0067,2025-12,8.5,weeks,1.37,0.0,1.0,0.0067,0.0092,0.0,GBP,0.0092,Others,N,N,0.0,--,0.0
B010E25DI2,X0021K11U3,100 Ultra Pro Card Protector Sleeves: Pro-Matte - 66 x 91 mm,'LCY3',GB,18.3,11.6,1.6,centimeters,0.11,kilograms,0.012,cubic feet,Standard-Size,5.35,0.0,0.0638,2025-12,8.5,weeks,1.37,0.0,4.74,0.0569,0.0875,0.0,GBP,0.0875,Others,N,N,0.0,--,0.03
B001Q77TI2,X0021O4AW5,"Ultra Pro 81181 3"" x 4"" Clear Thick 55PT Toploaders (25ct)",'LCY3',GB,10.8,8.2,5.5,centimeters,0.2,kilograms,0.0172,cubic feet,Standard-Size,1.0,0.0,0.0172,2025-12,8.5,weeks,1.37,0.0,0.81,0.0139,0.0236,0.0,GBP,0.0236,Others,N,N,0.0,--,0.0
B000FGECAI,X0021XOD1J,"Learning Resources Kanoodle Puzzle Game, Ages 7+, 3D Brain Teaser with 200 Challenges, Travel-Friendly STEM Toy. Christmas Gifts Idea",'LCY3',GB,13.9,10.5,2.7,centimeters,0.15,kilograms,0.0139,cubic feet,Standard-Size,0.06,0.0,4.0E-4,2025-12,8.5,weeks,1.37,0.0,0.03,4.0E-4,6.0E-4,0.0,GBP,6.0E-4,Others,N,N,0.0,--,0.03
B08MW8XMNQ,X0022RQT3T,Piksters Eco Charcoal 30 Floss Picks - Pack of 1,'LCY3',GB,9.6,6.6,1.9,centimeters,0.04,kilograms,0.0043,cubic feet,Standard-Size,2.0,0.0,0.0085,2025-12,8.5,weeks,1.37,0.0,2.0,0.0085,0.0116,0.0,GBP,0.0116,Others,N,N,0.0,--,0.0
B0073TTHBY,X0022WK51L,Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES,'LCY3',GB,9.4,9.2,6.4,centimeters,0.1,kilograms,0.0195,cubic feet,Standard-Size,6.0,0.0,0.1173,2025-12,8.5,weeks,1.37,0.0,6.0,0.1173,0.1607,0.0,GBP,0.1607,Others,N,N,0.0,--,0.0
B002HY4YSQ,X0023ISNDV,Kitchen Devils Lifestyle Peeler Parer Knife 602001,'LCY3',GB,27.2,8.4,1.7,centimeters,0.06,kilograms,0.0137,cubic feet,Standard-Size,0.32,0.0,0.0035,2025-12,8.5,weeks,1.37,0.0,0.03,4.0E-4,0.0048,0.0,GBP,0.0048,Others,N,N,0.0,--,0.1
B0001P0DLU,X0023ISRE1,Loctite 319 Rear View Mirror Bonder 0.5ml,'LCY3',GB,16.5,9.6,1.3,centimeters,0.01,kilograms,0.0073,cubic feet,Standard-Size,1.0,0.0,0.0073,2025-12,--,--,1.18,0.0,0.0,0.0,0.0,0.0,GBP,0.0087,Others,N,N,0.0,--,0.0
