event_id,event_date,sku,asin,fnsku,event_type,quantity,disposition,reason_code,country,fulfillment_center,reconciled_qty,unreconciled_qty,source_report,ingested_at
,2026-04-27T01:00:00+0100,LP-QMNJ-J49G,B0CL5DHG37,X002HW222L,Shipments,-1,SELLABLE,,GB,LTN4,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,C6-XGZB-J6QA,B0083HIM7U,X002HW0DTF,Shipments,-1,SELLABLE,,GB,MAN1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,C6-XGZB-J6QA,B0083HIM7U,X002HW0DTF,Shipments,-1,SELLABLE,,GB,LTN4,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,C6-XGZB-J6QA,B0083HIM7U,X002HW0DTF,Shipments,-1,SELLABLE,,GB,LTN4,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,C6-XGZB-J6QA,B0083HIM7U,X002HW0DTF,Shipments,-1,SELLABLE,,GB,LCY3,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,C6-XGZB-J6QA,B0083HIM7U,X002HW0DTF,Shipments,-1,SELLABLE,,GB,LCY2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,C6-XGZB-J6QA,B0083HIM7U,X002HW0DTF,Shipments,-1,SELLABLE,,GB,LCY2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,C6-XGZB-J6QA,B0083HIM7U,X002HW0DTF,Shipments,-1,SELLABLE,,GB,EMA2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,GJ-2OZK-0GCA,B0CS3VF4GK,X002C5LQ1B,Shipments,-1,SELLABLE,,GB,LCY3,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,GJ-2OZK-0GCA,B0CS3VF4GK,X002C5LQ1B,Shipments,-1,SELLABLE,,GB,LCY3,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,D0-C7C0-H6LN,B07F1MFWV1,X002BG3AK1,Shipments,-1,SELLABLE,,GB,EMA2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,2X-8XI7-C9T5,B07L6H9GZ2,X002B82FQT,WhseTransfers,1,SELLABLE,,GB,MAN3,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,2X-8XI7-C9T5,B07L6H9GZ2,X002B82FQT,Shipments,-1,SELLABLE,,GB,MAN3,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,2X-8XI7-C9T5,B07L6H9GZ2,X002B82FQT,WhseTransfers,-1,SELLABLE,,GB,MAN1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,2X-8XI7-C9T5,B07L6H9GZ2,X002B82FQT,Shipments,-1,SELLABLE,,GB,MAN1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,2X-8XI7-C9T5,B07L6H9GZ2,X002B82FQT,Shipments,-1,SELLABLE,,GB,MAN1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,2X-8XI7-C9T5,B07L6H9GZ2,X002B82FQT,Shipments,-1,SELLABLE,,GB,LCY2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,NN-TSZ1-X2RD,B093FQYQJH,X00293I5FB,Shipments,-1,SELLABLE,,GB,LCY2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,NN-TSZ1-X2RD,B093FQYQJH,X00293I5FB,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,XE-YPAI-HX9F,B086ZD7MG6,X00293G0VR,WhseTransfers,2,SELLABLE,,GB,LCY3,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,XE-YPAI-HX9F,B086ZD7MG6,X00293G0VR,WhseTransfers,-2,SELLABLE,,GB,BHX4,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-2,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-2,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-3,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,GK-YI4S-C158,B0009JJZ8A,X00246VCUN,Shipments,-1,SELLABLE,,GB,NCL1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
20017665558381,2026-04-27T01:00:00+0100,TX-7TYN-NVF4,B0864N9WBR,X00230DI5R,Adjustments,1,SELLABLE,N,GB,EDI4,0,1,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,CN-NR50-TSFE,B0024I0DBW,X0021K2I4B,Shipments,-1,SELLABLE,,GB,NCL1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,WhseTransfers,1,SELLABLE,,GB,MAN3,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,WhseTransfers,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-2,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-2,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,WhseTransfers,1,SELLABLE,,GB,EMA1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,Shipments,-1,SELLABLE,,GB,EMA1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,WhseTransfers,-1,SELLABLE,,GB,EDI4,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,JE-D4LO-O2JD,B07JXBDGJB,X001YC8GR5,Shipments,-5,SELLABLE,,GB,EMA2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,A2-T2AC-TW3L,B006PFN3BW,X001XQKWXX,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-27T01:00:00+0100,A2-T2AC-TW3L,B006PFN3BW,X001XQKWXX,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,C6-XGZB-J6QA,B0083HIM7U,X002HW0DTF,Shipments,-1,SELLABLE,,GB,EMA4,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,F7-PMJ2-SG6A,B07RZBBG14,X002F5VV0T,Shipments,-1,SELLABLE,,GB,NCL1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,GJ-2OZK-0GCA,B0CS3VF4GK,X002C5LQ1B,Shipments,-1,SELLABLE,,GB,LCY3,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,GJ-2OZK-0GCA,B0CS3VF4GK,X002C5LQ1B,Shipments,-1,SELLABLE,,GB,LCY3,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,GJ-2OZK-0GCA,B0CS3VF4GK,X002C5LQ1B,Shipments,-1,SELLABLE,,GB,LCY3,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,GJ-2OZK-0GCA,B0CS3VF4GK,X002C5LQ1B,Shipments,-1,SELLABLE,,GB,LCY3,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,GJ-2OZK-0GCA,B0CS3VF4GK,X002C5LQ1B,Shipments,-1,SELLABLE,,GB,LCY3,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
20017381820046,2026-04-26T01:00:00+0100,GJ-2OZK-0GCA,B0CS3VF4GK,X002C5LQ1B,Adjustments,-1,SELLABLE,E,GB,DSA6,1,0,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,0G-JB6S-PN34,B07H2WXMDJ,X002C5IRB3,Shipments,-1,SELLABLE,,GB,MME2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,0G-JB6S-PN34,B07H2WXMDJ,X002C5IRB3,Shipments,-1,SELLABLE,,GB,BRS1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,D0-C7C0-H6LN,B07F1MFWV1,X002BG3AK1,Shipments,-1,SELLABLE,,GB,EMA4,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,2X-8XI7-C9T5,B07L6H9GZ2,X002B82FQT,Shipments,-1,SELLABLE,,GB,NCL2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,2X-8XI7-C9T5,B07L6H9GZ2,X002B82FQT,Shipments,-1,SELLABLE,,GB,MAN1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,2X-8XI7-C9T5,B07L6H9GZ2,X002B82FQT,Shipments,-1,SELLABLE,,GB,LCY3,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,NN-TSZ1-X2RD,B093FQYQJH,X00293I5FB,Shipments,-1,SELLABLE,,GB,MAN1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,NN-TSZ1-X2RD,B093FQYQJH,X00293I5FB,Shipments,-1,SELLABLE,,GB,EMA2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,NN-TSZ1-X2RD,B093FQYQJH,X00293I5FB,Shipments,-1,SELLABLE,,GB,EMA2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,NN-TSZ1-X2RD,B093FQYQJH,X00293I5FB,Shipments,-1,SELLABLE,,GB,DSA2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,XE-YPAI-HX9F,B086ZD7MG6,X00293G0VR,Shipments,-1,SELLABLE,,GB,MME1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,XE-YPAI-HX9F,B086ZD7MG6,X00293G0VR,Shipments,-1,SELLABLE,,GB,DSA6,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,XE-YPAI-HX9F,B086ZD7MG6,X00293G0VR,Shipments,-1,SELLABLE,,GB,BRS2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,WJ-YHKC-EES5,B07CN7NRF7,X00290XJ6J,Shipments,-1,SELLABLE,,GB,MAN3,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,US-AK96-YFSB,B002DPGTF0,X0025FRZ4F,WhseTransfers,-2,SELLABLE,,GB,LTN1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,FA-LRV6-YRFW,B00BUY54DI,X0025DXO79,Shipments,-1,SELLABLE,,GB,BRS2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,FA-LRV6-YRFW,B00BUY54DI,X0025DXO79,Shipments,-1,SELLABLE,,GB,BRS2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-2,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,Shipments,-1,SELLABLE,,GB,XLP1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,6V-EEC1-2S9Z,B06WW79DX5,X0024FWWTJ,WhseTransfers,1,SELLABLE,,GB,EUK5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,JB-RGB6-LZOJ,B0001P0DLU,X0023ISRE1,Shipments,-1,SELLABLE,,GB,MME1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,CN-NR50-TSFE,B0024I0DBW,X0021K2I4B,Shipments,-1,SELLABLE,,GB,NCL1,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,CN-NR50-TSFE,B0024I0DBW,X0021K2I4B,Shipments,-1,SELLABLE,,GB,EMA2,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,WhseTransfers,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,WhseTransfers,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
,2026-04-26T01:00:00+0100,VF-3T0K-DR5O,B08KFFY86W,X00208SK8H,WhseTransfers,-1,SELLABLE,,GB,LBA5,,,Inventory_Ledger,2026-04-28T13:04:01.556560+00:00
