Order number_norm,sales,ship_x,promo_x,sb_total,Order ID,price,ship_y,gift,promo_y,our_total,diff
026-0009940-5149166,6.8,0.0,-0.34,6.46,026-0009940-5149166,6.8,0.0,0.0,-0.28,6.52,0.06
026-0016519-4857923,7.45,0.0,0.0,7.45,026-0016519-4857923,7.45,0.0,0.0,0.0,7.45,0.0
026-0017416-5297920,15.98,0.0,0.0,15.98,026-0017416-5297920,15.98,0.0,0.0,0.0,15.98,0.0
026-0039744-2632363,7.94,0.0,0.0,7.94,026-0039744-2632363,7.94,0.0,0.0,0.0,7.94,0.0
026-0064468-5546719,26.07,0.0,0.0,26.07,026-0064468-5546719,26.07,0.0,0.0,0.0,26.07,0.0
026-0065117-1664370,8.41,0.0,0.0,8.41,026-0065117-1664370,8.41,0.0,0.0,0.0,8.41,0.0
026-0073185-5189967,14.03,0.0,0.0,14.03,026-0073185-5189967,14.03,0.0,0.0,0.0,14.03,0.0
026-0075070-1777135,4.98,0.0,0.0,4.98,026-0075070-1777135,4.98,0.0,0.0,0.0,4.98,0.0
026-0076055-3531566,25.04,0.0,0.0,25.04,026-0076055-3531566,25.04,0.0,0.0,0.0,25.04,0.0
026-0090907-3049146,6.94,0.0,0.0,6.94,026-0090907-3049146,6.94,0.0,0.0,0.0,6.94,0.0
026-0091939-0537175,29.93,0.0,0.0,29.93,026-0091939-0537175,29.93,0.0,0.0,0.0,29.93,0.0
026-0115868-9345116,10.9,0.0,0.0,10.9,026-0115868-9345116,10.9,0.0,0.0,0.0,10.9,0.0
026-0121291-4221946,8.45,0.0,0.0,8.45,026-0121291-4221946,8.45,0.0,0.0,0.0,8.45,0.0
026-0159943-8621117,16.48,-4.15,0.0,12.33,026-0159943-8621117,11.49,4.99,0.0,0.0,16.48,4.15
026-0162739-7538756,6.8,0.0,0.0,6.8,026-0162739-7538756,6.8,0.0,0.0,0.0,6.8,0.0
026-0171523-9579567,7.9,0.0,0.0,7.9,026-0171523-9579567,7.9,0.0,0.0,0.0,7.9,0.0
026-0177850-1952301,5.88,0.0,0.0,5.88,026-0177850-1952301,5.88,0.0,0.0,0.0,5.88,0.0
026-0183541-5427529,13.99,0.0,0.0,13.99,026-0183541-5427529,13.99,0.0,0.0,0.0,13.99,0.0
026-0188579-8210746,24.99,0.0,0.0,24.99,026-0188579-8210746,24.99,0.0,0.0,0.0,24.99,0.0
026-0198726-2724350,27.0,0.0,0.0,27.0,026-0198726-2724350,27.0,0.0,0.0,0.0,27.0,0.0
026-0201591-1053910,7.49,0.0,0.0,7.49,026-0201591-1053910,7.49,0.0,0.0,0.0,7.49,0.0
026-0207133-4775569,47.6,0.0,0.0,47.6,026-0207133-4775569,47.6,0.0,0.0,0.0,47.6,0.0
026-0223229-5763543,23.53,0.0,0.0,23.53,026-0223229-5763543,23.53,0.0,0.0,0.0,23.53,0.0
026-0225329-3072307,9.0,0.0,0.0,9.0,026-0225329-3072307,9.0,3.22,0.0,0.0,12.22,3.22
026-0226520-9150768,11.89,0.0,0.0,11.89,026-0226520-9150768,11.89,0.0,0.0,0.0,11.89,0.0
026-0233761-3638722,11.98,0.0,0.0,11.98,026-0233761-3638722,11.98,0.0,0.0,0.0,11.98,0.0
026-0246156-1560326,14.03,0.0,0.0,14.03,026-0246156-1560326,14.03,0.0,0.0,0.0,14.03,0.0
026-0255109-8910770,5.98,0.0,0.0,5.98,026-0255109-8910770,5.98,0.0,0.0,0.0,5.98,0.0
026-0259810-8913132,23.37,0.0,0.0,23.37,026-0259810-8913132,23.37,0.0,0.0,0.0,23.37,0.0
026-0260881-0417921,6.97,0.0,0.0,6.97,026-0260881-0417921,6.97,0.0,0.0,0.0,6.97,0.0
026-0266405-3773136,8.21,0.0,0.0,8.21,026-0266405-3773136,8.21,0.0,0.0,0.0,8.21,0.0
026-0267807-9698708,7.9,0.0,0.0,7.9,026-0267807-9698708,7.9,0.0,0.0,0.0,7.9,0.0
026-0270586-4335554,7.99,0.0,0.0,7.99,026-0270586-4335554,7.99,0.0,0.0,0.0,7.99,0.0
026-0294734-3212319,12.2,0.0,0.0,12.2,026-0294734-3212319,12.2,0.0,0.0,0.0,12.2,0.0
026-0300437-3789956,14.82,0.0,0.0,14.82,026-0300437-3789956,14.82,0.0,0.0,0.0,14.82,0.0
026-0303142-6893153,7.9,0.0,0.0,7.9,026-0303142-6893153,7.9,0.0,0.0,0.0,7.9,0.0
026-0305182-5891571,27.84,0.0,0.0,27.84,026-0305182-5891571,27.84,0.0,0.0,0.0,27.84,0.0
026-0305232-7223513,7.28,0.0,0.0,7.28,026-0305232-7223513,7.28,0.0,0.0,0.0,7.28,0.0
026-0307454-2203530,14.03,0.0,0.0,14.03,026-0307454-2203530,14.03,0.0,0.0,0.0,14.03,0.0
026-0316295-8425169,7.99,0.0,0.0,7.99,026-0316295-8425169,7.99,0.0,0.0,0.0,7.99,0.0
026-0317321-5157963,8.73,0.0,0.0,8.73,026-0317321-5157963,8.73,0.0,0.0,0.0,8.73,0.0
026-0337379-2309117,13.6,0.0,0.0,13.6,026-0337379-2309117,13.6,0.0,0.0,0.0,13.6,0.0
026-0365344-6392304,10.99,0.0,0.0,10.99,026-0365344-6392304,10.99,0.0,0.0,0.0,10.99,0.0
026-0367564-7559568,8.9,-0.84,0.0,8.06,026-0367564-7559568,7.9,1.0,0.0,0.0,8.9,0.84
026-0382544-1488321,5.88,0.0,0.0,5.88,026-0382544-1488321,5.88,0.0,0.0,0.0,5.88,0.0
026-0384917-4230710,25.04,0.0,0.0,25.04,026-0384917-4230710,25.04,0.0,0.0,0.0,25.04,0.0
026-0404968-8963548,3.0,0.0,0.0,3.0,026-0404968-8963548,3.0,0.0,0.0,0.0,3.0,0.0
026-0405615-2679526,5.98,0.0,0.0,5.98,026-0405615-2679526,5.98,0.0,0.0,0.0,5.98,0.0
026-0436410-6085942,7.45,0.0,0.0,7.45,026-0436410-6085942,7.45,0.0,0.0,0.0,7.45,0.0
026-0443692-7285929,5.98,0.0,0.0,5.98,026-0443692-7285929,5.98,0.0,0.0,0.0,5.98,0.0
026-0451894-6795505,7.99,0.0,0.0,7.99,026-0451894-6795505,7.99,0.0,0.0,0.0,7.99,0.0
026-0489894-9867506,7.9,0.0,0.0,7.9,026-0489894-9867506,7.9,0.0,0.0,0.0,7.9,0.0
026-0511730-5638733,10.99,0.0,0.0,10.99,026-0511730-5638733,10.99,0.0,0.0,0.0,10.99,0.0
026-0520580-4333126,17.76,0.0,0.0,17.76,026-0520580-4333126,17.76,0.0,0.0,0.0,17.76,0.0
026-0539677-9757166,17.94,0.0,0.0,17.94,026-0539677-9757166,17.94,0.0,0.0,0.0,17.94,0.0
026-0567112-1309159,5.9,0.0,0.0,5.9,026-0567112-1309159,5.9,0.0,0.0,0.0,5.9,0.0
026-0567117-9076334,6.27,0.0,-0.31,5.96,026-0567117-9076334,6.27,0.0,0.0,-0.26,6.01,0.05
026-0576592-3863560,29.93,0.0,0.0,29.93,026-0576592-3863560,29.93,0.0,0.0,0.0,29.93,0.0
026-0581615-3170760,7.99,0.0,0.0,7.99,026-0581615-3170760,7.99,0.0,0.0,0.0,7.99,0.0
026-0586688-4878737,8.67,0.0,0.0,8.67,026-0586688-4878737,8.67,0.0,0.0,0.0,8.67,0.0
026-0607867-8161169,8.67,0.0,0.0,8.67,026-0607867-8161169,8.67,0.0,0.0,0.0,8.67,0.0
026-0608252-6696319,9.99,0.0,0.0,9.99,026-0608252-6696319,9.99,0.0,0.0,0.0,9.99,0.0
026-0610074-2942711,6.8,0.0,0.0,6.8,026-0610074-2942711,6.8,0.0,0.0,0.0,6.8,0.0
026-0613679-3793954,10.74,0.0,0.0,10.74,026-0613679-3793954,10.74,0.0,0.0,0.0,10.74,0.0
026-0613835-6937969,8.17,0.0,0.0,8.17,026-0613835-6937969,8.17,0.0,0.0,0.0,8.17,0.0
026-0619465-2453165,14.99,0.0,0.0,14.99,026-0619465-2453165,14.99,0.0,0.0,0.0,14.99,0.0
026-0628225-2602709,7.22,0.0,0.0,7.22,026-0628225-2602709,7.22,0.0,0.0,0.0,7.22,0.0
026-0645659-4564332,5.87,0.0,0.0,5.87,026-0645659-4564332,5.87,0.0,0.0,0.0,5.87,0.0
026-0649846-7709115,9.0,0.0,0.0,9.0,026-0649846-7709115,9.0,0.0,0.0,0.0,9.0,0.0
026-0684936-8761934,7.53,0.0,0.0,7.53,026-0684936-8761934,7.53,0.0,0.0,0.0,7.53,0.0
026-0685194-3860348,7.45,0.0,0.0,7.45,026-0685194-3860348,7.45,0.0,0.0,0.0,7.45,0.0
026-0692888-7313968,5.98,0.0,0.0,5.98,026-0692888-7313968,5.98,0.5,0.0,0.0,6.48,0.5
026-0698469-9353960,8.01,0.0,0.0,8.01,026-0698469-9353960,8.01,0.0,0.0,0.0,8.01,0.0
026-0710342-8838716,6.8,0.0,0.0,6.8,026-0710342-8838716,6.8,0.0,0.0,0.0,6.8,0.0
026-0712582-3360359,5.45,0.0,0.0,5.45,026-0712582-3360359,5.45,0.0,0.0,0.0,5.45,0.0
026-0725125-5007568,7.23,0.0,0.0,7.23,026-0725125-5007568,7.23,0.67,0.0,0.0,7.9,0.67
026-0730833-5688363,3.08,0.0,0.0,3.08,026-0730833-5688363,3.08,0.0,0.0,0.0,3.08,0.0
026-0734040-8725951,9.99,0.0,0.0,9.99,026-0734040-8725951,9.99,0.0,0.0,0.0,9.99,0.0
026-0743819-4845137,11.98,0.0,0.0,11.98,026-0743819-4845137,11.98,0.0,0.0,0.0,11.98,0.0
026-0760886-9475530,9.18,0.0,0.0,9.18,026-0760886-9475530,9.18,0.0,0.0,0.0,9.18,0.0
026-0761404-9347546,2.97,0.0,0.0,2.97,026-0761404-9347546,2.97,0.0,0.0,0.0,2.97,0.0
026-0767077-8230719,9.18,0.0,0.0,9.18,026-0767077-8230719,9.18,0.0,0.0,0.0,9.18,0.0
026-0772945-5705920,18.14,0.0,0.0,18.14,026-0772945-5705920,18.14,0.0,0.0,0.0,18.14,0.0
026-0810388-0730717,5.64,0.0,0.0,5.64,026-0810388-0730717,5.64,0.0,0.0,0.0,5.64,0.0
026-0810443-2696329,6.8,0.0,0.0,6.8,026-0810443-2696329,6.8,0.0,0.0,0.0,6.8,0.0
026-0825436-2789169,78.71,-11.8,0.0,66.91,026-0825436-2789169,25.82,8.5,0.0,0.0,34.32,-32.59
026-0849505-6998717,11.99,0.0,0.0,11.99,026-0849505-6998717,11.99,0.0,0.0,0.0,11.99,0.0
026-0850307-6032364,8.18,0.0,0.0,8.18,026-0850307-6032364,8.18,0.0,0.0,0.0,8.18,0.0
026-0853066-4435541,9.62,0.0,0.0,9.62,026-0853066-4435541,9.62,0.0,0.0,0.0,9.62,0.0
026-0858789-2125169,3.0,0.0,0.0,3.0,026-0858789-2125169,3.0,0.0,0.0,0.0,3.0,0.0
026-0866038-1812338,11.91,-1.66,0.0,10.25,026-0866038-1812338,9.92,1.99,0.0,0.0,11.91,1.66
026-0874016-9215520,6.8,0.0,0.0,6.8,026-0874016-9215520,6.8,0.0,0.0,0.0,6.8,0.0
026-0879102-0810712,6.8,0.0,0.0,6.8,026-0879102-0810712,6.8,0.0,0.0,0.0,6.8,0.0
026-0905037-0074719,5.83,0.0,0.0,5.83,026-0905037-0074719,5.83,0.0,0.0,0.0,5.83,0.0
026-0909730-5818756,49.98,0.0,0.0,49.98,026-0909730-5818756,49.98,0.0,0.0,0.0,49.98,0.0
026-0918356-0652363,7.41,0.0,0.0,7.41,026-0918356-0652363,7.41,0.0,0.0,0.0,7.41,0.0
026-0935308-0231525,3.01,0.0,0.0,3.01,026-0935308-0231525,3.01,0.0,0.0,0.0,3.01,0.0
026-0941249-2529160,159.98,0.0,0.0,159.98,026-0941249-2529160,159.98,4.49,0.0,0.0,164.47,4.49
026-0960272-1194768,6.8,0.0,0.0,6.8,026-0960272-1194768,6.8,0.0,0.0,0.0,6.8,0.0
026-0965724-3079503,8.12,0.0,0.0,8.12,026-0965724-3079503,8.12,0.0,0.0,0.0,8.12,0.0
026-0969181-0856335,5.29,0.0,0.0,5.29,026-0969181-0856335,5.29,0.0,0.0,0.0,5.29,0.0
026-0978976-1217106,9.41,0.0,0.0,9.41,026-0978976-1217106,9.41,0.0,0.0,0.0,9.41,0.0
026-0986053-9934730,7.94,0.0,0.0,7.94,026-0986053-9934730,7.94,0.0,0.0,0.0,7.94,0.0
026-0989704-0081914,10.99,0.0,0.0,10.99,026-0989704-0081914,10.99,0.0,0.0,0.0,10.99,0.0
026-0991071-2289140,19.54,-0.46,0.0,19.08,026-0991071-2289140,18.99,0.55,0.0,0.0,19.54,0.46
026-0998029-8336301,13.8,0.0,0.0,13.8,026-0998029-8336301,13.8,0.69,0.0,0.0,14.49,0.69
026-1011308-0911533,6.8,0.0,0.0,6.8,026-1011308-0911533,6.8,0.75,0.0,0.0,7.55,0.75
026-1027654-0365132,8.35,0.0,0.0,8.35,026-1027654-0365132,8.35,0.0,0.0,0.0,8.35,0.0
026-1049278-2120319,23.79,0.0,0.0,23.79,026-1049278-2120319,23.79,0.0,0.0,0.0,23.79,0.0
026-1057750-6708325,7.1,0.0,0.0,7.1,026-1057750-6708325,7.1,0.0,0.0,0.0,7.1,0.0
026-1057903-6124338,6.8,0.0,0.0,6.8,026-1057903-6124338,6.8,0.0,0.0,0.0,6.8,0.0
026-1062716-7301133,5.98,0.0,0.0,5.98,026-1062716-7301133,5.98,0.0,0.0,0.0,5.98,0.0
026-1064066-9092360,7.49,0.0,0.0,7.49,026-1064066-9092360,7.49,0.0,0.0,0.0,7.49,0.0
026-1073397-1356322,7.15,0.0,0.0,7.15,026-1073397-1356322,7.15,0.0,0.0,0.0,7.15,0.0
026-1104959-8044307,6.8,0.0,0.0,6.8,026-1104959-8044307,6.8,0.0,0.0,0.0,6.8,0.0
026-1107466-8660304,5.52,0.0,0.0,5.52,026-1107466-8660304,5.52,0.0,0.0,0.0,5.52,0.0
026-1117597-0899563,12.75,0.0,0.0,12.75,026-1117597-0899563,12.75,0.0,0.0,0.0,12.75,0.0
026-1118372-0684320,12.41,0.0,0.0,12.41,026-1118372-0684320,12.41,0.0,0.0,0.0,12.41,0.0
026-1119607-9196322,3.0,0.0,0.0,3.0,026-1119607-9196322,3.0,0.9,0.0,0.0,3.9,0.9
026-1122710-9589112,6.8,0.0,0.0,6.8,026-1122710-9589112,6.8,0.0,0.0,0.0,6.8,0.0
026-1124553-0666706,6.9,0.0,0.0,6.9,026-1124553-0666706,6.9,0.0,0.0,0.0,6.9,0.0
026-1129955-5209169,6.8,0.0,0.0,6.8,026-1129955-5209169,6.8,0.0,0.0,0.0,6.8,0.0
026-1160344-3358730,9.95,0.0,0.0,9.95,026-1160344-3358730,9.95,0.9,0.0,0.0,10.85,0.9
026-1183499-1039567,20.12,0.0,0.0,20.12,026-1183499-1039567,20.12,0.0,0.0,0.0,20.12,0.0
026-1199151-9433916,6.8,0.0,0.0,6.8,026-1199151-9433916,6.8,0.0,0.0,0.0,6.8,0.0
026-1199560-7160348,6.95,0.0,0.0,6.95,026-1199560-7160348,6.95,0.99,0.0,0.0,7.94,0.99
026-1213119-5142735,5.79,0.0,0.0,5.79,026-1213119-5142735,5.79,0.0,0.0,0.0,5.79,0.0
026-1222963-2019531,5.98,0.0,0.0,5.98,026-1222963-2019531,5.98,0.5,0.0,0.0,6.48,0.5
026-1223800-2834732,10.99,0.0,0.0,10.99,026-1223800-2834732,10.99,0.0,0.0,0.0,10.99,0.0
026-1225921-8883538,12.09,0.0,0.0,12.09,026-1225921-8883538,12.09,0.0,0.0,0.0,12.09,0.0
026-1226851-7476367,8.1,0.0,0.0,8.1,026-1226851-7476367,8.1,0.0,0.0,0.0,8.1,0.0
026-1234251-4278734,7.99,0.0,0.0,7.99,026-1234251-4278734,7.99,0.0,0.0,0.0,7.99,0.0
026-1246687-1037931,11.67,0.0,0.0,11.67,026-1246687-1037931,11.67,0.0,0.0,0.0,11.67,0.0
026-1260449-1718723,17.31,0.0,0.0,17.31,026-1260449-1718723,17.31,0.4,0.0,0.0,17.709999999999997,0.4
026-1267419-6101907,5.03,0.0,0.0,5.03,026-1267419-6101907,5.03,0.0,0.0,0.0,5.03,0.0
026-1276872-5875543,3.0,0.0,0.0,3.0,026-1276872-5875543,3.0,0.0,0.0,0.0,3.0,0.0
026-1292542-7626706,7.9,0.0,0.0,7.9,026-1292542-7626706,7.9,0.0,0.0,0.0,7.9,0.0
026-1303074-2495529,5.25,0.0,0.0,5.25,026-1303074-2495529,5.25,0.0,0.0,0.0,5.25,0.0
026-1308303-2021967,8.14,0.0,0.0,8.14,026-1308303-2021967,8.14,0.0,0.0,0.0,8.14,0.0
026-1312985-9491520,10.99,0.0,0.0,10.99,026-1312985-9491520,10.99,0.0,0.0,0.0,10.99,0.0
026-1341359-9556341,14.03,0.0,0.0,14.03,026-1341359-9556341,14.03,0.0,0.0,0.0,14.03,0.0
026-1351865-0726754,11.47,0.0,0.0,11.47,026-1351865-0726754,11.47,0.0,0.0,0.0,11.47,0.0
026-1369157-4958763,6.8,0.0,0.0,6.8,026-1369157-4958763,6.8,0.0,0.0,0.0,6.8,0.0
026-1371011-5523539,12.26,0.0,0.0,12.26,026-1371011-5523539,12.26,0.0,0.0,0.0,12.26,0.0
026-1383566-9541908,10.99,0.0,0.0,10.99,026-1383566-9541908,10.99,0.0,0.0,0.0,10.99,0.0
026-1388668-6346704,10.7,0.0,0.0,10.7,026-1388668-6346704,10.7,0.0,0.0,0.0,10.7,0.0
026-1395846-3899502,6.97,0.0,0.0,6.97,026-1395846-3899502,6.97,0.0,0.0,0.0,6.97,0.0
026-1405057-0462702,12.09,0.0,0.0,12.09,026-1405057-0462702,12.09,0.0,0.0,0.0,12.09,0.0
026-1414819-6657927,31.96,0.0,0.0,31.96,026-1414819-6657927,31.96,0.0,0.0,0.0,31.96,0.0
026-1421856-4758741,9.99,0.0,0.0,9.99,026-1421856-4758741,9.99,0.0,0.0,0.0,9.99,0.0
026-1422681-2892313,5.59,0.0,0.0,5.59,026-1422681-2892313,5.59,0.0,0.0,0.0,5.59,0.0
026-1438107-4489903,5.98,0.0,0.0,5.98,026-1438107-4489903,5.98,0.0,0.0,0.0,5.98,0.0
026-1445175-2373137,3.0,0.0,0.0,3.0,026-1445175-2373137,3.0,0.0,0.0,0.0,3.0,0.0
026-1456021-5601146,5.98,0.0,0.0,5.98,026-1456021-5601146,5.98,0.0,0.0,0.0,5.98,0.0
026-1462862-6757109,27.98,0.0,0.0,27.98,026-1462862-6757109,27.98,0.0,0.0,0.0,27.98,0.0
026-1477800-3145158,4.93,0.0,0.0,4.93,026-1477800-3145158,4.93,0.0,0.0,0.0,4.93,0.0
026-1488797-2185954,6.8,0.0,0.0,6.8,026-1488797-2185954,6.8,0.0,0.0,0.0,6.8,0.0
026-1494034-6517904,5.87,0.0,0.0,5.87,026-1494034-6517904,5.87,0.0,0.0,0.0,5.87,0.0
026-1496496-3041144,5.59,0.0,0.0,5.59,026-1496496-3041144,5.59,0.0,0.0,0.0,5.59,0.0
026-1498958-9952352,7.98,0.0,0.0,7.98,026-1498958-9952352,7.98,0.0,0.0,0.0,7.98,0.0
026-1514710-9263554,9.94,0.0,0.0,9.94,026-1514710-9263554,9.94,0.67,0.0,0.0,10.61,0.67
026-1520982-2468323,10.99,0.0,0.0,10.99,026-1520982-2468323,10.99,0.0,0.0,0.0,10.99,0.0
026-1545490-8169963,6.8,0.0,0.0,6.8,026-1545490-8169963,6.8,0.74,0.0,0.0,7.54,0.74
026-1565961-3125137,6.3,0.0,0.0,6.3,026-1565961-3125137,6.3,0.0,0.0,0.0,6.3,0.0
026-1597122-1764337,24.99,0.0,0.0,24.99,026-1597122-1764337,24.99,0.0,0.0,0.0,24.99,0.0
026-1597246-2787535,11.59,0.0,0.0,11.59,026-1597246-2787535,11.59,0.0,0.0,0.0,11.59,0.0
026-1606604-3789164,5.64,0.0,0.0,5.64,026-1606604-3789164,5.64,0.0,0.0,0.0,5.64,0.0
026-1628765-5649140,2.97,0.0,0.0,2.97,026-1628765-5649140,2.97,0.0,0.0,0.0,2.97,0.0
026-1640638-1187561,5.04,0.0,0.0,5.04,026-1640638-1187561,5.04,0.0,0.0,0.0,5.04,0.0
026-1644812-4202728,13.99,0.0,0.0,13.99,026-1644812-4202728,13.99,0.9,0.0,0.0,14.89,0.9
026-1693693-6169930,9.99,0.0,0.0,9.99,026-1693693-6169930,9.99,0.0,0.0,0.0,9.99,0.0
026-1703551-1367522,9.11,0.0,0.0,9.11,026-1703551-1367522,9.11,0.0,0.0,0.0,9.11,0.0
026-1710738-3736322,3.95,0.0,0.0,3.95,026-1710738-3736322,3.95,0.0,0.0,0.0,3.95,0.0
026-1711155-8929951,7.45,0.0,0.0,7.45,026-1711155-8929951,7.45,0.0,0.0,0.0,7.45,0.0
026-1737791-2117125,11.89,0.0,0.0,11.89,026-1737791-2117125,11.89,0.0,0.0,0.0,11.89,0.0
026-1742568-2625110,30.44,0.0,0.0,30.44,026-1742568-2625110,30.44,0.0,0.0,0.0,30.44,0.0
026-1744741-2526767,2.97,0.0,0.0,2.97,026-1744741-2526767,2.97,0.0,0.0,0.0,2.97,0.0
026-1745549-4839541,11.89,0.0,0.0,11.89,026-1745549-4839541,11.89,0.0,0.0,0.0,11.89,0.0
026-1756944-4558705,8.37,0.0,0.0,8.37,026-1756944-4558705,8.37,0.0,0.0,0.0,8.37,0.0
026-1797540-3145948,4.99,0.0,0.0,4.99,026-1797540-3145948,4.99,0.0,0.0,0.0,4.99,0.0
026-1798186-4502753,21.6,0.0,0.0,21.6,026-1798186-4502753,21.6,0.0,0.0,0.0,21.6,0.0
026-1805313-8780324,5.98,0.0,0.0,5.98,026-1805313-8780324,5.98,0.0,0.0,0.0,5.98,0.0
026-1816314-5349906,11.97,0.0,0.0,11.97,026-1816314-5349906,11.97,0.0,0.0,0.0,11.97,0.0
026-1828273-0931507,12.07,0.0,0.0,12.07,026-1828273-0931507,12.07,0.0,0.0,0.0,12.07,0.0
026-1833187-5753940,8.39,0.0,0.0,8.39,026-1833187-5753940,8.39,0.0,0.0,0.0,8.39,0.0
026-1840742-8556306,5.98,0.0,0.0,5.98,026-1840742-8556306,5.98,0.0,0.0,0.0,5.98,0.0
026-1841301-4656314,3.0,0.0,0.0,3.0,026-1841301-4656314,3.0,0.5,0.0,0.0,3.5,0.5
026-1841479-0865129,25.72,0.0,0.0,25.72,026-1841479-0865129,25.72,0.0,0.0,0.0,25.72,0.0
026-1845727-3653961,25.72,0.0,0.0,25.72,026-1845727-3653961,25.72,0.0,0.0,0.0,25.72,0.0
026-1846925-9009968,22.31,0.0,0.0,22.31,026-1846925-9009968,22.31,0.0,0.0,0.0,22.31,0.0
026-1863307-3745911,7.9,0.0,0.0,7.9,026-1863307-3745911,7.9,0.0,0.0,0.0,7.9,0.0
026-1864241-2521129,19.6,0.0,0.0,19.6,026-1864241-2521129,19.6,0.0,0.0,0.0,19.6,0.0
026-1865834-6853920,3.0,0.0,0.0,3.0,026-1865834-6853920,3.0,0.0,0.0,0.0,3.0,0.0
026-1879855-9197143,22.59,0.0,0.0,22.59,026-1879855-9197143,22.59,0.0,0.0,0.0,22.59,0.0
026-1897723-8389102,6.95,0.0,0.0,6.95,026-1897723-8389102,6.95,0.0,0.0,0.0,6.95,0.0
026-1900461-1521116,5.98,0.0,0.0,5.98,026-1900461-1521116,5.98,0.0,0.0,0.0,5.98,0.0
026-1925907-4873165,19.88,0.0,0.0,19.88,026-1925907-4873165,9.94,0.0,0.0,0.0,9.94,-9.94
026-1949319-6927569,9.49,0.0,0.0,9.49,026-1949319-6927569,9.49,0.0,0.0,0.0,9.49,0.0
026-1955271-1957145,7.28,0.0,0.0,7.28,026-1955271-1957145,7.28,0.0,0.0,0.0,7.28,0.0
026-1967590-7340310,7.99,0.0,0.0,7.99,026-1967590-7340310,7.99,0.0,0.0,0.0,7.99,0.0
026-1971348-1056326,12.0,0.0,0.0,12.0,026-1971348-1056326,12.0,0.0,0.0,0.0,12.0,0.0
026-1978749-9134732,29.93,0.0,0.0,29.93,026-1978749-9134732,29.93,0.0,0.0,0.0,29.93,0.0
026-1992006-0632314,13.99,0.0,0.0,13.99,026-1992006-0632314,13.99,0.0,0.0,0.0,13.99,0.0
026-2010782-6370725,11.79,-4.15,0.0,7.639999999999999,026-2010782-6370725,6.8,4.99,0.0,0.0,11.79,4.15
026-2011694-6739558,8.29,0.0,0.0,8.29,026-2011694-6739558,8.29,0.0,0.0,0.0,8.29,0.0
026-2019011-4013956,8.99,0.0,0.0,8.99,026-2019011-4013956,8.99,0.0,0.0,0.0,8.99,0.0
026-2023212-0295513,5.64,0.0,0.0,5.64,026-2023212-0295513,5.64,0.0,0.0,0.0,5.64,0.0
026-2055078-5653967,29.93,0.0,0.0,29.93,026-2055078-5653967,29.93,0.0,0.0,0.0,29.93,0.0
026-2064664-4825143,3.3,0.0,0.0,3.3,026-2064664-4825143,3.3,0.0,0.0,0.0,3.3,0.0
026-2068431-2910750,19.97,-1.66,0.0,18.31,026-2068431-2910750,17.98,1.99,0.0,0.0,19.97,1.66
026-2074399-3156354,27.2,0.0,0.0,27.2,026-2074399-3156354,27.2,0.0,0.0,0.0,27.2,0.0
026-2079021-8868306,8.89,0.0,0.0,8.89,026-2079021-8868306,8.89,0.0,0.0,0.0,8.89,0.0
026-2087518-1353168,27.0,0.0,0.0,27.0,026-2087518-1353168,27.0,0.0,0.0,0.0,27.0,0.0
026-2100465-2217928,7.54,0.0,0.0,7.54,026-2100465-2217928,7.54,0.0,0.0,0.0,7.54,0.0
026-2127050-7929948,8.7,0.0,0.0,8.7,026-2127050-7929948,8.7,0.0,0.0,0.0,8.7,0.0
026-2131436-8962709,7.88,0.0,0.0,7.88,026-2131436-8962709,7.88,0.0,0.0,0.0,7.88,0.0
026-2140928-6446758,5.67,0.0,0.0,5.67,026-2140928-6446758,5.67,0.0,0.0,0.0,5.67,0.0
026-2146713-2501948,15.57,-4.16,0.0,11.41,026-2146713-2501948,10.58,4.99,0.0,0.0,15.57,4.16
026-2147591-5497922,13.99,0.0,0.0,13.99,026-2147591-5497922,13.99,0.0,0.0,0.0,13.99,0.0
026-2165564-9773132,4.93,0.0,0.0,4.93,026-2165564-9773132,4.93,0.0,0.0,0.0,4.93,0.0
026-2172794-2753905,9.43,0.0,0.0,9.43,026-2172794-2753905,9.43,0.0,0.0,0.0,9.43,0.0
026-2174357-6853140,37.49,0.0,0.0,37.49,026-2174357-6853140,37.49,0.0,0.0,0.0,37.49,0.0
026-2176896-4563567,8.92,-1.66,0.0,7.26,026-2176896-4563567,6.93,1.99,0.0,0.0,8.92,1.66
026-2179568-2513128,6.2,0.0,0.0,6.2,026-2179568-2513128,6.2,0.0,0.0,0.0,6.2,0.0
026-2202696-9913942,5.63,0.0,0.0,5.63,026-2202696-9913942,5.63,0.0,0.0,0.0,5.63,0.0
026-2223564-3681938,10.99,0.0,0.0,10.99,026-2223564-3681938,10.99,0.0,0.0,0.0,10.99,0.0
026-2227847-5353934,8.7,0.0,0.0,8.7,026-2227847-5353934,8.7,0.0,0.0,0.0,8.7,0.0
026-2228512-5848326,4.24,0.0,0.0,4.24,026-2228512-5848326,4.24,0.0,0.0,0.0,4.24,0.0
026-2275644-1071562,7.99,0.0,0.0,7.99,026-2275644-1071562,7.99,0.0,0.0,0.0,7.99,0.0
026-2277441-2437169,5.65,0.0,0.0,5.65,026-2277441-2437169,5.65,0.0,0.0,0.0,5.65,0.0
026-2284830-0448324,5.98,0.0,0.0,5.98,026-2284830-0448324,5.98,0.0,0.0,0.0,5.98,0.0
026-2303256-1161138,7.99,0.0,0.0,7.99,026-2303256-1161138,7.99,0.0,0.0,0.0,7.99,0.0
