Date,Order ID,marketplace_id,SKU,Quantity Ordered,Price_Total,Price_VAT,Price_ExVAT,Shipping_Total,Shipping_VAT,Shipping_ExVAT,Gift_Total,Gift_VAT,Gift_ExVAT,Promotion_Total,Promotion_VAT,Promotion_ExVAT,COGS_Total,COGS_VAT,COGS_ExVAT,FBA_Fee_Total,FBA_Fee_VAT,FBA_Fee_ExVAT,Commission_Total,Commission_VAT,Commission_ExVAT,Digital_Fee_Total,Digital_Fee_VAT,Digital_Fee_ExVAT,Margin_ExVAT,Margin_Pct
2025-11-22T16:18:08Z,202-4789004-8671508,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-22T16:27:36Z,202-1682054-4702715,A1F83G8C2ARO7P,SQ-7QYT-5D5B,1,6.30,1.05,5.25,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.90,0.48,2.42,0.60,0.10,0.50,-0.07,-0.01,-0.06,,
2025-11-22T16:31:43Z,204-1954997-3581133,A1F83G8C2ARO7P,EE-KTDC-KCFY,1,8.45,1.41,7.04,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,1.52,0.25,1.27,-0.06,-0.01,-0.05,,
2025-11-22T16:42:48Z,204-5134546-9021130,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-22T16:58:43Z,206-4522745-2577163,A1F83G8C2ARO7P,VL-48KZ-J3F2,2,11.66,1.94,9.72,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,5.81,0.97,4.84,1.82,0.30,1.52,-0.16,-0.03,-0.13,,
2025-11-22T17:26:42Z,202-5569243-3881939,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-22T17:39:09Z,202-5766967-4389119,A1F83G8C2ARO7P,ZI-1MA2-8QGC,1,18.99,3.17,15.82,4.99,0.83,4.16,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.60,0.60,3.00,3.42,0.57,2.85,-0.14,-0.02,-0.12,,
2025-11-22T17:45:21Z,205-3787227-0749910,A1F83G8C2ARO7P,7L-OT45-7LYB,1,4.34,0.72,3.62,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.00,0.33,1.67,0.67,0.11,0.56,-0.05,-0.01,-0.04,,
2025-11-22T18:11:51Z,202-4710424-8197959,A1F83G8C2ARO7P,Z3-ORV9-K8XD,1,13.99,2.33,11.66,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.32,0.55,2.77,2.52,0.42,2.10,-0.12,-0.02,-0.10,,
2025-11-22T18:18:05Z,205-4300315-2415567,A1F83G8C2ARO7P,SC-LYFM-ORXK,1,11.85,1.98,9.87,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.32,0.55,2.77,2.14,0.36,1.78,-0.11,-0.02,-0.09,,
2025-11-22T18:40:36Z,026-8655184-9891535,A1F83G8C2ARO7P,7L-OT45-7LYB,2,8.68,1.44,7.24,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,4.01,0.67,3.34,1.34,0.22,1.12,-0.11,-0.02,-0.09,,
2025-11-22T18:48:26Z,202-8616386-0937940,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.94,0.99,4.95,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.92,0.15,0.77,-0.06,-0.01,-0.05,,
2025-11-22T19:02:39Z,203-6788442-1396340,A1F83G8C2ARO7P,XE-YPAI-HX9F,1,9.40,1.57,7.83,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.80,0.30,1.50,0.90,0.15,0.75,-0.06,-0.01,-0.05,,
2025-11-22T19:02:39Z,203-6788442-1396340,A1F83G8C2ARO7P,XH-0LAE-FQO5,1,7.05,1.18,5.87,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.67,0.11,0.56,-0.05,-0.01,-0.04,,
2025-11-22T19:04:05Z,203-0387202-4072306,A1F83G8C2ARO7P,DC-K5WH-R7F5,1,3.00,0.50,2.50,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.30,0.05,0.25,-0.04,-0.01,-0.03,,
2025-11-22T19:19:56Z,203-6304379-2339537,A1F83G8C2ARO7P,XH-0LAE-FQO5,1,7.05,1.18,5.87,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.67,0.11,0.56,-0.05,-0.01,-0.04,,
2025-11-22T19:34:19Z,205-8561587-6558707,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,1.66,0.28,1.38,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-22T20:33:01Z,204-2056243-2287546,A1F83G8C2ARO7P,ZU-PFDN-JSYV,1,11.97,2.24,9.73,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,4.87,0.00,4.87,2.16,0.36,1.80,0.00,0.00,0.00,,
2025-11-22T20:41:29Z,026-8707599-5545918,A1F83G8C2ARO7P,VL-48KZ-J3F2,1,5.87,0.98,4.89,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.90,0.48,2.42,0.91,0.15,0.76,-0.07,-0.01,-0.06,,
2025-11-22T20:43:23Z,171-1394689-4796324,A28R8C7NBKEWEA,Z3-ORV9-K8XD,1,15.12,0.00,15.12,3.99,,3.99,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.77,0.00,2.77,2.72,0.45,2.27,0.00,0.00,0.00,,
2025-11-22T20:50:04Z,026-5624170-5349120,A1F83G8C2ARO7P,7L-OT45-7LYB,1,4.34,0.72,3.62,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.00,0.33,1.67,0.67,0.11,0.56,-0.05,-0.01,-0.04,,
2025-11-22T21:02:49Z,205-3618729-6990743,A1F83G8C2ARO7P,XE-YPAI-HX9F,1,10.40,1.73,8.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.26,0.38,1.88,1.87,0.31,1.56,-0.08,-0.01,-0.07,,
2025-11-22T21:25:18Z,205-6602796-8915533,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-22T21:57:07Z,202-9404116-5650758,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.93,0.99,4.94,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.92,0.15,0.77,-0.06,-0.01,-0.05,,
2025-11-22T22:11:32Z,204-0648517-8725107,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-22T22:27:58Z,203-8670691-4125114,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.93,0.99,4.94,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.92,0.15,0.77,-0.06,-0.01,-0.05,,
2025-11-22T22:58:04Z,203-8690891-1674745,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-22T23:27:49Z,203-0870476-9893969,A1F83G8C2ARO7P,D7-MGBX-RX2P,1,9.96,1.66,8.30,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.18,0.53,2.65,1.79,0.30,1.49,-0.10,-0.02,-0.08,,
2025-11-22T23:42:37Z,203-8156442-2929961,A1F83G8C2ARO7P,XH-0LAE-FQO5,1,7.05,1.18,5.87,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.67,0.11,0.56,-0.05,-0.01,-0.04,,
2025-11-23T00:25:28Z,203-1491329-5189105,A1F83G8C2ARO7P,DC-K5WH-R7F5,1,3.00,0.50,2.50,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.30,0.05,0.25,-0.04,-0.01,-0.03,,
2025-11-23T01:09:51Z,204-8719802-8790759,A1F83G8C2ARO7P,SQ-7QYT-5D5B,1,6.38,1.06,5.32,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.90,0.48,2.42,0.61,0.10,0.51,-0.07,-0.01,-0.06,,
2025-11-23T01:15:04Z,026-8084058-3951552,A1F83G8C2ARO7P,D7-MGBX-RX2P,1,9.96,1.66,8.30,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.18,0.53,2.65,1.79,0.30,1.49,-0.10,-0.02,-0.08,,
2025-11-23T01:29:04Z,204-5308709-7860366,A1F83G8C2ARO7P,XH-0LAE-FQO5,1,7.07,1.18,5.89,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.68,0.11,0.57,-0.05,-0.01,-0.04,,
2025-11-23T02:33:48Z,205-8068924-5332316,A1F83G8C2ARO7P,NN-TSZ1-X2RD,1,9.49,1.58,7.91,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.50,0.25,1.25,0.91,0.15,0.76,-0.05,-0.01,-0.04,,
2025-11-23T03:26:50Z,204-5855705-3526727,A1F83G8C2ARO7P,XH-0LAE-FQO5,1,7.09,1.18,5.91,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.68,0.11,0.57,-0.05,-0.01,-0.04,,
2025-11-23T08:12:27Z,403-4943585-0076354,A28R8C7NBKEWEA,Z3-ORV9-K8XD,1,15.19,0.00,15.19,3.99,,3.99,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.77,0.00,2.77,2.74,0.46,2.28,0.00,0.00,0.00,,
2025-11-23T08:15:54Z,403-0324237-7264339,A28R8C7NBKEWEA,Z3-ORV9-K8XD,1,15.19,0.00,15.19,3.99,,3.99,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.77,0.00,2.77,2.74,0.46,2.28,0.00,0.00,0.00,,
2025-11-23T08:28:55Z,204-2977225-2245942,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-11-23T08:39:21Z,205-7888163-0990724,A1F83G8C2ARO7P,D7-MGBX-RX2P,4,39.84,6.64,33.20,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,12.72,2.12,10.60,7.15,1.19,5.96,-0.40,-0.07,-0.33,,
2025-11-23T08:59:42Z,202-0168530-3065932,A1F83G8C2ARO7P,DO-QDI1-K7R9,1,45.95,7.66,38.29,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.41,0.40,2.01,8.27,1.38,6.89,-0.22,-0.04,-0.18,,
2025-11-23T09:11:34Z,203-9161050-0563520,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-23T09:13:30Z,203-3658941-3801906,A1F83G8C2ARO7P,XH-0LAE-FQO5,1,7.07,1.18,5.89,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.68,0.11,0.57,-0.05,-0.01,-0.04,,
2025-11-23T09:15:59Z,203-6654507-4133968,A1F83G8C2ARO7P,DC-K5WH-R7F5,1,3.00,0.50,2.50,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.30,0.05,0.25,-0.04,-0.01,-0.03,,
2025-11-23T09:21:10Z,204-3559449-2929159,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-11-23T09:25:57Z,205-1387088-7068313,A1F83G8C2ARO7P,XH-0LAE-FQO5,1,7.07,1.18,5.89,1.25,0.21,1.04,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.68,0.11,0.57,-0.05,-0.01,-0.04,,
2025-11-23T09:43:59Z,206-3509531-8567549,A1F83G8C2ARO7P,79-CPJ6-DSG6,1,39.99,6.67,33.32,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.32,0.55,2.77,7.20,1.20,6.00,-0.22,-0.04,-0.18,,
2025-11-23T09:57:55Z,026-3827428-7752334,A1F83G8C2ARO7P,XH-0LAE-FQO5,1,7.07,1.18,5.89,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.68,0.11,0.57,-0.05,-0.01,-0.04,,
2025-11-23T11:04:50Z,202-4244985-5873157,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-23T11:05:05Z,205-0011668-6953921,A1F83G8C2ARO7P,DV-USYD-8WR2,1,45.82,7.64,38.18,1.25,,1.25,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.59,0.43,2.16,8.24,1.37,6.87,-0.22,-0.04,-0.18,,
2025-11-23T11:29:13Z,202-6531242-1637134,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-23T11:41:14Z,203-8013345-9800316,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-23T11:42:53Z,205-0896572-5571531,A1F83G8C2ARO7P,DC-K5WH-R7F5,1,3.00,0.50,2.50,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.30,0.05,0.25,-0.04,-0.01,-0.03,,
2025-11-23T11:49:30Z,204-7194018-5673943,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-23T12:00:10Z,206-2786113-5422734,A1F83G8C2ARO7P,VL-48KZ-J3F2,1,6.01,1.00,5.01,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.90,0.48,2.42,0.94,0.16,0.78,-0.07,-0.01,-0.06,,
2025-11-23T12:20:54Z,203-5739458-9232318,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-23T12:29:12Z,203-2469124-3232350,A1F83G8C2ARO7P,EV-CHU5-XU3G,1,9.05,1.51,7.54,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.92,0.32,1.60,1.42,0.24,1.18,-0.07,-0.01,-0.06,,
2025-11-23T12:29:24Z,204-8102633-8588331,A1F83G8C2ARO7P,AF-KIHX-ANYY,1,4.95,0.83,4.12,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.77,0.13,0.64,-0.05,-0.01,-0.04,,
2025-11-23T12:38:45Z,206-6403975-7341164,A1F83G8C2ARO7P,ZU-PFDN-JSYV,1,11.68,1.95,9.73,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,5.84,0.97,4.87,2.10,0.35,1.75,-0.16,-0.03,-0.13,,
2025-11-23T12:41:19Z,203-4998149-7997102,A1F83G8C2ARO7P,ZV-RLOD-Q0JI,1,18.99,3.17,15.82,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,4.03,0.67,3.36,3.42,0.57,2.85,-0.14,-0.02,-0.12,,
2025-11-23T12:53:12Z,202-7153316-5975501,A1F83G8C2ARO7P,DC-K5WH-R7F5,1,3.00,0.50,2.50,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.30,0.05,0.25,-0.04,-0.01,-0.03,,
2025-11-23T13:44:06Z,202-7813016-8839540,A1F83G8C2ARO7P,VL-48KZ-J3F2,2,12.06,2.02,10.04,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,5.81,0.97,4.84,1.87,0.31,1.56,-0.16,-0.03,-0.13,,
2025-11-23T13:52:53Z,204-8839860-2399556,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-23T13:55:57Z,205-4868050-3152366,A1F83G8C2ARO7P,A2-T2AC-TW3L,1,12.28,2.05,10.23,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.02,0.50,2.52,1.92,0.32,1.60,-0.10,-0.02,-0.08,,
2025-11-23T13:56:47Z,203-9592568-9665965,A1F83G8C2ARO7P,X7-MY4W-H2I4,1,7.53,1.26,6.27,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.18,0.53,2.65,1.18,0.20,0.98,-0.08,-0.01,-0.07,,
2025-11-23T14:10:36Z,S02-1904146-9043566,AZMDEXL2RVFNN,DC-K5WH-R7F5,1,3.00,0.50,2.50,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.30,0.05,0.25,-0.04,-0.01,-0.03,,
2025-11-23T14:25:50Z,202-1505016-7965966,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-11-23T14:36:42Z,026-4149782-3214746,A1F83G8C2ARO7P,TE-Y18U-S2O1,1,9.99,1.67,8.32,1.25,0.21,1.04,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.90,0.48,2.42,1.80,0.30,1.50,-0.10,-0.02,-0.08,,
2025-11-23T14:41:06Z,203-3973984-8662714,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-11-23T14:43:26Z,026-6347795-8900367,A1F83G8C2ARO7P,6V-EEC1-2S9Z,2,13.60,2.26,11.34,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.89,0.65,3.24,2.11,0.35,1.76,-0.12,-0.02,-0.10,,
2025-11-23T14:55:42Z,204-1498196-6051528,A1F83G8C2ARO7P,XH-0LAE-FQO5,1,7.07,1.18,5.89,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.68,0.11,0.57,-0.05,-0.01,-0.04,,
2025-11-23T15:00:12Z,206-5208074-0630742,A1F83G8C2ARO7P,7L-OT45-7LYB,1,4.34,0.72,3.62,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.00,0.33,1.67,0.67,0.11,0.56,-0.05,-0.01,-0.04,,
2025-11-23T15:05:27Z,026-0009940-5149166,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.74,1.07,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-23T15:10:36Z,202-7471624-2785116,A1F83G8C2ARO7P,XH-0LAE-FQO5,1,7.07,1.18,5.89,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.68,0.11,0.57,-0.05,-0.01,-0.04,,
2025-11-23T15:11:19Z,026-7635949-6400356,A1F83G8C2ARO7P,8R-E0Y9-0LAU,1,72.22,12.04,60.18,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.34,0.56,2.78,13.00,2.17,10.83,-0.32,-0.05,-0.27,,
2025-11-23T15:21:41Z,206-0261228-0013102,A1F83G8C2ARO7P,VL-48KZ-J3F2,1,6.03,1.01,5.02,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.90,0.48,2.42,0.94,0.16,0.78,-0.07,-0.01,-0.06,,
2025-11-23T15:22:18Z,204-1593854-3158717,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-23T15:31:24Z,205-2013278-5147502,A1F83G8C2ARO7P,NN-TSZ1-X2RD,1,9.49,1.58,7.91,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.50,0.25,1.25,0.91,0.15,0.76,-0.05,-0.01,-0.04,,
2025-11-23T15:36:01Z,026-6418113-9376329,A1F83G8C2ARO7P,XH-0LAE-FQO5,3,21.21,3.54,17.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,5.26,0.88,4.38,2.05,0.34,1.71,-0.14,-0.02,-0.12,,
2025-11-23T15:42:32Z,204-6871095-6500320,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-23T15:43:48Z,026-6212463-3961146,A1F83G8C2ARO7P,ZU-PFDN-JSYV,1,12.26,2.04,10.22,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,5.84,0.97,4.87,2.21,0.37,1.84,-0.16,-0.03,-0.13,,
2025-11-23T15:48:07Z,205-7445313-5564349,A1F83G8C2ARO7P,A2-T2AC-TW3L,1,12.24,2.04,10.20,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.02,0.50,2.52,1.91,0.32,1.59,-0.10,-0.02,-0.08,,
2025-11-23T15:57:52Z,206-2474418-7162743,A1F83G8C2ARO7P,ZV-RLOD-Q0JI,1,18.99,3.17,15.82,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,4.03,0.67,3.36,3.42,0.57,2.85,-0.14,-0.02,-0.12,,
2025-11-23T15:58:54Z,026-8465677-7592327,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-11-23T16:02:15Z,026-1122710-9589112,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-23T16:08:00Z,203-7862401-7254751,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-23T16:21:27Z,026-3594505-3711537,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-23T16:41:28Z,026-3902811-6077938,A1F83G8C2ARO7P,ZU-PFDN-JSYV,1,11.68,1.95,9.73,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,5.84,0.97,4.87,2.10,0.35,1.75,-0.16,-0.03,-0.13,,
2025-11-23T16:50:22Z,206-1892483-8717118,A1F83G8C2ARO7P,6V-EEC1-2S9Z,1,6.80,1.13,5.67,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.94,0.32,1.62,1.06,0.18,0.88,-0.06,-0.01,-0.05,,
2025-11-23T16:52:32Z,026-9626066-0009928,A1F83G8C2ARO7P,U1-M5BM-8F5W,1,22.79,3.80,18.99,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.46,0.58,2.88,1.92,0.32,1.60,-0.11,-0.02,-0.09,,
2025-11-23T16:58:23Z,202-5038540-2893946,A1F83G8C2ARO7P,EV-CHU5-XU3G,1,9.03,1.51,7.52,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.92,0.32,1.60,1.40,0.23,1.17,-0.07,-0.01,-0.06,,
2025-11-23T17:00:52Z,202-3236194-8898727,A1F83G8C2ARO7P,WX-L5UA-UB1Q,1,5.98,1.00,4.98,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.82,0.30,1.52,0.94,0.16,0.78,-0.06,-0.01,-0.05,,
2025-11-23T17:05:41Z,202-4702427-0581105,A1F83G8C2ARO7P,SR-6OBB-WC03,1,8.71,1.45,7.26,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.90,0.48,2.42,1.57,0.26,1.31,-0.08,-0.01,-0.07,,
2025-11-23T17:06:45Z,206-0643722-4626736,A1F83G8C2ARO7P,DC-K5WH-R7F5,1,3.00,0.50,2.50,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.30,0.05,0.25,-0.04,-0.01,-0.03,,
2025-11-23T17:11:20Z,202-9049619-5813933,A1F83G8C2ARO7P,VL-48KZ-J3F2,1,6.05,1.01,5.04,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.90,0.48,2.42,0.95,0.16,0.79,-0.07,-0.01,-0.06,,
2025-11-23T17:34:21Z,202-9423782-7945110,A1F83G8C2ARO7P,DC-K5WH-R7F5,1,3.00,0.50,2.50,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,0.30,0.05,0.25,-0.04,-0.01,-0.03,,
2025-11-23T17:40:53Z,203-5284346-7004320,A1F83G8C2ARO7P,49-4UKW-G81R,1,8.99,1.50,7.49,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,2.06,0.34,1.72,1.62,0.27,1.35,-0.07,-0.01,-0.06,,
2025-11-23T17:47:01Z,026-0121291-4221946,A1F83G8C2ARO7P,EE-KTDC-KCFY,1,8.45,1.41,7.04,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,1.52,0.25,1.27,-0.06,-0.01,-0.05,,
2025-11-23T18:01:03Z,206-7415054-3095554,A1F83G8C2ARO7P,A2-T2AC-TW3L,1,12.24,2.04,10.20,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,3.02,0.50,2.52,1.91,0.32,1.59,-0.10,-0.02,-0.08,,
2025-11-23T18:16:25Z,204-0284812-7070721,A1F83G8C2ARO7P,EE-KTDC-KCFY,1,8.45,1.41,7.04,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,1.75,0.29,1.46,1.52,0.25,1.27,-0.06,-0.01,-0.05,,
