timestamp_utc,asof_date,marketplace,sku,asin,seller_id,seller_seen_flag,offer_price_gbp,offer_shipping_price_gbp,offer_landed_price_gbp,is_prime,fulfilment_channel,min_delivery_days,max_delivery_days,delivery_range_days,source,notes
2026-02-18T11:32:14Z,2026-02-18,UK,A1-KSU1-GZMS,B07BC1CMDK,A6EDL63T4NTWD,1,2.99,0.0,2.99,1,FBA,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A1-KSU1-GZMS,B07BC1CMDK,AB5OM860MS57Z,1,2.99,0.0,2.99,1,FBA,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A1-KSU1-GZMS,B07BC1CMDK,AZ2NDBRB1ZQ1H,1,4.73,0.0,4.73,0,FBM,1,1,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,AB5OM860MS57Z,1,11.14,0.0,11.14,1,FBA,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,A12MJ1FK852SYB,1,11.15,0.0,11.15,1,FBA,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,A1TCXH3L7L24SR,1,11.15,0.0,11.15,1,FBM,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,A11RGASXV3EWM4,1,11.2,0.0,11.2,0,FBM,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,A182Y7M8HQ9OD1,1,11.35,0.0,11.35,1,FBA,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,A11RGASXV3EWM4,1,11.4,0.0,11.4,0,FBM,1,1,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,A11RGASXV3EWM4,1,11.4,0.0,11.4,1,FBM,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,APMZP5YRTCLCW,1,11.81,0.0,11.81,1,FBM,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,AKQMAXFWUV730,1,12.5,0.0,12.5,0,FBM,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,ABV8MRK1ZF6VI,1,12.69,0.0,12.69,0,FBM,1,1,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,A1UHI79WF0S8P4,1,12.99,0.0,12.99,0,FBM,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,AM6QF58KGUUM9,1,13.04,0.0,13.04,0,FBM,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,AM6QF58KGUUM9,1,13.8,0.0,13.8,0,FBM,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,A12MJ1FK852SYB,1,11.99,2.5,14.49,0,FBM,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,A12MJ1FK852SYB,1,11.99,2.5,14.49,0,FBM,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,AH9CERPVAQVPQ,1,14.95,0.0,14.95,0,FBM,1,2,1,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,A2-T2AC-TW3L,B006PFN3BW,AC1ZDJA0EMKX7,1,14.99,0.0,14.99,0,FBM,1,1,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AF-KIHX-ANYY,B0001P15T4,A16941P8FBIDFW,1,3.89,0.0,3.89,0,FBM,2,3,1,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AF-KIHX-ANYY,B0001P15T4,A2MJYG3Z3JKZEK,1,3.97,0.0,3.97,0,FBM,1,1,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AF-KIHX-ANYY,B0001P15T4,A1UPKOFA32IPKU,1,3.97,0.0,3.97,0,FBM,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AF-KIHX-ANYY,B0001P15T4,ATPRHLT8GNHGC,1,3.99,0.0,3.99,0,FBM,1,1,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AF-KIHX-ANYY,B0001P15T4,A2C5Y203GBC6BT,1,4.25,0.0,4.25,0,FBM,1,1,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AF-KIHX-ANYY,B0001P15T4,A2C5Y203GBC6BT,1,4.25,0.0,4.25,0,FBM,1,1,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AF-KIHX-ANYY,B0001P15T4,AB5OM860MS57Z,1,4.99,0.0,4.99,1,FBA,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AF-KIHX-ANYY,B0001P15T4,A24NGU5R55LIUJ,1,5.27,0.0,5.27,0,FBM,1,1,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AF-KIHX-ANYY,B0001P15T4,A1Z94P7M1S3O54,1,5.33,0.0,5.33,0,FBM,1,1,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AF-KIHX-ANYY,B0001P15T4,AD2JZSHWKH52B,1,5.44,0.0,5.44,0,FBM,1,1,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AF-KIHX-ANYY,B0001P15T4,A2C5Y203GBC6BT,1,5.7,0.0,5.7,0,FBM,1,1,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AX-NKNU-29C1,B08M52B4M5,AB5OM860MS57Z,1,3.99,0.0,3.99,1,FBA,0,0,0,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AX-NKNU-29C1,B08M52B4M5,AUGCSEQQV3XYY,1,4.99,0.0,4.99,0,FBM,1,2,1,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AX-NKNU-29C1,B08M52B4M5,A2JJBX08NHT52K,1,5.35,0.0,5.35,0,FBM,1,2,1,SPAPI,
2026-02-18T11:32:14Z,2026-02-18,UK,AX-NKNU-29C1,B08M52B4M5,A24VQX7LPBJ2BC,1,1.99,3.99,5.98,0,FBM,9,10,1,SPAPI,
