timestamp_utc,asof_date,marketplace,sku,asin,our_price,buy_box_price,buy_box_present_flag,outcome_known_flag,we_present_flag,buy_box_channel,lowest_fba_price,lowest_fbm_price,offer_count_fba,offer_count_fbm,bsr,bsr_category,source,notes
2026-02-16T23:51:30Z,2026-02-16,UK,L1-54EX-56YC,B09445GL1C,13.44,13.44,1,1,1,FBA,13.44,13.59,3,3,,,SPAPI,candidate_with_stock_and_price_fluctuation
2026-02-16T23:51:30Z,2026-02-16,UK,6V-EEC1-2S9Z,B06WW79DX5,7.99,7.99,1,1,1,FBA,7.98,8.4,2,8,,,SPAPI,high velocity consistent
2026-02-16T23:51:30Z,2026-02-16,UK,AX-NKNU-29C1,B08M52B4M5,3.94,,0,0,1,Unknown,3.94,4.99,1,3,,,SPAPI,high velocity inconsistent | buy_box_price_missing
2026-02-16T23:51:30Z,2026-02-16,UK,JB-RGB6-LZOJ,B0001P0DLU,9.98,5.95,1,1,1,FBA,5.95,6.75,2,11,,,SPAPI,mid velocity consistent
2026-02-16T23:51:30Z,2026-02-16,UK,VF-3T0K-DR5O,B08KFFY86W,5.35,4.85,1,1,1,FBA,4.85,6.5,17,3,,,SPAPI,mid velocity inconsistent
2026-02-16T23:51:30Z,2026-02-16,UK,XY-UM2X-TPS3,B003VTZAM0,11.47,9.99,1,1,1,FBM,9.99,9.99,6,5,,,SPAPI,mid velocity consistent
2026-02-16T23:51:30Z,2026-02-16,UK,4W-VS57-BV6A,B0C9LJNJWZ,35.91,34.99,1,1,1,FBA,22.35,35.0,1,11,,,SPAPI,low velocity consistent
2026-02-16T23:51:30Z,2026-02-16,UK,TJ-6LOP-OPEU,B08P63MSS9,8.98,,0,0,1,Unknown,8.98,8.68,2,3,,,SPAPI,low velocity consistent | buy_box_price_missing
2026-02-16T23:51:30Z,2026-02-16,UK,RZ-6ZL9-CZ7J,B075XT2J8X,6.97,6.35,1,1,1,FBA,6.35,6.35,5,5,,,SPAPI,low velocity inconsistent
2026-02-16T23:51:30Z,2026-02-16,UK,XH-0LAE-FQO5,B00AOES9GE,6.9,6.13,1,1,1,FBA,6.13,,5,,,,SPAPI,low velocity inconsistent
2026-02-16T23:51:30Z,2026-02-16,UK,YC-3L3M-BV48,B0CTD6Q6KY,79.24,79.0,1,1,1,FBA,79.0,105.95,2,1,,,SPAPI,low velocity inconsistent
2026-02-16T23:51:30Z,2026-02-16,UK,XE-YPAI-HX9F,B086ZD7MG6,9.0,8.09,1,1,1,FBA,8.09,11.1,3,4,,,SPAPI,added_for_phase1_live_test_2026-02-16
