Date,Order ID,lvl,country_code,SKU,Quantity Ordered,currency_code,Price_Total,Price_VAT,Price_ExVAT,Shipping_Total,Shipping_VAT,Shipping_ExVAT,Gift_Total,Gift_VAT,Gift_ExVAT,Promotion_Total,Promotion_VAT,Promotion_ExVAT,COGS_Total,COGS_VAT,COGS_ExVAT,FBA_Fee_Total,FBA_Fee_VAT,FBA_Fee_ExVAT,Commission_Total,Commission_VAT,Commission_ExVAT,Digital_Fee_Total,Digital_Fee_VAT,Digital_Fee_ExVAT,FixedClosingFee_Total,FixedClosingFee_VAT,FixedClosingFee_ExVAT,Margin_ExVAT,Margin_Pct
2025-11-01T10:30:09Z,202-8302697-5223512,3,GB,6V-EEC1-2S9Z,1,GBP,6.80,1.13,5.67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,-0.32,-1.62,-1.05,-0.17,-0.88,-0.06,-0.01,-0.05,,,,3.12,55.02645502645503
2025-11-01T10:44:59Z,203-7653117-9553959,3,GB,6V-EEC1-2S9Z,2,GBP,13.60,2.26,11.34,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-3.89,-0.65,-3.24,-2.11,-0.35,-1.76,-0.12,-0.02,-0.1,,,,6.24,55.02645502645503
2025-11-01T10:47:32Z,203-6034506-4881958,3,GB,6V-EEC1-2S9Z,1,GBP,6.80,1.13,5.67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,-0.32,-1.62,-1.06,-0.18,-0.88,-0.06,-0.01,-0.05,,,,3.12,55.02645502645503
2025-11-01T11:01:33Z,204-1268645-6629907,3,GB,U1-M5BM-8F5W,1,GBP,22.91,3.82,19.09,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-3.45,-0.57,-2.88,-1.92,-0.32,-1.6,-0.11,-0.02,-0.09,,,,14.52,76.06076479832373
2025-11-01T11:02:20Z,202-2851694-6317151,3,GB,6V-EEC1-2S9Z,1,GBP,6.80,1.13,5.67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,-0.32,-1.62,-1.05,-0.17,-0.88,-0.06,-0.01,-0.05,,,,3.12,55.02645502645503
2025-11-01T11:17:26Z,026-9940683-5429925,3,GB,0H-5V53-GPG4,1,GBP,12.00,2.00,10.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-3.6,-0.6,-3.0,-2.16,-0.36,-1.8,-0.12,-0.02,-0.1,,,,5.1,51.0
2025-11-01T12:07:21Z,026-8630322-8608366,3,GB,6V-EEC1-2S9Z,1,GBP,6.80,1.13,5.67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,-0.32,-1.62,-1.05,-0.17,-0.88,-0.05,-0.01,-0.04,,,,3.13,55.20282186948854
2025-11-01T12:24:56Z,204-2296798-6109936,3,GB,A9-2Y9G-M2K7,1,GBP,6.49,1.08,5.41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-2.91,-0.48,-2.43,-1.01,-0.17,-0.84,-0.08,-0.01,-0.07,,,,2.07,38.26247689463956
2025-11-01T12:31:40Z,204-5631009-0563508,3,GB,6V-EEC1-2S9Z,1,GBP,6.80,1.13,5.67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,-0.33,-1.62,-1.06,-0.18,-0.88,-0.07,-0.01,-0.06,,,,3.11,54.85008818342152
2025-11-01T12:46:46Z,202-9174843-2210736,3,GB,6V-EEC1-2S9Z,1,GBP,6.80,1.13,5.67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,-0.32,-1.62,-1.06,-0.18,-0.88,-0.06,-0.01,-0.05,,,,3.12,55.02645502645503
2025-11-01T13:25:37Z,203-9179979-1612360,3,GB,6V-EEC1-2S9Z,1,GBP,6.80,1.13,5.67,0.64,0.11,0.53,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,-0.32,-1.62,-1.05,-0.17,-0.88,-0.06,-0.01,-0.05,,,,3.65,58.87096774193549
2025-11-01T13:45:09Z,026-7881615-4941948,3,GB,6V-EEC1-2S9Z,1,GBP,6.80,1.13,5.67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,-0.32,-1.62,-1.05,-0.17,-0.88,-0.05,-0.01,-0.04,,,,3.13,55.20282186948854
2025-11-01T14:02:48Z,202-2066967-7744304,3,GB,6V-EEC1-2S9Z,1,GBP,6.80,1.13,5.67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,-0.32,-1.62,-1.05,-0.17,-0.88,-0.05,-0.01,-0.04,,,,3.13,55.20282186948854
2025-11-01T16:38:37Z,026-4251811-1901942,3,GB,SR-6OBB-WC03,1,GBP,8.73,1.46,7.27,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-2.91,-0.48,-2.43,-1.57,-0.26,-1.31,-0.1,-0.02,-0.08,,,,3.45,47.455295735900954
2025-11-01T17:41:33Z,203-6526894-8569166,3,GB,0H-5V53-GPG4,1,GBP,12.00,2.00,10.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-3.6,-0.6,-3.0,-2.16,-0.36,-1.8,-0.13,-0.02,-0.11,,,,5.09,50.9
2025-11-01T18:42:26Z,203-7996372-9631537,3,GB,1U-1W76-M840,1,GBP,4.02,0.67,3.35,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-2.04,-0.34,-1.7,-0.72,-0.12,-0.6,-0.05,-0.01,-0.04,,,,1.01,30.14925373134329
2025-11-01T20:16:56Z,402-5540359-3265157,3,IE,TU-8I14-25ZR,1,EUR,29.74,5.56,24.18,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-3.39,-0.57,-2.82,-5.35,-0.89,-4.46,,,,,,,16.9,69.89247311827957
2025-11-01T20:37:36Z,026-1971348-1056326,3,GB,0H-5V53-GPG4,1,GBP,12.00,2.00,10.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-3.6,-0.6,-3.0,-2.16,-0.36,-1.8,-0.12,-0.02,-0.1,,,,5.1,51.0
2025-11-01T21:08:18Z,026-0489894-9867506,3,GB,F7-PMJ2-SG6A,1,GBP,7.90,1.32,6.58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.33,-1.67,-1.43,-0.24,-1.19,-0.05,-0.01,-0.04,,,,3.68,55.92705167173252
2025-11-01T23:57:17Z,204-5246150-8874754,3,GB,F7-PMJ2-SG6A,1,GBP,7.90,1.32,6.58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-2.01,-0.34,-1.67,-1.42,-0.24,-1.18,-0.06,-0.01,-0.05,,,,3.68,55.92705167173253
2025-11-02T01:30:05Z,202-3371230-6596334,0,GB,79-CPJ6-DSG6,0,GBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-11-02T06:35:56Z,206-0880478-5083528,0,GB,0H-5V53-GPG4,0,GBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-11-02T08:46:41Z,205-5082853-5597136,3,GB,R7-98IN-2PW8,1,GBP,5.83,0.97,4.86,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,-0.3,-1.5,-0.56,-0.09,-0.47,-0.05,-0.01,-0.04,,,,2.85,58.64197530864198
2025-11-02T11:18:59Z,204-4286071-0857128,3,GB,IB-U5FA-BO2Y,1,GBP,49.99,8.33,41.66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-2.6,-0.43,-2.17,-9.0,-1.5,-7.5,-0.23,-0.04,-0.19,,,,31.8,76.33221315410465
2025-11-02T15:40:21Z,206-4143528-7248317,3,GB,8L-INBX-OUTU,1,GBP,8.99,1.50,7.49,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-3.18,-0.53,-2.65,-1.62,-0.27,-1.35,-0.09,-0.01,-0.08,,,,3.41,45.52736982643525
2025-11-02T16:14:11Z,202-4769055-5685921,3,GB,XH-0LAE-FQO5,1,GBP,7.30,1.22,6.08,0.34,0.06,0.28,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.75,-0.29,-1.46,-0.69,-0.12,-0.57,-0.04,-0.01,-0.03,,,,4.3,67.61006289308177
2025-11-02T18:39:56Z,204-7801001-3313149,3,GB,H4-86XG-NLX6,1,GBP,10.56,1.76,8.80,0.67,0.11,0.56,,,,0.0,0.0,0.0,0.0,0.0,0.0,-3.71,-0.62,-3.09,-1.9,-0.32,-1.58,-0.11,-0.02,-0.09,,,,4.6,49.145299145299155
2025-11-02T19:16:41Z,202-2669071-0664318,0,GB,0H-5V53-GPG4,0,GBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-11-02T19:53:01Z,026-8466930-0174730,3,GB,G8-L8EI-INMK,1,GBP,5.99,1.00,4.99,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-2.9,-0.48,-2.42,-0.58,-0.1,-0.48,-0.07,-0.01,-0.06,,,,2.03,40.6813627254509
2025-11-02T21:08:37Z,026-0233761-3638722,3,GB,G8-L8EI-INMK,2,GBP,11.98,2.00,9.98,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-5.81,-0.97,-4.84,-1.15,-0.19,-0.96,-0.15,-0.03,-0.12,,,,4.06,40.6813627254509
2025-11-02T22:34:46Z,204-8368579-5249128,3,GB,BQ-O3OI-FTJU,1,GBP,24.99,4.17,20.82,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-2.6,-0.43,-2.17,-4.5,-0.75,-3.75,-0.15,-0.03,-0.12,,,,14.78,70.98943323727185
