order_id,amount_type,is_fee,total_amount,tax_present,currency,derived_ex_vat,derived_vat
026-7201679-8718746,DigitalServicesFee,True,-0.09,False,GBP,-0.07,-0.02
026-7201679-8718746,FBAPerUnitFulfillmentFee,True,-3.02,False,GBP,-2.52,-0.5
026-7201679-8718746,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7201679-8718746,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7201679-8718746,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7201679-8718746,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7201679-8718746,Principal,False,6.68,False,GBP,5.57,1.11
026-7201679-8718746,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7201679-8718746,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7201679-8718746,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7201679-8718746,Tax,False,1.34,False,GBP,1.12,0.22
026-7201679-8718746,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7217146-7412364,Commission,True,-1.69,False,GBP,-1.41,-0.28
026-7217146-7412364,DigitalServicesFee,True,-0.09,False,GBP,-0.07,-0.02
026-7217146-7412364,FBAPerUnitFulfillmentFee,True,-3.07,False,GBP,-2.56,-0.51
026-7217146-7412364,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7217146-7412364,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7217146-7412364,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7217146-7412364,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7217146-7412364,Principal,False,9.06,False,GBP,7.55,1.51
026-7217146-7412364,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7217146-7412364,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7217146-7412364,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7217146-7412364,Tax,False,1.81,False,GBP,1.51,0.3
026-7217146-7412364,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7233434-9488340,Commission,True,-0.76,False,GBP,-0.63,-0.13
026-7233434-9488340,DigitalServicesFee,True,-0.05,False,GBP,-0.04,-0.01
026-7233434-9488340,FBAPerUnitFulfillmentFee,True,-1.75,False,GBP,-1.46,-0.29
026-7233434-9488340,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7233434-9488340,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7233434-9488340,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7233434-9488340,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7233434-9488340,Principal,False,6.67,False,GBP,5.56,1.11
026-7233434-9488340,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7233434-9488340,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7233434-9488340,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7233434-9488340,Tax,False,1.33,False,GBP,1.11,0.22
026-7233434-9488340,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7241673-5957101,Commission,True,-1.72,False,GBP,-1.43,-0.29
026-7241673-5957101,DigitalServicesFee,True,-0.11,False,GBP,-0.09,-0.02
026-7241673-5957101,FBAPerUnitFulfillmentFee,True,-3.44,False,GBP,-2.87,-0.57
026-7241673-5957101,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7241673-5957101,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7241673-5957101,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7241673-5957101,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7241673-5957101,Principal,False,9.16,False,GBP,7.63,1.53
026-7241673-5957101,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7241673-5957101,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7241673-5957101,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7241673-5957101,Tax,False,1.83,False,GBP,1.53,0.3
026-7241673-5957101,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7271420-7467567,Commission,True,-1.32,False,GBP,-1.1,-0.22
026-7271420-7467567,DigitalServicesFee,True,-0.06,False,GBP,-0.05,-0.01
026-7271420-7467567,FBAPerUnitFulfillmentFee,True,-1.95,False,GBP,-1.62,-0.33
026-7271420-7467567,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7271420-7467567,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7271420-7467567,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7271420-7467567,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7271420-7467567,Principal,False,7.03,False,GBP,5.86,1.17
026-7271420-7467567,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7271420-7467567,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7271420-7467567,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7271420-7467567,Tax,False,1.41,False,GBP,1.18,0.23
026-7271420-7467567,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7273149-4346766,Commission,True,-0.68,False,GBP,-0.57,-0.11
026-7273149-4346766,DigitalServicesFee,True,-0.08,False,GBP,-0.07,-0.01
026-7273149-4346766,FBAPerUnitFulfillmentFee,True,-2.9,False,GBP,-2.42,-0.48
026-7273149-4346766,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7273149-4346766,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7273149-4346766,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7273149-4346766,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7273149-4346766,Principal,False,5.81,False,GBP,4.84,0.97
026-7273149-4346766,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7273149-4346766,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7273149-4346766,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7273149-4346766,Tax,False,1.16,False,GBP,0.97,0.19
026-7273149-4346766,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7298032-3470759,Commission,True,-3.57,False,GBP,-2.98,-0.59
026-7298032-3470759,DigitalServicesFee,True,-0.2,False,GBP,-0.17,-0.03
026-7298032-3470759,FBAPerUnitFulfillmentFee,True,-6.36,False,GBP,-5.3,-1.06
026-7298032-3470759,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7298032-3470759,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7298032-3470759,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7298032-3470759,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7298032-3470759,Principal,False,16.6,False,GBP,13.83,2.77
026-7298032-3470759,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7298032-3470759,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7298032-3470759,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7298032-3470759,Tax,False,3.32,False,GBP,2.77,0.55
026-7298032-3470759,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7308277-9858769,Commission,True,-0.94,False,GBP,-0.78,-0.16
026-7308277-9858769,DigitalServicesFee,True,-0.07,False,GBP,-0.06,-0.01
026-7308277-9858769,FBAPerUnitFulfillmentFee,True,-1.83,False,GBP,-1.53,-0.3
026-7308277-9858769,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7308277-9858769,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7308277-9858769,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7308277-9858769,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7308277-9858769,Principal,False,4.98,False,GBP,4.15,0.83
026-7308277-9858769,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7308277-9858769,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7308277-9858769,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7308277-9858769,Tax,False,1.0,False,GBP,0.83,0.17
026-7308277-9858769,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7309747-9693144,Commission,True,-0.49,False,GBP,-0.41,-0.08
026-7309747-9693144,DigitalServicesFee,True,-0.05,False,GBP,-0.04,-0.01
026-7309747-9693144,FBAPerUnitFulfillmentFee,True,-1.8,False,GBP,-1.5,-0.3
026-7309747-9693144,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7309747-9693144,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7309747-9693144,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7309747-9693144,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7309747-9693144,Principal,False,4.27,False,GBP,3.56,0.71
026-7309747-9693144,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7309747-9693144,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7309747-9693144,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7309747-9693144,Tax,False,0.86,False,GBP,0.72,0.14
026-7309747-9693144,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7312348-2986708,Commission,True,-2.35,False,GBP,-1.96,-0.39
026-7312348-2986708,DigitalServicesFee,True,-0.08,False,GBP,-0.07,-0.01
026-7312348-2986708,DigitalServicesFeeFBA,True,-0.11,False,GBP,-0.09,-0.02
026-7312348-2986708,FBAPerUnitFulfillmentFee,True,-7.2,False,GBP,-6.0,-1.2
026-7312348-2986708,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7312348-2986708,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7312348-2986708,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7312348-2986708,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7312348-2986708,Principal,False,20.24,False,GBP,16.87,3.37
026-7312348-2986708,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7312348-2986708,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7312348-2986708,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7312348-2986708,Tax,False,4.04,False,GBP,3.37,0.67
026-7312348-2986708,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7313750-8869938,Commission,True,-1.06,False,GBP,-0.88,-0.18
026-7313750-8869938,DigitalServicesFee,True,-0.06,False,GBP,-0.05,-0.01
026-7313750-8869938,FBAPerUnitFulfillmentFee,True,-1.94,False,GBP,-1.62,-0.32
026-7313750-8869938,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7313750-8869938,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7313750-8869938,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7313750-8869938,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7313750-8869938,Principal,False,5.67,False,GBP,4.73,0.94
026-7313750-8869938,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7313750-8869938,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7313750-8869938,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7313750-8869938,Tax,False,1.13,False,GBP,0.94,0.19
026-7313750-8869938,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7315456-8280317,Commission,True,-5.38,False,GBP,-4.48,-0.9
026-7315456-8280317,DigitalServicesFee,True,-0.15,False,GBP,-0.12,-0.03
026-7315456-8280317,FBAPerUnitFulfillmentFee,True,-2.6,False,GBP,-2.17,-0.43
026-7315456-8280317,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7315456-8280317,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7315456-8280317,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7315456-8280317,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7315456-8280317,Principal,False,29.93,False,GBP,24.94,4.99
026-7315456-8280317,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7315456-8280317,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7315456-8280317,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7315456-8280317,Tax,False,0.0,False,GBP,0.0,0.0
026-7315456-8280317,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7319260-4428364,Commission,True,-0.86,False,GBP,-0.72,-0.14
026-7319260-4428364,DigitalServicesFee,True,-0.06,False,GBP,-0.05,-0.01
026-7319260-4428364,FBAPerUnitFulfillmentFee,True,-1.82,False,GBP,-1.52,-0.3
026-7319260-4428364,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7319260-4428364,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7319260-4428364,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7319260-4428364,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7319260-4428364,Principal,False,4.57,False,GBP,3.81,0.76
026-7319260-4428364,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7319260-4428364,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7319260-4428364,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7319260-4428364,Tax,False,0.92,False,GBP,0.77,0.15
026-7319260-4428364,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7331214-4120331,Commission,True,-0.87,False,GBP,-0.72,-0.15
026-7331214-4120331,DigitalServicesFee,True,-0.05,False,GBP,-0.04,-0.01
026-7331214-4120331,FBAPerUnitFulfillmentFee,True,-1.8,False,GBP,-1.5,-0.3
026-7331214-4120331,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7331214-4120331,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7331214-4120331,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7331214-4120331,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7331214-4120331,Principal,False,7.52,False,GBP,6.27,1.25
026-7331214-4120331,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7331214-4120331,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7331214-4120331,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7331214-4120331,Tax,False,1.51,False,GBP,1.26,0.25
026-7331214-4120331,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7331416-6813124,Commission,True,-0.66,False,GBP,-0.55,-0.11
026-7331416-6813124,DigitalServicesFee,True,-0.07,False,GBP,-0.06,-0.01
026-7331416-6813124,FBAPerUnitFulfillmentFee,True,-2.88,False,GBP,-2.4,-0.48
026-7331416-6813124,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7331416-6813124,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7331416-6813124,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7331416-6813124,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7331416-6813124,Principal,False,3.52,False,GBP,2.93,0.59
026-7331416-6813124,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7331416-6813124,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7331416-6813124,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7331416-6813124,Tax,False,0.71,False,GBP,0.59,0.12
026-7331416-6813124,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7340953-4152367,Commission,True,-1.72,False,GBP,-1.43,-0.29
026-7340953-4152367,DigitalServicesFee,True,-0.1,False,GBP,-0.08,-0.02
026-7340953-4152367,FBAPerUnitFulfillmentFee,True,-3.02,False,GBP,-2.52,-0.5
026-7340953-4152367,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7340953-4152367,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7340953-4152367,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7340953-4152367,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7340953-4152367,Principal,False,9.16,False,GBP,7.63,1.53
026-7340953-4152367,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7340953-4152367,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7340953-4152367,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7340953-4152367,Tax,False,1.83,False,GBP,1.53,0.3
026-7340953-4152367,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7342827-8434752,Commission,True,-4.23,False,GBP,-3.53,-0.7
026-7342827-8434752,FBAPerUnitFulfillmentFee,True,-7.77,False,GBP,-6.47,-1.3
026-7342827-8434752,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7342827-8434752,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7342827-8434752,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7342827-8434752,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7342827-8434752,Principal,False,22.68,False,GBP,18.9,3.78
026-7342827-8434752,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7342827-8434752,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7342827-8434752,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7342827-8434752,Tax,False,4.52,False,GBP,3.77,0.75
026-7342827-8434752,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7348158-3881937,Commission,True,-0.99,False,GBP,-0.83,-0.16
026-7348158-3881937,DigitalServicesFee,True,-0.07,False,GBP,-0.06,-0.01
026-7348158-3881937,FBAPerUnitFulfillmentFee,True,-1.95,False,GBP,-1.62,-0.33
026-7348158-3881937,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7348158-3881937,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7348158-3881937,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7348158-3881937,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7348158-3881937,Principal,False,5.23,False,GBP,4.36,0.87
026-7348158-3881937,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7348158-3881937,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7348158-3881937,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7348158-3881937,Tax,False,1.05,False,GBP,0.88,0.17
026-7348158-3881937,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7353104-1275566,Commission,True,-1.56,False,GBP,-1.3,-0.26
026-7353104-1275566,DigitalServicesFee,True,-0.08,False,GBP,-0.07,-0.01
026-7353104-1275566,FBAPerUnitFulfillmentFee,True,-1.92,False,GBP,-1.6,-0.32
026-7353104-1275566,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7353104-1275566,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7353104-1275566,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7353104-1275566,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7353104-1275566,Principal,False,8.32,False,GBP,6.93,1.39
026-7353104-1275566,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7353104-1275566,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7353104-1275566,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7353104-1275566,Tax,False,1.67,False,GBP,1.39,0.28
026-7353104-1275566,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7356480-5584325,Commission,True,-1.14,False,GBP,-0.95,-0.19
026-7356480-5584325,FBAPerUnitFulfillmentFee,True,-1.94,False,GBP,-1.62,-0.32
026-7356480-5584325,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7356480-5584325,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7356480-5584325,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7356480-5584325,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7356480-5584325,Principal,False,6.07,False,GBP,5.06,1.01
026-7356480-5584325,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7356480-5584325,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7356480-5584325,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7356480-5584325,Tax,False,1.21,False,GBP,1.01,0.2
026-7356480-5584325,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7357458-3604328,Commission,True,-4.86,False,GBP,-4.05,-0.81
026-7357458-3604328,DigitalServicesFee,True,-0.16,False,GBP,-0.13,-0.03
026-7357458-3604328,FBAPerUnitFulfillmentFee,True,-3.49,False,GBP,-2.91,-0.58
026-7357458-3604328,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7357458-3604328,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7357458-3604328,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7357458-3604328,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7357458-3604328,Principal,False,22.5,False,GBP,18.75,3.75
026-7357458-3604328,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7357458-3604328,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7357458-3604328,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7357458-3604328,Tax,False,4.5,False,GBP,3.75,0.75
026-7357458-3604328,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7360089-2182707,Commission,True,-1.62,False,GBP,-1.35,-0.27
026-7360089-2182707,DigitalServicesFee,True,-0.07,False,GBP,-0.06,-0.01
026-7360089-2182707,FBAPerUnitFulfillmentFee,True,-1.75,False,GBP,-1.46,-0.29
026-7360089-2182707,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7360089-2182707,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7360089-2182707,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7360089-2182707,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7360089-2182707,Principal,False,7.49,False,GBP,6.24,1.25
026-7360089-2182707,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7360089-2182707,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7360089-2182707,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7360089-2182707,Tax,False,1.5,False,GBP,1.25,0.25
026-7360089-2182707,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7360486-7389101,Commission,True,-0.6,False,GBP,-0.5,-0.1
026-7360486-7389101,DigitalServicesFee,True,-0.07,False,GBP,-0.06,-0.01
026-7360486-7389101,FBAPerUnitFulfillmentFee,True,-3.23,False,GBP,-2.69,-0.54
026-7360486-7389101,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7360486-7389101,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7360486-7389101,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7360486-7389101,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7360486-7389101,Principal,False,9.99,False,GBP,8.33,1.66
026-7360486-7389101,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7360486-7389101,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7360486-7389101,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7360486-7389101,Tax,False,0.0,False,GBP,0.0,0.0
026-7360486-7389101,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7368424-1753957,Commission,True,-0.68,False,GBP,-0.57,-0.11
026-7368424-1753957,DigitalServicesFee,True,-0.03,False,GBP,-0.03,0.0
026-7368424-1753957,FBAPerUnitFulfillmentFee,True,0.0,False,GBP,0.0,0.0
026-7368424-1753957,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7368424-1753957,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7368424-1753957,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7368424-1753957,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7368424-1753957,Principal,False,5.85,False,GBP,4.88,0.97
026-7368424-1753957,ShippingCharge,False,0.27,False,GBP,0.23,0.04
026-7368424-1753957,ShippingChargeback,True,-0.33,False,GBP,-0.28,-0.05
026-7368424-1753957,ShippingTax,False,0.06,False,GBP,0.05,0.01
026-7368424-1753957,Tax,False,1.17,False,GBP,0.97,0.2
026-7368424-1753957,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7369720-9430752,Commission,True,-1.25,False,GBP,-1.04,-0.21
026-7369720-9430752,DigitalServicesFee,True,-0.07,False,GBP,-0.06,-0.01
026-7369720-9430752,FBAPerUnitFulfillmentFee,True,-1.94,False,GBP,-1.62,-0.32
026-7369720-9430752,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7369720-9430752,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7369720-9430752,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7369720-9430752,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7369720-9430752,Principal,False,6.66,False,GBP,5.55,1.11
026-7369720-9430752,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7369720-9430752,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7369720-9430752,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7369720-9430752,Tax,False,1.33,False,GBP,1.11,0.22
026-7369720-9430752,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7369738-5647555,Commission,True,-0.94,False,GBP,-0.78,-0.16
026-7369738-5647555,DigitalServicesFee,True,-0.06,False,GBP,-0.05,-0.01
026-7369738-5647555,FBAPerUnitFulfillmentFee,True,-1.82,False,GBP,-1.52,-0.3
026-7369738-5647555,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7369738-5647555,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7369738-5647555,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7369738-5647555,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7369738-5647555,Principal,False,4.98,False,GBP,4.15,0.83
026-7369738-5647555,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7369738-5647555,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7369738-5647555,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7369738-5647555,Tax,False,1.0,False,GBP,0.83,0.17
026-7369738-5647555,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7377197-1776367,Commission,True,-0.77,False,GBP,-0.64,-0.13
026-7377197-1776367,DigitalServicesFee,True,-0.06,False,GBP,-0.05,-0.01
026-7377197-1776367,FBAPerUnitFulfillmentFee,True,-1.8,False,GBP,-1.5,-0.3
026-7377197-1776367,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7377197-1776367,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7377197-1776367,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7377197-1776367,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7377197-1776367,Principal,False,6.64,False,GBP,5.53,1.11
026-7377197-1776367,ShippingCharge,False,0.0,False,GBP,0.0,0.0
026-7377197-1776367,ShippingChargeback,True,0.0,False,GBP,0.0,0.0
026-7377197-1776367,ShippingTax,False,0.0,False,GBP,0.0,0.0
026-7377197-1776367,Tax,False,1.33,False,GBP,1.11,0.22
026-7377197-1776367,VariableClosingFee,True,0.0,False,GBP,0.0,0.0
026-7380850-5434753,Commission,True,-1.05,False,GBP,-0.88,-0.17
026-7380850-5434753,DigitalServicesFee,True,-0.05,False,GBP,-0.04,-0.01
026-7380850-5434753,FBAPerUnitFulfillmentFee,True,-1.94,False,GBP,-1.62,-0.32
026-7380850-5434753,FixedClosingFee,True,0.0,False,GBP,0.0,0.0
026-7380850-5434753,GiftWrap,False,0.0,False,GBP,0.0,0.0
026-7380850-5434753,GiftWrapTax,False,0.0,False,GBP,0.0,0.0
026-7380850-5434753,GiftwrapChargeback,True,0.0,False,GBP,0.0,0.0
026-7380850-5434753,Principal,False,5.67,False,GBP,4.73,0.94
