posted_date,transaction_type,amount_type,is_fee,amount,currency,tax_amount,tax_currency,order_id,shipment_id,inbound_shipment_id,fee_reason,fee_description,parsed_fba_shipment_id,date,date_source
,ServiceFee,FBAStorageFee,True,-1.11,GBP,,,,,,,,,2026-06-10,estimated
,ServiceFee,FBAStorageFee,True,-0.07,EUR,,,,,,,,,2026-06-10,estimated
,ServiceFee,FBAStorageFee,True,-0.01,EUR,,,,,,,,,2026-06-10,estimated
,ServiceFee,FBALongTermStorageFee,True,-6.89,GBP,,,,,,,,,2026-06-10,estimated
,ServiceFee,FBALongTermStorageFee,True,-0.77,GBP,,,,,,,,,2026-06-10,estimated
,ServiceFee,FBALongTermStorageFee,True,-1.43,GBP,,,,,,,,,2026-06-10,estimated
,ServiceFee,FBALongTermStorageFee,True,-0.89,GBP,,,,,,,,,2026-06-10,estimated
,ServiceFee,FBALongTermStorageFee,True,-3.13,GBP,,,,,,,,,2026-06-10,estimated
,ServiceFee,FBALongTermStorageFee,True,-0.92,GBP,,,,,,,,,2026-06-10,estimated
,ServiceFee,FBALongTermStorageFee,True,-1.5,GBP,,,,,,,,,2026-06-10,estimated
,ServiceFee,FBALongTermStorageFee,True,-0.56,GBP,,,,,,,,,2026-06-10,estimated
,ServiceFee,FBALongTermStorageFee,True,-1.24,GBP,,,,,,,,,2026-06-10,estimated
,ServiceFee,FBALongTermStorageFee,True,-1.06,GBP,,,,,,,,,2026-06-10,estimated
,ServiceFee,FBALongTermStorageFee,True,-2.88,GBP,,,,,,,,,2026-06-10,estimated
,ServiceFee,FBAStorageFee,True,-38.54,GBP,,,,,,,FBA Inventory Storage Fee,,2026-06-10,estimated
,ServiceFee,FBAStorageFee,True,-0.1,EUR,,,,,,,FBA Inventory Storage Fee,,2026-06-10,estimated
,ServiceFee,FBALongTermStorageFee,True,-0.78,EUR,,,,,,,FBA Long Term Storage Fee,,2026-06-10,estimated
,ServiceFee,FBALongTermStorageFee,True,-31.65,GBP,,,,,,,FBA Long Term Storage Fee,,2026-06-10,estimated
,ServiceFee,FBAStorageFee,True,-29.87,GBP,,,,,,,FBA Inventory Storage Fee,,2026-06-10,estimated
