posted_date,transaction_type,transaction_id,description,total_amount,currency,status,marketplace_id,inbound_shipment_id,related_identifiers,breakdowns
2026-02-17T21:30:42Z,Shipment,6Y69T8T4QuogLT5udoZNic0IIfc7yM3xrl2Vo4IEa9I,Order Payment,2.86,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106165145473302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""202-5736138-8398722""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""vVi7v3JUhmncXC8qZQgbzGxhUyei_C5VS4nA1iXS820""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":5.61,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":4.67,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":0.94,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-2.75,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.04,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-2.7,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-1.83,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.52,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.31,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-0.87,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.73,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.14,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T21:42:32Z,Shipment,dIFCM7eYMQ-8kneRcS0aQrpWbBZAr09Gg8UNeGeCpMo,Order Payment,4.8,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""519693386162001""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""202-5166369-5373106""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""w6lkHHU4gD5w3y79EWHUHTYn-R2qpW1sinYfLsDvcX0""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":7.99,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":6.66,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":1.33,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-3.19,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-3.19,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-1.94,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.62,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.32,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-1.25,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.04,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.21,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T21:44:48Z,Shipment,u4fWM74b9RiIQ-9vye2O6SjwrcEGmqNQiWXGl7EXlXw,Order Payment,0.62,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106186572466302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""026-7331416-6813124""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""hnWWzb_kkAVPvr2_ms3abUc38pUSRzfC9CrF-YUPWYM""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":4.23,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":3.52,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":0.71,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-3.61,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.07,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.07,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.06,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-3.54,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-2.88,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-2.4,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.48,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-0.66,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.55,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.11,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T21:53:28Z,Shipment,QpwjBNooN7kbBXuIDkROKfaaaOC3HEua1D5G498LEJk,Order Payment,6.25,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106183404624302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""205-2294362-2729122""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""HAyaLmH-yYqgDHEWx6tFYBcY1Fhq3Iq7g1uqQXMtihM""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":9.09,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":7.57,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":1.52,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-2.84,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.04,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-2.79,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-1.92,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.6,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.32,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-0.87,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.73,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.14,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T21:55:23Z,Shipment,VD-yOlAfOkx8Gzkc5GErEQVYrvGcoy4kzsPlwPwaOHA,Order Payment,4.74,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106210023870302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""205-9525426-3183526""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""nGMMyDGPAxeTxyvfL_oFNqoWMsQY2qJ_ygmdAl9WvCA""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":7.99,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":6.66,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":1.33,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-3.25,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.06,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.06,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-3.19,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-1.95,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.62,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.33,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-1.24,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.04,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.2,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T21:56:02Z,Shipment,AGxAJwko9NRcIdYh1NINovNmOJ4dG3sxsK06kNtjC4s,Order Payment,3.37,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106195633780302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""206-8047730-5802755""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""6p3SgaaloOoN-UexN9bxWVfheSNftmmqnl9LZQBQkzg""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":6.15,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":5.12,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":1.03,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-2.78,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.07,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.07,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.02,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-2.71,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-1.75,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.46,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.29,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-0.96,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.8,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.16,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T21:56:41Z,Shipment,y0ZNVnEgkfM5RjZ_E67gTnlxz5zHiQUPO2_fFULzfco,Order Payment,3.34,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106161943614302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""026-6627406-8593952""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""eLYCO7qJwz7Y6VEc3hNTxfnDMsVKorBYwJobbAk9t50""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":6.09,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":5.07,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":1.02,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-2.75,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.06,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.06,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-2.69,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-1.75,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.46,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.29,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-0.94,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.79,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.15,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T22:02:24Z,Shipment,b6PGUOAHVZUFyFeRQkdoqbQij26XSLKHceRTE1FnJwY,Order Payment,0.61,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106201098695302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""202-8747441-6716328""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""DKMAGlqitJ0Vt0T9-F3x_L9_ArTrmF2TwEjCqtg8s-Y""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":4.22,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":3.52,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":0.7,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-3.61,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.07,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.07,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.06,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-3.54,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-2.88,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-2.4,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.48,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-0.66,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.55,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.11,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T22:02:48Z,Shipment,kAVRlICDLA0SzC2YDQTteHiFwf-7rKV9z2xXaZvxQbw,Order Payment,6.6,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106144466915302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""026-2242299-2230758""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""Kc1WjGbq0y4_Hy4bCEpRQHGK_mD03w-I9hXXTLjGtw4""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":11.49,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":9.57,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":1.92,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-4.89,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.09,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.09,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.08,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-4.8,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-3.02,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-2.52,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.5,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-1.78,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.49,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.29,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T22:10:06Z,Shipment,mKWNnwSVUPvnjk2RdLuTf9FOYqqzUPdTykli5Y39P-w,Order Payment,8.28,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106528626997302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""206-5684696-0349168""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":9.17,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":7.64,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":1.53,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-0.89,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-0.88,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":0.0,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.6,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Promo"",""breakdownAmount"":{""currencyAmount"":1.6,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-0.88,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.73,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.15,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
