timestamp_utc,asof_date,marketplace,sku,asin,inbound_working,inbound_shipped,inbound_receiving,inbound_total,source,notes
2026-02-18T06:08:31Z,2026-02-18,UK,02-7AZG-O0CV,B01N31JDVX,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,03-7TNF-U2A1,B08C34199M,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,04-FYSA-YCV0,B001JYLJB0,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,04-PU0K-EVHU,B009NST7AY,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,05-CH74-4EW3,B006R5Z7DC,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,06-6WC0-UGFH,B004YJLV6K,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,08-3ABG-PL11,B01N58L3PP,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,09-CZ59-Q6OR,B09BR88BPW,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0A-HHXO-QF32,B0993N4XMC,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0B-IC3D-6S96,B00ICS6JWK,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0B-KZD0-FZB1,B07Y5KYLQ8,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0B-OUCV-UQE9,B01N4LH1PN,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0C-AOG2-B23Z,B003TYWR5K,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0D-0039-WEPJ,B09V8GFY8C,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0F-MLCO-206G,B00RO5R4JE,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0G-0234-E9NG,B08J1X9VVF,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0G-JB6S-PN34,B07H2WXMDJ,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0H-5V53-GPG4,B0CRRPCT5P,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0K-6BX5-D5AH,B093WHTJL7,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0N-JV0B-5UNV,B009L12MLO,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0N-VZG5-JH06,B0CJMMYYCJ,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0N-X5KF-213D,B09M3RB8R1,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0O-KL3Z-ZTQ9,B00GI299M4,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0Q-F5R3-333E,1848450486,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0R-31MX-8MNY,B07B4NQSYS,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0R-GRRH-W0Z9,B09NQD4S5N,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0T-2B9X-7G65,B0B8T9L8RY,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0T-LQK2-KFCY,B0CBNNKLYJ,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0W-VJRK-9VCG,B00M9UFVGM,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0X-VJWI-4OT8,B0BWFT5RGN,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,0Z-Y60V-499R,B09NQBQW49,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,10-JQEP-V8I7,B00CRGM45O,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,10-KNVB-4BRI,B002GZJUQ2,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,10-PGVO-YV15,B01H8QOUTA,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,12-3VTE-5T3Z,9189143078,0,0,0,0,SPAPI,
2026-02-18T06:08:31Z,2026-02-18,UK,12-749B-9EB5,B084HZRR8G,0,0,0,0,SPAPI,
