order_id,order_date,seller_sku,quantity,token_id,token_cost,currency,allocation_date,source_level,notes
205-7719933-7589921,2026-01-13T20:52:43Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0125,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-3645331-2365903,2026-01-13T21:31:09Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0126,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-6937107-9407531,2026-01-13T22:31:06Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0127,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-3886010-8747556,2026-01-14T09:59:53Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0128,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-0926353-9697905,2026-01-14T10:55:26Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0129,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-0619709-8545139,2026-01-14T12:49:00Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0130,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-6908863-1676318,2026-01-14T17:03:07Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0131,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-4473080-1277951,2026-01-14T17:10:09Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0132,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-9551022-5557957,2026-01-14T18:01:42Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0133,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-2681258-9723519,2026-01-14T18:15:13Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0134,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-6889639-2277960,2026-01-14T20:44:02Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0135,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-2628224-6813136,2026-01-14T21:43:35Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0136,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-7571945-2644342,2026-01-14T23:01:52Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0137,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-7382651-2769115,2026-01-15T13:33:30Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0138,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-8996216-6273113,2026-01-15T17:09:40Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0139,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-2872444-2320333,2026-01-16T08:44:35Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0140,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-4105798-7867542,2026-01-16T11:02:14Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0141,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-4105798-7867542,2026-01-16T11:02:14Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0142,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-8958571-7966744,2026-01-16T11:02:53Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0143,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-5324771-9541167,2026-01-16T11:13:31Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0144,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-3570230-6612342,2026-01-16T13:03:37Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0145,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-2694496-2137957,2026-01-16T14:19:31Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0146,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-3820494-3294710,2026-01-16T15:24:33Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0147,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-4099255-4449131,2026-01-17T08:26:13Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0148,1.61,GBP,2026-01-19T13:53:15Z,1,backdate_all
205-5786977-9733155,2026-01-17T09:00:09Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0149,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-9915080-8917967,2026-01-17T10:00:38Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0150,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-7428069-2008365,2026-01-17T11:51:38Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0151,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-1552504-6266756,2026-01-17T14:19:25Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0152,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-6637266-3180334,2026-01-17T15:04:41Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0153,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-3277499-8703528,2026-01-18T03:27:22Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0154,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-9958178-4245935,2026-01-18T11:17:24Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0155,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-3741757-2890707,2026-01-18T13:33:18Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0156,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-3112213-2787554,2026-01-18T17:01:30Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0157,1.61,GBP,2026-01-19T13:53:15Z,1,backdate_all
203-2854196-9029155,2026-01-18T19:37:59Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0158,1.61,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-3489727-6744351,2026-01-19T08:48:31Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0159,1.61,GBP,2026-01-19T13:53:15Z,1,backdate_all
202-2143388-2542702,2026-01-19T12:03:15Z,WX-L5UA-UB1Q,1,WX-L5UA-UB1Q1-0160,1.61,GBP,2026-01-19T13:53:15Z,1,backdate_all
204-1238177-6489108,2026-01-06T18:06:12Z,GK-YI4S-C158,1,GK-YI4S-C1581-0001,2.55,GBP,2026-01-19T13:53:15Z,3,backdate_all
026-5689717-4453901,2026-01-11T20:23:54Z,GK-YI4S-C158,1,GK-YI4S-C1581-0002,2.55,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-8070484-2897147,2026-01-09T22:06:20Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0001,13.65,GBP,2026-01-19T13:53:15Z,3,backdate_all
204-6342264-4960334,2026-01-10T10:53:55Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0002,13.65,GBP,2026-01-19T13:53:15Z,3,backdate_all
204-2122126-9924354,2026-01-10T10:55:54Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0003,13.65,GBP,2026-01-19T13:53:15Z,3,backdate_all
206-1329984-9781142,2026-01-10T12:35:57Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0004,13.65,GBP,2026-01-19T13:53:15Z,3,backdate_all
026-3170480-4840358,2026-01-10T13:01:17Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0005,13.65,GBP,2026-01-19T13:53:15Z,3,backdate_all
205-2102319-9024302,2026-01-10T13:43:57Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0006,13.65,GBP,2026-01-19T13:53:15Z,3,backdate_all
203-8837079-9175546,2026-01-10T14:44:11Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0007,13.65,GBP,2026-01-19T13:53:15Z,3,backdate_all
203-3529469-8211512,2026-01-10T15:25:09Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0008,13.65,GBP,2026-01-19T13:53:15Z,3,backdate_all
206-0200270-5013161,2026-01-10T15:26:45Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0009,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-3556791-4341946,2026-01-10T16:43:05Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0010,13.65,GBP,2026-01-19T13:53:15Z,3,backdate_all
204-4498923-3378759,2026-01-10T17:26:35Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0011,13.65,GBP,2026-01-19T13:53:15Z,3,backdate_all
205-3998336-5838739,2026-01-10T18:34:15Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0012,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-2927155-9138704,2026-01-10T20:32:29Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0013,13.65,GBP,2026-01-19T13:53:15Z,3,backdate_all
204-2284512-0186748,2026-01-10T22:40:16Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0014,13.65,GBP,2026-01-19T13:53:15Z,3,backdate_all
206-4836771-8977907,2026-01-11T00:08:06Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0015,13.65,GBP,2026-01-19T13:53:15Z,3,backdate_all
205-3624340-1857121,2026-01-11T10:01:59Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0016,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-3291823-1226767,2026-01-11T11:11:29Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0017,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-2087518-1353168,2026-01-11T15:08:17Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0018,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-1570062-5006743,2026-01-11T23:20:48Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0019,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-3763091-1151559,2026-01-12T19:38:27Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0020,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-3177277-7722705,2026-01-12T19:39:50Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0021,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-2000459-8809168,2026-01-12T20:29:43Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0022,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-4028467-7955564,2026-01-12T21:16:35Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0023,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-6745322-6958732,2026-01-12T21:37:31Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0024,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-0303963-3969979,2026-01-12T23:06:28Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0025,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-4757725-3546752,2026-01-12T23:20:13Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0026,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-8969358-9148345,2026-01-13T01:48:37Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0027,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-4963943-4113941,2026-01-13T10:09:15Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0028,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-9755697-2997140,2026-01-13T10:49:29Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0029,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-3164050-8695521,2026-01-13T11:38:42Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0030,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-6341093-0665936,2026-01-13T11:48:29Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0031,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-4627445-1833958,2026-01-13T13:06:31Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0032,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-3326317-8747557,2026-01-13T13:27:30Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0033,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-0071847-4313963,2026-01-13T17:31:16Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0034,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-8837196-8000343,2026-01-13T20:05:11Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0035,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-4832195-1604358,2026-01-13T21:39:23Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0036,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-6375749-3605900,2026-01-13T22:19:11Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0037,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-9903476-2759517,2026-01-14T01:14:54Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0038,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-1188356-8906708,2026-01-14T03:48:40Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0039,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-7286504-8661118,2026-01-14T14:39:18Z,MW-9K5M-VKW8,1,MW-9K5M-VKW81-0040,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-4003380-5784341,2026-01-14T14:44:42Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0001,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-4717967-3536334,2026-01-14T14:54:42Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0002,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-4082252-2802746,2026-01-14T14:56:06Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0003,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-5840007-0709952,2026-01-14T16:00:58Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0004,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-5425350-1566728,2026-01-14T16:05:53Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0005,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-2888583-7377111,2026-01-14T16:21:33Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0006,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-6316038-5405961,2026-01-14T19:59:19Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0007,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-1220448-0436324,2026-01-15T00:50:23Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0008,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-8707024-2279534,2026-01-15T01:20:55Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0009,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-9864610-0384368,2026-01-15T09:14:14Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0010,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-6184198-5419564,2026-01-15T10:25:57Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0011,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-2019413-9856363,2026-01-15T12:33:29Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0012,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-5142576-6398720,2026-01-15T13:11:45Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0013,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-5175284-9857147,2026-01-15T15:38:51Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0014,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-2226053-7708317,2026-01-15T16:17:48Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0015,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-3066344-7573166,2026-01-15T16:25:22Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0016,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-3790907-6465128,2026-01-15T17:11:05Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0017,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-7357458-3604328,2026-01-15T17:26:36Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0018,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-0328574-3991555,2026-01-15T20:24:35Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0019,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-1876307-2409928,2026-01-15T20:43:42Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0020,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-0198726-2724350,2026-01-15T20:45:25Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0021,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-5706345-5808326,2026-01-15T20:49:51Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0022,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-9212397-2846702,2026-01-15T20:58:37Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0023,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-9278642-7174758,2026-01-15T21:05:31Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0024,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-1094722-1353937,2026-01-15T21:13:05Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0025,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-6364979-3305909,2026-01-15T21:21:39Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0026,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-5025029-4641104,2026-01-15T21:23:43Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0027,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-0437837-5168327,2026-01-16T01:10:10Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0028,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-5821672-0439524,2026-01-16T08:51:52Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0029,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-9511920-2111539,2026-01-16T13:40:12Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0030,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-7081107-6749913,2026-01-16T13:48:20Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0031,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-4702739-6426759,2026-01-16T14:45:15Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0032,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-0420842-3026719,2026-01-16T15:38:50Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0033,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
026-3458970-3364367,2026-01-16T15:42:30Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0034,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-6051112-5137968,2026-01-16T16:42:52Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0035,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-5518291-7929131,2026-01-16T16:50:36Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0036,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-9164449-8425965,2026-01-16T17:58:57Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0037,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-5805167-7221949,2026-01-16T19:13:32Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0038,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-5325387-9545961,2026-01-16T20:43:08Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0039,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-4500845-6415553,2026-01-16T21:00:52Z,MW-9K5M-VKW8,1,MW-9K5M-VKW86-0040,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-3721153-6219549,2026-01-16T21:24:50Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0001,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-7673998-3703560,2026-01-16T21:54:53Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0002,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-7915853-0303542,2026-01-17T07:26:14Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0003,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
204-2586671-2704338,2026-01-17T10:47:32Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0004,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-5148911-4961948,2026-01-17T13:26:12Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0005,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-0126788-8241167,2026-01-17T14:10:47Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0006,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-0286854-7042716,2026-01-17T18:05:44Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0007,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
203-2316990-4455533,2026-01-17T20:17:38Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0008,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-5579923-3920362,2026-01-17T22:14:55Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0009,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-0024031-0497157,2026-01-17T22:33:03Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0010,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
202-3878268-0706730,2026-01-17T23:39:43Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0011,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-3154004-0245121,2026-01-18T08:05:35Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0012,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-9911069-0709963,2026-01-18T08:35:35Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0013,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-9723391-2941100,2026-01-18T08:49:32Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0014,13.65,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-6951189-5890751,2026-01-19T09:56:40Z,MW-9K5M-VKW8,1,MW-9K5M-VKW87-0015,13.65,GBP,2026-01-19T13:53:15Z,1,backdate_all
205-0291358-9417951,2026-01-01T18:09:08Z,49-4UKW-G81R,1,49-4UKW-G81R1-0001,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
205-0291358-9417951,2026-01-01T18:09:08Z,49-4UKW-G81R,1,49-4UKW-G81R1-0002,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
206-7177930-4848306,2026-01-05T11:15:04Z,49-4UKW-G81R,1,49-4UKW-G81R1-0003,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
206-7177930-4848306,2026-01-05T11:15:04Z,49-4UKW-G81R,1,49-4UKW-G81R1-0004,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
206-7406203-3815560,2026-01-06T09:40:03Z,49-4UKW-G81R,1,49-4UKW-G81R1-0005,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
205-6160058-5876312,2026-01-06T14:36:22Z,49-4UKW-G81R,1,49-4UKW-G81R1-0006,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
026-5117223-6007540,2026-01-08T15:23:43Z,49-4UKW-G81R,1,49-4UKW-G81R1-0007,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
205-0240916-4113918,2026-01-08T20:02:22Z,49-4UKW-G81R,1,49-4UKW-G81R1-0008,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
205-0240916-4113918,2026-01-08T20:02:22Z,49-4UKW-G81R,1,49-4UKW-G81R1-0009,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
205-0240916-4113918,2026-01-08T20:02:22Z,49-4UKW-G81R,1,49-4UKW-G81R1-0010,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
206-6992792-3394733,2026-01-10T04:36:58Z,49-4UKW-G81R,1,49-4UKW-G81R1-0011,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
205-6258004-2051552,2026-01-10T09:53:21Z,49-4UKW-G81R,1,49-4UKW-G81R1-0012,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
205-6258004-2051552,2026-01-10T09:53:21Z,49-4UKW-G81R,1,49-4UKW-G81R1-0013,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
202-0512178-4616317,2026-01-16T09:35:58Z,49-4UKW-G81R,1,49-4UKW-G81R1-0014,3.17,GBP,2026-01-19T13:53:15Z,2,backdate_all
205-9679792-5814714,2026-01-02T09:43:33Z,BQ-O3OI-FTJU,1,BQ-O3OI-FTJU1-0001,6.5,GBP,2026-01-19T13:53:15Z,3,backdate_all
203-3431260-6116307,2026-01-02T12:35:18Z,BQ-O3OI-FTJU,1,BQ-O3OI-FTJU1-0002,6.5,GBP,2026-01-19T13:53:15Z,3,backdate_all
205-4307144-8265131,2026-01-02T19:01:48Z,BQ-O3OI-FTJU,1,BQ-O3OI-FTJU1-0003,6.5,GBP,2026-01-19T13:53:15Z,3,backdate_all
202-8706156-6538725,2026-01-03T05:28:28Z,BQ-O3OI-FTJU,1,BQ-O3OI-FTJU1-0004,6.5,GBP,2026-01-19T13:53:15Z,3,backdate_all
206-7997257-0867566,2026-01-05T14:48:22Z,BQ-O3OI-FTJU,1,BQ-O3OI-FTJU1-0005,6.5,GBP,2026-01-19T13:53:15Z,3,backdate_all
206-7997257-0867566,2026-01-05T14:48:22Z,BQ-O3OI-FTJU,1,BQ-O3OI-FTJU1-0006,6.5,GBP,2026-01-19T13:53:15Z,3,backdate_all
204-9990684-0496355,2026-01-05T19:14:52Z,BQ-O3OI-FTJU,1,BQ-O3OI-FTJU1-0007,6.5,GBP,2026-01-19T13:53:15Z,3,backdate_all
204-1873438-5502719,2026-01-07T15:57:23Z,BQ-O3OI-FTJU,1,BQ-O3OI-FTJU1-0008,6.5,GBP,2026-01-19T13:53:15Z,3,backdate_all
204-3646478-3537118,2026-01-11T17:08:21Z,BQ-O3OI-FTJU,1,BQ-O3OI-FTJU1-0009,6.5,GBP,2026-01-19T13:53:15Z,2,backdate_all
206-0647215-7566760,2026-01-01T17:28:49Z,4F-HT42-FD26,1,4F-HT42-FD261-0001,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
203-0395402-2113913,2026-01-02T00:21:41Z,4F-HT42-FD26,1,4F-HT42-FD261-0002,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
204-3880156-2347550,2026-01-04T13:38:41Z,4F-HT42-FD26,1,4F-HT42-FD261-0003,3.17,GBP,2026-01-19T13:53:15Z,3,backdate_all
