event_id,sku,event_date,event_type,disposition,quantity,applied_qty,status,note,event_ts
FBA15L0T2PY1,79-CPJ6-DSG6,2025-10-31T00:00:00+0000,Receipts,SELLABLE,4,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,4F-HT42-FD26,2025-10-31T00:00:00+0000,Receipts,SELLABLE,9,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,XH-0LAE-FQO5,2025-10-31T00:00:00+0000,Receipts,SELLABLE,93,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
1761964067085513,WX-L5UA-UB1Q,2025-11-01T00:00:00+0000,Adjustments,SELLABLE,-4,4,ok,,2026-01-29T15:22:31Z
1761964067248740,WX-L5UA-UB1Q,2025-11-01T00:00:00+0000,Adjustments,SELLABLE,-13,13,ok,,2026-01-29T15:22:31Z
1761964067291328,WX-L5UA-UB1Q,2025-11-01T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
1761964067337865,WX-L5UA-UB1Q,2025-11-01T00:00:00+0000,Adjustments,SELLABLE,-10,10,ok,,2026-01-29T15:22:31Z
1761964067369192,WX-L5UA-UB1Q,2025-11-01T00:00:00+0000,Adjustments,SELLABLE,-9,9,ok,,2026-01-29T15:22:31Z
1761964067585557,WX-L5UA-UB1Q,2025-11-01T00:00:00+0000,Adjustments,SELLABLE,-8,8,ok,,2026-01-29T15:22:31Z
1761964067670832,WX-L5UA-UB1Q,2025-11-01T00:00:00+0000,Adjustments,SELLABLE,-15,15,ok,,2026-01-29T15:22:31Z
1761964067677345,WX-L5UA-UB1Q,2025-11-01T00:00:00+0000,Adjustments,SELLABLE,-2,2,ok,,2026-01-29T15:22:31Z
1761964067706009,WX-L5UA-UB1Q,2025-11-01T00:00:00+0000,Adjustments,SELLABLE,-12,12,ok,,2026-01-29T15:22:31Z
1761964067746033,WX-L5UA-UB1Q,2025-11-01T00:00:00+0000,Adjustments,SELLABLE,-12,12,ok,,2026-01-29T15:22:31Z
FBA15K4CB8J0,WX-L5UA-UB1Q,2025-11-01T00:00:00+0000,Receipts,SELLABLE,86,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15KYSRZKJ,NN-TSZ1-X2RD,2025-11-01T00:00:00+0000,Receipts,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
1762127942395952,XH-0LAE-FQO5,2025-11-02T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
FBA15KVSHTCX,XH-0LAE-FQO5,2025-11-02T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,XG-Z9LW-Z27Q,2025-11-02T00:00:00+0000,Receipts,SELLABLE,4,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,LV-425G-BY4X,2025-11-02T00:00:00+0000,Receipts,SELLABLE,43,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,79-CPJ6-DSG6,2025-11-02T00:00:00+0000,Receipts,SELLABLE,4,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,5M-QO6K-LNH0,2025-11-02T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,MF-TPXM-F8AF,2025-11-02T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,IB-U5FA-BO2Y,2025-11-02T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,D7-MGBX-RX2P,2025-11-02T00:00:00+0000,Receipts,SELLABLE,69,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,4F-HT42-FD26,2025-11-02T00:00:00+0000,Receipts,SELLABLE,15,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,VF-3T0K-DR5O,2025-11-02T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,XH-0LAE-FQO5,2025-11-02T00:00:00+0000,Receipts,SELLABLE,151,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20014154102625,VF-3T0K-DR5O,2025-11-03T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20014154863323,4U-9ZL6-9G0Y,2025-11-03T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
FBA15L0T2PY1,XH-0LAE-FQO5,2025-11-03T00:00:00+0000,Receipts,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
1762219352361095,SU-5LQH-2DVN,2025-11-04T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20014163740272,VF-3T0K-DR5O,2025-11-04T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
FBA15J8S81WD,SU-5LQH-2DVN,2025-11-04T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,LV-425G-BY4X,2025-11-04T00:00:00+0000,Receipts,SELLABLE,2,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,D7-MGBX-RX2P,2025-11-04T00:00:00+0000,Receipts,SELLABLE,9,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20014174240845,VF-3T0K-DR5O,2025-11-05T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20014532439132,XH-0LAE-FQO5,2025-11-06T00:00:00+0000,Adjustments,SELLABLE,-2,2,ok,,2026-01-29T15:22:31Z
FBA15L1PWF0V,VF-3T0K-DR5O,2025-11-06T00:00:00+0000,Receipts,SELLABLE,104,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,XH-0LAE-FQO5,2025-11-07T00:00:00+0000,Receipts,SELLABLE,-6,6,ok,,2026-01-29T15:22:31Z
20015106838608,XY-UM2X-TPS3,2025-11-08T00:00:00+0000,Adjustments,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015106854487,6V-EEC1-2S9Z,2025-11-08T00:00:00+0000,Adjustments,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L1PWF0V,VF-3T0K-DR5O,2025-11-08T00:00:00+0000,Receipts,SELLABLE,93,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L1PWF0V,VF-3T0K-DR5O,2025-11-08T00:00:00+0000,Receipts,SELLABLE,250,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20014224625041,VF-3T0K-DR5O,2025-11-09T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
FBA15L21ZCFP,WX-L5UA-UB1Q,2025-11-09T00:00:00+0000,Receipts,SELLABLE,204,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L21ZCFP,WX-L5UA-UB1Q,2025-11-09T00:00:00+0000,Receipts,SELLABLE,205,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015131923675,RW-AZK6-O4M2,2025-11-10T00:00:00+0000,Adjustments,WAREHOUSE_DAMAGED,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L1PWF0V,VF-3T0K-DR5O,2025-11-10T00:00:00+0000,Receipts,SELLABLE,353,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L21ZCFP,WX-L5UA-UB1Q,2025-11-10T00:00:00+0000,Receipts,SELLABLE,164,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20014841888871,US-AK96-YFSB,2025-11-11T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
FBA15L2G25DF,I2-6YKQ-CIBP,2025-11-11T00:00:00+0000,Receipts,SELLABLE,6,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,714776,2025-11-11T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,ZU-PFDN-JSYV,2025-11-11T00:00:00+0000,Receipts,SELLABLE,2,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,X7-MY4W-H2I4,2025-11-11T00:00:00+0000,Receipts,SELLABLE,3,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,VL-48KZ-J3F2,2025-11-11T00:00:00+0000,Receipts,SELLABLE,13,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,7L-OT45-7LYB,2025-11-11T00:00:00+0000,Receipts,SELLABLE,17,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,JV-D1TI-6UF6,2025-11-11T00:00:00+0000,Receipts,SELLABLE,7,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,WX-L5UA-UB1Q,2025-11-11T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015105938077,XH-0LAE-FQO5,2025-11-12T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20015105938080,XH-0LAE-FQO5,2025-11-12T00:00:00+0000,Adjustments,WAREHOUSE_DAMAGED,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015185598697,XH-0LAE-FQO5,2025-11-12T00:00:00+0000,Adjustments,WAREHOUSE_DAMAGED,-1,0,partial,insufficient_unsellable_to_remove,2026-01-29T15:22:31Z
20015185598700,XH-0LAE-FQO5,2025-11-12T00:00:00+0000,Adjustments,DEFECTIVE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,714776,2025-11-12T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,ZU-PFDN-JSYV,2025-11-12T00:00:00+0000,Receipts,SELLABLE,3,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,X7-MY4W-H2I4,2025-11-12T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,VL-48KZ-J3F2,2025-11-12T00:00:00+0000,Receipts,SELLABLE,5,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,7L-OT45-7LYB,2025-11-12T00:00:00+0000,Receipts,SELLABLE,5,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,JV-D1TI-6UF6,2025-11-12T00:00:00+0000,Receipts,SELLABLE,6,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20014263684855,L1-54EX-56YC,2025-11-13T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20014880603145,R7-98IN-2PW8,2025-11-13T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
FBA15L0T2PY1,XH-0LAE-FQO5,2025-11-13T00:00:00+0000,Receipts,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
FBA15L21ZCFP,WX-L5UA-UB1Q,2025-11-13T00:00:00+0000,Receipts,SELLABLE,157,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015284027053,6V-EEC1-2S9Z,2025-11-15T00:00:00+0000,Adjustments,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L21ZCFP,WX-L5UA-UB1Q,2025-11-15T00:00:00+0000,Receipts,SELLABLE,72,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20014304460045,VF-3T0K-DR5O,2025-11-16T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20015299054476,6V-EEC1-2S9Z,2025-11-16T00:00:00+0000,Adjustments,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,I2-6YKQ-CIBP,2025-11-16T00:00:00+0000,Receipts,SELLABLE,2,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,714776,2025-11-16T00:00:00+0000,Receipts,SELLABLE,3,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,ZU-PFDN-JSYV,2025-11-16T00:00:00+0000,Receipts,SELLABLE,8,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,ZT-QPY3-P24I,2025-11-16T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,X7-MY4W-H2I4,2025-11-16T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,VL-48KZ-J3F2,2025-11-16T00:00:00+0000,Receipts,SELLABLE,23,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,US-AK96-YFSB,2025-11-16T00:00:00+0000,Receipts,SELLABLE,3,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,7L-OT45-7LYB,2025-11-16T00:00:00+0000,Receipts,SELLABLE,20,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,JV-D1TI-6UF6,2025-11-16T00:00:00+0000,Receipts,SELLABLE,18,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015311768044,6V-EEC1-2S9Z,2025-11-17T00:00:00+0000,Adjustments,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015314893870,RW-AZK6-O4M2,2025-11-17T00:00:00+0000,Adjustments,WAREHOUSE_DAMAGED,-1,0,partial,insufficient_unsellable_to_remove,2026-01-29T15:22:31Z
FBA15L2YYRFD,6V-EEC1-2S9Z,2025-11-17T00:00:00+0000,Receipts,SELLABLE,250,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015332758036,XH-0LAE-FQO5,2025-11-18T00:00:00+0000,Adjustments,DEFECTIVE,-1,0,partial,insufficient_unsellable_to_remove,2026-01-29T15:22:31Z
FBA15L0T2PY1,XH-0LAE-FQO5,2025-11-18T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,XH-0LAE-FQO5,2025-11-18T00:00:00+0000,Receipts,SELLABLE,6,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20014811788680,XH-0LAE-FQO5,2025-11-19T00:00:00+0000,Adjustments,WAREHOUSE_DAMAGED,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20014813155294,XH-0LAE-FQO5,2025-11-19T00:00:00+0000,Adjustments,WAREHOUSE_DAMAGED,-1,0,partial,insufficient_unsellable_to_remove,2026-01-29T15:22:31Z
20014813155297,XH-0LAE-FQO5,2025-11-19T00:00:00+0000,Adjustments,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015351105598,XH-0LAE-FQO5,2025-11-19T00:00:00+0000,Adjustments,DEFECTIVE,-1,0,partial,insufficient_unsellable_to_remove,2026-01-29T15:22:31Z
FBA15L2G25DF,PY-XV78-3OG5,2025-11-19T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,714776,2025-11-19T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,ZU-PFDN-JSYV,2025-11-19T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,X7-MY4W-H2I4,2025-11-19T00:00:00+0000,Receipts,SELLABLE,8,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,VL-48KZ-J3F2,2025-11-19T00:00:00+0000,Receipts,SELLABLE,5,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,7L-OT45-7LYB,2025-11-19T00:00:00+0000,Receipts,SELLABLE,16,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,JV-D1TI-6UF6,2025-11-19T00:00:00+0000,Receipts,SELLABLE,3,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,WX-L5UA-UB1Q,2025-11-19T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L309F94,0G-JB6S-PN34,2025-11-19T00:00:00+0000,Receipts,SELLABLE,23,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L309F94,0G-JB6S-PN34,2025-11-19T00:00:00+0000,Receipts,SELLABLE,58,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L34VWBX,L5-PF3B-WHU4,2025-11-19T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L34VWBX,8R-E0Y9-0LAU,2025-11-19T00:00:00+0000,Receipts,SELLABLE,3,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L34VWBX,NN-TSZ1-X2RD,2025-11-19T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L34VWBX,EE-KTDC-KCFY,2025-11-19T00:00:00+0000,Receipts,SELLABLE,30,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L36ZJC2,6V-EEC1-2S9Z,2025-11-19T00:00:00+0000,Receipts,SELLABLE,250,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2Z8DHC,A2-T2AC-TW3L,2025-11-20T00:00:00+0000,Receipts,SELLABLE,120,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L309F94,0G-JB6S-PN34,2025-11-20T00:00:00+0000,Receipts,SELLABLE,19,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20014357701243,8M-NHB7-T8TR,2025-11-21T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20014992443877,XE-YPAI-HX9F,2025-11-21T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
FBA15L309F94,0G-JB6S-PN34,2025-11-21T00:00:00+0000,Receipts,SELLABLE,10,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L34VWBX,L5-PF3B-WHU4,2025-11-22T00:00:00+0000,Receipts,SELLABLE,4,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L34VWBX,8R-E0Y9-0LAU,2025-11-22T00:00:00+0000,Receipts,SELLABLE,14,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L34VWBX,NN-TSZ1-X2RD,2025-11-22T00:00:00+0000,Receipts,SELLABLE,37,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L36T2CC,DC-K5WH-R7F5,2025-11-22T00:00:00+0000,Receipts,SELLABLE,60,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,714776,2025-11-23T00:00:00+0000,Receipts,SELLABLE,-1,0,partial,insufficient_tokens_to_remove,2026-01-29T15:22:31Z
FBA15L2G25DF,X7-MY4W-H2I4,2025-11-23T00:00:00+0000,Receipts,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
FBA15L34VWBX,L5-PF3B-WHU4,2025-11-23T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L34VWBX,8R-E0Y9-0LAU,2025-11-23T00:00:00+0000,Receipts,SELLABLE,5,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L34VWBX,NN-TSZ1-X2RD,2025-11-23T00:00:00+0000,Receipts,SELLABLE,18,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L36T2CC,DC-K5WH-R7F5,2025-11-23T00:00:00+0000,Receipts,SELLABLE,231,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L36T2CC,DC-K5WH-R7F5,2025-11-23T00:00:00+0000,Receipts,SELLABLE,152,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L3D36GB,A2-T2AC-TW3L,2025-11-23T00:00:00+0000,Receipts,SELLABLE,120,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L21ZCFP,WX-L5UA-UB1Q,2025-11-24T00:00:00+0000,Receipts,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
FBA15L36T2CC,DC-K5WH-R7F5,2025-11-24T00:00:00+0000,Receipts,SELLABLE,231,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L3Y5R44,6V-EEC1-2S9Z,2025-11-24T00:00:00+0000,Receipts,SELLABLE,250,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L34VWBX,8R-E0Y9-0LAU,2025-11-26T00:00:00+0000,Receipts,SELLABLE,2,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L34VWBX,8R-E0Y9-0LAU,2025-11-26T00:00:00+0000,Receipts,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
FBA15L34VWBX,NN-TSZ1-X2RD,2025-11-26T00:00:00+0000,Receipts,SELLABLE,8,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L34VWBX,8R-E0Y9-0LAU,2025-11-29T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015131923672,RW-AZK6-O4M2,2025-12-01T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20015524113840,Z7-26PV-O9LR,2025-12-01T00:00:00+0000,Adjustments,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L2G25DF,X7-MY4W-H2I4,2025-12-01T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015559367179,6V-EEC1-2S9Z,2025-12-03T00:00:00+0000,Adjustments,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L509V4S,A2-T2AC-TW3L,2025-12-03T00:00:00+0000,Receipts,SELLABLE,120,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015592764007,WX-L5UA-UB1Q,2025-12-05T00:00:00+0000,Adjustments,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L0T2PY1,LV-425G-BY4X,2025-12-05T00:00:00+0000,Receipts,SELLABLE,-2,0,partial,insufficient_tokens_to_remove,2026-01-29T15:22:31Z
FBA15L0T2PY1,D7-MGBX-RX2P,2025-12-05T00:00:00+0000,Receipts,SELLABLE,-9,0,partial,insufficient_tokens_to_remove,2026-01-29T15:22:31Z
20014555640211,AF-KIHX-ANYY,2025-12-06T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20014582310973,6V-EEC1-2S9Z,2025-12-09T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20014582895907,6V-EEC1-2S9Z,2025-12-09T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20015663772009,0H-5V53-GPG4,2025-12-10T00:00:00+0000,Adjustments,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20014616106954,6V-EEC1-2S9Z,2025-12-11T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20014659519630,XH-0LAE-FQO5,2025-12-13T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
FBA15L1PWF0V,VF-3T0K-DR5O,2025-12-13T00:00:00+0000,Receipts,SELLABLE,-4,4,ok,,2026-01-29T15:22:31Z
FBA15L36T2CC,DC-K5WH-R7F5,2025-12-13T00:00:00+0000,Receipts,SELLABLE,-154,128,partial,insufficient_tokens_to_remove,2026-01-29T15:22:31Z
20014689680385,Z9-FBUQ-EZN3,2025-12-14T00:00:00+0000,Adjustments,SELLABLE,-1,0,partial,insufficient_tokens_to_remove,2026-01-29T15:22:31Z
FBA15KTYHQ71,DC-K5WH-R7F5,2025-12-14T00:00:00+0000,Receipts,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015417365422,0G-JB6S-PN34,2025-12-15T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
FBA15L6K9B1T,6V-EEC1-2S9Z,2025-12-15T00:00:00+0000,Receipts,SELLABLE,250,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20014820296590,6V-EEC1-2S9Z,2025-12-16T00:00:00+0000,Adjustments,SELLABLE,-1,0,partial,insufficient_tokens_to_remove,2026-01-29T15:22:31Z
20015767060518,VF-3T0K-DR5O,2025-12-16T00:00:00+0000,Adjustments,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015441390517,L5-PF3B-WHU4,2025-12-17T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20015776821879,VF-3T0K-DR5O,2025-12-17T00:00:00+0000,Adjustments,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L78M9QR,6V-EEC1-2S9Z,2025-12-18T00:00:00+0000,Receipts,SELLABLE,250,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
FBA15L79JTG7,A2-T2AC-TW3L,2025-12-18T00:00:00+0000,Receipts,SELLABLE,94,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015618190750,YO-EKK2-FRCC,2025-12-19T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20015618190753,YO-EKK2-FRCC,2025-12-19T00:00:00+0000,Adjustments,WAREHOUSE_DAMAGED,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015808456384,YO-EKK2-FRCC,2025-12-19T00:00:00+0000,Adjustments,DEFECTIVE,-1,0,partial,insufficient_unsellable_to_remove,2026-01-29T15:22:31Z
20015808750198,YO-EKK2-FRCC,2025-12-19T00:00:00+0000,Adjustments,WAREHOUSE_DAMAGED,-1,0,partial,insufficient_unsellable_to_remove,2026-01-29T15:22:31Z
20015808750201,YO-EKK2-FRCC,2025-12-19T00:00:00+0000,Adjustments,DEFECTIVE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015841766410,A2-T2AC-TW3L,2025-12-21T00:00:00+0000,Adjustments,SELLABLE,1,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
20015518823175,WX-L5UA-UB1Q,2025-12-22T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
20015534587398,UR-Q7TM-1F3I,2025-12-23T00:00:00+0000,Adjustments,SELLABLE,-1,1,ok,,2026-01-29T15:22:31Z
FBA15L7SCQ0S,SU-5LQH-2DVN,2025-12-23T00:00:00+0000,Receipts,SELLABLE,75,0,partial,insufficient_returned_pending,2026-01-29T15:22:31Z
