row_type,order_id,purchase_date,order_status,asin,sku,qty,currency,vat_rate,cogs_used,token_trace,order_total_amount,est_product_charges,est_product_tax,est_sales_proceeds,est_commission,est_commission_tax,est_dsf,est_dsf_tax,est_fba_fee,est_fba_fee_tax,posted_product_charges,posted_product_tax,posted_sales_proceeds,posted_commission,posted_commission_tax,posted_dsf,posted_dsf_tax,posted_fba_fee,posted_fba_fee_tax,revenue,fees,net,principal_component,tax_component,shipping_component,shipping_tax_component,shipping_chargeback_component,shipping_tax_chargeback_component,shipping_net_component,promotion_component,commission_component,commission_tax_component,refund_commission_component,fba_component,fba_tax_component,dsf_component,dsf_tax_component,other_fees_component,refunds_component,source_used,gross_split_applied,tax_estimated,has_posted,has_estimate,fee_basis_includes_shipping,vat_rate_source,fee_vat_rounding,discrepancy_flag,revenue_header_delta,export_run_ts,estimator_version,posted_date,settlement_id,item_price,item_tax,promo,shipping_price,shipping_tax,order_total_currency,is_estimate
estimate,203-0813457-8876350,2025-12-10T01:46:09Z,Shipped,B006PFN3BW,A2-T2AC-TW3L,1,GBP,,,,10.99,10.99,1.83,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.99,1.83,,,,,,0.00,,,,,,,,,,estimate,False,False,False,True,True,default,,,,2025-12-10T14:55:23.916422+00:00,b004,,,10.99,1.83,0.00,,,GBP,True
estimate,204-2856888-9385129,2025-12-10T14:41:54Z,Pending,B006PFN3BW,A2-T2AC-TW3L,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,estimate,False,False,False,True,True,default,,,,2025-12-10T14:55:23.916422+00:00,b004,,,,,,,,,True
estimate,202-1610742-0049933,2025-12-10T14:44:25Z,Pending,B006PFN3BW,A2-T2AC-TW3L,1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,estimate,False,False,False,True,True,default,,,,2025-12-10T14:55:23.916422+00:00,b004,,,,,,,,,True
