seller_sku,inventory_available,inventory_available_effective,inventory_unsellable,inventory_researching,inventory_inbound_shipped,inventory_inbound_receiving,inventory_inbound_total,inventory_total,token_total,token_available,token_unsellable,token_research_pending,token_returned_pending,token_ordered,token_warehouse,token_allocated,sold_qty,refunded_qty,net_sold_qty,expected_token_total,token_total_effective,expected_token_total_effective,delta_available,delta_unsellable,delta_researching,delta_total,delta_total_effective,updated_at
XH-0LAE-FQO5,22,23,0,0,0,0,0,23,324,0,0,0,0,0,0,301,301,4,297,320,301,320,-23,0,0,4,-19,2026-01-30T13:09:49.217287+00:00
XH-OMMJ-C7MT,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,0,7,7,7,7,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
XJ-2FN3-M9FH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
XL-BFPF-CBW4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
XN-OF53-7WRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
XY-SHVR-W7PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
XY-UM2X-TPS3,36,36,0,0,0,0,0,36,62,36,0,0,0,0,0,26,26,2,24,60,62,60,0,0,0,2,2,2026-01-30T13:09:49.217287+00:00
Y5-REMJ-CY7A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
YC-3L3M-BV48,11,11,0,0,0,0,0,11,14,11,0,0,0,0,0,3,3,0,3,14,14,14,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
YD-NO15-VYZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
YJ-WD59-WWA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
YO-EKK2-FRCC,7,7,0,0,0,0,0,7,12,7,0,0,0,0,0,5,5,0,5,12,12,12,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
Z3-ORV9-K8XD,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,195,195,2,193,193,195,193,0,0,0,2,2,2026-01-30T13:09:49.217287+00:00
Z7-26PV-O9LR,49,51,0,2,0,11,11,62,213,50,0,2,0,0,0,161,150,2,148,210,213,212,-1,0,0,3,1,2026-01-30T13:09:49.217287+00:00
Z9-FBUQ-EZN3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,12,0,12,12,12,12,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
ZB-PV7O-TKUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
ZI-1MA2-8QGC,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,5,5,5,5,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
ZJ-9IR6-7M3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
ZT-QPY3-P24I,2,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
ZU-PFDN-JSYV,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,14,0,14,14,14,14,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
ZV-RLOD-Q0JI,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,10,10,10,10,0,0,0,0,0,2026-01-30T13:09:49.217287+00:00
