timestamp_utc,asof_date,marketplace,sku,asin,available,inbound_working,inbound_shipped,inbound_receiving,inbound_total,unsellable,researching,reserved_transfers,reserved_processing,reserved_customer,total_quantity,last_updated_time,source,notes
2026-02-12T00:00:00Z,2026-02-12,UK,0O-KL3Z-ZTQ9,B00GI299M4,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,0Q-F5R3-333E,1848450486,0,0,0,0,0,0,0,0,0,0,0,2023-05-09T23:24:06Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,0R-31MX-8MNY,B07B4NQSYS,0,0,0,0,0,0,0,0,0,0,0,2023-12-05T11:27:49Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,0R-GRRH-W0Z9,B09NQD4S5N,6,0,0,0,0,0,0,0,0,0,6,2026-02-09T12:21:15Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,0T-2B9X-7G65,B0B8T9L8RY,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,0T-LQK2-KFCY,B0CBNNKLYJ,0,0,0,0,0,0,0,0,0,0,0,2024-12-22T20:46:45Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,0W-VJRK-9VCG,B00M9UFVGM,0,0,0,0,0,0,0,0,0,0,0,2025-06-12T16:29:13Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,0X-VJWI-4OT8,B0BWFT5RGN,0,0,0,0,0,0,0,0,0,0,0,2025-09-18T04:41:25Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,0Z-Y60V-499R,B09NQBQW49,0,0,0,0,0,0,0,0,0,0,0,2025-11-16T14:29:08Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,10-JQEP-V8I7,B00CRGM45O,0,0,0,0,0,0,0,0,0,0,0,2025-02-18T02:31:13Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,10-KNVB-4BRI,B002GZJUQ2,0,0,0,0,0,0,0,0,0,0,0,2024-08-31T22:39:31Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,10-PGVO-YV15,B01H8QOUTA,0,0,0,0,0,0,0,0,0,0,0,2025-01-31T23:21:24Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,12-3VTE-5T3Z,9189143078,0,0,0,0,0,0,0,0,0,0,0,2025-10-18T01:15:41Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,12-749B-9EB5,B084HZRR8G,0,0,0,0,0,0,0,0,0,0,0,2025-02-02T17:50:14Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,16-5NE0-75DT,B097F7QHFF,0,0,0,0,0,0,0,0,0,0,0,2024-09-09T18:15:21Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,18-WD7G-J8U4,B0B32365PH,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,1A-S381-J09C,B002ZTVMDI,0,0,0,0,0,0,0,0,0,0,0,2024-12-31T01:16:03Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,1B-X7OV-DC22,B00SH4QZIM,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,1C-WYGV-IW8O,B00YPA854Y,0,0,0,0,0,0,0,0,0,0,0,2024-12-14T16:29:18Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,1D-E3I8-TUK8,B00O3XUG5E,0,0,0,0,0,0,0,0,0,0,0,2025-01-09T22:57:18Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,1I-68NK-QBN0,B095ZY4PCG,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,1L-X5VM-8E2W,B09S5RXYKR,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,1P-BRGG-P0N6,B07QGGFKYK,0,0,0,0,0,0,0,0,0,0,0,2024-08-28T23:11:25Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,1Q-OTO8-JG8E,B01G263L1K,0,0,0,0,0,0,0,0,0,0,0,2025-03-27T07:34:52Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,1S-ZFUI-RE1A,B0032NGZII,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,1U-1W76-M840,B07V9CRX7Y,0,0,0,0,0,0,0,0,0,0,0,2025-11-02T05:57:28Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,1U-YF3T-TR74,B082BVCQMQ,0,0,0,0,0,0,0,0,0,0,0,2025-06-07T12:06:19Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,1V-9D9W-WOZP,B000FPU2SK,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,2G-AYBQ-TUQG,B002KFZKZ8,7,0,0,0,0,0,0,0,0,0,7,2026-02-08T09:18:22Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,3X-EXDD-TD2K,B0D6W9DZX4,5,0,0,0,0,0,0,0,0,0,5,2026-02-10T00:40:27Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,4W-VS57-BV6A,B0C9LJNJWZ,16,0,0,0,0,0,0,0,1,0,17,2026-02-11T16:08:26Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,5Z-6Z0P-9TQQ,B08MW8XMNQ,12,0,0,0,0,0,0,0,0,0,12,2026-01-29T03:41:22Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6Q-9G2A-IKVV,B000PSB13C,59,0,0,0,0,0,0,0,0,0,59,2026-02-06T03:18:22Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6V-EEC1-2S9Z,B06WW79DX5,112,0,0,0,0,0,1,0,8,5,125,2026-02-12T03:52:17Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,714810,B002BX8ZFG,11,0,0,0,0,0,0,0,0,0,11,2026-02-12T05:30:34Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,7M-48OU-23X3,B004GFPFBO,4,0,0,0,0,0,0,0,0,0,4,2026-02-12T03:35:25Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,8M-LM6B-F2Q5,B00D1V5FPU,3,0,0,0,0,0,0,0,0,0,3,2026-01-29T11:42:25Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,8M-NHB7-T8TR,B0B2RBG672,4,0,0,0,0,0,0,0,0,0,4,2026-01-30T22:58:49Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,8U-QPFH-3EKQ,B07T9WVBZ2,10,0,0,0,0,0,0,0,0,0,10,2026-02-11T10:18:26Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,9X-HL62-83C7,B00BEUFYE2,6,0,0,0,0,0,0,0,0,0,6,2026-02-11T12:06:31Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,A1-KSU1-GZMS,B07BC1CMDK,17,0,0,0,0,0,0,0,0,0,17,2026-02-09T12:30:26Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,A2-T2AC-TW3L,B006PFN3BW,109,0,0,0,0,0,0,0,2,1,112,2026-02-12T03:45:19Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,AF-KIHX-ANYY,B0001P15T4,60,0,0,0,0,0,0,0,0,0,60,2026-02-10T20:32:18Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,AX-NKNU-29C1,B08M52B4M5,134,0,0,0,0,0,0,0,0,0,134,2026-01-26T23:33:25Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,BL-WX51-KQOK,B0897VHKW6,6,0,0,0,0,0,0,0,0,0,6,2026-02-03T18:13:18Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,C6-XGZB-J6QA,B0083HIM7U,1,0,0,0,0,0,0,0,0,0,1,2026-02-11T14:46:20Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,CJ-X0SS-QOUW,B0CG234KW1,9,0,0,0,0,0,0,0,0,0,9,2026-01-30T03:16:25Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,CX-SMCH-4DYA,B0012B80HG,7,0,0,0,0,0,0,0,0,0,7,2026-02-10T19:39:23Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,D0-C7C0-H6LN,B07F1MFWV1,11,0,0,0,0,0,0,0,0,0,11,2026-02-11T00:05:49Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,D8-1A3E-I37F,B001ET78RY,7,0,0,0,0,0,0,0,0,0,7,2026-02-05T14:30:23Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,DC-K5WH-R7F5,B0073FT7FY,99,0,0,0,0,1,0,0,2,1,103,2026-02-12T04:06:11Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,EV-CHU5-XU3G,B07QQDMJ6M,11,0,0,0,0,1,0,0,1,0,13,2026-02-12T00:05:25Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,FB-6FW0-Z82Q,B005F5TRBI,8,0,0,0,0,0,0,0,0,0,8,2026-02-07T14:50:22Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,GA-9DTN-9O1E,B086763VT8,1,0,0,0,0,0,0,0,0,0,1,2026-02-06T17:57:02Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,GJ-2OZK-0GCA,B0CS3VF4GK,1,0,0,0,0,0,0,0,1,0,2,2026-02-09T03:22:22Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,GK-YI4S-C158,B0009JJZ8A,1,0,0,0,0,0,0,0,0,0,1,2026-02-12T02:42:46Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,GY-FO04-RDYL,B09M3PQRBG,1,0,0,0,0,0,0,0,0,0,1,2026-02-10T15:54:42Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,H4-86XG-NLX6,B0CVNMZHZ6,1,0,0,0,0,0,0,0,0,0,1,2026-02-08T22:01:13Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,H6-E7MP-EBPD,B00000IU72,25,0,0,0,0,0,0,0,0,0,25,2026-02-09T04:35:23Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,HL-03ZR-QPHH,B09M3PFZC8,4,0,0,0,0,0,0,0,0,0,4,2026-01-20T07:08:30Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,HO-LSOY-8R05,B0BVZZDW1W,2,0,0,0,0,0,0,0,0,0,2,2026-02-06T15:57:36Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,HS-R5IP-7E1C,B00LXM3PGK,2,0,0,0,0,0,0,0,0,0,2,2026-01-25T05:29:29Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,IJ-V0PQ-4CZ4,B09NQCV872,8,0,0,0,0,0,0,0,0,0,8,2026-01-18T00:00:37Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,JB-RGB6-LZOJ,B0001P0DLU,71,0,0,0,0,0,0,0,0,0,71,2026-02-10T00:53:22Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,L1-54EX-56YC,B09445GL1C,7,0,0,0,0,0,1,0,1,0,8,2026-02-12T03:52:34Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,L5-PF3B-WHU4,B09LDDFK4R,3,0,0,0,0,0,0,0,0,0,3,2026-02-11T21:27:21Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,LP-QMNJ-J49G,B0CL5DHG37,10,0,0,0,0,0,0,0,0,0,10,2026-02-11T05:00:28Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,LR-7GM6-1RCH,B08MQB42B3,13,0,0,0,0,0,0,0,0,0,13,2026-02-11T20:42:21Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,OV-LVEL-DQL6,B08W25WKTN,9,0,0,0,0,0,0,0,0,0,9,2026-02-10T07:23:21Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,R4-0AXZ-ZZ9D,B0844ZRHS9,3,0,0,0,0,0,0,0,0,1,4,2026-02-03T18:05:13Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,R7-98IN-2PW8,B08CHKHTWX,43,0,0,0,0,0,1,0,0,0,43,2026-02-12T03:14:17Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,RI-VSUS-0YTD,B08MVGD2ND,14,0,0,0,0,0,0,0,0,0,14,2026-02-05T12:24:19Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,RW-AZK6-O4M2,B00F4LA0K0,31,0,0,0,0,0,0,0,0,0,31,2026-02-10T03:56:30Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,RZ-6ZL9-CZ7J,B075XT2J8X,47,0,0,0,0,0,0,0,0,0,47,2026-02-01T17:18:43Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,SU-5LQH-2DVN,B07SLLYRSP,3,0,0,0,0,0,0,0,0,0,3,2026-02-12T00:09:23Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,TJ-6LOP-OPEU,B08P63MSS9,16,0,0,0,0,0,0,0,0,0,16,2026-02-06T21:26:53Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,TK-E7QE-T40G,B000FPU2SK,17,0,0,0,0,2,0,0,0,0,19,2026-01-23T06:29:10Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,UR-Q7TM-1F3I,B072YZPBJ3,1,0,0,0,0,0,0,0,0,0,1,2026-01-24T05:55:21Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,US-AK96-YFSB,B002DPGTF0,3,0,0,0,0,0,0,0,0,0,3,2026-02-05T01:40:12Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VF-3T0K-DR5O,B08KFFY86W,486,0,0,0,0,0,1,0,2,0,488,2026-02-12T03:05:35Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VO-A6AR-18YS,B09NQDQ8X7,1,0,0,0,0,0,0,0,0,0,1,2026-02-07T01:38:23Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,VU-8KRA-QP5M,B0BNLWBLMV,33,0,0,0,0,0,0,0,0,1,34,2026-02-11T03:46:25Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,W3-8FN7-FSP0,B004J71OSC,10,0,0,0,0,0,0,0,0,0,10,2026-02-11T05:49:04Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,WE-1Z7L-SA2I,B08MVG9QZW,39,0,0,0,0,0,0,0,0,0,39,2026-02-09T06:08:20Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,WX-L5UA-UB1Q,B007R2ICTK,27,0,0,0,0,0,2,0,4,1,32,2026-02-12T04:46:32Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,X7-MY4W-H2I4,B00S9IXBVU,1,0,0,0,0,0,0,0,0,0,1,2026-02-11T20:59:27Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,XE-27ZG-EZPZ,B0001IWX7E,16,0,0,0,0,0,0,0,0,0,16,2026-02-09T16:47:00Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,XE-YPAI-HX9F,B086ZD7MG6,79,0,0,0,0,0,0,0,0,0,79,2026-02-11T04:05:55Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,XH-0LAE-FQO5,B00AOES9GE,23,0,0,0,0,0,0,0,1,0,24,2026-02-08T09:53:15Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,XY-UM2X-TPS3,B003VTZAM0,36,0,0,0,0,0,0,0,0,0,36,2026-01-23T07:20:35Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,YC-3L3M-BV48,B0CTD6Q6KY,10,0,0,0,0,0,0,0,0,0,10,2026-02-09T01:10:16Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,YO-EKK2-FRCC,B00BWU7MNU,6,0,0,0,0,0,0,0,0,0,6,2026-02-09T12:40:19Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,Z7-26PV-O9LR,B07J9JGZZV,30,0,0,0,0,0,1,0,0,1,31,2026-02-12T04:52:10Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,ZT-QPY3-P24I,B0D3JBBGSB,2,0,0,0,0,0,0,0,0,0,2,2026-02-07T17:10:10Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,1W-8WI9-7AUU,B0BLQRDTLL,0,0,0,0,0,0,0,0,0,0,0,2025-08-22T16:47:11Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,2L-M26G-560I,B075WYWJ5L,0,0,0,0,0,0,0,0,0,0,0,2025-11-03T09:50:02Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,2U-4KLP-68HB,B07NGGSR3D,0,0,0,0,0,0,0,0,0,0,0,2025-05-30T20:13:47Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,2X-8XI7-C9T5,B07L6H9GZ2,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,3B-3H3V-Z93T,B0CP69JJGG,0,0,0,0,0,0,0,0,0,0,0,2026-02-03T17:02:15Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,3C-5W5L-CT0T,B0BZQCZYN7,0,0,0,0,0,0,0,0,0,0,0,2025-08-26T00:13:15Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,3E-62Y1-WPYU,B0DN6KL887,0,0,0,0,0,0,0,0,0,0,0,2026-01-04T18:23:49Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,3E-KHO2-YIAU,B012DV4306,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T23:19:57Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,3N-WGU4-MT5X,B00SWSU5BG,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,3Q-8PJ1-BLBC,B0BBWH7DBT,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,3Q-JVVB-BIT7,0786964502,0,0,0,0,0,0,0,0,0,0,0,2025-05-25T20:16:45Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,3T-6QPR-E2MV,B06XGSJS7N,0,0,0,0,0,0,0,0,0,0,0,2026-01-11T21:08:18Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,3Z-03PB-Q1A8,B09NQ9ZHDQ,0,0,0,0,0,0,0,0,0,0,0,2025-08-28T22:05:49Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,3Z-45IC-N1H4,B07QPB3T1J,0,0,0,0,0,0,0,0,0,0,0,2025-09-01T02:17:34Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,49-4UKW-G81R,B00WI8O0RG,0,0,0,0,0,0,0,0,0,0,0,2026-02-01T20:53:34Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,4B-HMJG-PHW4,B00D1V5E5G,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,4D-BI2L-5PZ8,B000Q351JG,0,0,0,0,0,0,0,0,0,0,0,2025-12-26T12:27:44Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,4F-HT42-FD26,B010E25DI2,0,0,0,0,0,0,0,0,0,0,0,2026-01-26T16:50:48Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,4F-I024-EY2R,B012AO02EM,0,0,0,0,0,0,0,0,0,0,0,2025-09-03T03:21:39Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,4J-IY7T-6LBS,9188805557,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,4U-9ZL6-9G0Y,B07C8QSSR2,0,0,0,0,0,0,0,0,1,0,1,2026-02-08T14:17:21Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,4U-XT39-AMUJ,B07RRQX71T,0,0,0,0,0,0,0,0,0,0,0,2025-11-03T00:34:39Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,4V-19KJ-15J4,B00D2O8936,0,0,0,0,0,0,0,0,0,0,0,2025-06-16T01:09:46Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,51-79LN-GGLK,B09HHLMG1V,0,0,0,0,0,0,0,0,0,0,0,2025-09-01T23:07:45Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,52-BC73-O7B2,B0C7HGQRY6,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,5H-EJ59-AZPA,B004ZMXOMA,0,0,0,0,0,0,0,0,0,0,0,2025-08-13T18:34:35Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,5M-QO6K-LNH0,B00ANP09LM,0,0,0,0,0,0,0,0,0,0,0,2025-12-17T11:34:00Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,5Q-LUQ1-L14K,B09MWLJFFX,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6E-U01F-GUCT,B0CSVLW6QL,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6L-SDA9-P13J,B00605WJ9O,0,0,0,0,0,0,0,0,0,0,0,2025-09-04T04:14:42Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6P-IWYA-X18B,B07B8RJDXT,0,0,0,0,0,0,0,0,0,0,0,2025-12-01T00:54:35Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,6Z-8POQ-K5XH,B00ANOXX9I,0,0,0,0,0,0,0,0,0,0,0,2025-08-11T00:21:05Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,714776,B001KYTW0O,0,0,0,0,0,0,0,0,0,0,0,2025-12-08T00:10:21Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,77-GYTL-JFN4,B00009OY9U,0,0,0,0,0,0,0,0,0,0,0,,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,79-CPJ6-DSG6,9189143051,0,0,0,0,0,0,0,0,0,0,0,2025-12-15T09:17:49Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,7C-7V6B-QQZL,B003M36498,0,0,0,0,0,0,0,0,0,0,0,2025-07-10T16:34:46Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,7H-7G2P-ONWJ,B081Q9CFGC,0,0,0,0,0,0,0,0,0,0,0,2025-12-14T00:53:13Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,7I-1717-OHRW,B0CJMRL1WT,0,0,0,0,0,0,0,0,0,0,0,2025-09-13T20:29:10Z,SPAPI,
2026-02-12T00:00:00Z,2026-02-12,UK,7L-OT45-7LYB,B01NBDFDBC,0,0,0,0,0,0,0,0,0,0,0,2025-12-21T16:49:55Z,SPAPI,
