order_id,asin,sku,posted_date,transaction_type,amount_type,is_fee,amount,currency,tax_amount,tax_currency,tax_present
204-3234232-3820338,,7L-OT45-7LYB,2025-12-04T12:48:01Z,Refund,Refund_Principal,False,-3.62,GBP,,,False
204-3234232-3820338,,7L-OT45-7LYB,2025-12-04T12:48:01Z,Refund,Refund_Commission,True,0.67,GBP,,,False
204-3234232-3820338,,7L-OT45-7LYB,2025-12-04T12:48:01Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
204-3234232-3820338,,7L-OT45-7LYB,2025-12-04T12:48:01Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
204-3234232-3820338,,7L-OT45-7LYB,2025-12-04T12:48:01Z,Refund,Refund_RefundCommission,True,-0.13,GBP,,,False
204-3234232-3820338,,7L-OT45-7LYB,2025-12-04T12:48:01Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
204-3234232-3820338,,7L-OT45-7LYB,2025-12-04T12:48:01Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
204-3234232-3820338,,7L-OT45-7LYB,2025-12-04T12:48:01Z,Refund,Refund_DigitalServicesFee,True,0.01,GBP,,,False
203-1204215-2958759,,GA-9DTN-9O1E,2025-12-05T21:26:53Z,Refund,Refund_Tax,False,-5.69,GBP,,,False
203-1204215-2958759,,GA-9DTN-9O1E,2025-12-05T21:26:53Z,Refund,Refund_Principal,False,-28.47,GBP,,,False
203-1204215-2958759,,GA-9DTN-9O1E,2025-12-05T21:26:53Z,Refund,Refund_Commission,True,6.15,GBP,,,False
203-1204215-2958759,,GA-9DTN-9O1E,2025-12-05T21:26:53Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
203-1204215-2958759,,GA-9DTN-9O1E,2025-12-05T21:26:53Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
203-1204215-2958759,,GA-9DTN-9O1E,2025-12-05T21:26:53Z,Refund,Refund_RefundCommission,True,-1.22,GBP,,,False
203-1204215-2958759,,GA-9DTN-9O1E,2025-12-05T21:26:53Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
203-1204215-2958759,,GA-9DTN-9O1E,2025-12-05T21:26:53Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
203-1204215-2958759,,GA-9DTN-9O1E,2025-12-05T21:26:53Z,Refund,Refund_DigitalServicesFee,True,0.12,GBP,,,False
206-2911930-8649943,,NN-TSZ1-X2RD,2025-12-06T17:07:19Z,Refund,Refund_Tax,False,-1.58,GBP,,,False
206-2911930-8649943,,NN-TSZ1-X2RD,2025-12-06T17:07:19Z,Refund,Refund_Principal,False,-7.91,GBP,,,False
206-2911930-8649943,,NN-TSZ1-X2RD,2025-12-06T17:07:19Z,Refund,Refund_Commission,True,1.82,GBP,,,False
206-2911930-8649943,,NN-TSZ1-X2RD,2025-12-06T17:07:19Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
206-2911930-8649943,,NN-TSZ1-X2RD,2025-12-06T17:07:19Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
206-2911930-8649943,,NN-TSZ1-X2RD,2025-12-06T17:07:19Z,Refund,Refund_RefundCommission,True,-0.36,GBP,,,False
206-2911930-8649943,,NN-TSZ1-X2RD,2025-12-06T17:07:19Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
206-2911930-8649943,,NN-TSZ1-X2RD,2025-12-06T17:07:19Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
206-2911930-8649943,,NN-TSZ1-X2RD,2025-12-06T17:07:19Z,Refund,Refund_DigitalServicesFee,True,0.03,GBP,,,False
206-9314938-9717941,,WX-L5UA-UB1Q,2025-12-06T20:03:55Z,Refund,Refund_Tax,False,-0.99,GBP,,,False
206-9314938-9717941,,WX-L5UA-UB1Q,2025-12-06T20:03:55Z,Refund,Refund_Principal,False,-4.96,GBP,,,False
206-9314938-9717941,,WX-L5UA-UB1Q,2025-12-06T20:03:55Z,Refund,Refund_Commission,True,0.92,GBP,,,False
206-9314938-9717941,,WX-L5UA-UB1Q,2025-12-06T20:03:55Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
206-9314938-9717941,,WX-L5UA-UB1Q,2025-12-06T20:03:55Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
206-9314938-9717941,,WX-L5UA-UB1Q,2025-12-06T20:03:55Z,Refund,Refund_RefundCommission,True,-0.18,GBP,,,False
206-9314938-9717941,,WX-L5UA-UB1Q,2025-12-06T20:03:55Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
206-9314938-9717941,,WX-L5UA-UB1Q,2025-12-06T20:03:55Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
206-9314938-9717941,,WX-L5UA-UB1Q,2025-12-06T20:03:55Z,Refund,Refund_DigitalServicesFee,True,0.02,GBP,,,False
205-1662582-2212319,,WX-L5UA-UB1Q,2025-12-06T20:23:05Z,Refund,Refund_Tax,False,-1.98,GBP,,,False
205-1662582-2212319,,WX-L5UA-UB1Q,2025-12-06T20:23:05Z,Refund,Refund_Principal,False,-9.92,GBP,,,False
205-1662582-2212319,,WX-L5UA-UB1Q,2025-12-06T20:23:05Z,Refund,Refund_Commission,True,2.77,GBP,,,False
205-1662582-2212319,,WX-L5UA-UB1Q,2025-12-06T20:23:05Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
205-1662582-2212319,,WX-L5UA-UB1Q,2025-12-06T20:23:05Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
205-1662582-2212319,,WX-L5UA-UB1Q,2025-12-06T20:23:05Z,Refund,Refund_RefundCommission,True,-0.55,GBP,,,False
205-1662582-2212319,,WX-L5UA-UB1Q,2025-12-06T20:23:05Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
205-1662582-2212319,,WX-L5UA-UB1Q,2025-12-06T20:23:05Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
205-1662582-2212319,,WX-L5UA-UB1Q,2025-12-06T20:23:05Z,Refund,Refund_DigitalServicesFee,True,0.06,GBP,,,False
205-1662582-2212319,,WX-L5UA-UB1Q,2025-12-06T20:23:05Z,Refund,Refund_Tax,False,-0.99,GBP,,,False
205-1662582-2212319,,WX-L5UA-UB1Q,2025-12-06T20:23:05Z,Refund,Refund_Principal,False,-4.96,GBP,,,False
206-1771358-5649928,,IB-U5FA-BO2Y,2025-12-07T15:38:12Z,Refund,Refund_Tax,False,-6.25,GBP,,,False
206-1771358-5649928,,IB-U5FA-BO2Y,2025-12-07T15:38:12Z,Refund,Refund_Principal,False,-31.24,GBP,,,False
206-1771358-5649928,,IB-U5FA-BO2Y,2025-12-07T15:38:12Z,Refund,Refund_Commission,True,6.74,GBP,,,False
206-1771358-5649928,,IB-U5FA-BO2Y,2025-12-07T15:38:12Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
206-1771358-5649928,,IB-U5FA-BO2Y,2025-12-07T15:38:12Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
206-1771358-5649928,,IB-U5FA-BO2Y,2025-12-07T15:38:12Z,Refund,Refund_RefundCommission,True,-1.34,GBP,,,False
206-1771358-5649928,,IB-U5FA-BO2Y,2025-12-07T15:38:12Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
206-1771358-5649928,,IB-U5FA-BO2Y,2025-12-07T15:38:12Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
206-1771358-5649928,,IB-U5FA-BO2Y,2025-12-07T15:38:12Z,Refund,Refund_DigitalServicesFee,True,0.13,GBP,,,False
205-3712808-3612313,,GH-PONH-K4WQ,2025-12-07T20:10:38Z,Refund,Refund_Tax,False,-1.67,GBP,,,False
205-3712808-3612313,,GH-PONH-K4WQ,2025-12-07T20:10:38Z,Refund,Refund_Principal,False,-8.33,GBP,,,False
205-3712808-3612313,,GH-PONH-K4WQ,2025-12-07T20:10:38Z,Refund,Refund_Commission,True,1.8,GBP,,,False
205-3712808-3612313,,GH-PONH-K4WQ,2025-12-07T20:10:38Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
205-3712808-3612313,,GH-PONH-K4WQ,2025-12-07T20:10:38Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
205-3712808-3612313,,GH-PONH-K4WQ,2025-12-07T20:10:38Z,Refund,Refund_RefundCommission,True,-0.36,GBP,,,False
205-3712808-3612313,,GH-PONH-K4WQ,2025-12-07T20:10:38Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
205-3712808-3612313,,GH-PONH-K4WQ,2025-12-07T20:10:38Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
205-3712808-3612313,,GH-PONH-K4WQ,2025-12-07T20:10:38Z,Refund,Refund_DigitalServicesFee,True,0.04,GBP,,,False
202-9469501-7080302,,6V-EEC1-2S9Z,2025-12-07T20:17:22Z,Refund,Refund_Tax,False,-1.13,GBP,,,False
202-9469501-7080302,,6V-EEC1-2S9Z,2025-12-07T20:17:22Z,Refund,Refund_Principal,False,-5.67,GBP,,,False
202-9469501-7080302,,6V-EEC1-2S9Z,2025-12-07T20:17:22Z,Refund,Refund_Commission,True,1.06,GBP,,,False
202-9469501-7080302,,6V-EEC1-2S9Z,2025-12-07T20:17:22Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
202-9469501-7080302,,6V-EEC1-2S9Z,2025-12-07T20:17:22Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
202-9469501-7080302,,6V-EEC1-2S9Z,2025-12-07T20:17:22Z,Refund,Refund_RefundCommission,True,-0.22,GBP,,,False
202-9469501-7080302,,6V-EEC1-2S9Z,2025-12-07T20:17:22Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
202-9469501-7080302,,6V-EEC1-2S9Z,2025-12-07T20:17:22Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
202-9469501-7080302,,6V-EEC1-2S9Z,2025-12-07T20:17:22Z,Refund,Refund_DigitalServicesFee,True,0.02,GBP,,,False
206-4716504-3126703,,I2-6YKQ-CIBP,2025-12-07T23:42:10Z,Refund,Refund_Tax,False,-1.53,GBP,,,False
206-4716504-3126703,,I2-6YKQ-CIBP,2025-12-07T23:42:10Z,Refund,Refund_Principal,False,-7.67,GBP,,,False
206-4716504-3126703,,I2-6YKQ-CIBP,2025-12-07T23:42:10Z,Refund,Refund_Commission,True,1.65,GBP,,,False
206-4716504-3126703,,I2-6YKQ-CIBP,2025-12-07T23:42:10Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
206-4716504-3126703,,I2-6YKQ-CIBP,2025-12-07T23:42:10Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
206-4716504-3126703,,I2-6YKQ-CIBP,2025-12-07T23:42:10Z,Refund,Refund_RefundCommission,True,-0.34,GBP,,,False
206-4716504-3126703,,I2-6YKQ-CIBP,2025-12-07T23:42:10Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
206-4716504-3126703,,I2-6YKQ-CIBP,2025-12-07T23:42:10Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
206-4716504-3126703,,I2-6YKQ-CIBP,2025-12-07T23:42:10Z,Refund,Refund_DigitalServicesFee,True,0.03,GBP,,,False
402-7242287-4963533,,TU-8I14-25ZR,2025-12-08T16:07:52Z,Refund,Refund_Tax,False,-5.57,EUR,,,False
402-7242287-4963533,,TU-8I14-25ZR,2025-12-08T16:07:52Z,Refund,Refund_Principal,False,-24.21,EUR,,,False
402-7242287-4963533,,TU-8I14-25ZR,2025-12-08T16:07:52Z,Refund,Refund_Commission,True,5.36,EUR,,,False
402-7242287-4963533,,TU-8I14-25ZR,2025-12-08T16:07:52Z,Refund,Refund_FixedClosingFee,True,,EUR,,,False
402-7242287-4963533,,TU-8I14-25ZR,2025-12-08T16:07:52Z,Refund,Refund_GiftwrapChargeback,True,,EUR,,,False
402-7242287-4963533,,TU-8I14-25ZR,2025-12-08T16:07:52Z,Refund,Refund_RefundCommission,True,-1.07,EUR,,,False
402-7242287-4963533,,TU-8I14-25ZR,2025-12-08T16:07:52Z,Refund,Refund_ShippingChargeback,True,,EUR,,,False
402-7242287-4963533,,TU-8I14-25ZR,2025-12-08T16:07:52Z,Refund,Refund_VariableClosingFee,True,,EUR,,,False
402-7242287-4963533,,TU-8I14-25ZR,2025-12-08T16:07:52Z,Refund,Refund_MarketplaceFacilitatorVAT-Principal,False,5.57,EUR,,,False
205-6068930-3176320,,MY-XMO2-EXY1,2025-12-09T20:30:54Z,Refund,Refund_Tax,False,,GBP,,,False
205-6068930-3176320,,MY-XMO2-EXY1,2025-12-09T20:30:54Z,Refund,Refund_ExportCharge,False,,GBP,,,False
205-6068930-3176320,,MY-XMO2-EXY1,2025-12-09T20:30:54Z,Refund,Refund_Commission,True,,GBP,,,False
205-6068930-3176320,,MY-XMO2-EXY1,2025-12-09T20:30:54Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
205-6068930-3176320,,MY-XMO2-EXY1,2025-12-09T20:30:54Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
205-6068930-3176320,,MY-XMO2-EXY1,2025-12-09T20:30:54Z,Refund,Refund_RefundCommission,True,,GBP,,,False
205-6068930-3176320,,MY-XMO2-EXY1,2025-12-09T20:30:54Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
205-6068930-3176320,,MY-XMO2-EXY1,2025-12-09T20:30:54Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
026-4088668-0607520,,6V-EEC1-2S9Z,2025-12-10T20:33:56Z,Refund,Refund_Tax,False,-1.13,GBP,,,False
026-4088668-0607520,,6V-EEC1-2S9Z,2025-12-10T20:33:56Z,Refund,Refund_Principal,False,-5.67,GBP,,,False
026-4088668-0607520,,6V-EEC1-2S9Z,2025-12-10T20:33:56Z,Refund,Refund_Commission,True,1.06,GBP,,,False
026-4088668-0607520,,6V-EEC1-2S9Z,2025-12-10T20:33:56Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
026-4088668-0607520,,6V-EEC1-2S9Z,2025-12-10T20:33:56Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
026-4088668-0607520,,6V-EEC1-2S9Z,2025-12-10T20:33:56Z,Refund,Refund_RefundCommission,True,-0.22,GBP,,,False
026-4088668-0607520,,6V-EEC1-2S9Z,2025-12-10T20:33:56Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
026-4088668-0607520,,6V-EEC1-2S9Z,2025-12-10T20:33:56Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
026-4088668-0607520,,6V-EEC1-2S9Z,2025-12-10T20:33:56Z,Refund,Refund_DigitalServicesFee,True,0.02,GBP,,,False
206-4530939-7067545,,WX-L5UA-UB1Q,2025-12-11T03:32:43Z,Refund,Refund_Tax,False,-1.0,GBP,,,False
206-4530939-7067545,,WX-L5UA-UB1Q,2025-12-11T03:32:43Z,Refund,Refund_Principal,False,-4.98,GBP,,,False
206-4530939-7067545,,WX-L5UA-UB1Q,2025-12-11T03:32:43Z,Refund,Refund_Commission,True,0.94,GBP,,,False
206-4530939-7067545,,WX-L5UA-UB1Q,2025-12-11T03:32:43Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
206-4530939-7067545,,WX-L5UA-UB1Q,2025-12-11T03:32:43Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
206-4530939-7067545,,WX-L5UA-UB1Q,2025-12-11T03:32:43Z,Refund,Refund_RefundCommission,True,-0.19,GBP,,,False
206-4530939-7067545,,WX-L5UA-UB1Q,2025-12-11T03:32:43Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
206-4530939-7067545,,WX-L5UA-UB1Q,2025-12-11T03:32:43Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
206-4530939-7067545,,WX-L5UA-UB1Q,2025-12-11T03:32:43Z,Refund,Refund_DigitalServicesFee,True,0.03,GBP,,,False
204-7322200-4408317,,3X-EXDD-TD2K,2025-12-11T05:38:58Z,Refund,Refund_Tax,False,-8.08,GBP,,,False
204-7322200-4408317,,3X-EXDD-TD2K,2025-12-11T05:38:58Z,Refund,Refund_Principal,False,-40.39,GBP,,,False
204-7322200-4408317,,3X-EXDD-TD2K,2025-12-11T05:38:58Z,Refund,Refund_Commission,True,8.73,GBP,,,False
204-7322200-4408317,,3X-EXDD-TD2K,2025-12-11T05:38:58Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
204-7322200-4408317,,3X-EXDD-TD2K,2025-12-11T05:38:58Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
204-7322200-4408317,,3X-EXDD-TD2K,2025-12-11T05:38:58Z,Refund,Refund_RefundCommission,True,-1.74,GBP,,,False
204-7322200-4408317,,3X-EXDD-TD2K,2025-12-11T05:38:58Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
204-7322200-4408317,,3X-EXDD-TD2K,2025-12-11T05:38:58Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
205-1149871-8245100,,PY-XV78-3OG5,2025-12-11T17:12:04Z,Refund,Refund_Tax,False,-6.54,GBP,,,False
205-1149871-8245100,,PY-XV78-3OG5,2025-12-11T17:12:04Z,Refund,Refund_ReturnShipping,False,,GBP,,,False
205-1149871-8245100,,PY-XV78-3OG5,2025-12-11T17:12:04Z,Refund,Refund_Principal,False,-28.45,GBP,,,False
205-1149871-8245100,,PY-XV78-3OG5,2025-12-11T17:12:04Z,Refund,Refund_Commission,True,7.56,GBP,,,False
205-1149871-8245100,,PY-XV78-3OG5,2025-12-11T17:12:04Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
205-1149871-8245100,,PY-XV78-3OG5,2025-12-11T17:12:04Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
205-1149871-8245100,,PY-XV78-3OG5,2025-12-11T17:12:04Z,Refund,Refund_RefundCommission,True,-1.51,GBP,,,False
205-1149871-8245100,,PY-XV78-3OG5,2025-12-11T17:12:04Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
205-1149871-8245100,,PY-XV78-3OG5,2025-12-11T17:12:04Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
205-1149871-8245100,,PY-XV78-3OG5,2025-12-11T17:12:04Z,Refund,Refund_DigitalServicesFee,True,0.14,GBP,,,False
205-1149871-8245100,,PY-XV78-3OG5,2025-12-11T17:12:04Z,Refund,Refund_MarketplaceFacilitatorVAT-Principal,False,6.54,GBP,,,False
203-5048982-4125162,,3X-EXDD-TD2K,2025-12-12T11:39:11Z,Refund,Refund_Tax,False,-8.33,GBP,,,False
203-5048982-4125162,,3X-EXDD-TD2K,2025-12-12T11:39:11Z,Refund,Refund_Principal,False,-41.66,GBP,,,False
203-5048982-4125162,,3X-EXDD-TD2K,2025-12-12T11:39:11Z,Refund,Refund_Commission,True,9.0,GBP,,,False
203-5048982-4125162,,3X-EXDD-TD2K,2025-12-12T11:39:11Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
203-5048982-4125162,,3X-EXDD-TD2K,2025-12-12T11:39:11Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
203-5048982-4125162,,3X-EXDD-TD2K,2025-12-12T11:39:11Z,Refund,Refund_RefundCommission,True,-1.8,GBP,,,False
203-5048982-4125162,,3X-EXDD-TD2K,2025-12-12T11:39:11Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
203-5048982-4125162,,3X-EXDD-TD2K,2025-12-12T11:39:11Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
203-5048982-4125162,,3X-EXDD-TD2K,2025-12-12T11:39:11Z,Refund,Refund_DigitalServicesFee,True,0.18,GBP,,,False
203-7995244-0212302,,IB-U5FA-BO2Y,2025-12-12T17:56:55Z,Refund,Refund_Tax,False,-7.5,GBP,,,False
203-7995244-0212302,,IB-U5FA-BO2Y,2025-12-12T17:56:55Z,Refund,Refund_Principal,False,-37.49,GBP,,,False
203-7995244-0212302,,IB-U5FA-BO2Y,2025-12-12T17:56:55Z,Refund,Refund_Commission,True,8.1,GBP,,,False
203-7995244-0212302,,IB-U5FA-BO2Y,2025-12-12T17:56:55Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
203-7995244-0212302,,IB-U5FA-BO2Y,2025-12-12T17:56:55Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
203-7995244-0212302,,IB-U5FA-BO2Y,2025-12-12T17:56:55Z,Refund,Refund_RefundCommission,True,-1.62,GBP,,,False
203-7995244-0212302,,IB-U5FA-BO2Y,2025-12-12T17:56:55Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
203-7995244-0212302,,IB-U5FA-BO2Y,2025-12-12T17:56:55Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
203-7995244-0212302,,IB-U5FA-BO2Y,2025-12-12T17:56:55Z,Refund,Refund_DigitalServicesFee,True,0.17,GBP,,,False
205-2213881-5580338,,Z3-ORV9-K8XD,2025-12-12T22:54:41Z,Refund,Refund_Tax,False,-2.35,GBP,,,False
205-2213881-5580338,,Z3-ORV9-K8XD,2025-12-12T22:54:41Z,Refund,Refund_Principal,False,-11.76,GBP,,,False
205-2213881-5580338,,Z3-ORV9-K8XD,2025-12-12T22:54:41Z,Refund,Refund_Commission,True,2.54,GBP,,,False
205-2213881-5580338,,Z3-ORV9-K8XD,2025-12-12T22:54:41Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
205-2213881-5580338,,Z3-ORV9-K8XD,2025-12-12T22:54:41Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
205-2213881-5580338,,Z3-ORV9-K8XD,2025-12-12T22:54:41Z,Refund,Refund_RefundCommission,True,-0.5,GBP,,,False
205-2213881-5580338,,Z3-ORV9-K8XD,2025-12-12T22:54:41Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
205-2213881-5580338,,Z3-ORV9-K8XD,2025-12-12T22:54:41Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
205-2213881-5580338,,Z3-ORV9-K8XD,2025-12-12T22:54:41Z,Refund,Refund_DigitalServicesFee,True,0.04,GBP,,,False
206-7408453-1269944,,WX-L5UA-UB1Q,2025-12-13T15:30:45Z,Refund,Refund_Tax,False,-1.0,GBP,,,False
206-7408453-1269944,,WX-L5UA-UB1Q,2025-12-13T15:30:45Z,Refund,Refund_Principal,False,-4.98,GBP,,,False
206-7408453-1269944,,WX-L5UA-UB1Q,2025-12-13T15:30:45Z,Refund,Refund_Commission,True,0.93,GBP,,,False
206-7408453-1269944,,WX-L5UA-UB1Q,2025-12-13T15:30:45Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
206-7408453-1269944,,WX-L5UA-UB1Q,2025-12-13T15:30:45Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
206-7408453-1269944,,WX-L5UA-UB1Q,2025-12-13T15:30:45Z,Refund,Refund_RefundCommission,True,-0.19,GBP,,,False
206-7408453-1269944,,WX-L5UA-UB1Q,2025-12-13T15:30:45Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
206-7408453-1269944,,WX-L5UA-UB1Q,2025-12-13T15:30:45Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
206-7408453-1269944,,WX-L5UA-UB1Q,2025-12-13T15:30:45Z,Refund,Refund_DigitalServicesFee,True,0.02,GBP,,,False
204-0628946-3154734,,VF-3T0K-DR5O,2025-12-13T22:28:14Z,Refund,Refund_Tax,False,-2.52,GBP,,,False
204-0628946-3154734,,VF-3T0K-DR5O,2025-12-13T22:28:14Z,Refund,Refund_Principal,False,-12.57,GBP,,,False
204-0628946-3154734,,VF-3T0K-DR5O,2025-12-13T22:28:14Z,Refund,Refund_Commission,True,1.44,GBP,,,False
204-0628946-3154734,,VF-3T0K-DR5O,2025-12-13T22:28:14Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
204-0628946-3154734,,VF-3T0K-DR5O,2025-12-13T22:28:14Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
204-0628946-3154734,,VF-3T0K-DR5O,2025-12-13T22:28:14Z,Refund,Refund_RefundCommission,True,-0.29,GBP,,,False
204-0628946-3154734,,VF-3T0K-DR5O,2025-12-13T22:28:14Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
204-0628946-3154734,,VF-3T0K-DR5O,2025-12-13T22:28:14Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
204-0628946-3154734,,VF-3T0K-DR5O,2025-12-13T22:28:14Z,Refund,Refund_DigitalServicesFee,True,0.03,GBP,,,False
203-1158954-1668303,,XH-0LAE-FQO5,2025-12-14T20:26:43Z,Refund,Refund_Tax,False,-1.17,GBP,,,False
203-1158954-1668303,,XH-0LAE-FQO5,2025-12-14T20:26:43Z,Refund,Refund_Principal,False,-5.84,GBP,,,False
203-1158954-1668303,,XH-0LAE-FQO5,2025-12-14T20:26:43Z,Refund,Refund_Commission,True,0.67,GBP,,,False
203-1158954-1668303,,XH-0LAE-FQO5,2025-12-14T20:26:43Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
203-1158954-1668303,,XH-0LAE-FQO5,2025-12-14T20:26:43Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
203-1158954-1668303,,XH-0LAE-FQO5,2025-12-14T20:26:43Z,Refund,Refund_RefundCommission,True,-0.13,GBP,,,False
203-1158954-1668303,,XH-0LAE-FQO5,2025-12-14T20:26:43Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
203-1158954-1668303,,XH-0LAE-FQO5,2025-12-14T20:26:43Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
203-1158954-1668303,,XH-0LAE-FQO5,2025-12-14T20:26:43Z,Refund,Refund_DigitalServicesFee,True,0.01,GBP,,,False
026-7054644-9725117,,6V-EEC1-2S9Z,2025-12-15T20:14:27Z,Refund,Refund_Tax,False,-1.13,GBP,,,False
026-7054644-9725117,,6V-EEC1-2S9Z,2025-12-15T20:14:27Z,Refund,Refund_Principal,False,-5.67,GBP,,,False
026-7054644-9725117,,6V-EEC1-2S9Z,2025-12-15T20:14:27Z,Refund,Refund_Commission,True,1.05,GBP,,,False
026-7054644-9725117,,6V-EEC1-2S9Z,2025-12-15T20:14:27Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
026-7054644-9725117,,6V-EEC1-2S9Z,2025-12-15T20:14:27Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
026-7054644-9725117,,6V-EEC1-2S9Z,2025-12-15T20:14:27Z,Refund,Refund_RefundCommission,True,-0.22,GBP,,,False
026-7054644-9725117,,6V-EEC1-2S9Z,2025-12-15T20:14:27Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
026-7054644-9725117,,6V-EEC1-2S9Z,2025-12-15T20:14:27Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
206-1129646-8979558,,SU-JM8R-2U82,2025-12-16T17:41:31Z,Refund,Refund_Tax,False,-2.63,GBP,,,False
206-1129646-8979558,,SU-JM8R-2U82,2025-12-16T17:41:31Z,Refund,Refund_ShippingTax,False,-0.42,GBP,,,False
206-1129646-8979558,,SU-JM8R-2U82,2025-12-16T17:41:31Z,Refund,Refund_ShippingCharge,False,-2.07,GBP,,,False
206-1129646-8979558,,SU-JM8R-2U82,2025-12-16T17:41:31Z,Refund,Refund_Principal,False,-13.12,GBP,,,False
206-1129646-8979558,,SU-JM8R-2U82,2025-12-16T17:41:31Z,Refund,Refund_Commission,True,2.46,GBP,,,False
206-1129646-8979558,,SU-JM8R-2U82,2025-12-16T17:41:31Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
206-1129646-8979558,,SU-JM8R-2U82,2025-12-16T17:41:31Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
