order_id,asin,sku,posted_date,transaction_type,amount_type,is_fee,amount,currency,tax_amount,tax_currency,tax_present
026-5123361-5591520,,0H-5V53-GPG4,2025-11-11T20:47:09Z,Refund,Refund_Tax,False,-2.0,GBP,,,False
026-5123361-5591520,,0H-5V53-GPG4,2025-11-11T20:47:09Z,Refund,Refund_Principal,False,-10.0,GBP,,,False
026-5123361-5591520,,0H-5V53-GPG4,2025-11-11T20:47:09Z,Refund,Refund_Commission,True,2.16,GBP,,,False
026-5123361-5591520,,0H-5V53-GPG4,2025-11-11T20:47:09Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
026-5123361-5591520,,0H-5V53-GPG4,2025-11-11T20:47:09Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
026-5123361-5591520,,0H-5V53-GPG4,2025-11-11T20:47:09Z,Refund,Refund_RefundCommission,True,-0.43,GBP,,,False
026-5123361-5591520,,0H-5V53-GPG4,2025-11-11T20:47:09Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
026-5123361-5591520,,0H-5V53-GPG4,2025-11-11T20:47:09Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
026-5123361-5591520,,0H-5V53-GPG4,2025-11-11T20:47:09Z,Refund,Refund_DigitalServicesFee,True,0.05,GBP,,,False
026-1566605-5431569,,R7-98IN-2PW8,2025-11-11T20:55:58Z,Refund,Refund_Tax,False,-0.97,GBP,,,False
026-1566605-5431569,,R7-98IN-2PW8,2025-11-11T20:55:58Z,Refund,Refund_Principal,False,-4.86,GBP,,,False
026-1566605-5431569,,R7-98IN-2PW8,2025-11-11T20:55:58Z,Refund,Refund_Commission,True,0.56,GBP,,,False
026-1566605-5431569,,R7-98IN-2PW8,2025-11-11T20:55:58Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
026-1566605-5431569,,R7-98IN-2PW8,2025-11-11T20:55:58Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
026-1566605-5431569,,R7-98IN-2PW8,2025-11-11T20:55:58Z,Refund,Refund_RefundCommission,True,-0.11,GBP,,,False
026-1566605-5431569,,R7-98IN-2PW8,2025-11-11T20:55:58Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
026-1566605-5431569,,R7-98IN-2PW8,2025-11-11T20:55:58Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
026-1566605-5431569,,R7-98IN-2PW8,2025-11-11T20:55:58Z,Refund,Refund_DigitalServicesFee,True,0.01,GBP,,,False
026-0021592-4683540,,6V-EEC1-2S9Z,2025-11-12T02:35:13Z,Refund,Refund_Tax,False,-1.13,GBP,,,False
026-0021592-4683540,,6V-EEC1-2S9Z,2025-11-12T02:35:13Z,Refund,Refund_Principal,False,-5.67,GBP,,,False
026-0021592-4683540,,6V-EEC1-2S9Z,2025-11-12T02:35:13Z,Refund,Refund_Commission,True,1.06,GBP,,,False
026-0021592-4683540,,6V-EEC1-2S9Z,2025-11-12T02:35:13Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
026-0021592-4683540,,6V-EEC1-2S9Z,2025-11-12T02:35:13Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
026-0021592-4683540,,6V-EEC1-2S9Z,2025-11-12T02:35:13Z,Refund,Refund_RefundCommission,True,-0.22,GBP,,,False
026-0021592-4683540,,6V-EEC1-2S9Z,2025-11-12T02:35:13Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
026-0021592-4683540,,6V-EEC1-2S9Z,2025-11-12T02:35:13Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
026-0021592-4683540,,6V-EEC1-2S9Z,2025-11-12T02:35:13Z,Refund,Refund_DigitalServicesFee,True,0.03,GBP,,,False
206-3096715-0987500,,6V-EEC1-2S9Z,2025-11-13T09:52:19Z,Refund,Refund_Tax,False,-1.13,GBP,,,False
206-3096715-0987500,,6V-EEC1-2S9Z,2025-11-13T09:52:19Z,Refund,Refund_Principal,False,-5.67,GBP,,,False
206-3096715-0987500,,6V-EEC1-2S9Z,2025-11-13T09:52:19Z,Refund,Refund_Commission,True,1.06,GBP,,,False
206-3096715-0987500,,6V-EEC1-2S9Z,2025-11-13T09:52:19Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
206-3096715-0987500,,6V-EEC1-2S9Z,2025-11-13T09:52:19Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
206-3096715-0987500,,6V-EEC1-2S9Z,2025-11-13T09:52:19Z,Refund,Refund_RefundCommission,True,-0.22,GBP,,,False
206-3096715-0987500,,6V-EEC1-2S9Z,2025-11-13T09:52:19Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
206-3096715-0987500,,6V-EEC1-2S9Z,2025-11-13T09:52:19Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
206-3096715-0987500,,6V-EEC1-2S9Z,2025-11-13T09:52:19Z,Refund,Refund_DigitalServicesFee,True,0.03,GBP,,,False
205-7440189-2886724,,D7-MGBX-RX2P,2025-11-13T20:28:47Z,Refund,Refund_Tax,False,-1.64,GBP,,,False
205-7440189-2886724,,D7-MGBX-RX2P,2025-11-13T20:28:47Z,Refund,Refund_ShippingTax,False,-0.25,GBP,,,False
205-7440189-2886724,,D7-MGBX-RX2P,2025-11-13T20:28:47Z,Refund,Refund_ShippingCharge,False,-1.24,GBP,,,False
205-7440189-2886724,,D7-MGBX-RX2P,2025-11-13T20:28:47Z,Refund,Refund_Principal,False,-8.2,GBP,,,False
205-7440189-2886724,,D7-MGBX-RX2P,2025-11-13T20:28:47Z,Refund,Refund_Commission,True,1.77,GBP,,,False
205-7440189-2886724,,D7-MGBX-RX2P,2025-11-13T20:28:47Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
205-7440189-2886724,,D7-MGBX-RX2P,2025-11-13T20:28:47Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
205-7440189-2886724,,D7-MGBX-RX2P,2025-11-13T20:28:47Z,Refund,Refund_RefundCommission,True,-0.36,GBP,,,False
205-7440189-2886724,,D7-MGBX-RX2P,2025-11-13T20:28:47Z,Refund,Refund_ShippingChargeback,True,1.49,GBP,,,False
205-7440189-2886724,,D7-MGBX-RX2P,2025-11-13T20:28:47Z,Refund,Refund_VariableClosingFee,True,,GBP,,,False
205-7440189-2886724,,D7-MGBX-RX2P,2025-11-13T20:28:47Z,Refund,Refund_DigitalServicesFee,True,0.05,GBP,,,False
205-0057138-1895504,,XH-0LAE-FQO5,2025-11-14T21:08:47Z,Refund,Refund_Tax,False,-1.2,GBP,,,False
205-0057138-1895504,,XH-0LAE-FQO5,2025-11-14T21:08:47Z,Refund,Refund_Principal,False,-6.01,GBP,,,False
205-0057138-1895504,,XH-0LAE-FQO5,2025-11-14T21:08:47Z,Refund,Refund_Commission,True,0.7,GBP,,,False
205-0057138-1895504,,XH-0LAE-FQO5,2025-11-14T21:08:47Z,Refund,Refund_FixedClosingFee,True,,GBP,,,False
205-0057138-1895504,,XH-0LAE-FQO5,2025-11-14T21:08:47Z,Refund,Refund_GiftwrapChargeback,True,,GBP,,,False
205-0057138-1895504,,XH-0LAE-FQO5,2025-11-14T21:08:47Z,Refund,Refund_RefundCommission,True,-0.14,GBP,,,False
205-0057138-1895504,,XH-0LAE-FQO5,2025-11-14T21:08:47Z,Refund,Refund_ShippingChargeback,True,,GBP,,,False
