timestamp_utc,asof_date,marketplace,sku,asin,seller_id,seller_seen_flag,offer_price_gbp,offer_shipping_price_gbp,offer_landed_price_gbp,is_prime,fulfilment_channel,min_delivery_days,max_delivery_days,delivery_range_days,source,notes,seller_detail_status,seller_detail_attempted_flag,seller_detail_offer_row_count,seller_detail_snapshot_ts_utc,seller_detail_resolution_status,seller_detail_retry_attempt_count,seller_detail_rotation_skip_count,seller_detail_empty_response_count,seller_detail_api_error_count,seller_detail_force_attempt_flag,seller_detail_retry_exhausted_flag,seller_detail_operator_reason,retry_next_run_flag
2026-02-09T00:00:00Z,2026-02-09,UK,JB-RGB6-LZOJ,B0001P0DLU,A3V2W4NCHQN1W7,1,10.21,,,1,FBM,0,0,0,SPAPI,,,,,,,,,,,,,,
2026-02-09T00:00:00Z,2026-02-09,UK,JB-RGB6-LZOJ,B0001P0DLU,A3SK1E64BDMB7W,1,12.06,,,0,FBM,1,1,0,SPAPI,,,,,,,,,,,,,,
2026-02-09T00:00:00Z,2026-02-09,UK,JB-RGB6-LZOJ,B0001P0DLU,A91ZH6FZ52D9H,1,9.99,,,0,FBM,1,2,1,SPAPI,,,,,,,,,,,,,,
2026-02-09T00:00:00Z,2026-02-09,UK,VF-3T0K-DR5O,B08KFFY86W,A6LWA092O6PLA,1,4.85,,,1,FBA,0,0,0,SPAPI,,,,,,,,,,,,,,
2026-02-09T00:00:00Z,2026-02-09,UK,VF-3T0K-DR5O,B08KFFY86W,A2MSCEFUU7IF9P,1,4.85,,,1,FBA,0,0,0,SPAPI,,,,,,,,,,,,,,
2026-02-09T00:00:00Z,2026-02-09,UK,VF-3T0K-DR5O,B08KFFY86W,A1PDJFYGLPZ86M,1,4.88,,,1,FBA,0,0,0,SPAPI,,,,,,,,,,,,,,
2026-02-09T00:00:00Z,2026-02-09,UK,VF-3T0K-DR5O,B08KFFY86W,A21NMD767VKPKA,1,4.89,,,1,FBA,0,0,0,SPAPI,,,,,,,,,,,,,,
2026-02-09T00:00:00Z,2026-02-09,UK,VF-3T0K-DR5O,B08KFFY86W,A2JHK2RGHEOXUY,1,4.89,,,1,FBA,0,0,0,SPAPI,,,,,,,,,,,,,,
2026-02-09T00:00:00Z,2026-02-09,UK,VF-3T0K-DR5O,B08KFFY86W,A1EGWKJ2C3AMWH,1,5.05,,,1,FBA,0,0,0,SPAPI,,,,,,,,,,,,,,
2026-02-09T00:00:00Z,2026-02-09,UK,VF-3T0K-DR5O,B08KFFY86W,A2YMCJJAZ04D29,1,5.05,,,1,FBA,0,0,0,SPAPI,,,,,,,,,,,,,,
