order_id,posted_date,settlement_id,amount_type,amount,currency,transaction_type,amount_description,is_estimate,data_level,price_source,raw_json
203-5526989-2523517,2025-12-10T11:06:43Z,,Principal,6.95,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.403654+00:00"",""order_id"":""203-5526989-2523517"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
203-5526989-2523517,2025-12-10T11:06:43Z,,Tax,1.16,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.403654+00:00"",""order_id"":""203-5526989-2523517"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
204-3663577-9524321,2025-12-09T20:10:06Z,,Principal,8.89,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.404652+00:00"",""order_id"":""204-3663577-9524321"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
204-3663577-9524321,2025-12-09T20:10:06Z,,Tax,1.48,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.404652+00:00"",""order_id"":""204-3663577-9524321"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
204-2989256-2513139,2025-12-10T17:11:18Z,,Principal,6.58,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.405652+00:00"",""order_id"":""204-2989256-2513139"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
204-2989256-2513139,2025-12-10T17:11:18Z,,Tax,1.1,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.405652+00:00"",""order_id"":""204-2989256-2513139"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
202-1693352-5939563,2025-12-10T15:52:00Z,,Principal,6.58,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.405652+00:00"",""order_id"":""202-1693352-5939563"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
202-1693352-5939563,2025-12-10T15:52:00Z,,Tax,1.1,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.405652+00:00"",""order_id"":""202-1693352-5939563"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
205-8841389-3019504,2025-12-10T15:05:50Z,,Principal,6.95,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.406656+00:00"",""order_id"":""205-8841389-3019504"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
205-8841389-3019504,2025-12-10T15:05:50Z,,Tax,1.16,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.406656+00:00"",""order_id"":""205-8841389-3019504"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
205-8841389-3019504,2025-12-10T15:05:50Z,,ShippingCharge,2.49,GBP,Estimated,Estimated shipping charge,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.406656+00:00"",""order_id"":""205-8841389-3019504"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingCharge""}"
205-8841389-3019504,2025-12-10T15:05:50Z,,ShippingChargeback,-2.49,GBP,Estimated,Estimated shipping rebate,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.406656+00:00"",""order_id"":""205-8841389-3019504"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingChargeback""}"
205-8841389-3019504,2025-12-10T15:05:50Z,,ShippingTax,0.42,GBP,Estimated,Estimated shipping tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.406656+00:00"",""order_id"":""205-8841389-3019504"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingTax""}"
205-8841389-3019504,2025-12-10T15:05:50Z,,ShippingTaxChargeback,-0.42,GBP,Estimated,Estimated shipping tax rebate,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.406656+00:00"",""order_id"":""205-8841389-3019504"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingTaxChargeback""}"
206-9400751-3617938,2025-12-10T12:16:10Z,,Principal,2.97,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.406656+00:00"",""order_id"":""206-9400751-3617938"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
206-9400751-3617938,2025-12-10T12:16:10Z,,Tax,0.5,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.406656+00:00"",""order_id"":""206-9400751-3617938"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
202-4634570-9851526,2025-12-09T16:38:26Z,,Principal,10.99,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.407653+00:00"",""order_id"":""202-4634570-9851526"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
202-4634570-9851526,2025-12-09T16:38:26Z,,Tax,1.83,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.407653+00:00"",""order_id"":""202-4634570-9851526"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
202-2344900-2087569,2025-12-10T18:18:14Z,,Principal,8.46,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.407653+00:00"",""order_id"":""202-2344900-2087569"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
202-2344900-2087569,2025-12-10T18:18:14Z,,Tax,1.41,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.407653+00:00"",""order_id"":""202-2344900-2087569"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
202-1610742-0049933,2025-12-10T14:44:25Z,,Principal,10.99,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.408652+00:00"",""order_id"":""202-1610742-0049933"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
202-1610742-0049933,2025-12-10T14:44:25Z,,Tax,1.83,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.408652+00:00"",""order_id"":""202-1610742-0049933"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
026-5479410-9515514,2025-12-10T07:23:38Z,,Principal,6.62,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.408652+00:00"",""order_id"":""026-5479410-9515514"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
026-5479410-9515514,2025-12-10T07:23:38Z,,Tax,1.1,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.408652+00:00"",""order_id"":""026-5479410-9515514"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
203-3613067-0325135,2025-12-10T11:09:33Z,,Principal,10.99,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.408652+00:00"",""order_id"":""203-3613067-0325135"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
203-3613067-0325135,2025-12-10T11:09:33Z,,Tax,1.83,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.408652+00:00"",""order_id"":""203-3613067-0325135"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
205-7457805-7269103,2025-12-09T18:41:09Z,,Principal,6.2,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.409652+00:00"",""order_id"":""205-7457805-7269103"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
205-7457805-7269103,2025-12-09T18:41:09Z,,Tax,1.03,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.409652+00:00"",""order_id"":""205-7457805-7269103"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
204-2856888-9385129,2025-12-10T14:41:54Z,,Principal,10.99,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.409652+00:00"",""order_id"":""204-2856888-9385129"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
204-2856888-9385129,2025-12-10T14:41:54Z,,Tax,1.83,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.409652+00:00"",""order_id"":""204-2856888-9385129"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
026-4435767-8682748,2025-12-10T12:19:10Z,,Principal,6.32,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.410655+00:00"",""order_id"":""026-4435767-8682748"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
026-4435767-8682748,2025-12-10T12:19:10Z,,Tax,1.05,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.410655+00:00"",""order_id"":""026-4435767-8682748"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
205-1606103-5569121,2025-12-10T15:14:20Z,,Principal,10.99,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.410655+00:00"",""order_id"":""205-1606103-5569121"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
205-1606103-5569121,2025-12-10T15:14:20Z,,Tax,1.83,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.410655+00:00"",""order_id"":""205-1606103-5569121"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
205-3562350-7010766,2025-12-06T16:46:10Z,,Principal,6.8,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.411655+00:00"",""order_id"":""205-3562350-7010766"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
205-3562350-7010766,2025-12-06T16:46:10Z,,Tax,1.13,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.411655+00:00"",""order_id"":""205-3562350-7010766"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
205-3562350-7010766,2025-12-06T16:46:10Z,,ShippingCharge,0.17,GBP,Estimated,Estimated shipping charge,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.411655+00:00"",""order_id"":""205-3562350-7010766"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingCharge""}"
205-3562350-7010766,2025-12-06T16:46:10Z,,ShippingChargeback,-0.17,GBP,Estimated,Estimated shipping rebate,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.411655+00:00"",""order_id"":""205-3562350-7010766"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingChargeback""}"
205-3562350-7010766,2025-12-06T16:46:10Z,,ShippingTax,0.04,GBP,Estimated,Estimated shipping tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.411655+00:00"",""order_id"":""205-3562350-7010766"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingTax""}"
205-3562350-7010766,2025-12-06T16:46:10Z,,ShippingTaxChargeback,-0.04,GBP,Estimated,Estimated shipping tax rebate,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.411655+00:00"",""order_id"":""205-3562350-7010766"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingTaxChargeback""}"
205-2308734-5069957,2025-12-09T01:15:04Z,,Principal,6.95,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.411655+00:00"",""order_id"":""205-2308734-5069957"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
205-2308734-5069957,2025-12-09T01:15:04Z,,Tax,1.16,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.411655+00:00"",""order_id"":""205-2308734-5069957"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
205-2308734-5069957,2025-12-09T01:15:04Z,,ShippingCharge,0.62,GBP,Estimated,Estimated shipping charge,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.411655+00:00"",""order_id"":""205-2308734-5069957"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingCharge""}"
205-2308734-5069957,2025-12-09T01:15:04Z,,ShippingChargeback,-0.62,GBP,Estimated,Estimated shipping rebate,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.411655+00:00"",""order_id"":""205-2308734-5069957"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingChargeback""}"
205-2308734-5069957,2025-12-09T01:15:04Z,,ShippingTax,0.12,GBP,Estimated,Estimated shipping tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.411655+00:00"",""order_id"":""205-2308734-5069957"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingTax""}"
205-2308734-5069957,2025-12-09T01:15:04Z,,ShippingTaxChargeback,-0.12,GBP,Estimated,Estimated shipping tax rebate,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.411655+00:00"",""order_id"":""205-2308734-5069957"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingTaxChargeback""}"
202-0205226-7964341,2025-12-09T15:26:32Z,,Principal,6.32,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.412655+00:00"",""order_id"":""202-0205226-7964341"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
202-0205226-7964341,2025-12-09T15:26:32Z,,Tax,1.05,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.412655+00:00"",""order_id"":""202-0205226-7964341"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
026-1897723-8389102,2025-12-09T00:04:50Z,,Principal,6.95,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.413654+00:00"",""order_id"":""026-1897723-8389102"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
026-1897723-8389102,2025-12-09T00:04:50Z,,Tax,1.16,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.413654+00:00"",""order_id"":""026-1897723-8389102"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
203-2961102-9184316,2025-12-10T11:02:24Z,,Principal,5.98,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.413654+00:00"",""order_id"":""203-2961102-9184316"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
203-2961102-9184316,2025-12-10T11:02:24Z,,Tax,1.0,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.413654+00:00"",""order_id"":""203-2961102-9184316"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
204-9395241-6829920,2025-12-10T14:08:07Z,,Principal,8.67,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.414656+00:00"",""order_id"":""204-9395241-6829920"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
204-9395241-6829920,2025-12-10T14:08:07Z,,Tax,1.45,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.414656+00:00"",""order_id"":""204-9395241-6829920"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
206-6422852-8075507,2025-12-10T18:13:36Z,,Principal,7.95,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.414656+00:00"",""order_id"":""206-6422852-8075507"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
206-6422852-8075507,2025-12-10T18:13:36Z,,Tax,1.33,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.414656+00:00"",""order_id"":""206-6422852-8075507"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
205-0233198-3757160,2025-12-10T19:19:21Z,,Principal,8.46,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.415655+00:00"",""order_id"":""205-0233198-3757160"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
205-0233198-3757160,2025-12-10T19:19:21Z,,Tax,1.41,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.415655+00:00"",""order_id"":""205-0233198-3757160"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
204-4523252-6925934,2025-12-10T18:46:02Z,,Principal,8.67,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.416669+00:00"",""order_id"":""204-4523252-6925934"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
204-4523252-6925934,2025-12-10T18:46:02Z,,Tax,1.45,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.416669+00:00"",""order_id"":""204-4523252-6925934"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
203-6855623-7710728,2025-12-10T16:55:58Z,,Principal,5.98,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.416669+00:00"",""order_id"":""203-6855623-7710728"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
203-6855623-7710728,2025-12-10T16:55:58Z,,Tax,1.0,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.416669+00:00"",""order_id"":""203-6855623-7710728"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
026-2637183-3760334,2025-12-10T11:16:21Z,,Principal,10.99,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.417654+00:00"",""order_id"":""026-2637183-3760334"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
026-2637183-3760334,2025-12-10T11:16:21Z,,Tax,1.83,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.417654+00:00"",""order_id"":""026-2637183-3760334"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
026-6695852-3921169,2025-12-10T08:43:56Z,,Principal,6.2,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.417654+00:00"",""order_id"":""026-6695852-3921169"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
026-6695852-3921169,2025-12-10T08:43:56Z,,Tax,1.03,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.417654+00:00"",""order_id"":""026-6695852-3921169"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
026-6695852-3921169,2025-12-10T08:43:56Z,,ShippingCharge,4.99,GBP,Estimated,Estimated shipping charge,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.417654+00:00"",""order_id"":""026-6695852-3921169"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingCharge""}"
026-6695852-3921169,2025-12-10T08:43:56Z,,ShippingChargeback,-4.99,GBP,Estimated,Estimated shipping rebate,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.417654+00:00"",""order_id"":""026-6695852-3921169"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingChargeback""}"
026-6695852-3921169,2025-12-10T08:43:56Z,,ShippingTax,0.83,GBP,Estimated,Estimated shipping tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.417654+00:00"",""order_id"":""026-6695852-3921169"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingTax""}"
026-6695852-3921169,2025-12-10T08:43:56Z,,ShippingTaxChargeback,-0.83,GBP,Estimated,Estimated shipping tax rebate,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.417654+00:00"",""order_id"":""026-6695852-3921169"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingTaxChargeback""}"
205-3242627-1644351,2025-12-10T09:01:47Z,,Principal,10.99,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.418655+00:00"",""order_id"":""205-3242627-1644351"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
205-3242627-1644351,2025-12-10T09:01:47Z,,Tax,1.83,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.418655+00:00"",""order_id"":""205-3242627-1644351"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
204-1204356-1394713,2025-12-09T15:34:29Z,,Principal,24.99,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.418655+00:00"",""order_id"":""204-1204356-1394713"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
204-1204356-1394713,2025-12-09T15:34:29Z,,Tax,4.17,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.418655+00:00"",""order_id"":""204-1204356-1394713"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
206-0819677-4905903,2025-12-10T10:26:29Z,,Principal,7.32,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.419653+00:00"",""order_id"":""206-0819677-4905903"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
206-0819677-4905903,2025-12-10T10:26:29Z,,Tax,1.22,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.419653+00:00"",""order_id"":""206-0819677-4905903"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
205-9117039-6242767,2025-12-09T09:29:51Z,,Principal,11.94,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.419653+00:00"",""order_id"":""205-9117039-6242767"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
205-9117039-6242767,2025-12-09T09:29:51Z,,Tax,1.99,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.419653+00:00"",""order_id"":""205-9117039-6242767"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
205-9117039-6242767,2025-12-09T09:29:51Z,,ShippingCharge,0.78,GBP,Estimated,Estimated shipping charge,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.419653+00:00"",""order_id"":""205-9117039-6242767"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingCharge""}"
205-9117039-6242767,2025-12-09T09:29:51Z,,ShippingChargeback,-0.78,GBP,Estimated,Estimated shipping rebate,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.419653+00:00"",""order_id"":""205-9117039-6242767"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingChargeback""}"
205-9117039-6242767,2025-12-09T09:29:51Z,,ShippingTax,0.16,GBP,Estimated,Estimated shipping tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.419653+00:00"",""order_id"":""205-9117039-6242767"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingTax""}"
205-9117039-6242767,2025-12-09T09:29:51Z,,ShippingTaxChargeback,-0.16,GBP,Estimated,Estimated shipping tax rebate,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.419653+00:00"",""order_id"":""205-9117039-6242767"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""ShippingTaxChargeback""}"
206-1730211-0414748,2025-12-10T22:17:13Z,,Principal,6.2,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.419653+00:00"",""order_id"":""206-1730211-0414748"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
206-1730211-0414748,2025-12-10T22:17:13Z,,Tax,1.03,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.419653+00:00"",""order_id"":""206-1730211-0414748"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
206-3294636-7368321,2025-12-10T15:30:12Z,,Principal,2.97,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.420655+00:00"",""order_id"":""206-3294636-7368321"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
206-3294636-7368321,2025-12-10T15:30:12Z,,Tax,0.5,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.420655+00:00"",""order_id"":""206-3294636-7368321"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
206-4493333-4033120,2025-12-10T15:45:52Z,,Principal,6.58,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.420655+00:00"",""order_id"":""206-4493333-4033120"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
206-4493333-4033120,2025-12-10T15:45:52Z,,Tax,1.1,GBP,Estimated,Estimated product tax,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.420655+00:00"",""order_id"":""206-4493333-4033120"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Tax""}"
204-8710616-9244333,2025-12-10T18:48:17Z,,Principal,6.62,GBP,Estimated,Estimated product charges,1,customer_known,none,"{""generated_at"":""2025-12-12T14:36:52.421653+00:00"",""order_id"":""204-8710616-9244333"",""source_used"":""missing_fee_data"",""missing_fee_data"":true,""amount_type"":""Principal""}"
