order_id,posted_date,settlement_id,amount_type,amount,currency
204-6225192-3648323,2025-12-11T20:39:15Z,204-6225192-3648323,Tax,,GBP
204-6225192-3648323,2025-12-11T20:39:15Z,204-6225192-3648323,GiftWrap,,GBP
204-6225192-3648323,2025-12-11T20:39:15Z,204-6225192-3648323,GiftWrapTax,,GBP
204-6225192-3648323,2025-12-11T20:39:15Z,204-6225192-3648323,ShippingCharge,,GBP
204-6225192-3648323,2025-12-11T20:39:15Z,204-6225192-3648323,ShippingTax,,GBP
204-6225192-3648323,2025-12-11T20:39:15Z,204-6225192-3648323,FBAPerUnitFulfillmentFee,,GBP
204-6225192-3648323,2025-12-11T20:39:15Z,204-6225192-3648323,Commission,,GBP
204-6225192-3648323,2025-12-11T20:39:15Z,204-6225192-3648323,FixedClosingFee,,GBP
204-6225192-3648323,2025-12-11T20:39:15Z,204-6225192-3648323,GiftwrapChargeback,,GBP
204-6225192-3648323,2025-12-11T20:39:15Z,204-6225192-3648323,ShippingChargeback,,GBP
204-6225192-3648323,2025-12-11T20:39:15Z,204-6225192-3648323,VariableClosingFee,,GBP
206-6495575-7264344,2025-12-11T20:39:40Z,206-6495575-7264344,Principal,,GBP
206-6495575-7264344,2025-12-11T20:39:40Z,206-6495575-7264344,Tax,,GBP
206-6495575-7264344,2025-12-11T20:39:40Z,206-6495575-7264344,GiftWrap,,GBP
206-6495575-7264344,2025-12-11T20:39:40Z,206-6495575-7264344,GiftWrapTax,,GBP
206-6495575-7264344,2025-12-11T20:39:40Z,206-6495575-7264344,ShippingCharge,,GBP
206-6495575-7264344,2025-12-11T20:39:40Z,206-6495575-7264344,ShippingTax,,GBP
206-6495575-7264344,2025-12-11T20:39:40Z,206-6495575-7264344,FBAPerUnitFulfillmentFee,,GBP
206-6495575-7264344,2025-12-11T20:39:40Z,206-6495575-7264344,Commission,,GBP
206-6495575-7264344,2025-12-11T20:39:40Z,206-6495575-7264344,FixedClosingFee,,GBP
206-6495575-7264344,2025-12-11T20:39:40Z,206-6495575-7264344,GiftwrapChargeback,,GBP
206-6495575-7264344,2025-12-11T20:39:40Z,206-6495575-7264344,ShippingChargeback,,GBP
206-6495575-7264344,2025-12-11T20:39:40Z,206-6495575-7264344,VariableClosingFee,,GBP
206-6495575-7264344,2025-12-11T20:39:40Z,206-6495575-7264344,DigitalServicesFee,,GBP
202-3418202-1509169,2025-12-11T20:41:49Z,202-3418202-1509169,Principal,,GBP
202-3418202-1509169,2025-12-11T20:41:49Z,202-3418202-1509169,Tax,,GBP
202-3418202-1509169,2025-12-11T20:41:49Z,202-3418202-1509169,GiftWrap,,GBP
202-3418202-1509169,2025-12-11T20:41:49Z,202-3418202-1509169,GiftWrapTax,,GBP
202-3418202-1509169,2025-12-11T20:41:49Z,202-3418202-1509169,ShippingCharge,,GBP
202-3418202-1509169,2025-12-11T20:41:49Z,202-3418202-1509169,ShippingTax,,GBP
202-3418202-1509169,2025-12-11T20:41:49Z,202-3418202-1509169,FBAPerUnitFulfillmentFee,,GBP
202-3418202-1509169,2025-12-11T20:41:49Z,202-3418202-1509169,Commission,,GBP
202-3418202-1509169,2025-12-11T20:41:49Z,202-3418202-1509169,FixedClosingFee,,GBP
202-3418202-1509169,2025-12-11T20:41:49Z,202-3418202-1509169,GiftwrapChargeback,,GBP
202-3418202-1509169,2025-12-11T20:41:49Z,202-3418202-1509169,ShippingChargeback,,GBP
202-3418202-1509169,2025-12-11T20:41:49Z,202-3418202-1509169,VariableClosingFee,,GBP
202-3418202-1509169,2025-12-11T20:41:49Z,202-3418202-1509169,DigitalServicesFee,,GBP
202-8609256-1345932,2025-12-11T20:43:03Z,202-8609256-1345932,Principal,,GBP
202-8609256-1345932,2025-12-11T20:43:03Z,202-8609256-1345932,Tax,,GBP
202-8609256-1345932,2025-12-11T20:43:03Z,202-8609256-1345932,GiftWrap,,GBP
202-8609256-1345932,2025-12-11T20:43:03Z,202-8609256-1345932,GiftWrapTax,,GBP
202-8609256-1345932,2025-12-11T20:43:03Z,202-8609256-1345932,ShippingCharge,,GBP
202-8609256-1345932,2025-12-11T20:43:03Z,202-8609256-1345932,ShippingTax,,GBP
202-8609256-1345932,2025-12-11T20:43:03Z,202-8609256-1345932,FBAPerUnitFulfillmentFee,,GBP
202-8609256-1345932,2025-12-11T20:43:03Z,202-8609256-1345932,Commission,,GBP
202-8609256-1345932,2025-12-11T20:43:03Z,202-8609256-1345932,FixedClosingFee,,GBP
202-8609256-1345932,2025-12-11T20:43:03Z,202-8609256-1345932,GiftwrapChargeback,,GBP
202-8609256-1345932,2025-12-11T20:43:03Z,202-8609256-1345932,ShippingChargeback,,GBP
202-8609256-1345932,2025-12-11T20:43:03Z,202-8609256-1345932,VariableClosingFee,,GBP
202-8609256-1345932,2025-12-11T20:43:03Z,202-8609256-1345932,DigitalServicesFee,,GBP
203-2063903-5917145,2025-12-11T20:49:50Z,203-2063903-5917145,Principal,,GBP
