order_id,sku,currency,quantity,cogs_total
203-7773583-7885901,WX-L5UA-UB1Q,GBP,1,1.72
203-7798738-0284363,A2-T2AC-TW3L,GBP,1,4.51
203-7802814-6819558,6V-EEC1-2S9Z,GBP,1,2.25
203-7803524-4505926,LV-425G-BY4X,GBP,1,16.38
203-7809333-3802739,A2-T2AC-TW3L,GBP,1,4.51
203-7816405-1945922,SU-5LQH-2DVN,GBP,1,2.19
203-7825667-0234716,WX-L5UA-UB1Q,GBP,1,1.72
203-7862401-7254751,6V-EEC1-2S9Z,GBP,1,2.25
203-7877891-1765115,WX-L5UA-UB1Q,GBP,1,1.72
203-7888399-1725965,Z3-ORV9-K8XD,GBP,1,6.56
203-7888719-4636316,A2-T2AC-TW3L,GBP,1,4.29
203-7891738-2488302,PE-G94Y-4PYO,GBP,1,2.86
203-7896950-5531535,F7-PMJ2-SG6A,GBP,1,2.7
203-7936376-9080326,NN-TSZ1-X2RD,GBP,1,3.49
203-7939989-4073950,XH-0LAE-FQO5,GBP,1,2.9
203-7941788-4330704,SU-5LQH-2DVN,GBP,1,2.19
203-7946425-9580310,6V-EEC1-2S9Z,GBP,1,2.25
203-7983385-3479568,DC-K5WH-R7F5,GBP,1,0.68
203-7986748-9966707,VU-8KRA-QP5M,GBP,1,4.32
203-7995244-0212302,IB-U5FA-BO2Y,GBP,1,20.51
203-7996372-9631537,1U-1W76-M840,GBP,1,0.76
203-7998560-2262763,SU-5LQH-2DVN,GBP,1,2.19
203-7999234-6291518,Z7-26PV-O9LR,GBP,1,4.44
203-8007883-0876324,XH-0LAE-FQO5,GBP,1,2.9
203-8013345-9800316,6V-EEC1-2S9Z,GBP,1,2.25
203-8024721-3965969,A2-T2AC-TW3L,GBP,1,4.51
203-8074092-6216308,A2-T2AC-TW3L,GBP,2,9.02
203-8074777-3335544,Z3-ORV9-K8XD,GBP,1,6.56
203-8075277-0832330,6V-EEC1-2S9Z,GBP,2,4.5
203-8076329-2417169,6V-EEC1-2S9Z,GBP,1,2.25
203-8078163-4113956,6V-EEC1-2S9Z,GBP,1,2.25
203-8082797-4529953,Z3-ORV9-K8XD,GBP,1,6.56
203-8102917-5359515,6V-EEC1-2S9Z,GBP,1,2.25
203-8114172-7921160,D0-C7C0-H6LN,GBP,1,2.74
203-8116387-5944365,XH-0LAE-FQO5,GBP,1,2.9
203-8126961-6969906,NN-TSZ1-X2RD,GBP,1,3.49
203-8133131-1550749,Z7-26PV-O9LR,GBP,1,4.44
203-8133548-2853936,WX-L5UA-UB1Q,GBP,1,1.72
203-8134567-3195511,NN-TSZ1-X2RD,GBP,9,34.11
203-8151910-3196341,TU-8I14-25ZR,GBP,1,12.67
203-8155860-5518717,ZU-PFDN-JSYV,GBP,1,4.89
203-8156442-2929961,XH-0LAE-FQO5,GBP,1,2.9
203-8165959-2654748,6V-EEC1-2S9Z,GBP,1,2.25
203-8176388-9831526,DC-K5WH-R7F5,GBP,1,0.68
203-8180835-1664306,Z7-26PV-O9LR,GBP,1,4.44
203-8190248-9265158,8R-E0Y9-0LAU,GBP,1,38.1
203-8195538-3428333,A2-T2AC-TW3L,GBP,1,4.51
203-8199342-2937152,A2-T2AC-TW3L,GBP,2,9.02
203-8208879-4121118,DC-K5WH-R7F5,GBP,1,0.68
203-8213343-6564366,6V-EEC1-2S9Z,GBP,1,2.25
203-8213965-9869931,Z7-26PV-O9LR,GBP,1,4.44
203-8227659-7665960,T8-6UWL-I3E1,GBP,1,1.48
203-8232337-2273112,TU-8I14-25ZR,GBP,1,12.67
203-8233931-6860355,BB-ZT14-1QQA,GBP,1,3.19
203-8247006-8596356,NN-TSZ1-X2RD,GBP,1,3.79
203-8255888-6969142,EV-CHU5-XU3G,GBP,1,2.73
203-8261564-3502725,TU-8I14-25ZR,GBP,1,12.67
203-8275291-5209129,VU-8KRA-QP5M,GBP,1,4.32
203-8293067-6176305,VF-3T0K-DR5O,GBP,2,4.1
203-8296398-0009918,7L-OT45-7LYB,GBP,1,1.16
203-8302252-7173155,6V-EEC1-2S9Z,GBP,1,2.25
203-8313603-3130703,A2-T2AC-TW3L,GBP,1,4.51
203-8344457-1270746,WX-L5UA-UB1Q,GBP,1,1.72
203-8367383-5357166,6V-EEC1-2S9Z,GBP,1,2.25
203-8381898-2659535,EV-CHU5-XU3G,GBP,1,2.73
203-8391828-5745124,A2-T2AC-TW3L,GBP,1,4.51
203-8396799-3957159,VF-3T0K-DR5O,GBP,1,2.05
203-8415455-4253115,7L-OT45-7LYB,GBP,1,1.16
203-8416587-4850762,XH-0LAE-FQO5,GBP,1,2.9
203-8426193-6829908,6V-EEC1-2S9Z,GBP,1,2.25
203-8427504-7923502,AF-KIHX-ANYY,GBP,1,0.84
203-8430894-9126739,XH-0LAE-FQO5,GBP,1,2.9
203-8432494-9301910,DC-K5WH-R7F5,GBP,1,0.68
203-8434168-9066722,XE-YPAI-HX9F,GBP,1,4.79
203-8437578-6213136,DC-K5WH-R7F5,GBP,1,0.68
203-8439423-5553152,6V-EEC1-2S9Z,GBP,2,4.2
203-8441669-6836349,VF-3T0K-DR5O,GBP,1,2.05
203-8443350-2501926,6V-EEC1-2S9Z,GBP,1,2.25
203-8455205-0338722,6V-EEC1-2S9Z,GBP,1,2.25
203-8455381-0468339,A2-T2AC-TW3L,GBP,1,4.51
203-8460080-4265949,VU-8KRA-QP5M,GBP,1,4.32
203-8461816-0998710,79-CPJ6-DSG6,GBP,1,13.65
203-8470826-2717150,6V-EEC1-2S9Z,GBP,1,2.25
203-8475128-8737936,A2-T2AC-TW3L,GBP,1,4.51
203-8478030-9240324,6V-EEC1-2S9Z,GBP,1,2.25
203-8485022-4297955,SU-JM8R-2U82,GBP,1,6.95
203-8492404-5052331,Z7-26PV-O9LR,GBP,1,4.44
203-8515065-6950705,A2-T2AC-TW3L,GBP,1,4.51
203-8524309-2666751,A2-T2AC-TW3L,GBP,1,4.51
203-8526886-8363550,DC-K5WH-R7F5,GBP,1,0.68
203-8528747-4960307,WX-L5UA-UB1Q,GBP,1,1.72
203-8544177-9879561,D7-MGBX-RX2P,GBP,1,2.43
203-8547303-1533902,WX-L5UA-UB1Q,GBP,1,1.72
203-8566297-6856344,6V-EEC1-2S9Z,GBP,1,2.25
203-8570429-9497123,NN-TSZ1-X2RD,GBP,1,3.79
203-8571151-5619568,EE-KTDC-KCFY,GBP,1,3.46
203-8579024-1298745,DC-K5WH-R7F5,GBP,2,1.36
203-8580948-0903547,WX-L5UA-UB1Q,GBP,1,1.72
203-8584594-3970759,WX-L5UA-UB1Q,GBP,1,1.72
203-8596349-6519546,6V-EEC1-2S9Z,GBP,1,2.25
203-8603707-9041126,XE-YPAI-HX9F,GBP,1,4.7
203-8610504-0562703,3B-3H3V-Z93T,GBP,1,1.6
203-8616244-7075566,DC-K5WH-R7F5,GBP,1,0.68
203-8627673-3921940,A2-T2AC-TW3L,GBP,1,4.51
203-8667193-7501144,WX-L5UA-UB1Q,GBP,1,1.72
203-8669451-8017161,R7-98IN-2PW8,GBP,1,2.5
203-8670691-4125114,WX-L5UA-UB1Q,GBP,1,1.72
203-8678519-4147530,6V-EEC1-2S9Z,GBP,4,9.0
203-8690891-1674745,6V-EEC1-2S9Z,GBP,1,2.25
203-8701517-0706703,A2-T2AC-TW3L,GBP,1,4.51
203-8702102-0642727,WX-L5UA-UB1Q,GBP,1,1.72
203-8702503-3693151,6V-EEC1-2S9Z,GBP,1,2.25
203-8712994-0252366,EV-CHU5-XU3G,GBP,1,2.73
203-8722066-6165928,AF-KIHX-ANYY,GBP,1,0.84
203-8722710-3325113,DC-K5WH-R7F5,GBP,2,1.36
203-8726218-8179517,6V-EEC1-2S9Z,GBP,1,2.25
203-8735486-9967502,WX-L5UA-UB1Q,GBP,1,1.72
203-8742549-6441162,EV-CHU5-XU3G,GBP,1,2.73
203-8746941-2315506,A2-T2AC-TW3L,GBP,1,4.51
203-8747977-8408328,6V-EEC1-2S9Z,GBP,6,13.5
203-8768779-7394713,WX-L5UA-UB1Q,GBP,1,1.72
203-8770686-6485920,XH-0LAE-FQO5,GBP,1,2.9
203-8796738-9591506,WX-L5UA-UB1Q,GBP,1,1.72
203-8815057-1001967,SU-JM8R-2U82,GBP,1,6.95
203-8822210-4585965,PE-G94Y-4PYO,GBP,1,2.86
203-8823957-7129952,6V-EEC1-2S9Z,GBP,1,2.25
203-8831623-4823500,XH-0LAE-FQO5,GBP,1,2.9
203-8832315-7603562,A2-T2AC-TW3L,GBP,1,4.51
203-8837079-9175546,MW-9K5M-VKW8,GBP,1,13.65
203-8839102-1349951,A2-T2AC-TW3L,GBP,1,4.51
203-8851575-7595539,A2-T2AC-TW3L,GBP,1,4.51
203-8861556-4829939,F7-PMJ2-SG6A,GBP,1,2.7
203-8864569-0847510,6V-EEC1-2S9Z,GBP,1,2.25
203-8876840-5582769,JB-RGB6-LZOJ,GBP,1,2.47
203-8878917-5721167,WX-L5UA-UB1Q,GBP,1,1.72
203-8882062-2847521,XH-0LAE-FQO5,GBP,1,2.9
203-8948528-4337104,WX-L5UA-UB1Q,GBP,1,1.72
203-8953523-7053146,A2-T2AC-TW3L,GBP,1,4.51
203-8957205-2969952,6V-EEC1-2S9Z,GBP,1,2.25
203-8958191-3368357,VF-3T0K-DR5O,GBP,1,2.05
203-8969358-9148345,MW-9K5M-VKW8,GBP,1,13.65
203-8969672-8812326,6V-EEC1-2S9Z,GBP,2,4.5
203-8970307-9629136,A2-T2AC-TW3L,GBP,1,4.51
203-8996216-6273113,WX-L5UA-UB1Q,GBP,1,1.72
203-8999154-4807518,3B-3H3V-Z93T,GBP,1,1.6
203-9002211-7526761,6V-EEC1-2S9Z,GBP,1,2.25
203-9007823-4330762,6V-EEC1-2S9Z,GBP,1,2.25
203-9012103-8507517,D7-MGBX-RX2P,GBP,1,2.43
203-9021261-2713144,6V-EEC1-2S9Z,GBP,1,2.25
203-9026781-7134741,Z3-ORV9-K8XD,GBP,1,6.56
203-9037287-1663526,6P-IWYA-X18B,GBP,1,4.31
203-9038329-9655522,6V-EEC1-2S9Z,GBP,1,2.25
203-9066584-5194759,8R-E0Y9-0LAU,GBP,1,34.65
203-9080166-7737948,T8-6UWL-I3E1,GBP,1,1.48
203-9096244-4629937,6V-EEC1-2S9Z,GBP,1,2.25
203-9101193-7773963,WX-L5UA-UB1Q,GBP,1,1.72
203-9107901-0440369,4U-XT39-AMUJ,GBP,2,3.32
203-9109032-4643550,NN-TSZ1-X2RD,GBP,1,3.79
203-9125680-0211564,6V-EEC1-2S9Z,GBP,1,2.25
203-9126566-6100317,EV-CHU5-XU3G,GBP,1,2.73
203-9134474-6777920,6V-EEC1-2S9Z,GBP,1,2.25
203-9137118-5345165,AX-NKNU-29C1,GBP,1,0.61
203-9140350-7033931,VF-3T0K-DR5O,GBP,1,2.05
203-9141155-2925967,EA-FZ2V-D7II,GBP,1,1.83
203-9161050-0563520,6V-EEC1-2S9Z,GBP,1,2.25
203-9163960-0785965,WX-L5UA-UB1Q,GBP,1,1.72
203-9179979-1612360,6V-EEC1-2S9Z,GBP,1,2.1
203-9193174-1239515,6V-EEC1-2S9Z,GBP,1,2.25
203-9195720-4937104,Z3-ORV9-K8XD,GBP,1,6.56
203-9215222-3108300,3T-6QPR-E2MV,GBP,1,4.65
203-9239314-8214746,VF-3T0K-DR5O,GBP,2,4.1
203-9257276-9457941,8M-NHB7-T8TR,GBP,1,15.26
203-9277652-6003518,ZU-PFDN-JSYV,GBP,1,4.89
203-9286086-8365945,WX-L5UA-UB1Q,GBP,1,1.72
203-9290629-1723569,XH-0LAE-FQO5,GBP,1,2.9
203-9313507-8390710,6V-EEC1-2S9Z,GBP,1,2.25
203-9313872-6128301,LV-425G-BY4X,GBP,1,16.38
203-9338057-2401113,SU-5LQH-2DVN,GBP,1,2.19
203-9340376-2257152,Z7-26PV-O9LR,GBP,1,4.44
203-9376469-6687504,TU-8I14-25ZR,GBP,1,12.67
203-9380714-2733132,3B-3H3V-Z93T,GBP,1,1.6
203-9397447-7373151,Z7-26PV-O9LR,GBP,1,4.44
203-9406843-8530734,VL-48KZ-J3F2,GBP,1,1.06
203-9416652-4164314,6V-EEC1-2S9Z,GBP,1,2.25
203-9416850-0234744,A2-T2AC-TW3L,GBP,1,4.51
203-9423308-0034702,Z7-26PV-O9LR,GBP,1,4.44
203-9432113-4649936,6V-EEC1-2S9Z,GBP,1,2.25
203-9438962-8080367,6V-EEC1-2S9Z,GBP,1,2.25
203-9444420-0326703,A2-T2AC-TW3L,GBP,1,4.51
203-9449004-2934743,7M-48OU-23X3,GBP,1,7.59
203-9449467-7027565,YC-3L3M-BV48,GBP,1,39.61
203-9455319-9937952,6V-EEC1-2S9Z,GBP,1,2.25
203-9457048-4436367,0H-5V53-GPG4,GBP,1,4.85
203-9458639-0352311,VF-3T0K-DR5O,GBP,1,2.05
203-9477117-1848338,TU-8I14-25ZR,GBP,1,12.67
203-9480730-0753955,VF-3T0K-DR5O,GBP,1,2.05
203-9489437-6567516,R7-98IN-2PW8,GBP,1,2.5
203-9500228-6993912,6V-EEC1-2S9Z,GBP,1,2.25
203-9512807-0348354,VL-48KZ-J3F2,GBP,1,1.06
203-9525761-3631541,6V-EEC1-2S9Z,GBP,1,2.25
203-9538576-2934707,H4-86XG-NLX6,GBP,1,3.25
203-9552233-1913938,VL-48KZ-J3F2,GBP,1,1.06
203-9552361-6809102,AF-KIHX-ANYY,GBP,1,0.84
203-9555760-0349942,0G-JB6S-PN34,GBP,1,2.74
203-9558627-3085937,R7-98IN-2PW8,GBP,1,2.5
203-9561544-2959502,6V-EEC1-2S9Z,GBP,1,2.25
203-9592568-9665965,X7-MY4W-H2I4,GBP,1,2.28
203-9593102-8553167,XG-Z9LW-Z27Q,GBP,1,1.99
203-9603101-5059546,6V-EEC1-2S9Z,GBP,1,2.25
203-9608524-7860331,WX-L5UA-UB1Q,GBP,1,1.72
203-9614462-6123504,RZ-6ZL9-CZ7J,GBP,2,4.84
203-9637010-4033142,6V-EEC1-2S9Z,GBP,1,2.25
203-9647668-2476310,DC-K5WH-R7F5,GBP,1,0.68
203-9672343-6545940,TU-8I14-25ZR,GBP,1,12.67
203-9674708-3069921,6V-EEC1-2S9Z,GBP,1,2.25
203-9676727-4847563,VU-8KRA-QP5M,GBP,1,4.32
203-9682012-1072321,F7-PMJ2-SG6A,GBP,2,5.4
203-9697672-9384324,0G-JB6S-PN34,GBP,1,2.74
203-9728643-0298715,F7-PMJ2-SG6A,GBP,4,10.8
203-9729312-2605908,6V-EEC1-2S9Z,GBP,1,2.25
203-9740350-7405139,VU-8KRA-QP5M,GBP,1,4.32
203-9755520-4975561,WX-L5UA-UB1Q,GBP,1,1.72
203-9765802-0890737,6V-EEC1-2S9Z,GBP,1,2.25
203-9783181-8637934,6V-EEC1-2S9Z,GBP,1,2.25
203-9783417-4129127,7L-OT45-7LYB,GBP,1,1.16
203-9784582-0655504,NN-TSZ1-X2RD,GBP,1,3.99
203-9789694-4029907,6V-EEC1-2S9Z,GBP,1,2.25
203-9794161-5479503,WX-L5UA-UB1Q,GBP,1,1.72
203-9798909-5849163,6V-EEC1-2S9Z,GBP,1,2.25
203-9801634-3054719,6V-EEC1-2S9Z,GBP,1,2.25
203-9805914-6669114,6V-EEC1-2S9Z,GBP,1,2.25
203-9815408-8461903,SU-JM8R-2U82,GBP,1,6.95
203-9817355-0547511,0H-5V53-GPG4,GBP,1,4.85
203-9844138-5620305,6V-EEC1-2S9Z,GBP,1,2.25
203-9844697-0506717,6V-EEC1-2S9Z,GBP,1,2.25
203-9845714-5719525,8M-NHB7-T8TR,GBP,1,15.26
203-9845897-1237134,WX-L5UA-UB1Q,GBP,1,1.72
203-9852126-6106755,H4-86XG-NLX6,GBP,1,3.25
203-9866311-5884339,49-4UKW-G81R,GBP,1,3.04
203-9881645-0297111,6V-EEC1-2S9Z,GBP,1,2.25
203-9903476-2759517,MW-9K5M-VKW8,GBP,1,13.65
203-9905469-9072362,WX-L5UA-UB1Q,GBP,1,1.72
203-9919488-6394752,6V-EEC1-2S9Z,GBP,1,2.25
203-9922292-5617107,6V-EEC1-2S9Z,GBP,1,2.25
203-9923904-4521918,N7-A24N-WJA7,GBP,1,3.01
203-9949019-7143539,EE-KTDC-KCFY,GBP,1,3.46
203-9952085-3133943,L3-ZQ8U-A7LQ,GBP,1,3.7
203-9968599-0957119,0G-JB6S-PN34,GBP,1,2.74
203-9976879-4415548,A2-T2AC-TW3L,GBP,1,4.51
203-9982785-9206714,6V-EEC1-2S9Z,GBP,3,6.75
204-0003844-9519522,6V-EEC1-2S9Z,GBP,2,4.5
204-0020519-4666739,6V-EEC1-2S9Z,GBP,1,2.25
204-0031640-8310743,6V-EEC1-2S9Z,GBP,1,2.25
204-0051615-5276305,WX-L5UA-UB1Q,GBP,1,1.72
204-0052150-9187517,WX-L5UA-UB1Q,GBP,1,1.72
204-0066925-8203526,XH-0LAE-FQO5,GBP,1,2.9
204-0086492-3025146,D7-MGBX-RX2P,GBP,1,2.43
204-0093339-2082751,WX-L5UA-UB1Q,GBP,1,1.72
204-0095634-7249107,BB-ZT14-1QQA,GBP,1,3.19
204-0097547-7753931,6V-EEC1-2S9Z,GBP,1,2.25
204-0098338-3061177,EV-CHU5-XU3G,GBP,1,2.73
204-0102184-1857925,WX-L5UA-UB1Q,GBP,1,1.72
204-0105344-3915555,6V-EEC1-2S9Z,GBP,1,2.25
204-0107899-6024314,LF-X542-9TDZ,GBP,1,7.74
204-0111325-7577168,N7-A24N-WJA7,GBP,1,3.01
204-0112741-7910707,WX-L5UA-UB1Q,GBP,1,1.72
204-0131126-0000302,A2-T2AC-TW3L,GBP,1,4.51
204-0131554-5766762,6V-EEC1-2S9Z,GBP,1,2.25
204-0137358-3781156,GJ-2OZK-0GCA,GBP,1,17.5
204-0145786-5703559,EV-CHU5-XU3G,GBP,1,2.73
204-0157847-9061160,WX-L5UA-UB1Q,GBP,1,1.72
204-0158157-6196321,6V-EEC1-2S9Z,GBP,1,2.25
204-0169235-9840353,WX-L5UA-UB1Q,GBP,1,1.72
204-0174970-9641143,Z7-26PV-O9LR,GBP,1,4.44
204-0180603-3801963,L5-PF3B-WHU4,GBP,1,17.5
204-0195718-4050779,6V-EEC1-2S9Z,GBP,1,2.25
204-0199468-2501922,A2-T2AC-TW3L,GBP,1,4.51
204-0207578-6744348,A2-T2AC-TW3L,GBP,1,4.51
204-0213666-4288338,4F-HT42-FD26,GBP,1,3.33
204-0216902-0482775,TU-8I14-25ZR,GBP,1,12.67
204-0230840-4136325,NN-TSZ1-X2RD,GBP,1,3.79
204-0237078-5957129,EV-CHU5-XU3G,GBP,1,2.73
204-0251802-8537140,WX-L5UA-UB1Q,GBP,1,1.72
204-0260940-5466745,A2-T2AC-TW3L,GBP,1,4.51
204-0264337-9291527,6V-EEC1-2S9Z,GBP,1,2.25
204-0282064-4905953,NN-TSZ1-X2RD,GBP,1,3.49
204-0284812-7070721,EE-KTDC-KCFY,GBP,1,3.46
204-0290153-3003568,6V-EEC1-2S9Z,GBP,1,2.25
204-0291248-8964372,XH-0LAE-FQO5,GBP,1,2.9
204-0292168-1081148,CY-5VNG-I5M8,GBP,1,2.22
204-0302565-3420353,F7-PMJ2-SG6A,GBP,2,5.4
204-0306761-3519546,TU-8I14-25ZR,GBP,1,12.67
204-0313456-8814776,WX-L5UA-UB1Q,GBP,1,1.72
204-0320777-9298710,GD-B8SW-1PCP,GBP,1,28.75
204-0337110-6821932,6V-EEC1-2S9Z,GBP,1,2.25
204-0350625-7854762,6V-EEC1-2S9Z,GBP,1,2.25
204-0361002-2686757,VF-3T0K-DR5O,GBP,2,4.1
204-0363060-0105112,DC-K5WH-R7F5,GBP,1,0.68
204-0367661-3892338,SQ-7QYT-5D5B,GBP,1,1.5
204-0380730-7497125,6V-EEC1-2S9Z,GBP,1,2.25
204-0385091-0481139,D7-MGBX-RX2P,GBP,1,2.43
204-0393824-7103534,WX-L5UA-UB1Q,GBP,1,1.72
204-0406957-6895560,WX-L5UA-UB1Q,GBP,1,1.72
204-0409739-0699553,A2-T2AC-TW3L,GBP,1,4.51
204-0419120-6075563,NN-TSZ1-X2RD,GBP,1,3.99
204-0426145-4885156,A2-T2AC-TW3L,GBP,1,4.51
204-0427451-1265931,6V-EEC1-2S9Z,GBP,1,2.25
204-0432824-0585130,WX-L5UA-UB1Q,GBP,1,1.72
204-0458742-8191549,WX-L5UA-UB1Q,GBP,1,1.72
204-0472484-8839562,SR-6OBB-WC03,GBP,1,2.86
204-0476845-0984323,6V-EEC1-2S9Z,GBP,1,2.25
204-0483136-7186769,WX-L5UA-UB1Q,GBP,1,1.72
204-0487628-2023529,3B-3H3V-Z93T,GBP,1,1.6
204-0496495-4354738,Z7-26PV-O9LR,GBP,1,4.2
204-0498114-9811504,WX-L5UA-UB1Q,GBP,1,1.72
204-0503928-6491567,DC-K5WH-R7F5,GBP,2,1.36
204-0520166-1246768,6V-EEC1-2S9Z,GBP,1,2.25
204-0525033-3184331,NN-TSZ1-X2RD,GBP,1,3.79
204-0531544-2445944,6V-EEC1-2S9Z,GBP,1,2.25
204-0533387-5701152,XH-0LAE-FQO5,GBP,1,2.9
204-0541239-7053911,6V-EEC1-2S9Z,GBP,1,2.25
204-0566268-4513948,EE-KTDC-KCFY,GBP,1,3.46
204-0567858-5774759,6V-EEC1-2S9Z,GBP,1,2.25
204-0568893-3727545,SC-LYFM-ORXK,GBP,1,4.2
204-0569369-5941933,DC-K5WH-R7F5,GBP,1,0.68
204-0577590-6926760,6V-EEC1-2S9Z,GBP,2,4.5
204-0579647-2323512,L3-ZQ8U-A7LQ,GBP,1,3.7
204-0579740-3684301,6V-EEC1-2S9Z,GBP,8,18.0
204-0585319-6341121,VF-3T0K-DR5O,GBP,1,2.05
204-0588267-2837962,XH-OMMJ-C7MT,GBP,1,2.45
204-0593790-2072318,SR-6OBB-WC03,GBP,1,2.86
204-0596123-8206701,DC-K5WH-R7F5,GBP,1,0.68
204-0608652-3830729,XH-0LAE-FQO5,GBP,1,2.9
204-0622959-3341141,A2-T2AC-TW3L,GBP,1,4.51
204-0628749-0313164,6V-EEC1-2S9Z,GBP,1,2.25
204-0628946-3154734,VF-3T0K-DR5O,GBP,3,6.1499999999999995
204-0631055-2283516,XE-YPAI-HX9F,GBP,1,4.58
204-0634626-1356301,U1-M5BM-8F5W,GBP,1,13.0
204-0636193-1891526,79-CPJ6-DSG6,GBP,1,13.65
204-0648517-8725107,6V-EEC1-2S9Z,GBP,1,2.25
204-0651781-8260349,Z9-FBUQ-EZN3,GBP,1,2.89
204-0660971-4371528,D7-MGBX-RX2P,GBP,1,2.43
204-0672883-3433961,9X-7TBD-NA16,GBP,1,1.99
204-0682196-8673928,A2-T2AC-TW3L,GBP,1,4.51
204-0688576-8897936,YC-3L3M-BV48,GBP,1,39.61
204-0705773-1793125,A2-T2AC-TW3L,GBP,1,4.51
204-0720393-1038748,XG-Z9LW-Z27Q,GBP,2,3.98
204-0721280-8763560,6V-EEC1-2S9Z,GBP,1,2.25
204-0725427-0772364,A2-T2AC-TW3L,GBP,1,4.51
204-0728625-5925143,6V-EEC1-2S9Z,GBP,1,2.25
204-0746453-7959528,XH-0LAE-FQO5,GBP,1,2.9
204-0746848-2645121,EV-CHU5-XU3G,GBP,1,2.73
204-0758444-6309135,6V-EEC1-2S9Z,GBP,1,2.25
204-0763642-2028348,F7-PMJ2-SG6A,GBP,1,2.7
204-0765803-3547516,SR-6OBB-WC03,GBP,1,2.86
204-0766853-7833969,Z3-ORV9-K8XD,GBP,1,6.56
204-0766995-3168363,XE-YPAI-HX9F,GBP,1,4.58
204-0781194-2087538,I2-6YKQ-CIBP,GBP,1,3.57
204-0784546-2821113,NN-TSZ1-X2RD,GBP,1,3.79
204-0796076-3693163,VF-3T0K-DR5O,GBP,1,2.05
204-0797268-0905946,6V-EEC1-2S9Z,GBP,1,2.25
204-0811365-4506732,6V-EEC1-2S9Z,GBP,1,2.25
204-0815958-8006747,6V-EEC1-2S9Z,GBP,1,2.25
204-0825108-5557931,6V-EEC1-2S9Z,GBP,1,2.25
204-0838637-6638718,6V-EEC1-2S9Z,GBP,4,9.0
204-0853260-2966727,A2-T2AC-TW3L,GBP,1,4.51
204-0887647-5729144,NN-TSZ1-X2RD,GBP,1,3.99
204-0888043-0749942,DC-K5WH-R7F5,GBP,1,0.68
204-0899891-6151510,GJ-2OZK-0GCA,GBP,1,17.5
204-0917660-0877943,DC-K5WH-R7F5,GBP,1,0.68
204-0923926-7425941,6V-EEC1-2S9Z,GBP,1,2.25
204-0938104-6915505,A2-T2AC-TW3L,GBP,1,4.51
204-0976785-2851553,A2-T2AC-TW3L,GBP,1,4.51
204-0991560-7095569,TU-8I14-25ZR,GBP,1,12.67
204-1014942-4441926,6V-EEC1-2S9Z,GBP,1,2.25
204-1021851-3202735,A2-T2AC-TW3L,GBP,1,4.51
204-1030559-5218730,XE-YPAI-HX9F,GBP,1,4.58
204-1030732-6397957,A2-T2AC-TW3L,GBP,1,4.51
204-1032454-3955534,ZV-RLOD-Q0JI,GBP,1,7.55
204-1058004-2892309,6V-EEC1-2S9Z,GBP,1,2.25
204-1070704-9945920,6V-EEC1-2S9Z,GBP,1,2.25
204-1076165-3105130,6V-EEC1-2S9Z,GBP,1,2.25
204-1082833-6927506,TE-Y18U-S2O1,GBP,1,4.16
204-1086451-2241162,A2-T2AC-TW3L,GBP,1,4.51
204-1090168-9169960,SC-LYFM-ORXK,GBP,1,4.2
204-1094057-3142769,6V-EEC1-2S9Z,GBP,1,2.25
204-1094722-1353937,MW-9K5M-VKW8,GBP,1,13.65
204-1095410-2493923,6V-EEC1-2S9Z,GBP,1,2.25
204-1103574-6232368,VL-48KZ-J3F2,GBP,2,2.12
204-1112866-4238753,6V-EEC1-2S9Z,GBP,1,2.25
204-1116189-8821968,TU-8I14-25ZR,GBP,1,12.67
204-1129364-0988309,XH-0LAE-FQO5,GBP,1,2.9
204-1146635-9486764,JL-VTP2-JF3Q,GBP,1,6.95
204-1155284-6733958,VF-3T0K-DR5O,GBP,1,2.05
204-1157518-7445156,6V-EEC1-2S9Z,GBP,1,2.25
204-1165872-1510755,DC-K5WH-R7F5,GBP,1,0.68
204-1171735-1933907,A2-T2AC-TW3L,GBP,1,4.51
204-1179554-8700342,A2-T2AC-TW3L,GBP,1,4.51
204-1180373-2017150,6V-EEC1-2S9Z,GBP,1,2.25
204-1189316-3397939,6V-EEC1-2S9Z,GBP,1,2.25
204-1190991-2285168,A2-T2AC-TW3L,GBP,1,4.51
204-1204356-1394713,BQ-O3OI-FTJU,GBP,1,6.5
204-1210399-7720329,6V-EEC1-2S9Z,GBP,1,2.25
204-1221767-9554737,EV-CHU5-XU3G,GBP,1,2.73
204-1238177-6489108,GK-YI4S-C158,GBP,1,2.58
204-1245321-3343567,Z7-26PV-O9LR,GBP,1,4.44
204-1258451-4045160,6V-EEC1-2S9Z,GBP,1,2.25
204-1261187-5249953,714776,GBP,1,1.21
204-1263763-7449963,NN-TSZ1-X2RD,GBP,1,3.79
204-1264322-1739546,L3-ZQ8U-A7LQ,GBP,2,7.4
204-1268645-6629907,U1-M5BM-8F5W,GBP,1,13.0
204-1272583-9800307,T8-6UWL-I3E1,GBP,1,1.48
204-1275687-4718728,6V-EEC1-2S9Z,GBP,1,2.25
204-1292052-9964335,XH-0LAE-FQO5,GBP,1,2.9
204-1292188-1697167,EV-CHU5-XU3G,GBP,1,2.73
204-1293364-2776359,DC-K5WH-R7F5,GBP,1,0.68
204-1313507-6382706,VF-3T0K-DR5O,GBP,1,2.05
204-1322000-4988363,EV-CHU5-XU3G,GBP,1,2.73
204-1354378-0901900,NN-TSZ1-X2RD,GBP,1,3.99
