posted_date,transaction_id,transaction_type,breakdown_type,amount,currency,amount_value,allocated_amount,allocated_sku,allocation_method,inbound_shipment_id,status
2026-02-17T23:24:11Z,Yki4fMthFgkanB6WrVBlvV1SR-jpzm2moUBlkuAmlws,Shipment,Sales,5.57,GBP,5.57,,,unallocated,,unallocated
2026-02-17T23:25:37Z,dOm_d9IMOrnAGwuDj-H6nkMLOJW__oRXj_lpOnYYSJI,Shipment,Expenses,-2.77,GBP,-2.77,,,unallocated,,unallocated
2026-02-17T23:25:37Z,dOm_d9IMOrnAGwuDj-H6nkMLOJW__oRXj_lpOnYYSJI,Shipment,Sales,6.15,GBP,6.15,,,unallocated,,unallocated
2026-02-17T23:26:43Z,Na9ilyetswceqA765Bitj7dBP7XeRfwFtJeogKYRXRk,Shipment,Expenses,-2.72,GBP,-2.72,,,unallocated,,unallocated
2026-02-17T23:26:43Z,Na9ilyetswceqA765Bitj7dBP7XeRfwFtJeogKYRXRk,Shipment,Sales,5.57,GBP,5.57,,,unallocated,,unallocated
2026-02-17T23:29:20Z,gOMGXscahSpay-EQvGzIRzeG19I4gN_fLlkSSiMa30s,Shipment,Expenses,-2.75,GBP,-2.75,,,unallocated,,unallocated
2026-02-17T23:29:20Z,gOMGXscahSpay-EQvGzIRzeG19I4gN_fLlkSSiMa30s,Shipment,Sales,5.57,GBP,5.57,,,unallocated,,unallocated
2026-02-17T23:32:00Z,_1qjWgcqimK8sOUi-_fstH-ThLT9mq7yiICmFgwet5s,Shipment,Expenses,-3.25,GBP,-3.25,,,unallocated,,unallocated
2026-02-17T23:32:00Z,_1qjWgcqimK8sOUi-_fstH-ThLT9mq7yiICmFgwet5s,Shipment,Sales,7.99,GBP,7.99,,,unallocated,,unallocated
2026-02-17T23:41:18Z,jIjo_Z10SWvmXhh61KncSDPbTTRoizVxAS9BhXgewwo,Shipment,Expenses,-2.75,GBP,-2.75,,,unallocated,,unallocated
2026-02-17T23:41:18Z,jIjo_Z10SWvmXhh61KncSDPbTTRoizVxAS9BhXgewwo,Shipment,Sales,6.09,GBP,6.09,,,unallocated,,unallocated
2026-02-17T23:43:42Z,jCVvjaavlgorlmVrDvbmRGQAGtMt5dkD5V1mbJp-96Q,Shipment,Expenses,-2.14,GBP,-2.14,,,unallocated,,unallocated
2026-02-17T23:43:42Z,jCVvjaavlgorlmVrDvbmRGQAGtMt5dkD5V1mbJp-96Q,Shipment,Sales,5.5,GBP,5.5,,,unallocated,,unallocated
2026-02-17T23:49:08Z,SbsKtsyH55ffydYUpikDk3mCE-eun9CVEwhwb3HfTew,Shipment,Expenses,-7.09,GBP,-7.09,,,unallocated,,unallocated
2026-02-17T23:49:08Z,SbsKtsyH55ffydYUpikDk3mCE-eun9CVEwhwb3HfTew,Shipment,Sales,24.99,GBP,24.99,,,unallocated,,unallocated
2026-02-17T23:59:09Z,XhEUHudONPlRMhdxpsLIG2IVrvc7IZTRnzYu-uCkONA,Shipment,Expenses,-4.91,GBP,-4.91,,,unallocated,,unallocated
2026-02-17T23:59:09Z,XhEUHudONPlRMhdxpsLIG2IVrvc7IZTRnzYu-uCkONA,Shipment,Sales,11.49,GBP,11.49,,,unallocated,,unallocated
2026-02-18T00:03:16Z,1F_o8LYH2I6xr6xOPzJIhRVzgkBNAMBI2sc31nGiNMM,Shipment,Expenses,-2.77,GBP,-2.77,,,unallocated,,unallocated
2026-02-18T00:03:16Z,1F_o8LYH2I6xr6xOPzJIhRVzgkBNAMBI2sc31nGiNMM,Shipment,Sales,6.15,GBP,6.15,,,unallocated,,unallocated
2026-02-18T00:17:06Z,WJEdlgSW8YEE3bkX62jXUQ7qeDxx3ZUBwMIKHV-Uo5k,Refund,Refunded Expenses,0.77,GBP,0.77,,,unallocated,,unallocated
2026-02-18T00:17:06Z,WJEdlgSW8YEE3bkX62jXUQ7qeDxx3ZUBwMIKHV-Uo5k,Refund,Refunded Sales,-6.09,GBP,-6.09,,,unallocated,,unallocated
2026-02-18T00:34:12Z,JVhs1AVMZZpFeLL9x_sMgdIlxuvRwon2axjRspekSxc,Shipment,Expenses,-1.26,GBP,-1.26,,,unallocated,,unallocated
2026-02-18T00:34:12Z,JVhs1AVMZZpFeLL9x_sMgdIlxuvRwon2axjRspekSxc,Shipment,Sales,7.99,GBP,7.99,,,unallocated,,unallocated
2026-02-18T00:34:24Z,R6KHkLAluC07BFyOTFCe9AmUtbP9XX7OMiAXCZsxPGk,Shipment,Expenses,-1.28,GBP,-1.28,,,unallocated,,unallocated
2026-02-18T00:34:24Z,R6KHkLAluC07BFyOTFCe9AmUtbP9XX7OMiAXCZsxPGk,Shipment,Sales,7.99,GBP,7.99,,,unallocated,,unallocated
2026-02-18T00:34:51Z,Kj8PcNxjh2_rOFwremNHCNkELwrUCg5bfqKaBAH0unQ,Shipment,Expenses,-1.27,GBP,-1.27,,,unallocated,,unallocated
2026-02-18T00:34:51Z,Kj8PcNxjh2_rOFwremNHCNkELwrUCg5bfqKaBAH0unQ,Shipment,Sales,7.98,GBP,7.98,,,unallocated,,unallocated
2026-02-18T00:35:26Z,f1hgKj4hm9S0vq9lXSM6635q8QA3Ua3eNXO5cWQpATY,Shipment,Expenses,-1.27,GBP,-1.27,,,unallocated,,unallocated
2026-02-18T00:35:26Z,f1hgKj4hm9S0vq9lXSM6635q8QA3Ua3eNXO5cWQpATY,Shipment,Sales,7.99,GBP,7.99,,,unallocated,,unallocated
2026-02-18T00:35:56Z,jnSTyA5QXsju5J6QErLtYH_8OsggDunrzfohH2msBHU,Shipment,Expenses,-1.27,GBP,-1.27,,,unallocated,,unallocated
2026-02-18T00:35:56Z,jnSTyA5QXsju5J6QErLtYH_8OsggDunrzfohH2msBHU,Shipment,Sales,7.94,GBP,7.94,,,unallocated,,unallocated
2026-02-18T01:20:52Z,4Z7p5EvB0TApzCCcmxHxtsBYRPWaOR5Kc-fyEmRuMeY,Shipment,Expenses,-2.35,GBP,-2.35,,,unallocated,,unallocated
2026-02-18T01:20:52Z,4Z7p5EvB0TApzCCcmxHxtsBYRPWaOR5Kc-fyEmRuMeY,Shipment,Sales,12.88,GBP,12.88,,,unallocated,,unallocated
2026-02-18T04:37:25Z,G2voDDSSc6mpc2EQo69grs0wYJs6OtZyqhB18KTHbDY,Shipment,Expenses,-0.9,GBP,-0.9,,,unallocated,,unallocated
2026-02-18T04:37:25Z,G2voDDSSc6mpc2EQo69grs0wYJs6OtZyqhB18KTHbDY,Shipment,Sales,9.09,GBP,9.09,,,unallocated,,unallocated
2026-02-18T04:38:48Z,WC-Yt68E5sKFXmS_Yxi38mL9Uay3Sggkq063Ba9g_z4,Shipment,Expenses,-0.88,GBP,-0.88,,,unallocated,,unallocated
2026-02-18T04:38:48Z,WC-Yt68E5sKFXmS_Yxi38mL9Uay3Sggkq063Ba9g_z4,Shipment,Sales,9.09,GBP,9.09,,,unallocated,,unallocated
2026-02-18T05:05:10Z,qS-nFvcNYvKCANtiYMmsoMnpobwItBOtJum1qEykmx0,Shipment,Expenses,-2.5,GBP,-2.5,,,unallocated,,unallocated
2026-02-18T05:05:10Z,qS-nFvcNYvKCANtiYMmsoMnpobwItBOtJum1qEykmx0,Shipment,Sales,15.76,GBP,15.76,,,unallocated,,unallocated
