"Order number";"Order date";"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Expenses";"Net profit";"Margin";"ROI";"Coupon";"Comment"
"206-6381781-6173915 / Shipped / COG: 2.74 / FBA";"21.04.2026";"Skinny Food Co Salted Caramel Zero Calorie Syrup 425ml - Sugar Free Salted Caramel Syrup For Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Caramel Syrup - Salted Caramel Syrup / Price: 6";"B07F1MFWV1";"D0-C7C0-H6LN";"1";"";"6";"";"";"";"-3.05";"-2.74";"";"0.21";"";"0.21";"3.50";"7.66";"";""
"206-5321899-6019542 / Unshipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.6";"";"";"";"-2.55";"-2.25";"";"0.70";"";"0.70";"10.61";"31.11";"";""
"206-7029567-0339561 / Shipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"2";"";"18.19";"";"";"";"-5.19";"-4.5";"-4.16";"1.31";"";"1.31";"7.19";"29.07";"";""
"205-0124883-6330713 / Shipped / COG: 1.65 / FBA";"21.04.2026";"Cameleo - Permanent Hair Colour Cream - Copper Brown - Intensive Color & Protection - 5 Oils + Omega Plus Acids - Professional, Luxurious Hair Dye - Full Kit / Price: 6.94";"B08MVGD2ND";"RI-VSUS-0YTD";"1";"";"6.94";"";"";"";"-3.42";"-1.65";"";"0.71";"";"0.71";"10.28";"43.23";"";""
"026-2034339-0958754 / Shipped / COG: 17.5 / FBA";"21.04.2026";"Promixx PRO Electric Protein Shaker Bottle / Price: 33";"B0CS3VF4GK";"GJ-2OZK-0GCA";"1";"";"33";"";"";"";"-8.3";"-17.5";"";"1.70";"";"1.70";"5.15";"9.71";"";""
"204-3049328-8560333 / Unshipped / COG: 17.5 / FBA";"21.04.2026";"Promixx PRO Electric Protein Shaker Bottle / Price: 33";"B0CS3VF4GK";"GJ-2OZK-0GCA";"1";"";"33";"";"";"";"-8.3";"-17.5";"";"1.70";"";"1.70";"5.15";"9.71";"";""
"204-8731376-0566749 / Shipped / COG: 2.63 / FBA";"21.04.2026";"Fackelmann Sieve 15cm⌀, Strainer, Fine Mesh, Stainless Steel, 15x20x32.5cm, Silver / Price: 8.17";"B0009JJZ8A";"GK-YI4S-C158";"1";"";"8.17";"";"";"";"-4.01";"-2.63";"";"0.17";"";"0.17";"2.06";"6.40";"";""
"206-8235015-4853908 / Unshipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.6";"";"";"";"-2.55";"-2.25";"";"0.70";"";"0.70";"10.61";"31.11";"";""
"206-8312234-5128331 / Shipped / COG: 3.44 / FBA";"21.04.2026";"100 Ultra Pro Card Protector Sleeves: Pro-Matte - 66 x 91 mm / Price: 8.98";"B010E25DI2";"4F-HT42-FD26";"1";"";"8.98";"";"";"";"-3.17";"-3.44";"";"0.87";"";"0.87";"9.72";"25.39";"";""
"202-0250879-4931525 / Unshipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.6";"";"";"";"-2.55";"-2.25";"";"0.70";"";"0.70";"10.61";"31.11";"";""
"205-0656904-2375532 / Shipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"11.59";"";"";"";"-2.63";"-2.25";"-4.16";"0.62";"";"0.62";"5.33";"27.48";"";""
"205-0092596-4293967 / Shipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.6";"";"";"";"-2.55";"-2.25";"";"0.70";"";"0.70";"10.61";"31.11";"";""
"204-9332785-4131537 / Shipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.6";"";"";"";"-2.55";"-2.25";"";"0.70";"";"0.70";"10.61";"31.11";"";""
"206-6125081-7225959 / Shipped / COG: 2.74 / FBA";"21.04.2026";"White Chocolate Skinny Syrup / Price: 9.99";"B07L6H9GZ2";"2X-8XI7-C9T5";"1";"";"9.99";"";"";"";"-3.25";"-2.74";"";"4.00";"";"4.00";"40.04";"145.99";"";""
"205-5323627-2369966 / Shipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.6";"";"";"";"-2.55";"-2.25";"";"0.70";"";"0.70";"10.61";"31.11";"";""
"203-3285984-1799505 / Shipped / COG: 4.44 / FBA";"21.04.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 10.88";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"10.88";"";"";"";"-4.05";"-4.44";"";"0.58";"";"0.58";"5.30";"12.99";"";""
"203-3393224-7899569 / Shipped / COG: 4.44 / FBA";"21.04.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 10.88";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"10.88";"";"";"";"-4.05";"-4.44";"";"0.58";"";"0.58";"5.30";"12.99";"";""
"203-9267754-3351533 / Shipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.6";"";"";"";"-2.5";"-2.25";"";"0.75";"";"0.75";"11.36";"33.33";"";""
"206-0513030-4799545 / Unshipped / COG: 4.79 / FBA";"21.04.2026";"Curaprox CPS 07 Prime Start Interdental Brush Set |Starter Set with 5 Brushes |2 Different Holders |Red | 0.7 mm Diameter |2.5 mm Effectiveness | Made in Switzerland / Price: 9.03";"B086ZD7MG6";"XE-YPAI-HX9F";"1";"";"9.03";"";"";"";"-2.28";"-4.79";"";"0.46";"";"0.46";"5.04";"9.50";"";""
"203-9539129-4256346 / Shipped / COG: 0.68 / FBA";"21.04.2026";"TEPE INTERDENTAL Travel CASE / Price: 3";"B0073FT7FY";"DC-K5WH-R7F5";"1";"";"3";"";"";"";"-1.77";"-0.68";"";"0.05";"";"0.05";"1.67";"7.35";"";""
"202-6811147-9705125 / Shipped / COG: 2.74 / FBA";"21.04.2026";"White Chocolate Skinny Syrup / Price: 9.99";"B07L6H9GZ2";"2X-8XI7-C9T5";"1";"";"9.99";"";"";"";"-3.25";"-2.74";"";"4.00";"";"4.00";"40.04";"145.99";"";""
"202-8598825-1885114 / Shipped / COG: 2.74 / FBA";"21.04.2026";"White Chocolate Skinny Syrup / Price: 9.99";"B07L6H9GZ2";"2X-8XI7-C9T5";"1";"";"9.99";"";"";"";"-3.25";"-2.74";"";"4.00";"";"4.00";"40.04";"145.99";"";""
"202-7517162-9557110 / Shipped / COG: 1.62 / FBA";"21.04.2026";"Croydex White Button Shower Curtain Rings 12pk, 75g, 34F / Price: 6.4";"B005F5TRBI";"FB-6FW0-Z82Q";"2";"";"12.8";"";"";"";"-7.04";"-3.24";"";"0.39";"";"0.39";"3.02";"11.94";"";""
"171-0096423-6003577 / Shipped / COG: 3.49 / FBA";"21.04.2026";"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland / Price: 7.435";"B093FQYQJH";"NN-TSZ1-X2RD";"2";"";"18.34";"";"";"";"-4.13";"-6.98";"-2.89";"0.92";"";"0.92";"5.02";"13.18";"";""
"206-2327155-9320356 / Shipped / COG: 4.44 / FBA";"21.04.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 10.88";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"10.88";"";"";"";"-4.05";"-4.44";"";"0.58";"";"0.58";"5.30";"12.99";"";""
"206-7317972-1561936 / Shipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.6";"";"";"";"-2.55";"-2.25";"";"0.70";"";"0.70";"10.61";"31.11";"";""
"205-2145825-4768351 / Shipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"3";"";"19.8";"";"";"";"-7.51";"-6.75";"";"2.24";"";"2.24";"11.31";"33.19";"";""
"026-1857543-2360326 / Shipped / COG: 4.44 / FBA";"21.04.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 10.88";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"10.88";"";"";"";"-4.05";"-4.44";"";"0.58";"";"0.58";"5.30";"12.99";"";""
"202-8324633-6287551 / Shipped / COG: 4.79 / FBA";"21.04.2026";"Curaprox CPS 07 Prime Start Interdental Brush Set |Starter Set with 5 Brushes |2 Different Holders |Red | 0.7 mm Diameter |2.5 mm Effectiveness | Made in Switzerland / Price: 9.03";"B086ZD7MG6";"XE-YPAI-HX9F";"1";"";"9.03";"";"";"";"-2.28";"-4.79";"";"0.46";"";"0.46";"5.04";"9.50";"";""
"204-7303858-9724361 / Shipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"2";"";"13.2";"";"";"";"-5.11";"-4.5";"";"1.39";"";"1.39";"10.53";"30.89";"";""
"202-4970357-3001958 / Unshipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.6";"";"";"";"-2.55";"-2.25";"";"0.70";"";"0.70";"10.61";"31.11";"";""
"206-8640302-4132358 / Shipped / COG: 0.68 / FBA";"21.04.2026";"TEPE INTERDENTAL Travel CASE / Price: 3";"B0073FT7FY";"DC-K5WH-R7F5";"1";"";"3";"";"";"";"-1.77";"-0.68";"";"0.05";"";"0.05";"1.67";"7.35";"";""
"206-3439716-4469900 / Shipped / COG: 4.44 / FBA";"21.04.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 10.88";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"10.88";"";"";"";"-4.05";"-4.44";"";"0.58";"";"0.58";"5.30";"12.99";"";""
"026-1076085-8241906 / Shipped / COG: 2.74 / FBA";"21.04.2026";"White Chocolate Skinny Syrup / Price: 9.99";"B07L6H9GZ2";"2X-8XI7-C9T5";"1";"";"9.99";"";"";"";"-3.25";"-2.74";"";"4.00";"";"4.00";"40.04";"145.99";"";""
"205-8888253-5409101 / Shipped / COG: 4.79 / FBA";"21.04.2026";"Curaprox CPS 07 Prime Start Interdental Brush Set |Starter Set with 5 Brushes |2 Different Holders |Red | 0.7 mm Diameter |2.5 mm Effectiveness | Made in Switzerland / Price: 9.03";"B086ZD7MG6";"XE-YPAI-HX9F";"1";"";"9.03";"";"";"";"-2.28";"-4.79";"";"0.46";"";"0.46";"5.04";"9.50";"";""
"204-5840783-7744348 / Shipped / COG: 4.44 / FBA";"21.04.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 10.88";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"10.88";"";"";"";"-4.05";"-4.44";"";"0.58";"";"0.58";"5.30";"12.99";"";""
"202-1686898-1503555 / Shipped / COG: 4.44 / FBA";"21.04.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 10.88";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"10.88";"";"";"";"-4.05";"-4.44";"";"0.58";"";"0.58";"5.30";"12.99";"";""
"203-3868974-1736310 / Shipped / COG: 4.44 / FBA";"21.04.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 10.88";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"10.88";"";"";"";"-4.05";"-4.44";"";"0.58";"";"0.58";"5.30";"12.99";"";""
"206-0995167-0023525 / Shipped / COG: 4.44 / FBA";"21.04.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 10.88";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"10.88";"";"";"";"-4.05";"-4.44";"";"0.58";"";"0.58";"5.30";"12.99";"";""
"202-9008054-0032320 / Shipped / COG: 0.68 / FBA";"21.04.2026";"TEPE INTERDENTAL Travel CASE / Price: 3";"B0073FT7FY";"DC-K5WH-R7F5";"1";"";"3";"";"";"";"-1.77";"-0.68";"";"0.05";"";"0.05";"1.67";"7.35";"";""
"204-4151112-6480331 / Shipped / COG: 2.09 / FBA";"21.04.2026";"Harry Potter - Tattoos (Temporary) - Set of 35 Styles - Official - Cinereplicas / Price: 9";"B07CN7NRF7";"WJ-YHKC-EES5";"1";"";"9";"";"";"";"-2.24";"-2.09";"";"3.17";"";"3.17";"35.22";"151.67";"";""
"204-8547277-7677906 / Shipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.6";"";"";"";"-2.55";"-2.25";"";"0.70";"";"0.70";"10.61";"31.11";"";""
"202-5684075-1782752 / Shipped / COG: 2.74 / FBA";"21.04.2026";"Skinny Food Co Salted Caramel Zero Calorie Syrup 425ml - Sugar Free Salted Caramel Syrup For Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Caramel Syrup - Salted Caramel Syrup / Price: 6";"B07F1MFWV1";"D0-C7C0-H6LN";"2";"";"12";"";"";"";"-6.1";"-5.48";"";"0.42";"";"0.42";"3.50";"7.66";"";""
"206-8922726-4541926 / Shipped / COG: 1.2 / FBA";"21.04.2026";"Yale YES-CYLPULL-CH Essentials Rim Cylinder Door Pull, Great for External Doors, for Easy Door Closing, Chrome Finish / Price: 4.31";"B01NBDFDBC";"7L-OT45-7LYB";"1";"";"4.31";"";"";"";"-2.3";"-1.2";"";"0.09";"";"0.09";"2.13";"7.64";"";""
"206-0011109-4614704 / Shipped / COG: 0.68 / FBA";"21.04.2026";"TEPE INTERDENTAL Travel CASE / Price: 3";"B0073FT7FY";"DC-K5WH-R7F5";"2";"";"6";"";"";"";"-3.54";"-1.36";"";"0.10";"";"0.10";"1.67";"7.35";"";""
"206-6334626-7992366 / Shipped / COG: 2.19 / FBA";"21.04.2026";"TePe EasyPick Toothpicks, Purple, ISO XL, 36pcs, Plaque Remover, efficient Clean Between the Teeth, Durable Dental Picks for Wide Gaps, Travel case Included / Price: 5.03";"B08KFFY86W";"VF-3T0K-DR5O";"2";"";"10.06";"";"";"";"-3.93";"-4.38";"";"0.07";"";"0.07";"0.73";"1.67";"";""
"205-4899399-6553947 / Shipped / COG: 4.44 / FBA";"21.04.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 10.88";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"10.88";"";"";"";"-4.05";"-4.44";"";"0.58";"";"0.58";"5.30";"12.99";"";""
"202-9479617-5497964 / Shipped / COG: 2.37 / FBA";"21.04.2026";"The Army Painter | Hobby: Super Glue / Price: 7.29";"B07QQDMJ6M";"EV-CHU5-XU3G";"1";"";"8.54";"";"";"";"-2.64";"-2.37";"-1.04";"1.07";"";"1.07";"12.49";"45.01";"";""
"202-9299885-1633914 / Shipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.6";"";"";"";"-2.55";"-2.25";"";"0.70";"";"0.70";"10.61";"31.11";"";""
"026-8786521-1223538 / Unshipped / COG: 4.44 / FBA";"21.04.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 10.88";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"10.88";"";"";"";"-4.05";"-4.44";"";"0.58";"";"0.58";"5.30";"12.99";"";""
"202-5177171-3591511 / Unshipped / COG: 2.25 / FBA";"21.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.6";"";"";"";"-2.55";"-2.25";"";"0.70";"";"0.70";"10.61";"31.11";"";""
"026-0308330-0409970 / Shipped / COG: 17.5 / FBA";"21.04.2026";"Promixx PRO Electric Protein Shaker Bottle / Price: 33";"B0CS3VF4GK";"GJ-2OZK-0GCA";"1";"";"33";"";"";"";"-8.3";"-17.5";"";"1.70";"";"1.70";"5.15";"9.71";"";""
"202-8566554-5817110 / Shipped / COG: 2.37 / FBA";"21.04.2026";"The Army Painter | Hobby: Super Glue / Price: 7.29";"B07QQDMJ6M";"EV-CHU5-XU3G";"1";"";"7.29";"";"";"";"-2.62";"-2.37";"";"1.09";"";"1.09";"14.88";"45.78";"";""
"203-5887368-0002700 / Shipped / COG: 2.25 / FBA";"20.04.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.6";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.6";"";"";"";"-2.55";"-2.25";"";"0.70";"";"0.70";"10.61";"31.11";"";""
"206-3369277-3698758 / Unshipped / COG: 17.5 / FBA";"20.04.2026";"Promixx PRO Electric Protein Shaker Bottle / Price: 33";"B0CS3VF4GK";"GJ-2OZK-0GCA";"1";"";"33";"";"";"";"-8.3";"-17.5";"";"1.70";"";"1.70";"5.15";"9.71";"";""
