"Order number";"Order date";"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Expenses";"Net profit";"Margin";"ROI";"Coupon";"Comment"
"202-8689074-9154730 / Shipped / COG: 2.25 / FBA";"21.11.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.5";"-2.25";"";"0.92";"";"0.92";"13.48";"40.74";"";""
"202-6098497-4290721 / Shipped / COG: 2.05 / FBA";"21.11.2025";"TePe EasyPick Toothpicks, Purple, ISO XL, 36pcs, Plaque Remover, efficient Clean Between The Teeth, Durable Dental Picks for Wide Gaps, Travel case Included / Price: 4.93";"B08KFFY86W";"VF-3T0K-DR5O";"1";"";"4.93";"";"";"";"-1.93";"-2.05";"";"0.13";"";"0.13";"2.60";"6.26";"";""
"202-2057047-5257146 / Return / COG: 2.9 / FBA";"21.11.2025";"Curaprox CS 1006 Single Toothbrush – Targeted Cleaning for Gumline and Braces | Ultra-Soft Single Tuft | for Sensitive Teeth and Implants | Designed in Switzerland / Price: 7.12";"B00AOES9GE";"XH-0LAE-FQO5";"1";"";"7.12";"";"";"";"-2.07";"-2.9";"";"0.96";"";"0.96";"13.53";"33.22";"";""
"206-7392560-4452321 / Shipped / COG: 2.25 / FBA";"21.11.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.55";"-2.25";"";"0.87";"";"0.87";"12.75";"38.52";"";""
"026-1477800-3145158 / Shipped / COG: 2.05 / FBA";"21.11.2025";"TePe EasyPick Toothpicks, Purple, ISO XL, 36pcs, Plaque Remover, efficient Clean Between The Teeth, Durable Dental Picks for Wide Gaps, Travel case Included / Price: 4.93";"B08KFFY86W";"VF-3T0K-DR5O";"1";"";"4.93";"";"";"";"-1.93";"-2.05";"";"0.13";"";"0.13";"2.60";"6.26";"";""
"206-5312606-4063555 / Shipped / COG: 2.05 / FBA";"21.11.2025";"TePe EasyPick Toothpicks, Purple, ISO XL, 36pcs, Plaque Remover, efficient Clean Between The Teeth, Durable Dental Picks for Wide Gaps, Travel case Included / Price: 4.93";"B08KFFY86W";"VF-3T0K-DR5O";"1";"";"4.93";"";"";"";"-1.93";"-2.05";"";"0.13";"";"0.13";"2.60";"6.26";"";""
"206-9523320-8176317 / Shipped / COG: 2.05 / FBA";"21.11.2025";"TePe EasyPick Toothpicks, Purple, ISO XL, 36pcs, Plaque Remover, efficient Clean Between The Teeth, Durable Dental Picks for Wide Gaps, Travel case Included / Price: 4.93";"B08KFFY86W";"VF-3T0K-DR5O";"1";"";"4.93";"";"";"";"-1.93";"-2.05";"";"0.13";"";"0.13";"2.60";"6.26";"";""
"202-9560613-7714761 / Shipped / COG: 2.05 / FBA";"21.11.2025";"TePe EasyPick Toothpicks, Purple, ISO XL, 36pcs, Plaque Remover, efficient Clean Between The Teeth, Durable Dental Picks for Wide Gaps, Travel case Included / Price: 4.93";"B08KFFY86W";"VF-3T0K-DR5O";"1";"";"4.93";"";"";"";"-1.93";"-2.05";"";"0.13";"";"0.13";"2.60";"6.26";"";""
"026-4958568-8105117 / Shipped / COG: 2.05 / FBA";"21.11.2025";"TePe EasyPick Toothpicks, Purple, ISO XL, 36pcs, Plaque Remover, efficient Clean Between The Teeth, Durable Dental Picks for Wide Gaps, Travel case Included / Price: 4.93";"B08KFFY86W";"VF-3T0K-DR5O";"1";"";"4.93";"";"";"";"-1.93";"-2.05";"";"0.13";"";"0.13";"2.60";"6.26";"";""
"206-0041348-0841903 / Shipped / COG: 2.05 / FBA";"21.11.2025";"TePe EasyPick Toothpicks, Purple, ISO XL, 36pcs, Plaque Remover, efficient Clean Between The Teeth, Durable Dental Picks for Wide Gaps, Travel case Included / Price: 4.92";"B08KFFY86W";"VF-3T0K-DR5O";"2";"";"9.84";"";"";"";"-3.86";"-4.1";"";"0.24";"";"0.24";"2.44";"5.85";"";""
"202-6929990-5281917 / Shipped / COG: 2.86 / FBA";"21.11.2025";"Dragon Shield ART11105 White (60) Matte Japanese Size Sleeves 60pk / Price: 8.83";"B06XXDNH1P";"SR-6OBB-WC03";"1";"";"8.83";"";"";"";"-3.82";"-2.86";"";"0.68";"";"0.68";"7.68";"23.72";"";""
"205-9591143-0085143 / Shipped / COG: 2.25 / FBA";"21.11.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.55";"-2.25";"";"0.87";"";"0.87";"12.75";"38.52";"";""
"026-8809526-3116330 / Shipped / COG: 2.05 / FBA";"21.11.2025";"TePe EasyPick Toothpicks, Purple, ISO XL, 36pcs, Plaque Remover, efficient Clean Between The Teeth, Durable Dental Picks for Wide Gaps, Travel case Included / Price: 4.92";"B08KFFY86W";"VF-3T0K-DR5O";"1";"";"4.92";"";"";"";"-1.93";"-2.05";"";"0.12";"";"0.12";"2.44";"5.85";"";""
"204-0180603-3801963 / Shipped / COG: 17.5 / FBA";"21.11.2025";"Promixx Pro Shaker Bottle - Refillable, Powerful for Smooth Protein Shakes - Includes Extra Storage - BPA Free, Tumbler 600ml (Silver White/Grey) / Price: 39.99";"B09LDDFK4R";"L5-PF3B-WHU4";"1";"";"39.99";"";"";"";"-9.23";"-17.5";"";"6.60";"";"6.60";"16.49";"37.69";"";""
"205-9304806-5121905 / Shipped / COG: 2.25 / FBA";"21.11.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.55";"-2.25";"";"0.87";"";"0.87";"12.75";"38.52";"";""
"204-6225192-3648323 / Shipped / COG: 17.5 / FBA";"21.11.2025";"Promixx Pro Shaker Bottle - Refillable, Powerful for Smooth Protein Shakes - Includes Extra Storage - BPA Free, Tumbler 600ml (Silver White/Grey) / Price: 39.99";"B09LDDFK4R";"L5-PF3B-WHU4";"1";"";"39.99";"";"";"";"-9.23";"-17.5";"";"6.60";"";"6.60";"16.49";"37.69";"";""
"026-3915659-0830722 / Shipped / COG: 1.72 / FBA";"21.11.2025";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.98";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.98";"";"";"";"-2.35";"-1.72";"";"0.91";"";"0.91";"15.27";"53.10";"";""
"026-3327709-5284343 / Shipped / COG: 2.9 / FBA";"21.11.2025";"Curaprox CS 1006 Single Toothbrush – Targeted Cleaning for Gumline and Braces | Ultra-Soft Single Tuft | for Sensitive Teeth and Implants | Designed in Switzerland / Price: 7.1";"B00AOES9GE";"XH-0LAE-FQO5";"2";"";"14.2";"";"";"";"-4.14";"-5.8";"";"1.89";"";"1.89";"13.33";"32.64";"";""
"206-9400255-4777121 / Shipped / COG: 8.48 / FBA";"21.11.2025";"AQUARIUS 65370 Lord of The Rings Map 1000 Piece Jigsaw Puzzle, Multi-Colored, One Size / Price: 18.99";"B08M8CQHHV";"ZI-1MA2-8QGC";"1";"";"18.99";"";"";"";"-5.97";"-8.48";"";"1.38";"";"1.38";"7.24";"16.21";"";""
"206-6796941-2877954 / Shipped / COG: 1.72 / FBA";"21.11.2025";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.98";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.98";"";"";"";"-2.35";"-1.72";"";"0.91";"";"0.91";"15.27";"53.10";"";""
"026-4448762-7679556 / Shipped / COG: 1.72 / FBA";"21.11.2025";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.98";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.98";"";"";"";"-2.35";"-1.72";"";"0.91";"";"0.91";"15.27";"53.10";"";""
"203-9290629-1723569 / Shipped / COG: 2.9 / FBA";"21.11.2025";"Curaprox CS 1006 Single Toothbrush – Targeted Cleaning for Gumline and Braces | Ultra-Soft Single Tuft | for Sensitive Teeth and Implants | Designed in Switzerland / Price: 7.1";"B00AOES9GE";"XH-0LAE-FQO5";"1";"";"9.59";"";"";"";"-2.11";"-2.9";"-2.07";"0.91";"";"0.91";"9.51";"31.44";"";""
"204-7505959-9205115 / Shipped / COG: 2.05 / FBA";"21.11.2025";"TePe EasyPick Toothpicks, Purple, ISO XL, 36pcs, Plaque Remover, efficient Clean Between The Teeth, Durable Dental Picks for Wide Gaps, Travel case Included / Price: 4.9";"B08KFFY86W";"VF-3T0K-DR5O";"1";"";"4.9";"";"";"";"-1.93";"-2.05";"";"0.10";"";"0.10";"2.11";"5.04";"";""
"206-0902732-6158733 / Return / COG: 3.6 / FBA";"13.11.2025";"Kitchen Devils Lifestyle Peeler Parer Knife 602001 / Price: 0";"B002HY4YSQ";"JV-D1TI-6UF6";"";"1";"";"";"-";"-8.03";"";"";"";"-6.50";"";"-6.50";"";"";"";""
