"Order number";"Order date";"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Expenses";"Net profit";"Margin";"ROI";"Coupon";"Comment"
"202-2046028-2850723 / Shipped / COG: 2.1 / FBA";"31.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.55";"-2.1";"";"1.02";"";"1.02";"14.95";"48.41";"";""
"206-6934144-8467541 / Shipped / COG: 3.04 / FBA";"31.10.2025";"100 Ultra Pro Card Protector Sleeves: Pro-Matte - 66 x 91 mm / Price: 9.29";"B00WI8O0RG";"49-4UKW-G81R";"1";"";"9.29";"";"";"";"-3.17";"-3.04";"";"1.53";"";"1.53";"16.49";"50.38";"";""
"026-2186783-5921952 / Shipped / COG: 2.1 / FBA";"31.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.55";"-2.1";"";"1.02";"";"1.02";"14.95";"48.41";"";""
"204-2364820-0405168 / Shipped / COG: 2.1 / FBA";"31.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.55";"-2.1";"";"1.02";"";"1.02";"14.95";"48.41";"";""
"206-9558716-1007505 / Shipped / COG: 4.29 / FBA";"31.10.2025";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 13.15";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"13.15";"";"";"";"-4.67";"-4.29";"";"2.00";"";"2.00";"15.20";"46.58";"";""
"203-5692544-0719501 / Shipped / COG: 1.52 / FBA";"31.10.2025";"Elliott Multi-Purpose Window Squeegee perfect for streak free cleaning on Windows, shower screens, cars and mirrors, Aluminium frame housing a 20cm rubber squeegee with an ergonomic Grey Handle. / Price: 6.49";"B00KB225MS";"A9-2Y9G-M2K7";"1";"";"7.73";"";"";"";"-3.35";"-1.52";"-1.03";"0.54";"";"0.54";"7.01";"35.63";"";""
"205-6900874-8827534 / Shipped / COG: 3.89 / FBA";"31.10.2025";"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland / Price: 9.99";"B093FQYQJH";"NN-TSZ1-X2RD";"1";"";"9.99";"";"";"";"-2.35";"-3.89";"";"2.09";"";"2.09";"20.87";"53.60";"";""
"205-2237167-4454751 / Shipped / COG: 2.1 / FBA";"31.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.55";"-2.1";"";"1.02";"";"1.02";"14.95";"48.41";"";""
"206-8959321-7819555 / Shipped / COG: 2.55 / FBA";"31.10.2025";"Fackelmann Sieve 15cm⌀, Strainer, Fine Mesh, Stainless Steel, 15x20x32.5cm, Silver / Price: 9.99";"B0009JJZ8A";"GK-YI4S-C158";"1";"";"9.99";"";"";"";"-4.25";"-2.55";"";"1.53";"";"1.53";"15.27";"59.80";"";""
"204-9961226-9454727 / Shipped / COG: 0 / FBA";"31.10.2025";"Ultimate Guard UGD010696 Boulder Deck Case, 100 Plus, standard size, malachite / Price: 11.94";"B06XGSJS7N";"3T-6QPR-E2MV";"1";"";"11.94";"";"";"";"-4.98";"";"";"4.97";"";"4.97";"41.62";"";"";""
"202-8278375-4816330 / Shipped / COG: 17.5 / FBA";"31.10.2025";"Promixx Pro Shaker Bottle - Refillable, Powerful for Smooth Protein Shakes - Includes Extra Storage - BPA Free, Tumbler 600ml (Silver White/Grey) / Price: 39.99";"B09LDDFK4R";"L5-PF3B-WHU4";"1";"";"39.99";"";"";"";"-9.41";"-17.5";"";"6.42";"";"6.42";"16.04";"36.66";"";""
"203-5166987-1078708 / Return / COG: 4.85 / FBA";"31.10.2025";"Arcane Tinmen ApS Dragon Shield: Matte - Dual Soul (Metallic Purple) / Price: 12";"B0CRRPCT5P";"0H-5V53-GPG4";"1";"";"12";"";"";"";"-4.9";"-4.85";"";"0.25";"";"0.25";"2.08";"5.15";"";""
"026-2674164-2546765 / Shipped / COG: 3.89 / FBA";"31.10.2025";"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland / Price: 9.99";"B093FQYQJH";"NN-TSZ1-X2RD";"1";"";"9.99";"";"";"";"-0.82";"-3.89";"";"3.62";"";"3.62";"36.19";"92.93";"";""
"202-3988101-8522752 / Shipped / COG: 2.74 / FBA";"31.10.2025";"Skinny Food Co Sugar Free Maple Syrup 425ml - Zero Calorie Syrup For Breakfast, Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Maple Syrup - Sugar Free Maple Syrup UK / Price: 7.15";"B07H2WXMDJ";"0G-JB6S-PN34";"1";"";"7.15";"";"";"";"-3.28";"-2.74";"";"1.13";"";"1.13";"15.80";"41.24";"";""
"205-7671593-2317132 / Shipped / COG: 20.51 / FBA";"31.10.2025";"OtterBox Symmetry Folio Case for iPad 10th gen 2022, iPad 11th gen 2025 (A16), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Black / Price: 45.1";"B0D6W9DZX4";"3X-EXDD-TD2K";"1";"";"45.1";"";"";"";"-9.11";"-20.51";"";"7.96";"";"7.96";"17.66";"38.83";"";""
"204-5364421-7805945 / Shipped / COG: 2.1 / FBA";"31.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.55";"-2.1";"";"1.02";"";"1.02";"14.95";"48.41";"";""
"202-3325866-6608349 / Shipped / COG: 4.85 / FBA";"31.10.2025";"Arcane Tinmen ApS Dragon Shield: Matte - Dual Soul (Metallic Purple) / Price: 12";"B0CRRPCT5P";"0H-5V53-GPG4";"1";"";"12";"";"";"";"-4.9";"-4.85";"";"0.25";"";"0.25";"2.08";"5.15";"";""
"205-0866633-6288341 / Shipped / COG: 2.1 / FBA";"31.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.5";"-2.1";"";"1.07";"";"1.07";"15.69";"50.80";"";""
"203-0703368-8613120 / Shipped / COG: 2.9 / FBA";"31.10.2025";"Curaprox CS 1006 Single Toothbrush – Targeted Cleaning for Gumline and Braces | Ultra-Soft Single Tuft | for Sensitive Teeth and Implants | Designed in Switzerland / Price: 7.21";"B00AOES9GE";"XH-0LAE-FQO5";"1";"";"7.21";"";"";"";"-2.08";"-2.9";"";"1.03";"";"1.03";"14.26";"35.46";"";""
"205-2798055-6293934 / Shipped / COG: 13 / FBA";"31.10.2025";"Groov-e Geneva Rechargeable DAB & FM Digital Radio - Built-In Alarm Clock & Bluetooth Connectivity - LCD Display - USB or Battery Operated - Portable Radio - 80 Preset Stations - Black / Price: 22.63";"B0C9J86XCZ";"U1-M5BM-8F5W";"1";"";"22.63";"";"";"";"-4.54";"-13";"";"1.32";"";"1.32";"5.83";"10.14";"";""
"026-7558778-8769124 / Shipped / COG: 2.74 / FBA";"31.10.2025";"Skinny Food Co Sugar Free Maple Syrup 425ml - Zero Calorie Syrup For Breakfast, Snacks, Drinks & Desserts - Vegan, Gluten-free, Keto & Paleo Friendly Maple Syrup - Sugar Free Maple Syrup UK / Price: 7.15";"B07H2WXMDJ";"0G-JB6S-PN34";"1";"";"7.15";"";"";"";"-3.28";"-2.74";"";"1.13";"";"1.13";"15.80";"41.24";"";""
"202-0749384-3389115 / Shipped / COG: 1.99 / FBA";"31.10.2025";"Arcane Tinman ART13023 AT-13023 Dragon Shield-Perfect Fit Standard Sleeves 100pk-Smoke, Smoke, One Size / Price: 6.94";"B01N49MD2S";"9X-7TBD-NA16";"1";"";"6.94";"";"";"";"-2.76";"-1.99";"";"1.03";"";"1.03";"14.89";"51.92";"";""
"203-0983047-5934769 / Shipped / COG: 4.58 / FBA";"31.10.2025";"Curaprox CPS 07 Prime Start Interdental Brush Set |Starter Set with 5 Brushes |2 Different Holders |Red | 0.7 mm Diameter |2.5 mm Effectiveness | Made in Switzerland / Price: 9.99";"B086ZD7MG6";"XE-YPAI-HX9F";"1";"";"9.99";"";"";"";"-2.35";"-4.58";"";"1.40";"";"1.40";"13.96";"30.46";"";""
"205-0530450-5909918 / Shipped / COG: 3.89 / FBA";"31.10.2025";"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland / Price: 9.98";"B093FQYQJH";"NN-TSZ1-X2RD";"1";"";"9.98";"";"";"";"-2.35";"-3.89";"";"2.08";"";"2.08";"20.81";"53.39";"";""
"202-2363634-2882768 / Shipped / COG: 4.85 / FBA";"31.10.2025";"Arcane Tinmen ApS Dragon Shield: Matte - Dual Soul (Metallic Purple) / Price: 12";"B0CRRPCT5P";"0H-5V53-GPG4";"1";"";"12";"";"";"";"-1.84";"-4.85";"";"3.31";"";"3.31";"27.58";"68.25";"";""
"205-2547051-2326709 / Shipped / COG: 0 / FBA";"31.10.2025";"Ultimate Guard UGD010696 Boulder Deck Case, 100 Plus, standard size, malachite / Price: 11.94";"B06XGSJS7N";"3T-6QPR-E2MV";"1";"";"11.94";"";"";"";"-4.98";"";"";"4.97";"";"4.97";"41.62";"";"";""
"202-2754448-0021118 / Shipped / COG: 4.85 / FBA";"31.10.2025";"Arcane Tinmen ApS Dragon Shield: Matte - Dual Soul (Metallic Purple) / Price: 12";"B0CRRPCT5P";"0H-5V53-GPG4";"2";"";"24";"";"";"";"-3.67";"-9.7";"";"6.63";"";"6.63";"27.63";"68.35";"";""
"206-8689769-6861119 / Shipped / COG: 4.3 / FBA";"31.10.2025";"Plaque Glo Plaque Disclosing Toothpaste and Torch System (Tropical) / Price: 8.67";"B07J9JGZZV";"Z7-26PV-O9LR";"1";"";"8.67";"";"";"";"-2.33";"-4.3";"";"0.60";"";"0.60";"6.86";"13.84";"";""
"203-4865413-8864327 / Shipped / COG: 16.38 / FBA";"31.10.2025";"Free League Publishing MÖRK Borg (Fantasy OSR RPG, Hardback, Full Color / Price: 34.29";"9188805646";"LV-425G-BY4X";"1";"";"34.29";"";"";"";"-7.44";"-16.38";"";"10.47";"";"10.47";"30.53";"63.92";"";""
"205-5323185-2450736 / Shipped / COG: 4.85 / FBA";"31.10.2025";"Arcane Tinmen ApS Dragon Shield: Matte - Dual Soul (Metallic Purple) / Price: 12";"B0CRRPCT5P";"0H-5V53-GPG4";"1";"";"12";"";"";"";"-1.84";"-4.85";"";"3.31";"";"3.31";"27.58";"68.25";"";""
"203-0605230-2302742 / Shipped / COG: 4.85 / FBA";"31.10.2025";"Arcane Tinmen ApS Dragon Shield: Matte - Dual Soul (Metallic Purple) / Price: 12";"B0CRRPCT5P";"0H-5V53-GPG4";"1";"";"12";"";"";"";"-4.9";"-4.85";"";"0.25";"";"0.25";"2.08";"5.15";"";""
"202-6026729-5269137 / Shipped / COG: 2.1 / FBA";"31.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.5";"-2.1";"";"1.07";"";"1.07";"15.69";"50.80";"";""
"202-0467994-5045102 / Shipped / COG: 3.89 / FBA";"31.10.2025";"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland / Price: 9.98";"B093FQYQJH";"NN-TSZ1-X2RD";"1";"";"9.98";"";"";"";"-0.82";"-3.89";"";"3.61";"";"3.61";"36.14";"92.72";"";""
"206-8026066-5883554 / Shipped / COG: 2.1 / FBA";"31.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"2";"";"13.6";"";"";"";"-5.1";"-4.2";"";"2.03";"";"2.03";"14.95";"48.41";"";""
"204-2981069-9577139 / Shipped / COG: 4.85 / FBA";"31.10.2025";"Arcane Tinmen ApS Dragon Shield: Matte - Dual Soul (Metallic Purple) / Price: 12";"B0CRRPCT5P";"0H-5V53-GPG4";"1";"";"12";"";"";"";"-4.9";"-4.85";"";"0.25";"";"0.25";"2.08";"5.15";"";""
"205-4228514-9019551 / Shipped / COG: 3.89 / FBA";"31.10.2025";"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland / Price: 9.98";"B093FQYQJH";"NN-TSZ1-X2RD";"1";"";"9.98";"";"";"";"-2.35";"-3.89";"";"2.08";"";"2.08";"20.81";"53.39";"";""
"202-8239894-1146755 / Shipped / COG: 2.1 / FBA";"31.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.5";"-2.1";"";"1.07";"";"1.07";"15.69";"50.80";"";""
"203-9997180-5649156 / Shipped / COG: 3.89 / FBA";"31.10.2025";"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland / Price: 9.98";"B093FQYQJH";"NN-TSZ1-X2RD";"1";"";"10.97";"";"";"";"-0.84";"-3.89";"-0.82";"3.59";"";"3.59";"32.74";"92.33";"";""
"206-0363336-8193923 / Shipped / COG: 1.5 / FBA";"31.10.2025";"Makeup Revolution, Conceal & Fix, Ultimate Coverage, Concealer, Medium Sand, 11g / Price: 5.94";"B0915M1DLF";"SQ-7QYT-5D5B";"1";"";"5.94";"";"";"";"-0.49";"-1.5";"";"2.96";"";"2.96";"49.83";"197.33";"";""
"205-6227286-9993913 / Shipped / COG: 16.38 / FBA";"31.10.2025";"Free League Publishing MÖRK Borg (Fantasy OSR RPG, Hardback, Full Color / Price: 34.29";"9188805646";"LV-425G-BY4X";"1";"";"34.29";"";"";"";"-7.44";"-16.38";"";"10.47";"";"10.47";"30.53";"63.92";"";""
"205-8841683-4249938 / Shipped / COG: 2.9 / FBA";"31.10.2025";"Curaprox CS 1006 Single Toothbrush – Targeted Cleaning for Gumline and Braces | Ultra-Soft Single Tuft | for Sensitive Teeth and Implants | Designed in Switzerland / Price: 7.3";"B00AOES9GE";"XH-0LAE-FQO5";"2";"";"14.6";"";"";"";"-4.16";"-5.8";"";"2.21";"";"2.21";"15.11";"38.05";"";""
"202-0872310-1941903 / Shipped / COG: 2.9 / FBA";"31.10.2025";"Curaprox CS 1006 Single Toothbrush – Targeted Cleaning for Gumline and Braces | Ultra-Soft Single Tuft | for Sensitive Teeth and Implants | Designed in Switzerland / Price: 6.38";"B00AOES9GE";"XH-0LAE-FQO5";"1";"";"11.37";"";"";"";"-2.16";"-2.9";"-4.16";"1.61";"";"1.61";"14.16";"55.52";"";""
"205-9848080-5999567 / Return / COG: 2.1 / FBA";"31.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"8.46";"";"";"";"-0.93";"-2.1";"-1.38";"2.64";"";"2.64";"31.21";"125.71";"";""
"203-9599576-2077932 / Shipped / COG: 2.9 / FBA";"31.10.2025";"Curaprox CS 1006 Single Toothbrush – Targeted Cleaning for Gumline and Braces | Ultra-Soft Single Tuft | for Sensitive Teeth and Implants | Designed in Switzerland / Price: 7.3";"B00AOES9GE";"XH-0LAE-FQO5";"1";"";"7.3";"";"";"";"-0.59";"-2.9";"";"2.59";"";"2.59";"35.52";"89.42";"";""
"205-7603983-7777147 / Shipped / COG: 2.25 / FBA";"31.10.2025";"Revlon ColorStay Matte Lite Crayon - She's Fly / Price: 5.52";"B09HXXMJV9";"IM-AYXV-79NJ";"1";"";"5.52";"";"";"";"-0.45";"-2.25";"";"1.90";"";"1.90";"34.42";"84.44";"";""
"406-0245433-9880317 / Shipped / COG: 16.38 / FBA";"31.10.2025";"Free League Publishing MÖRK Borg (Fantasy OSR RPG, Hardback, Full Color / Price: 34.14";"9188805646";"LV-425G-BY4X";"1";"";"34.14";"";"";"";"-7.23";"-16.38";"";"10.53";"";"10.53";"30.84";"64.29";"";""
"026-1049302-6805142 / Shipped / COG: 2.1 / FBA";"31.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.55";"-2.1";"";"1.02";"";"1.02";"14.95";"48.41";"";""
"205-0145944-5920303 / Return / COG: 16.38 / FBA";"31.10.2025";"Free League Publishing MÖRK Borg (Fantasy OSR RPG, Hardback, Full Color / Price: 34.29";"9188805646";"LV-425G-BY4X";"1";"";"34.29";"";"";"";"-7.44";"-16.38";"";"10.47";"";"10.47";"30.53";"63.92";"";""
"203-8966604-4914709 / Shipped / COG: 1.99 / FBA";"31.10.2025";"Arcane Tinman ART13023 AT-13023 Dragon Shield-Perfect Fit Standard Sleeves 100pk-Smoke, Smoke, One Size / Price: 6.94";"B01N49MD2S";"9X-7TBD-NA16";"1";"";"9.44";"";"";"";"-2.8";"-1.99";"-2.08";"1.00";"";"1.00";"10.56";"50.08";"";""
"203-7659652-7173930 / Shipped / COG: 4.85 / FBA";"31.10.2025";"Arcane Tinmen ApS Dragon Shield: Matte - Dual Soul (Metallic Purple) / Price: 12";"B0CRRPCT5P";"0H-5V53-GPG4";"1";"";"12";"";"";"";"-4.9";"-4.85";"";"0.25";"";"0.25";"2.08";"5.15";"";""
"205-8066322-5525167 / Shipped / COG: 4.85 / FBA";"31.10.2025";"Arcane Tinmen ApS Dragon Shield: Matte - Dual Soul (Metallic Purple) / Price: 12";"B0CRRPCT5P";"0H-5V53-GPG4";"4";"";"48";"";"";"";"-19.58";"-19.4";"";"1.02";"";"1.02";"2.13";"5.26";"";""
"206-0364480-9017150 / Shipped / COG: 16.38 / FBA";"30.10.2025";"Free League Publishing MÖRK Borg (Fantasy OSR RPG, Hardback, Full Color / Price: 34.29";"9188805646";"LV-425G-BY4X";"1";"";"34.29";"";"";"";"-7.44";"-16.38";"";"10.47";"";"10.47";"30.53";"63.92";"";""
"206-7799363-1860341 / Shipped / COG: 2.1 / FBA";"30.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.55";"-2.1";"";"1.02";"";"1.02";"14.95";"48.41";"";""
"205-4872451-9934726 / Shipped / COG: 3.89 / FBA";"30.10.2025";"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland / Price: 9.99";"B093FQYQJH";"NN-TSZ1-X2RD";"1";"";"9.99";"";"";"";"-2.35";"-3.89";"";"2.09";"";"2.09";"20.87";"53.60";"";""
"202-7229570-0660352 / Shipped / COG: 4.85 / FBA";"30.10.2025";"Arcane Tinmen ApS Dragon Shield: Matte - Dual Soul (Metallic Purple) / Price: 12";"B0CRRPCT5P";"0H-5V53-GPG4";"2";"";"24";"";"";"";"-9.79";"-9.7";"";"0.51";"";"0.51";"2.13";"5.26";"";""
"204-0888929-3550762 / Shipped / COG: 1.5 / FBA";"30.10.2025";"Makeup Revolution, Conceal & Fix, Ultimate Coverage, Concealer, Medium Sand, 11g / Price: 5.94";"B0915M1DLF";"SQ-7QYT-5D5B";"1";"";"5.94";"";"";"";"-2.96";"-1.5";"";"0.49";"";"0.49";"8.25";"32.67";"";""
"026-3857615-1189920 / Return / COG: 2.5 / FBA";"30.10.2025";"Max Factor Facefinity Matte Bronzer, 001 Light Bronze / Price: 5.83";"B08CHKHTWX";"R7-98IN-2PW8";"1";"";"5.83";"";"";"";"-2.01";"-2.5";"";"0.35";"";"0.35";"5.97";"13.93";"";""
"206-9923883-7971515 / Shipped / COG: 2.05 / FBA";"30.10.2025";"TePe EasyPick Toothpicks, Purple, ISO XL, 36pcs, Plaque Remover, efficient Clean Between The Teeth, Durable Dental Picks for Wide Gaps, Travel case Included / Price: 6.99";"B08KFFY86W";"VF-3T0K-DR5O";"1";"";"6.99";"";"";"";"-2.1";"-2.05";"";"1.68";"";"1.68";"23.96";"81.71";"";""
"206-4234093-5349127 / Shipped / COG: 2.1 / FBA";"30.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.55";"-2.1";"";"1.02";"";"1.02";"14.95";"48.41";"";""
"206-0929783-1704367 / Shipped / COG: 1.52 / FBA";"30.10.2025";"Elliott Multi-Purpose Window Squeegee perfect for streak free cleaning on Windows, shower screens, cars and mirrors, Aluminium frame housing a 20cm rubber squeegee with an ergonomic Grey Handle. / Price: 6.02";"B00KB225MS";"A9-2Y9G-M2K7";"1";"";"6.02";"";"";"";"-0.8";"-1.52";"";"2.70";"";"2.70";"44.80";"177.41";"";""
"206-3633971-5134767 / Shipped / COG: 2.1 / FBA";"30.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-0.9";"-2.1";"";"2.67";"";"2.67";"39.22";"126.99";"";""
"206-1095286-0501143 / Shipped / COG: 2.1 / FBA";"30.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.5";"-2.1";"";"1.07";"";"1.07";"15.69";"50.80";"";""
"204-4200674-7257122 / Shipped / COG: 1.52 / FBA";"30.10.2025";"Elliott Multi-Purpose Window Squeegee perfect for streak free cleaning on Windows, shower screens, cars and mirrors, Aluminium frame housing a 20cm rubber squeegee with an ergonomic Grey Handle. / Price: 6.02";"B00KB225MS";"A9-2Y9G-M2K7";"1";"";"6.02";"";"";"";"-2.51";"-1.52";"";"0.99";"";"0.99";"16.39";"64.91";"";""
"202-0775887-8759560 / Shipped / COG: 4.85 / FBA";"30.10.2025";"Arcane Tinmen ApS Dragon Shield: Matte - Dual Soul (Metallic Purple) / Price: 12";"B0CRRPCT5P";"0H-5V53-GPG4";"1";"";"12";"";"";"";"-4.9";"-4.85";"";"0.25";"";"0.25";"2.08";"5.15";"";""
"202-8639910-0876367 / Shipped / COG: 1.21 / FBA";"30.10.2025";"Price's Petali Brand Scented Tealights | 25 Pack Tealights 4 Hour Burn Time | Available in Multiple Scents (Rose) / Price: 5.2";"B00IUKPVYM";"AK-OB6V-HIYD";"1";"";"5.2";"";"";"";"-2.71";"-1.21";"";"0.41";"";"0.41";"7.95";"34.16";"";""
"026-2981321-7121118 / Shipped / COG: 2.1 / FBA";"30.10.2025";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 6.8";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"6.8";"";"";"";"-2.55";"-2.1";"";"1.02";"";"1.02";"14.95";"48.41";"";""
"205-3273515-6417107 / Shipped / COG: 20.51 / FBA";"30.10.2025";"OtterBox Symmetry Folio Case for iPad Pro 11"" (M5/M4), Shockproof, Drop proof, Slim Protective Folio Case, Tested to Military Standard, Black / Price: 49.99";"B0D3JC45CK";"IB-U5FA-BO2Y";"1";"";"49.99";"";"";"";"-9.85";"-20.51";"";"11.30";"";"11.30";"22.60";"55.09";"";""
