settlement-id	settlement-start-date	settlement-end-date	deposit-date	total-amount	currency	transaction-type	order-id	merchant-order-id	adjustment-id	shipment-id	marketplace-name	amount-type	amount-description	amount	fulfillment-id	posted-date	posted-date-time	order-item-code	merchant-order-item-id	merchant-adjustment-item-id	sku	quantity-purchased	promotion-id
25940039992	10.11.2025 13:50:00 UTC	24.11.2025 13:50:00 UTC	26.11.2025 13:50:00 UTC	4223.26	GBP																		
25940039992						Order	026-1107466-8660304	026-1107466-8660304		UNB6VNSPg	Amazon.co.uk	ItemPrice	Principal	4.60	AFN	10.11.2025	10.11.2025 16:35:56 UTC	56212954096802			IM-AYXV-79NJ	1	
25940039992						Order	026-1107466-8660304	026-1107466-8660304		UNB6VNSPg	Amazon.co.uk	ItemPrice	Tax	0.92	AFN	10.11.2025	10.11.2025 16:35:56 UTC	56212954096802			IM-AYXV-79NJ	1	
25940039992						Order	026-1107466-8660304	026-1107466-8660304		UNB6VNSPg	Amazon.co.uk	ItemFees	Commission	-0.53	AFN	10.11.2025	10.11.2025 16:35:56 UTC	56212954096802			IM-AYXV-79NJ	1	
25940039992						Order	026-1107466-8660304	026-1107466-8660304		UNB6VNSPg	Amazon.co.uk	ItemFees	DigitalServicesFee	-0.02	AFN	10.11.2025	10.11.2025 16:35:56 UTC	56212954096802			IM-AYXV-79NJ	1	
25940039992						Order	202-8832583-6765967	202-8832583-6765967		UNb5fqNsg	Amazon.co.uk	ItemPrice	Principal	5.67	AFN	10.11.2025	10.11.2025 16:09:05 UTC	56198619716682			6V-EEC1-2S9Z	1	
25940039992						Order	202-8832583-6765967	202-8832583-6765967		UNb5fqNsg	Amazon.co.uk	ItemPrice	Tax	1.13	AFN	10.11.2025	10.11.2025 16:09:05 UTC	56198619716682			6V-EEC1-2S9Z	1	
25940039992						Order	202-8832583-6765967	202-8832583-6765967		UNb5fqNsg	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-1.95	AFN	10.11.2025	10.11.2025 16:09:05 UTC	56198619716682			6V-EEC1-2S9Z	1	
25940039992						Order	202-8832583-6765967	202-8832583-6765967		UNb5fqNsg	Amazon.co.uk	ItemFees	Commission	-1.05	AFN	10.11.2025	10.11.2025 16:09:05 UTC	56198619716682			6V-EEC1-2S9Z	1	
25940039992						Order	202-8832583-6765967	202-8832583-6765967		UNb5fqNsg	Amazon.co.uk	ItemFees	DigitalServicesFee	-0.06	AFN	10.11.2025	10.11.2025 16:09:05 UTC	56198619716682			6V-EEC1-2S9Z	1	
25940039992						Order	205-5491580-8757116	205-5491580-8757116		UNyZmXXbg	Amazon.co.uk	ItemPrice	Principal	10.00	AFN	10.11.2025	10.11.2025 16:24:34 UTC	56248053464282			0H-5V53-GPG4	1	
25940039992						Order	205-5491580-8757116	205-5491580-8757116		UNyZmXXbg	Amazon.co.uk	ItemPrice	Tax	2.00	AFN	10.11.2025	10.11.2025 16:24:34 UTC	56248053464282			0H-5V53-GPG4	1	
25940039992						Order	205-5491580-8757116	205-5491580-8757116		UNyZmXXbg	Amazon.co.uk	ItemPrice	Shipping	4.16	AFN	10.11.2025	10.11.2025 16:24:34 UTC	56248053464282			0H-5V53-GPG4	1	
25940039992						Order	205-5491580-8757116	205-5491580-8757116		UNyZmXXbg	Amazon.co.uk	ItemPrice	ShippingTax	0.83	AFN	10.11.2025	10.11.2025 16:24:34 UTC	56248053464282			0H-5V53-GPG4	1	
25940039992						Order	205-5491580-8757116	205-5491580-8757116		UNyZmXXbg	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-3.60	AFN	10.11.2025	10.11.2025 16:24:34 UTC	56248053464282			0H-5V53-GPG4	1	
25940039992						Order	205-5491580-8757116	205-5491580-8757116		UNyZmXXbg	Amazon.co.uk	ItemFees	Commission	-2.16	AFN	10.11.2025	10.11.2025 16:24:34 UTC	56248053464282			0H-5V53-GPG4	1	
25940039992						Order	205-5491580-8757116	205-5491580-8757116		UNyZmXXbg	Amazon.co.uk	ItemFees	ShippingChargeback	-4.99	AFN	10.11.2025	10.11.2025 16:24:34 UTC	56248053464282			0H-5V53-GPG4	1	
25940039992						Order	205-5491580-8757116	205-5491580-8757116		UNyZmXXbg	Amazon.co.uk	ItemFees	DigitalServicesFee	-0.21	AFN	10.11.2025	10.11.2025 16:24:34 UTC	56248053464282			0H-5V53-GPG4	1	
25940039992						Order	026-0384917-4230710	026-0384917-4230710		UcCJcsvvg	Amazon.co.uk	ItemPrice	Principal	20.87	AFN	10.11.2025	10.11.2025 17:08:35 UTC	56230122005442			2L-M26G-560I	1	
25940039992						Order	026-0384917-4230710	026-0384917-4230710		UcCJcsvvg	Amazon.co.uk	ItemPrice	Tax	4.17	AFN	10.11.2025	10.11.2025 17:08:35 UTC	56230122005442			2L-M26G-560I	1	
25940039992						Order	026-0384917-4230710	026-0384917-4230710		UcCJcsvvg	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-3.78	AFN	10.11.2025	10.11.2025 17:08:35 UTC	56230122005442			2L-M26G-560I	1	
25940039992						Order	026-0384917-4230710	026-0384917-4230710		UcCJcsvvg	Amazon.co.uk	ItemFees	Commission	-4.51	AFN	10.11.2025	10.11.2025 17:08:35 UTC	56230122005442			2L-M26G-560I	1	
25940039992						Order	026-0384917-4230710	026-0384917-4230710		UcCJcsvvg	Amazon.co.uk	ItemFees	DigitalServicesFee	-0.16	AFN	10.11.2025	10.11.2025 17:08:35 UTC	56230122005442			2L-M26G-560I	1	
25940039992						Order	202-2851694-6317151	202-2851694-6317151		UG2Nyh59g	Amazon.co.uk	ItemPrice	Principal	5.67	AFN	10.11.2025	10.11.2025 16:59:56 UTC	56202261487242			6V-EEC1-2S9Z	1	
25940039992						Order	202-2851694-6317151	202-2851694-6317151		UG2Nyh59g	Amazon.co.uk	ItemPrice	Tax	1.13	AFN	10.11.2025	10.11.2025 16:59:56 UTC	56202261487242			6V-EEC1-2S9Z	1	
25940039992						Order	202-2851694-6317151	202-2851694-6317151		UG2Nyh59g	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-1.94	AFN	10.11.2025	10.11.2025 16:59:56 UTC	56202261487242			6V-EEC1-2S9Z	1	
25940039992						Order	202-2851694-6317151	202-2851694-6317151		UG2Nyh59g	Amazon.co.uk	ItemFees	Commission	-1.05	AFN	10.11.2025	10.11.2025 16:59:56 UTC	56202261487242			6V-EEC1-2S9Z	1	
25940039992						Order	202-2851694-6317151	202-2851694-6317151		UG2Nyh59g	Amazon.co.uk	ItemFees	DigitalServicesFee	-0.06	AFN	10.11.2025	10.11.2025 16:59:56 UTC	56202261487242			6V-EEC1-2S9Z	1	
25940039992						Order	202-5558603-8929930	202-5558603-8929930		UgYxPlv9g	Amazon.co.uk	ItemPrice	Principal	3.85	AFN	10.11.2025	10.11.2025 16:50:44 UTC	56223141139722			4U-XT39-AMUJ	1	
25940039992						Order	202-5558603-8929930	202-5558603-8929930		UgYxPlv9g	Amazon.co.uk	ItemPrice	Tax	0.77	AFN	10.11.2025	10.11.2025 16:50:44 UTC	56223141139722			4U-XT39-AMUJ	1	
25940039992						Order	202-5558603-8929930	202-5558603-8929930		UgYxPlv9g	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-1.76	AFN	10.11.2025	10.11.2025 16:50:44 UTC	56223141139722			4U-XT39-AMUJ	1	
25940039992						Order	202-5558603-8929930	202-5558603-8929930		UgYxPlv9g	Amazon.co.uk	ItemFees	Commission	-0.45	AFN	10.11.2025	10.11.2025 16:50:44 UTC	56223141139722			4U-XT39-AMUJ	1	
25940039992						Order	202-5558603-8929930	202-5558603-8929930		UgYxPlv9g	Amazon.co.uk	ItemFees	DigitalServicesFee	-0.06	AFN	10.11.2025	10.11.2025 16:50:44 UTC	56223141139722			4U-XT39-AMUJ	1	
25940039992						Order	206-1452967-8868347	206-1452967-8868347		U6gYkJ5mg	Amazon.co.uk	ItemPrice	Principal	5.67	AFN	10.11.2025	10.11.2025 16:12:59 UTC	56194669028722			6V-EEC1-2S9Z	1	
25940039992						Order	206-1452967-8868347	206-1452967-8868347		U6gYkJ5mg	Amazon.co.uk	ItemPrice	Tax	1.13	AFN	10.11.2025	10.11.2025 16:12:59 UTC	56194669028722			6V-EEC1-2S9Z	1	
25940039992						Order	206-1452967-8868347	206-1452967-8868347		U6gYkJ5mg	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-1.94	AFN	10.11.2025	10.11.2025 16:12:59 UTC	56194669028722			6V-EEC1-2S9Z	1	
25940039992						Order	206-1452967-8868347	206-1452967-8868347		U6gYkJ5mg	Amazon.co.uk	ItemFees	Commission	-1.06	AFN	10.11.2025	10.11.2025 16:12:59 UTC	56194669028722			6V-EEC1-2S9Z	1	
25940039992						Order	206-1452967-8868347	206-1452967-8868347		U6gYkJ5mg	Amazon.co.uk	ItemFees	DigitalServicesFee	-0.07	AFN	10.11.2025	10.11.2025 16:12:59 UTC	56194669028722			6V-EEC1-2S9Z	1	
25940039992						Refund	206-7154400-1240327	206-7154400-1240327	amzn1:crow:f1thI+ykSBetouH81tO0Tg		Amazon.co.uk	ItemPrice	Tax	-4.50	AFN	10.11.2025	10.11.2025 17:00:50 UTC	55566286638962		1760741392900068144	MW-9K5M-VKW8		
25940039992						Refund	206-7154400-1240327	206-7154400-1240327	amzn1:crow:f1thI+ykSBetouH81tO0Tg		Amazon.co.uk	ItemPrice	Principal	-22.50	AFN	10.11.2025	10.11.2025 17:00:50 UTC	55566286638962		1760741392900068144	MW-9K5M-VKW8		
25940039992						Refund	206-7154400-1240327	206-7154400-1240327	amzn1:crow:f1thI+ykSBetouH81tO0Tg		Amazon.co.uk	ItemFees	Commission	4.86	AFN	10.11.2025	10.11.2025 17:00:50 UTC	55566286638962		1760741392900068144	MW-9K5M-VKW8		
25940039992						Refund	206-7154400-1240327	206-7154400-1240327	amzn1:crow:f1thI+ykSBetouH81tO0Tg		Amazon.co.uk	ItemFees	RefundCommission	-0.97	AFN	10.11.2025	10.11.2025 17:00:50 UTC	55566286638962		1760741392900068144	MW-9K5M-VKW8		
25940039992						Refund	206-7154400-1240327	206-7154400-1240327	amzn1:crow:f1thI+ykSBetouH81tO0Tg		Amazon.co.uk	ItemFees	DigitalServicesFee	0.10	AFN	10.11.2025	10.11.2025 17:00:50 UTC	55566286638962		1760741392900068144	MW-9K5M-VKW8		
25940039992						Order	202-1897564-7767561	202-1897564-7767561		UcC22dvZg	Amazon.co.uk	ItemPrice	Principal	6.99	AFN	10.11.2025	10.11.2025 22:00:01 UTC	56230002519842			0G-JB6S-PN34	1	
25940039992						Order	202-1897564-7767561	202-1897564-7767561		UcC22dvZg	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-3.18	AFN	10.11.2025	10.11.2025 22:00:01 UTC	56230002519842			0G-JB6S-PN34	1	
25940039992						Order	202-1897564-7767561	202-1897564-7767561		UcC22dvZg	Amazon.co.uk	ItemFees	Commission	-0.67	AFN	10.11.2025	10.11.2025 22:00:01 UTC	56230002519842			0G-JB6S-PN34	1	
25940039992						Order	202-1897564-7767561	202-1897564-7767561		UcC22dvZg	Amazon.co.uk	ItemFees	DigitalServicesFee	-0.07	AFN	10.11.2025	10.11.2025 22:00:01 UTC	56230002519842			0G-JB6S-PN34	1	
25940039992						Order	204-1535897-5020346	204-1535897-5020346		PBc8gVRcV	Amazon.co.uk	ItemPrice	Principal	4.99	AFN	10.11.2025	10.11.2025 20:22:11 UTC	56033780862002			G8-L8EI-INMK	1	
25940039992						Order	204-1535897-5020346	204-1535897-5020346		PBc8gVRcV	Amazon.co.uk	ItemPrice	Tax	1.00	AFN	10.11.2025	10.11.2025 20:22:11 UTC	56033780862002			G8-L8EI-INMK	1	
25940039992						Order	204-1535897-5020346	204-1535897-5020346		PBc8gVRcV	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-2.91	AFN	10.11.2025	10.11.2025 20:22:11 UTC	56033780862002			G8-L8EI-INMK	1	
25940039992						Order	204-1535897-5020346	204-1535897-5020346		PBc8gVRcV	Amazon.co.uk	ItemFees	Commission	-0.57	AFN	10.11.2025	10.11.2025 20:22:11 UTC	56033780862002			G8-L8EI-INMK	1	
25940039992						Order	203-6526894-8569166	203-6526894-8569166		UNgWNRSFg	Amazon.co.uk	ItemPrice	Principal	10.00	AFN	10.11.2025	10.11.2025 18:32:36 UTC	56214240117362			0H-5V53-GPG4	1	
25940039992						Order	203-6526894-8569166	203-6526894-8569166		UNgWNRSFg	Amazon.co.uk	ItemPrice	Tax	2.00	AFN	10.11.2025	10.11.2025 18:32:36 UTC	56214240117362			0H-5V53-GPG4	1	
25940039992						Order	203-6526894-8569166	203-6526894-8569166		UNgWNRSFg	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-3.60	AFN	10.11.2025	10.11.2025 18:32:36 UTC	56214240117362			0H-5V53-GPG4	1	
25940039992						Order	203-6526894-8569166	203-6526894-8569166		UNgWNRSFg	Amazon.co.uk	ItemFees	Commission	-2.16	AFN	10.11.2025	10.11.2025 18:32:36 UTC	56214240117362			0H-5V53-GPG4	1	
25940039992						Order	203-6526894-8569166	203-6526894-8569166		UNgWNRSFg	Amazon.co.uk	ItemFees	DigitalServicesFee	-0.13	AFN	10.11.2025	10.11.2025 18:32:36 UTC	56214240117362			0H-5V53-GPG4	1	
25940039992						Order	202-0985017-4658711	202-0985017-4658711		UNsv7rXwg	Amazon.co.uk	ItemPrice	Principal	10.00	AFN	10.11.2025	10.11.2025 18:37:38 UTC	56242769659362			0H-5V53-GPG4	1	
25940039992						Order	202-0985017-4658711	202-0985017-4658711		UNsv7rXwg	Amazon.co.uk	ItemPrice	Tax	2.00	AFN	10.11.2025	10.11.2025 18:37:38 UTC	56242769659362			0H-5V53-GPG4	1	
25940039992						Order	202-0985017-4658711	202-0985017-4658711		UNsv7rXwg	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-3.60	AFN	10.11.2025	10.11.2025 18:37:38 UTC	56242769659362			0H-5V53-GPG4	1	
25940039992						Order	202-0985017-4658711	202-0985017-4658711		UNsv7rXwg	Amazon.co.uk	ItemFees	Commission	-2.16	AFN	10.11.2025	10.11.2025 18:37:38 UTC	56242769659362			0H-5V53-GPG4	1	
25940039992						Order	202-0985017-4658711	202-0985017-4658711		UNsv7rXwg	Amazon.co.uk	ItemFees	DigitalServicesFee	-0.12	AFN	10.11.2025	10.11.2025 18:37:38 UTC	56242769659362			0H-5V53-GPG4	1	
25940039992						Order	203-3039276-7911525	203-3039276-7911525		UX6KnLSQg	Amazon.co.uk	ItemPrice	Principal	5.67	AFN	10.11.2025	10.11.2025 21:08:04 UTC	56218778584602			6V-EEC1-2S9Z	1	
25940039992						Order	203-3039276-7911525	203-3039276-7911525		UX6KnLSQg	Amazon.co.uk	ItemPrice	Tax	1.13	AFN	10.11.2025	10.11.2025 21:08:04 UTC	56218778584602			6V-EEC1-2S9Z	1	
25940039992						Order	203-3039276-7911525	203-3039276-7911525		UX6KnLSQg	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-1.94	AFN	10.11.2025	10.11.2025 21:08:04 UTC	56218778584602			6V-EEC1-2S9Z	1	
25940039992						Order	203-3039276-7911525	203-3039276-7911525		UX6KnLSQg	Amazon.co.uk	ItemFees	Commission	-1.05	AFN	10.11.2025	10.11.2025 21:08:04 UTC	56218778584602			6V-EEC1-2S9Z	1	
25940039992						Order	203-3039276-7911525	203-3039276-7911525		UX6KnLSQg	Amazon.co.uk	ItemFees	DigitalServicesFee	-0.05	AFN	10.11.2025	10.11.2025 21:08:04 UTC	56218778584602			6V-EEC1-2S9Z	1	
25940039992						Order	205-3015244-8205124	205-3015244-8205124		UC9nLZX1g	Amazon.co.uk	ItemPrice	Principal	10.00	AFN	10.11.2025	10.11.2025 22:24:18 UTC	56244306981922			0H-5V53-GPG4	1	
25940039992						Order	205-3015244-8205124	205-3015244-8205124		UC9nLZX1g	Amazon.co.uk	ItemPrice	Tax	2.00	AFN	10.11.2025	10.11.2025 22:24:18 UTC	56244306981922			0H-5V53-GPG4	1	
25940039992						Order	205-3015244-8205124	205-3015244-8205124		UC9nLZX1g	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-3.60	AFN	10.11.2025	10.11.2025 22:24:18 UTC	56244306981922			0H-5V53-GPG4	1	
25940039992						Order	205-3015244-8205124	205-3015244-8205124		UC9nLZX1g	Amazon.co.uk	ItemFees	Commission	-2.16	AFN	10.11.2025	10.11.2025 22:24:18 UTC	56244306981922			0H-5V53-GPG4	1	
25940039992						Order	205-3015244-8205124	205-3015244-8205124		UC9nLZX1g	Amazon.co.uk	ItemFees	DigitalServicesFee	-0.12	AFN	10.11.2025	10.11.2025 22:24:18 UTC	56244306981922			0H-5V53-GPG4	1	
25940039992						Order	206-8594408-1422758	206-8594408-1422758		U6cVBYvpg	Amazon.co.uk	ItemPrice	Principal	6.12	AFN	10.11.2025	10.11.2025 20:51:01 UTC	55664979801402			XH-0LAE-FQO5	1	
25940039992						Order	206-8594408-1422758	206-8594408-1422758		U6cVBYvpg	Amazon.co.uk	ItemPrice	Tax	1.23	AFN	10.11.2025	10.11.2025 20:51:01 UTC	55664979801402			XH-0LAE-FQO5	1	
25940039992						Order	206-8594408-1422758	206-8594408-1422758		U6cVBYvpg	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-1.76	AFN	10.11.2025	10.11.2025 20:51:01 UTC	55664979801402			XH-0LAE-FQO5	1	
25940039992						Order	206-8594408-1422758	206-8594408-1422758		U6cVBYvpg	Amazon.co.uk	ItemFees	Commission	-0.71	AFN	10.11.2025	10.11.2025 20:51:01 UTC	55664979801402			XH-0LAE-FQO5	1	
25940039992						Order	206-8594408-1422758	206-8594408-1422758		U6cVBYvpg	Amazon.co.uk	ItemFees	DigitalServicesFee	-0.05	AFN	10.11.2025	10.11.2025 20:51:01 UTC	55664979801402			XH-0LAE-FQO5	1	
25940039992						Order	203-7653117-9553959	203-7653117-9553959		UGkzBF5cg	Amazon.co.uk	ItemPrice	Principal	11.34	AFN	10.11.2025	10.11.2025 22:15:04 UTC	56201971704882			6V-EEC1-2S9Z	2	
25940039992						Order	203-7653117-9553959	203-7653117-9553959		UGkzBF5cg	Amazon.co.uk	ItemPrice	Tax	2.26	AFN	10.11.2025	10.11.2025 22:15:04 UTC	56201971704882			6V-EEC1-2S9Z	2	
25940039992						Order	203-7653117-9553959	203-7653117-9553959		UGkzBF5cg	Amazon.co.uk	ItemFees	FBAPerUnitFulfillmentFee	-3.89	AFN	10.11.2025	10.11.2025 22:15:04 UTC	56201971704882			6V-EEC1-2S9Z	2	
25940039992						Order	203-7653117-9553959	203-7653117-9553959		UGkzBF5cg	Amazon.co.uk	ItemFees	Commission	-2.11	AFN	10.11.2025	10.11.2025 22:15:04 UTC	56201971704882			6V-EEC1-2S9Z	2	
