"Order number";"Order date";"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Expenses";"Net profit";"Margin";"ROI";"Coupon";"Comment"
"203-5532605-6775525 / Shipped / COG: 3.7 / FBA";"23.01.2026";"Sandisk SDCZ50-016G-B35 USB 2.0 Flash Drive 16GB Black/Red / Price: 9.99";"B004I2N5AS";"L3-ZQ8U-A7LQ";"1";"";"9.99";"";"";"";"-3.02";"-3.7";"";"1.61";"";"1.61";"16.07";"43.38";"";""
"203-5188148-3048357 / Shipped / COG: 0.68 / FBA";"23.01.2026";"TEPE INTERDENTAL Travel CASE / Price: 3.01";"B0073FT7FY";"DC-K5WH-R7F5";"1";"";"3.01";"";"";"";"-1.75";"-0.68";"";"0.08";"";"0.08";"2.60";"11.51";"";""
"204-4885089-2669919 / Shipped / COG: 2.47 / FBA";"23.01.2026";"Loctite 319 Rear View Mirror Bonder 0.5ml / Price: 6.09";"B0001P0DLU";"JB-RGB6-LZOJ";"1";"";"6.09";"";"";"";"-2.3";"-2.47";"";"0.31";"";"0.31";"5.01";"12.35";"";""
"205-9407977-2090728 / Shipped / COG: 3.99 / FBA";"23.01.2026";"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland / Price: 8.17";"B093FQYQJH";"NN-TSZ1-X2RD";"1";"";"8.17";"";"";"";"-2.18";"-3.99";"";"0.47";"";"0.47";"5.78";"11.84";"";""
"171-4156688-4630732 / Shipped / COG: 18.5 / FBA";"23.01.2026";"LEXIBOOK, Barbie, Educational and Bilingual Laptop in English/French, Toy for children with 124 activities to learn, play games and music, Pink, JC598BBi1 / Price: 30.72";"B0C9LJNJWZ";"4W-VS57-BV6A";"1";"";"30.72";"";"";"";"-9.69";"-18.5";"";"-2.59";"";"-2.59";"-8.43";"-14.00";"";""
"204-4191246-7570700 / Shipped / COG: 4.51 / FBA";"23.01.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 11.97";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"11.97";"";"";"";"-4.16";"-4.51";"";"1.31";"";"1.31";"10.90";"28.94";"";""
"206-9417699-7735537 / Shipped / COG: 0.68 / FBA";"23.01.2026";"TEPE INTERDENTAL Travel CASE / Price: 3";"B0073FT7FY";"DC-K5WH-R7F5";"1";"";"3";"";"";"";"-1.75";"-0.68";"";"0.07";"";"0.07";"2.33";"10.29";"";""
"205-8747454-9945916 / Shipped / COG: 2.7 / FBA";"23.01.2026";"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear / Price: 7.9";"B07RZBBG14";"F7-PMJ2-SG6A";"1";"";"7.9";"";"";"";"-2.91";"-2.7";"";"0.97";"";"0.97";"12.32";"36.05";"";""
"206-1460699-8562767 / Shipped / COG: 1.72 / FBA";"23.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.59";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.59";"";"";"";"-2.29";"-1.72";"";"0.65";"";"0.65";"11.60";"37.69";"";""
"206-7038678-5172334 / Shipped / COG: 1.72 / FBA";"23.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.59";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.59";"";"";"";"-2.29";"-1.72";"";"0.65";"";"0.65";"11.60";"37.69";"";""
"204-8087211-5622727 / Shipped / COG: 1.72 / FBA";"23.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.59";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.59";"";"";"";"-2.29";"-1.72";"";"0.65";"";"0.65";"11.60";"37.69";"";""
"203-1845863-7364302 / Shipped / COG: 1.72 / FBA";"23.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.59";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.59";"";"";"";"-2.29";"-1.72";"";"0.65";"";"0.65";"11.60";"37.69";"";""
"202-5642732-9059503 / Shipped / COG: 1.72 / FBA";"23.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.59";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.59";"";"";"";"-2.29";"-1.72";"";"0.65";"";"0.65";"11.60";"37.69";"";""
"206-5448362-7150713 / Shipped / COG: 1.72 / FBA";"23.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.59";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.59";"";"";"";"-2.29";"-1.72";"";"0.65";"";"0.65";"11.60";"37.69";"";""
"203-8524309-2666751 / Shipped / COG: 4.51 / FBA";"23.01.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 14.99";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"14.99";"";"";"";"-4.56";"-4.51";"";"3.42";"";"3.42";"22.83";"75.87";"";""
"205-8041815-9385930 / Shipped / COG: 2.7 / FBA";"23.01.2026";"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear / Price: 7.9";"B07RZBBG14";"F7-PMJ2-SG6A";"1";"";"7.9";"";"";"";"-2.91";"-2.7";"";"0.97";"";"0.97";"12.32";"36.05";"";""
"026-1737791-2117125 / Shipped / COG: 4.51 / FBA";"23.01.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 11.89";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"11.89";"";"";"";"-4.15";"-4.51";"";"1.25";"";"1.25";"10.50";"27.68";"";""
"206-5452379-4242722 / Shipped / COG: 2.7 / FBA";"23.01.2026";"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear / Price: 7.9";"B07RZBBG14";"F7-PMJ2-SG6A";"2";"";"15.8";"";"";"";"-5.84";"-5.4";"";"1.93";"";"1.93";"12.19";"35.68";"";""
"202-8767225-9911504 / Shipped / COG: 1.72 / FBA";"23.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.59";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.59";"";"";"";"-2.29";"-1.72";"";"0.65";"";"0.65";"11.60";"37.69";"";""
"204-1171735-1933907 / Shipped / COG: 4.51 / FBA";"23.01.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 11.89";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"11.89";"";"";"";"-4.15";"-4.51";"";"1.25";"";"1.25";"10.50";"27.68";"";""
"026-3859851-5397903 / Shipped / COG: 1.72 / FBA";"23.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.59";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.59";"";"";"";"-2.29";"-1.72";"";"0.65";"";"0.65";"11.60";"37.69";"";""
"026-1422681-2892313 / Shipped / COG: 1.72 / FBA";"23.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.59";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.59";"";"";"";"-2.29";"-1.72";"";"0.65";"";"0.65";"11.60";"37.69";"";""
"205-1356361-7892367 / Shipped / COG: 1.72 / FBA";"23.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.59";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.59";"";"";"";"-2.29";"-1.72";"";"0.65";"";"0.65";"11.60";"37.69";"";""
"204-6191584-9089946 / Shipped / COG: 2.7 / FBA";"23.01.2026";"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear / Price: 7.9";"B07RZBBG14";"F7-PMJ2-SG6A";"1";"";"7.9";"";"";"";"-2.91";"-2.7";"";"0.97";"";"0.97";"12.32";"36.05";"";""
"026-9393020-5089962 / Shipped / COG: 38.1 / FBA";"23.01.2026";"OtterBox Defender Case for iPad 10th gen 2022, iPad 11th gen 2025 (A16), Shockproof, Rugged Protective Case with built in Screen Protector, 2x Tested to Military Standard, Black, No Retail Packaging / Price: 79.99";"B0BBHBX72C";"8R-E0Y9-0LAU";"1";"";"79.99";"";"";"";"-15.01";"-38.1";"";"13.55";"";"13.55";"16.94";"35.56";"";""
"026-0267807-9698708 / Shipped / COG: 2.7 / FBA";"23.01.2026";"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear / Price: 7.9";"B07RZBBG14";"F7-PMJ2-SG6A";"1";"";"7.9";"";"";"";"-2.91";"-2.7";"";"0.97";"";"0.97";"12.32";"36.05";"";""
"405-4689348-9081153 / Shipped / COG: 18.5 / FBA";"23.01.2026";"LEXIBOOK, Barbie, Educational and Bilingual Laptop in English/French, Toy for children with 124 activities to learn, play games and music, Pink, JC598BBi1 / Price: 30.72";"B0C9LJNJWZ";"4W-VS57-BV6A";"1";"";"30.72";"";"";"";"-9.69";"-18.5";"";"-2.59";"";"-2.59";"-8.43";"-14.00";"";""
"205-3697709-9368334 / Shipped / COG: 0.68 / FBA";"23.01.2026";"TEPE INTERDENTAL Travel CASE / Price: 3";"B0073FT7FY";"DC-K5WH-R7F5";"1";"";"3";"";"";"";"-1.75";"-0.68";"";"0.07";"";"0.07";"2.33";"10.29";"";""
"206-9306685-0504363 / Shipped / COG: 4.51 / FBA";"23.01.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 11.89";"B006PFN3BW";"A2-T2AC-TW3L";"2";"";"23.78";"";"";"";"-8.3";"-9.02";"";"2.50";"";"2.50";"10.50";"27.68";"";""
"203-3279464-8159565 / Shipped / COG: 4.51 / FBA";"23.01.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 11.89";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"11.89";"";"";"";"-4.15";"-4.51";"";"1.25";"";"1.25";"10.50";"27.68";"";""
"204-7594989-9607547 / Shipped / COG: 15.26 / FBA";"23.01.2026";"Salt of the Earth - Natural Deodorant Roll on Refill - x7 Uses - Amber & Sandalwood - 100% Natural Origin Ingredients - Vegan - Suitable for Men, Women & Children - 525ml / Price: 29.97";"B0B2RBG672";"8M-NHB7-T8TR";"1";"";"29.97";"";"";"";"-7.69";"-15.26";"";"2.03";"";"2.03";"6.76";"13.27";"";""
"406-1515262-6745944 / Unshipped / COG: 4.85 / FBA";"23.01.2026";"Minecraft Zombie Light - Officially Licensed Merchandise, Portable Night Light and Gaming Room Decor for Kids, Gift for Gamer, Battery Powered | Paladone, Green / Price: 12.14";"B0844ZRHS9";"R4-0AXZ-ZZ9D";"2";"";"24.28";"";"";"";"-12.66";"-9.7";"";"-2.13";"";"-2.13";"-8.76";"-21.92";"";""
"026-0404968-8963548 / Shipped / COG: 0.68 / FBA";"23.01.2026";"TEPE INTERDENTAL Travel CASE / Price: 3";"B0073FT7FY";"DC-K5WH-R7F5";"1";"";"3";"";"";"";"-1.75";"-0.68";"";"0.07";"";"0.07";"2.33";"10.29";"";""
"202-9354624-2423517 / Shipped / COG: 4.3 / FBA";"23.01.2026";"Plaque Glo Plaque Disclosing Toothpaste and Torch System (Tropical) / Price: 8.7";"B07J9JGZZV";"Z7-26PV-O9LR";"1";"";"8.7";"";"";"";"-2.34";"-4.3";"";"0.61";"";"0.61";"7.01";"14.19";"";""
"204-9203725-8492315 / Shipped / COG: 2.46 / FBA";"23.01.2026";"The Army Painter | Hobby: Super Glue / Price: 7.49";"B07QQDMJ6M";"EV-CHU5-XU3G";"1";"";"7.49";"";"";"";"-2.62";"-2.46";"";"1.16";"";"1.16";"15.51";"47.22";"";""
"203-1285650-0741162 / Shipped / COG: 1.23 / FBA";"23.01.2026";"KitchenCraft Kitchen Scissors with Bottle Opener, Stainless Steel, Multi Purpose Shears 21 cm (8.3''), Black / Price: 4.36";"B0001IWX7E";"XE-27ZG-EZPZ";"1";"";"4.36";"";"";"";"-2.39";"-1.23";"";"0.01";"";"0.01";"0.31";"1.08";"";""
"206-1616611-7428320 / Return / COG: 0.68 / FBA";"15.01.2026";"TEPE INTERDENTAL Travel CASE / Price: 0";"B0073FT7FY";"DC-K5WH-R7F5";"";"1";"";"";"-";"-2.79";"";"";"";"-2.29";"";"-2.29";"";"";"";""
"026-1319155-1408338 / Return / COG: 2.25 / FBA";"13.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 0";"B06WW79DX5";"6V-EEC1-2S9Z";"";"2";"";"";"-";"-13.64";"";"";"";"-11.10";"";"-11.10";"";"";"";""
