"Order number";"Order date";"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Expenses";"Net profit";"Margin";"ROI";"Coupon";"Comment"
"202-1386711-3716302 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.99";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.99";"";"";"";"-2.71";"-2.25";"";"1.70";"";"1.70";"21.26";"75.48";"";""
"206-4858638-6934747 / Shipped / COG: 4.3 / FBA";"19.01.2026";"Plaque Glo Plaque Disclosing Toothpaste and Torch System (Tropical) / Price: 9.99";"B07J9JGZZV";"Z7-26PV-O9LR";"1";"";"9.99";"";"";"";"-2.45";"-4.3";"";"1.58";"";"1.58";"15.77";"36.63";"";""
"204-3991531-0818735 / Shipped / COG: 28.2 / FBA";"19.01.2026";"Weekender Timex Central Park Quartz Watch with Analogue Display and Nylon Strap - T2N747, Blue, T2N747PF / Price: 59.99";"B0070Y60K8";"KI-CR51-18J3";"1";"";"59.99";"";"";"";"-12";"-28.2";"";"9.79";"";"9.79";"16.32";"34.72";"";""
"026-3830602-1353932 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.91";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.91";"";"";"";"-2.7";"-2.25";"";"1.64";"";"1.64";"20.75";"72.96";"";""
"203-3457679-3886733 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.91";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.91";"";"";"";"-2.7";"-2.25";"";"1.64";"";"1.64";"20.75";"72.96";"";""
"206-7344782-7361103 / Shipped / COG: 3.7 / FBA";"19.01.2026";"Sandisk SDCZ50-016G-B35 USB 2.0 Flash Drive 16GB Black/Red / Price: 9.99";"B004I2N5AS";"L3-ZQ8U-A7LQ";"2";"";"19.98";"";"";"";"-6.04";"-7.4";"";"3.21";"";"3.21";"16.07";"43.38";"";""
"026-7672425-1563540 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.91";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.91";"";"";"";"-2.7";"-2.25";"";"1.64";"";"1.64";"20.75";"72.96";"";""
"202-5286068-2816350 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.91";"B06WW79DX5";"6V-EEC1-2S9Z";"2";"";"15.82";"";"";"";"-5.4";"-4.5";"";"3.28";"";"3.28";"20.75";"72.96";"";""
"205-9438141-0415520 / Shipped / COG: 4.51 / FBA";"19.01.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 12.22";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"12.22";"";"";"";"-4.19";"-4.51";"";"1.48";"";"1.48";"12.14";"32.89";"";""
"202-7641103-4650751 / Shipped / COG: 2.7 / FBA";"19.01.2026";"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear / Price: 7.9";"B07RZBBG14";"F7-PMJ2-SG6A";"1";"";"7.9";"";"";"";"-2.91";"-2.7";"";"0.97";"";"0.97";"12.32";"36.05";"";""
"202-5970255-1872330 / Shipped / COG: 3.7 / FBA";"19.01.2026";"Sandisk SDCZ50-016G-B35 USB 2.0 Flash Drive 16GB Black/Red / Price: 9.99";"B004I2N5AS";"L3-ZQ8U-A7LQ";"1";"";"9.99";"";"";"";"-3.02";"-3.7";"";"1.61";"";"1.61";"16.07";"43.38";"";""
"204-7768253-8857155 / Shipped / COG: 4.51 / FBA";"19.01.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 12.23";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"12.23";"";"";"";"-4.19";"-4.51";"";"1.49";"";"1.49";"12.20";"33.08";"";""
"203-8176388-9831526 / Shipped / COG: 0.68 / FBA";"19.01.2026";"TEPE INTERDENTAL Travel CASE / Price: 3";"B0073FT7FY";"DC-K5WH-R7F5";"1";"";"3";"";"";"";"-1.75";"-0.68";"";"0.07";"";"0.07";"2.33";"10.29";"";""
"026-5776662-0690764 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.91";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.91";"";"";"";"-2.7";"-2.25";"";"1.64";"";"1.64";"20.75";"72.96";"";""
"026-7550052-5717929 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.91";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.91";"";"";"";"-2.7";"-2.25";"";"1.64";"";"1.64";"20.75";"72.96";"";""
"204-1857344-4593161 / Shipped / COG: 6.5 / FBA";"19.01.2026";"5 Ultra Pro 130pt Magnetic One Touch Card Holders (5 Total) 81721 - Fits Cards Up to 130 Point in Thickness / Price: 24.99";"B01CKK8CU2";"BQ-O3OI-FTJU";"1";"";"24.99";"";"";"";"-5.91";"-6.5";"";"8.42";"";"8.42";"33.67";"129.46";"";""
"202-8350969-5296341 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.91";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.91";"";"";"";"-2.7";"-2.25";"";"1.64";"";"1.64";"20.75";"72.96";"";""
"026-6843502-5282752 / Shipped / COG: 1.48 / FBA";"19.01.2026";"Solvite SLVTHRIFT Wallpaper & Border Paste, Set of 1 / Price: 4.26";"B001OXH0X2";"T8-6UWL-I3E1";"1";"";"4.26";"";"";"";"-3.01";"-1.48";"";"-0.94";"";"-0.94";"-22.07";"-63.51";"";""
"204-5032329-1369148 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.91";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.91";"";"";"";"-2.7";"-2.25";"";"1.64";"";"1.64";"20.75";"72.96";"";""
"202-0659567-4217129 / Shipped / COG: 4.51 / FBA";"19.01.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 12.23";"B006PFN3BW";"A2-T2AC-TW3L";"1";"";"12.23";"";"";"";"-4.19";"-4.51";"";"1.49";"";"1.49";"12.20";"33.08";"";""
"206-9703063-3230713 / Shipped / COG: 4.51 / FBA";"19.01.2026";"Everbuild Industrial Grade Superglue GP 50 g Pack of 3 / Price: 12.23";"B006PFN3BW";"A2-T2AC-TW3L";"2";"";"24.46";"";"";"";"-8.38";"-9.02";"";"2.98";"";"2.98";"12.20";"33.07";"";""
"206-5680031-1396347 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.91";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.91";"";"";"";"-2.7";"-2.25";"";"1.64";"";"1.64";"20.75";"72.96";"";""
"202-2143388-2542702 / Shipped / COG: 1.72 / FBA";"19.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.73";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.73";"";"";"";"-2.3";"-1.72";"";"0.76";"";"0.76";"13.18";"43.90";"";""
"202-2798742-0622746 / Shipped / COG: 2.7 / FBA";"19.01.2026";"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear / Price: 7.9";"B07RZBBG14";"F7-PMJ2-SG6A";"1";"";"7.9";"";"";"";"-2.91";"-2.7";"";"0.97";"";"0.97";"12.32";"36.05";"";""
"404-5938399-5718742 / Shipped / COG: 4.3 / FBA";"19.01.2026";"Plaque Glo Plaque Disclosing Toothpaste and Torch System (Tropical) / Price: 9.93";"B07J9JGZZV";"Z7-26PV-O9LR";"1";"";"9.93";"";"";"";"-5.03";"-4.3";"";"-1.06";"";"-1.06";"-10.62";"-24.53";"";""
"026-9516034-9744358 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.99";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.99";"";"";"";"-2.71";"-2.25";"";"1.70";"";"1.70";"21.26";"75.48";"";""
"202-0796253-3655564 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.99";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.99";"";"";"";"-2.71";"-2.25";"";"1.70";"";"1.70";"21.26";"75.48";"";""
"203-8227659-7665960 / Shipped / COG: 1.48 / FBA";"19.01.2026";"Solvite SLVTHRIFT Wallpaper & Border Paste, Set of 1 / Price: 4.26";"B001OXH0X2";"T8-6UWL-I3E1";"1";"";"4.26";"";"";"";"-3.01";"-1.48";"";"-0.94";"";"-0.94";"-22.07";"-63.51";"";""
"204-4306480-0484343 / Shipped / COG: 0.68 / FBA";"19.01.2026";"TEPE INTERDENTAL Travel CASE / Price: 3";"B0073FT7FY";"DC-K5WH-R7F5";"1";"";"3";"";"";"";"-1.75";"-0.68";"";"0.07";"";"0.07";"2.33";"10.29";"";""
"206-6951189-5890751 / Shipped / COG: 13.65 / FBA";"19.01.2026";"Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES / Price: 27";"B0073TTHBY";"MW-9K5M-VKW8";"1";"";"27";"";"";"";"-7.1";"-13.65";"";"1.75";"";"1.75";"6.48";"12.82";"";""
"026-6459918-1525957 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.99";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.99";"";"";"";"-2.71";"-2.25";"";"1.70";"";"1.70";"21.26";"75.48";"";""
"026-7651850-6518761 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.99";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.99";"";"";"";"-2.71";"-2.25";"";"1.70";"";"1.70";"21.26";"75.48";"";""
"206-3489727-6744351 / Shipped / COG: 1.72 / FBA";"19.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.75";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.75";"";"";"";"-2.32";"-1.72";"";"0.75";"";"0.75";"13.07";"43.70";"";""
"026-6438584-3024359 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.98";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.98";"";"";"";"-2.71";"-2.25";"";"1.69";"";"1.69";"21.18";"75.11";"";""
"203-2395294-7767569 / Shipped / COG: 3.99 / FBA";"19.01.2026";"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland / Price: 7.97";"B093FQYQJH";"NN-TSZ1-X2RD";"1";"";"7.97";"";"";"";"-2.18";"-3.99";"";"0.47";"";"0.47";"5.92";"11.82";"";""
"204-9399799-9013942 / Shipped / COG: 2.38 / FBA";"19.01.2026";"SPLAT Biocalcium Toothpaste, 100 ml / Price: 6.42";"B00BWU7MNU";"YO-EKK2-FRCC";"1";"";"6.42";"";"";"";"-2.99";"-2.38";"";"-0.02";"";"-0.02";"-0.31";"-0.84";"";""
"026-9935971-1303554 / Shipped / COG: 2.25 / FBA";"19.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.98";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.98";"";"";"";"-2.71";"-2.25";"";"1.69";"";"1.69";"21.18";"75.11";"";""
"206-4539094-0703561 / Shipped / COG: 2.7 / FBA";"19.01.2026";"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear / Price: 7.9";"B07RZBBG14";"F7-PMJ2-SG6A";"1";"";"7.9";"";"";"";"-2.91";"-2.7";"";"0.97";"";"0.97";"12.32";"36.05";"";""
"204-2457645-3686754 / Shipped / COG: 3.99 / FBA";"19.01.2026";"Curaprox CS 12460 Velvet Soft Toothbrush – Sensitive Gum Care | Ultra-Gentle Cleaning with 12,460 Filaments | Single Pack, Random Color | Made in Switzerland / Price: 7.97";"B093FQYQJH";"NN-TSZ1-X2RD";"1";"";"7.97";"";"";"";"-0.65";"-3.99";"";"2.00";"";"2.00";"25.12";"50.17";"";""
"203-6192271-9399515 / Return / COG: 2.5 / FBA";"10.01.2026";"Max Factor Facefinity Matte Bronzer, 001 Light Bronze / Price: 0";"B08CHKHTWX";"R7-98IN-2PW8";"";"1";"";"";"-";"-5.44";"";"";"";"-4.47";"";"-4.47";"";"";"";""
