"Order number";"Order date";"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Expenses";"Net profit";"Margin";"ROI";"Coupon";"Comment"
"206-4312339-7341126 / Shipped / COG: 1.72 / FBA";"13.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.77";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.77";"";"";"";"-2.32";"-1.72";"";"0.77";"";"0.77";"13.32";"44.67";"";""
"202-4083928-8239517 / Unshipped / COG: 1.72 / FBA";"13.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.77";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.77";"";"";"";"-2.32";"-1.72";"";"0.77";"";"0.77";"13.32";"44.67";"";""
"206-8750921-7620329 / Shipped / COG: 0.68 / FBA";"13.01.2026";"TEPE INTERDENTAL Travel CASE / Price: 3";"B0073FT7FY";"DC-K5WH-R7F5";"1";"";"3";"";"";"";"-1.75";"-0.68";"";"0.07";"";"0.07";"2.33";"10.29";"";""
"206-8837196-8000343 / Shipped / COG: 13.65 / FBA";"13.01.2026";"Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES / Price: 27";"B0073TTHBY";"MW-9K5M-VKW8";"1";"";"27";"";"";"";"-7.19";"-13.65";"";"1.66";"";"1.66";"6.15";"12.16";"";""
"205-9900329-9619536 / Unshipped / COG: 4.7 / FBA";"13.01.2026";"Curaprox CPS 07 Prime Start Interdental Brush Set |Starter Set with 5 Brushes |2 Different Holders |Red | 0.7 mm Diameter |2.5 mm Effectiveness | Made in Switzerland / Price: 10.61";"B086ZD7MG6";"XE-YPAI-HX9F";"2";"";"21.22";"";"";"";"-7.14";"-9.4";"";"1.14";"";"1.14";"5.39";"12.16";"";""
"205-0111623-5667566 / Unshipped / COG: 1.72 / FBA";"13.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.77";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.77";"";"";"";"-2.32";"-1.72";"";"0.77";"";"0.77";"13.32";"44.67";"";""
"026-6462308-6906729 / Shipped / COG: 0.68 / FBA";"13.01.2026";"TEPE INTERDENTAL Travel CASE / Price: 3";"B0073FT7FY";"DC-K5WH-R7F5";"1";"";"3";"";"";"";"-1.75";"-0.68";"";"0.07";"";"0.07";"2.33";"10.29";"";""
"206-2833113-6489126 / Shipped / COG: 0.68 / FBA";"13.01.2026";"TEPE INTERDENTAL Travel CASE / Price: 3";"B0073FT7FY";"DC-K5WH-R7F5";"1";"";"3";"";"";"";"-1.75";"-0.68";"";"0.07";"";"0.07";"2.33";"10.29";"";""
"206-7459459-1431501 / Shipped / COG: 1.72 / FBA";"13.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.77";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.77";"";"";"";"-2.32";"-1.72";"";"0.77";"";"0.77";"13.32";"44.67";"";""
"026-2146713-2501948 / Shipped / COG: 4.7 / FBA";"13.01.2026";"Curaprox CPS 07 Prime Start Interdental Brush Set |Starter Set with 5 Brushes |2 Different Holders |Red | 0.7 mm Diameter |2.5 mm Effectiveness | Made in Switzerland / Price: 10.58";"B086ZD7MG6";"XE-YPAI-HX9F";"1";"";"15.57";"";"";"";"-3.61";"-4.7";"-4.16";"4.67";"";"4.67";"3.24";"10.74";"";""
"205-0071847-4313963 / Shipped / COG: 13.65 / FBA";"13.01.2026";"Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES / Price: 27";"B0073TTHBY";"MW-9K5M-VKW8";"1";"";"27";"";"";"";"-7.19";"-13.65";"";"1.66";"";"1.66";"6.15";"12.16";"";""
"202-9213633-1573912 / Shipped / COG: 2.7 / FBA";"13.01.2026";"Dragon Shield AT-13201 Standard Size Perfect Fit Sealable (100 Sleeves), clear / Price: 7.9";"B07RZBBG14";"F7-PMJ2-SG6A";"1";"";"7.9";"";"";"";"-2.91";"-2.7";"";"0.97";"";"0.97";"12.32";"36.05";"";""
"202-1371500-8857956 / Unshipped / COG: 2.25 / FBA";"13.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.99";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.99";"";"";"";"-2.71";"-2.25";"";"1.70";"";"1.70";"21.26";"75.48";"";""
"203-3372451-3477144 / Shipped / COG: 1.72 / FBA";"13.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.77";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.77";"";"";"";"-2.32";"-1.72";"";"0.77";"";"0.77";"13.32";"44.67";"";""
"026-0017416-5297920 / Unshipped / COG: 2.25 / FBA";"13.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.99";"B06WW79DX5";"6V-EEC1-2S9Z";"2";"";"15.98";"";"";"";"-5.42";"-4.5";"";"3.40";"";"3.40";"21.26";"75.48";"";""
"204-4633014-7589121 / Shipped / COG: 2.44 / FBA";"13.01.2026";"Beanies Instant Coffee Flavoured 50g, Freeze-Dried Granules, Quick & Easy to Brew, Nut-Free, Premium Taste,Rich in Flavour, Low-Calorie, Sugar-Free (50g, Cookie dough) / Price: 7.59";"B01JL0WRI2";"K0-71JR-UNLF";"1";"";"7.59";"";"";"";"-3.14";"-2.44";"";"2.01";"";"2.01";"26.48";"82.38";"";""
"206-1686104-6618703 / Unshipped / COG: 2.25 / FBA";"13.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.61";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.61";"";"";"";"-2.66";"-2.25";"";"1.43";"";"1.43";"18.81";"63.63";"";""
"203-3326317-8747557 / Shipped / COG: 13.65 / FBA";"13.01.2026";"Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES / Price: 27";"B0073TTHBY";"MW-9K5M-VKW8";"1";"";"27";"";"";"";"-7.19";"-13.65";"";"1.66";"";"1.66";"6.15";"12.16";"";""
"204-3658690-8873103 / Shipped / COG: 1.72 / FBA";"13.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.77";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.77";"";"";"";"-2.32";"-1.72";"";"0.77";"";"0.77";"13.32";"44.67";"";""
"026-4627445-1833958 / Shipped / COG: 13.65 / FBA";"13.01.2026";"Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES / Price: 27";"B0073TTHBY";"MW-9K5M-VKW8";"1";"";"27";"";"";"";"-7.19";"-13.65";"";"1.66";"";"1.66";"6.15";"12.16";"";""
"204-9390927-0443503 / Unshipped / COG: 2.25 / FBA";"13.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.61";"B06WW79DX5";"6V-EEC1-2S9Z";"3";"";"22.83";"";"";"";"-7.98";"-6.75";"";"4.30";"";"4.30";"18.81";"63.63";"";""
"203-0258832-5588322 / Shipped / COG: 2.19 / FBA";"13.01.2026";"3 PCS EVERBUILD INDUSTRIAL GRADE SUPER GLUE HV HIGH VISCOSITY BONDS PVC, METAL, MDF, ALUMINIUM, CERAMICS, RUBBER ETC. 20G EACH / Price: 8.49";"B07SLLYRSP";"SU-5LQH-2DVN";"1";"";"8.49";"";"";"";"-3.69";"-2.19";"";"1.20";"";"1.20";"14.08";"54.57";"";""
"203-4217948-6389941 / Unshipped / COG: 2.25 / FBA";"13.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.61";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.61";"";"";"";"-2.66";"-2.25";"";"1.43";"";"1.43";"18.81";"63.63";"";""
"026-1319155-1408338 / Unshipped / COG: 2.25 / FBA";"13.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.61";"B06WW79DX5";"6V-EEC1-2S9Z";"4";"";"30.44";"";"";"";"-10.64";"-9";"";"5.73";"";"5.73";"18.81";"63.63";"";""
"026-9935814-5079508 / Unshipped / COG: 2.25 / FBA";"13.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.61";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.61";"";"";"";"-2.66";"-2.25";"";"1.43";"";"1.43";"18.81";"63.63";"";""
"203-8702503-3693151 / Unshipped / COG: 2.25 / FBA";"13.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.61";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.61";"";"";"";"-2.66";"-2.25";"";"1.43";"";"1.43";"18.81";"63.63";"";""
"026-7028819-9514761 / Unshipped / COG: 2.86 / FBA";"13.01.2026";"Everbuild 2 X CYN50 Industrial Superglue General Purpose 50 g / Price: 8.74";"B011SEA38A";"PE-G94Y-4PYO";"2";"";"17.48";"";"";"";"-7.93";"-5.72";"";"0.92";"";"0.92";"5.24";"16.03";"";""
"204-6341093-0665936 / Shipped / COG: 13.65 / FBA";"13.01.2026";"Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES / Price: 27";"B0073TTHBY";"MW-9K5M-VKW8";"1";"";"27";"";"";"";"-7.19";"-13.65";"";"1.66";"";"1.66";"6.15";"12.16";"";""
"026-1742568-2625110 / Unshipped / COG: 2.25 / FBA";"13.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.61";"B06WW79DX5";"6V-EEC1-2S9Z";"4";"";"30.44";"";"";"";"-10.64";"-9";"";"5.73";"";"5.73";"18.81";"63.63";"";""
"204-3164050-8695521 / Shipped / COG: 13.65 / FBA";"13.01.2026";"Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES / Price: 27";"B0073TTHBY";"MW-9K5M-VKW8";"1";"";"27";"";"";"";"-7.19";"-13.65";"";"1.66";"";"1.66";"6.15";"12.16";"";""
"204-9755697-2997140 / Shipped / COG: 13.65 / FBA";"13.01.2026";"Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES / Price: 27";"B0073TTHBY";"MW-9K5M-VKW8";"1";"";"27";"";"";"";"-7.19";"-13.65";"";"1.66";"";"1.66";"6.15";"12.16";"";""
"026-6307031-2176302 / Shipped / COG: 4.7 / FBA";"13.01.2026";"Curaprox CPS 07 Prime Start Interdental Brush Set |Starter Set with 5 Brushes |2 Different Holders |Red | 0.7 mm Diameter |2.5 mm Effectiveness | Made in Switzerland / Price: 10.49";"B086ZD7MG6";"XE-YPAI-HX9F";"1";"";"12.98";"";"";"";"-3.55";"-4.7";"-2.08";"2.57";"";"2.57";"3.75";"10.36";"";""
"202-3735392-9928306 / Unshipped / COG: 2.25 / FBA";"13.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.61";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.61";"";"";"";"-2.66";"-2.25";"";"1.43";"";"1.43";"18.81";"63.63";"";""
"205-2864175-7448359 / Shipped / COG: 4.7 / FBA";"13.01.2026";"Curaprox CPS 07 Prime Start Interdental Brush Set |Starter Set with 5 Brushes |2 Different Holders |Red | 0.7 mm Diameter |2.5 mm Effectiveness | Made in Switzerland / Price: 10.49";"B086ZD7MG6";"XE-YPAI-HX9F";"6";"";"67.93";"";"";"";"-21.13";"-28.2";"-4.15";"7.28";"";"7.28";"4.61";"11.09";"";""
"204-4963943-4113941 / Shipped / COG: 13.65 / FBA";"13.01.2026";"Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES / Price: 27";"B0073TTHBY";"MW-9K5M-VKW8";"1";"";"27";"";"";"";"-7.19";"-13.65";"";"1.66";"";"1.66";"6.15";"12.16";"";""
"205-0010865-0173134 / Shipped / COG: 1.72 / FBA";"13.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.77";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.77";"";"";"";"-2.32";"-1.72";"";"0.77";"";"0.77";"13.32";"44.67";"";""
"205-8465086-7197923 / Shipped / COG: 1.72 / FBA";"13.01.2026";"HG Stain Away 7, Removes Rust Stains from Clothing & Textiles, Concentrated Rusty Mark Remover for Surfaces & Tiles, Fabric & Natural Stone Safe – 50m (426005106) / Price: 5.77";"B007R2ICTK";"WX-L5UA-UB1Q";"1";"";"5.77";"";"";"";"-2.32";"-1.72";"";"0.77";"";"0.77";"13.32";"44.67";"";""
"402-5796917-2234757 / Shipped / COG: 4.3 / FBA";"13.01.2026";"Plaque Glo Plaque Disclosing Toothpaste and Torch System (Tropical) / Price: 9.91";"B07J9JGZZV";"Z7-26PV-O9LR";"1";"";"9.91";"";"";"";"-5.01";"-4.3";"";"-1.05";"";"-1.05";"-10.61";"-24.46";"";""
"405-9840625-5179538 / Shipped / COG: 18.5 / FBA";"13.01.2026";"LEXIBOOK, Barbie, Educational and Bilingual Laptop in English/French, Toy for children with 124 activities to learn, play games and music, Pink, JC598BBi1 / Price: 30.59";"B0C9LJNJWZ";"4W-VS57-BV6A";"1";"";"48.95";"";"";"";"-9.72";"-18.5";"-18.40";"12.57";"";"12.57";"-11.91";"-31.50";"";""
"204-8504610-7422707 / Unshipped / COG: 2.25 / FBA";"13.01.2026";"3 X Everbuild CYN20 20g General Purpose Industrial Superglue / Price: 7.7";"B06WW79DX5";"6V-EEC1-2S9Z";"1";"";"7.7";"";"";"";"-2.67";"-2.25";"";"1.50";"";"1.50";"19.44";"66.52";"";""
"202-3265200-5496308 / Shipped / COG: 3.33 / FBA";"13.01.2026";"100 Ultra Pro Card Protector Sleeves: Pro-Matte - 66 x 91 mm / Price: 8.98";"B010E25DI2";"4F-HT42-FD26";"1";"";"13.97";"";"";"";"-3.22";"-3.33";"-4.15";"5.09";"";"5.09";"6.74";"28.28";"";""
"203-8969358-9148345 / Shipped / COG: 13.65 / FBA";"13.01.2026";"Casio Gents 43.00mm Quartz Watch with Black Analogue dial and Black Rubber Strap Strap MRW-200H-1BVES / Price: 27";"B0073TTHBY";"MW-9K5M-VKW8";"1";"";"27";"";"";"";"-7.19";"-13.65";"";"1.66";"";"1.66";"6.15";"12.16";"";""
"026-9109072-3652341 / Shipped / COG: 2.93 / FBA";"13.01.2026";"Curaprox PerioPlus+ Focus Gel – Targeted Gum Care | Supports Healing with CHX and Hyaluronic Acid | 10 ml Tube | Designed in Switzerland / Price: 6.47";"B07T9WVBZ2";"8U-QPFH-3EKQ";"1";"";"6.47";"";"";"";"-2.02";"-2.93";"";"0.44";"";"0.44";"6.83";"15.08";"";""
"204-4437502-7855542 / Shipped / COG: 2.93 / FBA";"13.01.2026";"Curaprox PerioPlus+ Focus Gel – Targeted Gum Care | Supports Healing with CHX and Hyaluronic Acid | 10 ml Tube | Designed in Switzerland / Price: 6.47";"B07T9WVBZ2";"8U-QPFH-3EKQ";"3";"";"19.41";"";"";"";"-6.06";"-8.79";"";"1.33";"";"1.33";"6.83";"15.07";"";""
"026-4835346-7151545 / Return / COG: 2.5 / FBA";"11.01.2026";"Max Factor Facefinity Matte Bronzer, 001 Light Bronze / Price: 0";"B08CHKHTWX";"R7-98IN-2PW8";"";"1";"";"";"-";"-5.44";"";"";"";"-4.47";"";"-4.47";"";"";"";""
"026-3086064-2050736 / Return / COG: 12.67 / FBA";"09.01.2026";"Yu-Gi-Oh Legendary Decks 2 2024 Unlimited Reprint / Price: 0";"B0CN5KRVXB";"TU-8I14-25ZR";"";"1";"";"";"-";"-22.98";"";"";"";"-18.61";"";"-18.61";"";"";"";""
