order_id,order_date,seller_sku,quantity,token_id,token_cost,currency,allocation_date,source_level,notes
204-4354277-9266733,2026-01-24T15:17:14Z,A2-T2AC-TW3L,1,A2-T2AC-TW3L-101125-row939-0178,4.51,GBP,2026-01-24T15:41:51Z,1,live_allocation
026-6068566-4059546,2026-01-24T15:21:08Z,T8-6UWL-I3E1,1,T8-6UWL-I3E1-2025-08-04-row808-0019,0,GBP,2026-01-24T15:41:51Z,1,live_allocation
